Symbol,Name
A,Agilent Technologies_
AAC,Ares Acquisition Corp
AACI,Armada Acquisition Co
AAMC,Altisource Asset Mana
AAON,AAON_ Inc. - Common S
AAQC,Accelerate Acquisitio
AAWW,Atlas Air Worldwide H
ABBV,AbbVie Inc. Common St
ABC,AmerisourceBergen Cor
ABEV,Ambev S.A. American D
ABGI,ABG Acquisition Corp.
ABMD,ABIOMED_ Inc. - Commo
ACA,Arcosa_ Inc. Common S
ACAB,Atlantic Coastal Acqu
ACAH,Atlantic Coastal Acqu
ACAHU,Atlantic Coastal Acqu
ACAQ,Athena Consumer Acqui
ACBA,Ace Global Business A
ACDI,Ascendant Digital Acq
ACET,Adicet Bio_ Inc. - Co
ACGL,Arch Capital Group Lt
ACHC,Acadia Healthcare Com
ACLS,Axcelis Technologies_
ACM,AECOM Common Stock
ACQR,Independence Holdings
ACQRU,Independence Holdings
ACRO,Acropolis Infrastruct
ADAL,Anthemis Digital Acqu
ADEA,Adeia Inc.  - Common 
ADER,26 Capital Acquisitio
ADERU,26 Capital Acquisitio
ADEX,Adit EdTech Acquisiti
ADMA,ADMA Biologics Inc - 
ADP,Automatic Data Proces
ADRA,Adara Acquisition Cor
ADRT,Ault Disruptive Techn
ADT,ADT Inc. Common Stock
AEAC,Authentic Equity Acqu
AEACU,Authentic Equity Acqu
AEAE,AltEnergy Acquisition
AEHA,Aesther Healthcare Ac
AEL,American Equity Inves
AER,AerCap Holdings N.V. 
AES,The AES Corporation C
AESC,The AES Corporation C
AFAC,Arena Fortify Acquisi
AFACU,Arena Fortify Acquisi
AFAQ,AF Acquisition Corp. 
AFAQU,AF Acquisition Corp. 
AFARU,Aura FAT Projects Acq
AFL,AFLAC Incorporated Co
AFTR,AfterNext HealthTech 
AGAC,African Gold Acquisit
AGCB,Altimeter Growth Corp
AGFS,AgroFresh Solutions_ 
AGGR,Agile Growth Corp. - 
AGGRU,Agile Growth Corp. - 
AGI,Alamos Gold Inc. Clas
AGO,Assured Guaranty Ltd.
AHRN,Ahren Acquisition Cor
AHRNU,Ahren Acquisition Cor
AIB,AIB Acquisition Corpo
AIBBU,AIB Acquisition Corpo
AIMAU,Aimfinity Investment 
AIMC,Altra Industrial Moti
AIN,Albany International 
AIRT,Air T_ Inc. - Common 
AIV,Apartment Investment 
AJG,Arthur J. Gallagher &
AJRD,Aerojet Rocketdyne Ho
AKIC,Sports Ventures Acqui
ALCC,AltC Acquisition Corp
ALDX,Aldeyra Therapeutics_
ALGM,Allegro MicroSystems_
ALLK,Allakos Inc. - Common
ALNY,Alnylam Pharmaceutica
ALOR,ALSP Orchid Acquisiti
ALORU,ALSP Orchid Acquisiti
ALPA,Alpha Healthcare Acqu
ALPAU,Alpha Healthcare Acqu
ALSA,Alpha Star Acquisitio
ALSN,Allison Transmission 
AMAL,Amalgamated Financial
AMAOU,American Acquisition 
AMBC,Ambac Financial Group
AME,AMETEK_ Inc.
AMG,Affiliated Managers G
AMGN,Amgen Inc. - Common S
AMK,AssetMark Financial H
AMKR,Amkor Technology_ Inc
AMLX,Amylyx Pharmaceutical
AMOT,Allied Motion Technol
AMPI,Advanced Merger Partn
ANAC,Arctos NorthStar Acqu
ANIK,Anika Therapeutics In
ANZU,Anzu Special Acquisit
ANZUU,Anzu Special Acquisit
AON,Aon plc Class A Ordin
APAC,StoneBridge Acquisiti
