Symbol,Name
TLV:AFHL,AFCON HOLD
TLV:AFRE,AFRICA RESIDENC
TLV:ALGS,ALON GAS
TLV:ALRPR,ALROV PROPERT
TLV:AMAN,AMANET
TLV:ARIN,ARI RAEL ESTATE
TLV:ASGR,ASPEN GROUP
TLV:ASHG,ASHTROM GROUP
TLV:ASHO,ASHOT
TLV:ATRY,ATREYU CAP
TLV:AVER,AVERBUCH
TLV:AVIA,AVIATION LINKS
TLV:BCOM,B COMMUNICATION
TLV:BIG,BIG
TLV:BRAN,BARAN
TLV:BRKT,BAREKET
TLV:BULL,BULL TRADING
TLV:CAST,CASTRO
TLV:CDEV,COHEN DEV
TLV:CEL,CELLCOM
TLV:CHAM,CHAM
TLV:CMDR,COMPUTER DIRECT
TLV:CPTP,CAPITAL POINT
TLV:CRMT,CARMIT
TLV:CRSO,CARASSO
TLV:DELT,DELTA
TLV:DISI,DISCOUNT INV
TLV:DLEA,DELEK AUTOMOTIV
TLV:DLEKG,DELEK GROUP
TLV:DNA,D.N.A BIOMED
TLV:DRAL,DOR ALON
TLV:DRSL,DORSEL
TLV:ELMR,ELMOR
TLV:ENOG,ENERGEAN
TLV:ETGA,ETGA GROUP
TLV:EXPO,EXPORT INV
TLV:FBRT,FMS
TLV:FIBI,FIBI BANK
TLV:FIBIH,FIBI HOLDINGS
TLV:FORTY,FORMULA
TLV:FTAL,FATTAL HOLD
TLV:GAGR,GAON GROUP
TLV:GIX,GIX
TLV:GLPL,GOLAN PLASTIC
TLV:GNRS,GENERATION CAP
TLV:GPGB,G.P GLOBAL
TLV:HAMAT,HAMAT
TLV:HARL,HAREL
TLV:HMAM,HAMAMA
TLV:HNMR,HANAN MOR
TLV:HOD,HOD
TLV:IBI,IBI INV HOUSE
TLV:ICL,ICL
TLV:ILCO,ISRAEL CORP
TLV:INFN,INFINYA
TLV:INTR,INTERGAMA
TLV:ISHI,ISRAEL SHIPYARD
TLV:ISRO,ISROTEL
TLV:ISRS,ISRAS
TLV:JBNK,JERUSALEM
TLV:LAHAV,LAHAV
TLV:LAPD,LAPIDOTH   CAP.
TLV:LBTL,LIBENTAL
TLV:LEVI,LEVINSTEIN ENG
TLV:LODZ,LODZIA
TLV:LUDN,LUDAN
TLV:LUZN,LUZON GROUP
TLV:MDPR,MEDIPOWER 0.1$
TLV:MDTR,MEDITR TOWER
TLV:MGDL,MIGDAL INSUR.
TLV:MMAN,MAMAN
TLV:MMHD,MENORA MIV HLD
TLV:MNIF,MNIF
TLV:MNIN,MENDELSON    IF
TLV:MYDS,MYDAS
TLV:MZTF,MIZRAHI TEFAHOT
TLV:NFTA,NAPHTHA
TLV:NSTR,NORSTAR
TLV:NTGR,NETANEL GROUP
TLV:NTML,NETO MALINDA
TLV:NTO,NETO
TLV:NWMD,NEWMED ENERG PU
TLV:OBAS,OPTIBASE
TLV:OPAL,OPAL BALANCE
TLV:ORBI,ORBIT
TLV:ORL,BAZAN
TLV:OVRS,OVERSEAS
TLV:PHOE,PHOENIX
TLV:PPIL,PLASTOFIL
