pb,pi,ev,pe,evr / pm,0.00721,51.94118,304.00924,2348.98354
3597.122300,0.000010,1.000000,141428.647408,9189326.337182,2799.000000,2131.000000,1426.000000,706.000000
3597.122300,0.000010,1.000000,141428.647408,10.362750,2168.000000,1581.000000,962.000000,488.000000
3597.122300,0.000010,1.000000,141428.647408,3.664500,1518.000000,1039.000000,632.000000,320.000000
3597.122300,0.000010,1.000000,141428.647408,1.584750,809.000000,500.000000,295.000000,150.000000
3597.122300,0.000010,1.000000,36.342759,9189326.337182,2116.000000,1693.000000,1127.000000,560.000000
3597.122300,0.000010,1.000000,36.342759,10.362750,1735.000000,1340.000000,821.000000,418.000000
3597.122300,0.000010,1.000000,36.342759,3.664500,1287.000000,940.000000,576.000000,294.000000
3597.122300,0.000010,1.000000,36.342759,1.584750,710.000000,465.000000,278.000000,141.000000
3597.122300,0.000010,1.000000,17.481286,9189326.337182,1417.000000,1172.000000,791.000000,427.000000
3597.122300,0.000010,1.000000,17.481286,10.362750,1158.000000,924.000000,569.000000,313.000000
3597.122300,0.000010,1.000000,17.481286,3.664500,902.000000,689.000000,417.000000,234.000000
3597.122300,0.000010,1.000000,17.481286,1.584750,537.000000,374.000000,228.000000,127.000000
3597.122300,0.000010,1.000000,9.448120,9189326.337182,703.000000,561.000000,371.000000,199.000000
3597.122300,0.000010,1.000000,9.448120,10.362750,553.000000,414.000000,238.000000,125.000000
3597.122300,0.000010,1.000000,9.448120,3.664500,443.000000,314.000000,174.000000,95.000000
3597.122300,0.000010,1.000000,9.448120,1.584750,289.000000,191.000000,102.000000,58.000000
3597.122300,0.000010,100.000000,141428.647408,9189326.337182,2608.000000,1996.000000,1343.000000,657.000000
3597.122300,0.000010,100.000000,141428.647408,10.362750,2002.000000,1467.000000,896.000000,445.000000
3597.122300,0.000010,100.000000,141428.647408,3.664500,1374.000000,940.000000,576.000000,284.000000
3597.122300,0.000010,100.000000,141428.647408,1.584750,702.000000,431.000000,256.000000,123.000000
3597.122300,0.000010,100.000000,36.342759,9189326.337182,1961.000000,1575.000000,1054.000000,516.000000
3597.122300,0.000010,100.000000,36.342759,10.362750,1598.000000,1237.000000,761.000000,379.000000
3597.122300,0.000010,100.000000,36.342759,3.664500,1163.000000,848.000000,524.000000,261.000000
3597.122300,0.000010,100.000000,36.342759,1.584750,616.000000,399.000000,241.000000,116.000000
3597.122300,0.000010,100.000000,17.481286,9189326.337182,1295.000000,1070.000000,729.000000,389.000000
3597.122300,0.000010,100.000000,17.481286,10.362750,1048.000000,833.000000,516.000000,279.000000
3597.122300,0.000010,100.000000,17.481286,3.664500,800.000000,606.000000,370.000000,204.000000
3597.122300,0.000010,100.000000,17.481286,1.584750,457.000000,313.000000,193.000000,104.000000
3597.122300,0.000010,100.000000,9.448120,9189326.337182,636.000000,511.000000,345.000000,182.000000
3597.122300,0.000010,100.000000,9.448120,10.362750,495.000000,372.000000,219.000000,111.000000
3597.122300,0.000010,100.000000,9.448120,3.664500,390.000000,277.000000,158.000000,83.000000
3597.122300,0.000010,100.000000,9.448120,1.584750,247.000000,165.000000,90.000000,48.000000
3597.122300,0.000010,227.000000,141428.647408,9189326.337182,2405.000000,1840.000000,1232.000000,600.000000
3597.122300,0.000010,227.000000,141428.647408,10.362750,1852.000000,1357.000000,828.000000,406.000000
3597.122300,0.000010,227.000000,141428.647408,3.664500,1247.000000,847.000000,518.000000,250.000000
3597.122300,0.000010,227.000000,141428.647408,1.584750,628.000000,383.000000,226.000000,104.000000
3597.122300,0.000010,227.000000,36.342759,9189326.337182,1791.000000,1443.000000,959.000000,465.000000
3597.122300,0.000010,227.000000,36.342759,10.362750,1466.000000,1138.000000,697.000000,341.000000
3597.122300,0.000010,227.000000,36.342759,3.664500,1050.000000,763.000000,469.000000,227.000000
3597.122300,0.000010,227.000000,36.342759,1.584750,547.000000,353.000000,211.000000,97.000000
3597.122300,0.000010,227.000000,17.481286,9189326.337182,1166.000000,965.000000,649.000000,342.000000
3597.122300,0.000010,227.000000,17.481286,10.362750,946.000000,754.000000,462.000000,245.000000
3597.122300,0.000010,227.000000,17.481286,3.664500,712.000000,538.000000,323.000000,173.000000
3597.122300,0.000010,227.000000,17.481286,1.584750,403.000000,276.000000,166.000000,86.000000
3597.122300,0.000010,227.000000,9.448120,9189326.337182,582.000000,472.000000,315.000000,163.000000
3597.122300,0.000010,227.000000,9.448120,10.362750,456.000000,347.000000,203.000000,102.000000
3597.122300,0.000010,227.000000,9.448120,3.664500,355.000000,255.000000,144.000000,75.000000
3597.122300,0.000010,227.000000,9.448120,1.584750,222.000000,150.000000,81.000000,43.000000
3597.122300,0.000010,448.000000,141428.647408,9189326.337182,2202.000000,1675.000000,1113.000000,544.000000
3597.122300,0.000010,448.000000,141428.647408,10.362750,1726.000000,1263.000000,772.000000,370.000000
3597.122300,0.000010,448.000000,141428.647408,3.664500,1144.000000,772.000000,470.000000,221.000000
3597.122300,0.000010,448.000000,141428.647408,1.584750,571.000000,347.000000,205.000000,92.000000
3597.122300,0.000010,448.000000,36.342759,9189326.337182,1622.000000,1302.000000,857.000000,414.000000
3597.122300,0.000010,448.000000,36.342759,10.362750,1355.000000,1053.000000,644.000000,308.000000
3597.122300,0.000010,448.000000,36.342759,3.664500,956.000000,692.000000,421.000000,198.000000
3597.122300,0.000010,448.000000,36.342759,1.584750,496.000000,320.000000,190.000000,85.000000
3597.122300,0.000010,448.000000,17.481286,9189326.337182,1034.000000,858.000000,569.000000,298.000000
3597.122300,0.000010,448.000000,17.481286,10.362750,850.000000,682.000000,415.000000,214.000000
3597.122300,0.000010,448.000000,17.481286,3.664500,627.000000,474.000000,279.000000,144.000000
3597.122300,0.000010,448.000000,17.481286,1.584750,358.000000,247.000000,146.000000,74.000000
3597.122300,0.000010,448.000000,9.448120,9189326.337182,511.000000,420.000000,275.000000,143.000000
3597.122300,0.000010,448.000000,9.448120,10.362750,407.000000,317.000000,183.000000,91.000000
3597.122300,0.000010,448.000000,9.448120,3.664500,310.000000,227.000000,125.000000,64.000000
3597.122300,0.000010,448.000000,9.448120,1.584750,194.000000,134.000000,70.000000,36.000000
3597.122300,0.000010,710.000000,141428.647408,9189326.337182,2000.000000,1528.000000,1003.000000,487.000000
3597.122300,0.000010,710.000000,141428.647408,10.362750,1590.000000,1173.000000,713.000000,333.000000
3597.122300,0.000010,710.000000,141428.647408,3.664500,1037.000000,704.000000,423.000000,194.000000
3597.122300,0.000010,710.000000,141428.647408,1.584750,509.000000,314.000000,186.000000,82.000000
3597.122300,0.000010,710.000000,36.342759,9189326.337182,1458.000000,1174.000000,762.000000,362.000000
3597.122300,0.000010,710.000000,36.342759,10.362750,1239.000000,968.000000,587.000000,272.000000
3597.122300,0.000010,710.000000,36.342759,3.664500,862.000000,626.000000,376.000000,172.000000
3597.122300,0.000010,710.000000,36.342759,1.584750,442.000000,289.000000,173.000000,76.000000
3597.122300,0.000010,710.000000,17.481286,9189326.337182,915.000000,764.000000,501.000000,255.000000
3597.122300,0.000010,710.000000,17.481286,10.362750,759.000000,614.000000,370.000000,184.000000
3597.122300,0.000010,710.000000,17.481286,3.664500,552.000000,420.000000,243.000000,121.000000
3597.122300,0.000010,710.000000,17.481286,1.584750,315.000000,222.000000,132.000000,66.000000
3597.122300,0.000010,710.000000,9.448120,9189326.337182,454.000000,377.000000,242.000000,121.000000
3597.122300,0.000010,710.000000,9.448120,10.362750,366.000000,290.000000,164.000000,79.000000
3597.122300,0.000010,710.000000,9.448120,3.664500,274.000000,203.000000,108.000000,54.000000
