Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
GOCO,Gohealth Inc Cl A,12.28,0.19,1.57%,12.26,12.52,11.24,1995600,3/5/2021
GOOG,Alphabet Cl C,2108.54,59.45,2.90%,2073.12,2118.11,2046.42,2195200,3/5/2021
GOOGL,Alphabet Cl A,2097.07,63.14,3.10%,2061.15,2106.2,2027.78,2654900,3/5/2021
GPC,Genuine Parts Company,112.75,5.16,4.80%,108.74,113.17,108.15,864800,3/5/2021
GPK,Graphic Packaging Holding Company,16.7,0.3,1.83%,16.56,16.78,16.28,2169200,3/5/2021
GPN,Global Payments Inc,198.29,3.75,1.93%,196.72,198.99,192.79,1529200,3/5/2021
GPS,Gap Inc,27.31,1.93,7.60%,26.6,28.39,26.18,18850200,3/5/2021
GRA,W.R. Grace & Company,60.35,1.1,1.86%,59.61,60.52,58.41,260000,3/5/2021
GRMN,Garmin Ltd,122.42,2.56,2.14%,121.16,122.78,117.76,844600,3/5/2021
GRUB,Grubhub Inc,60.19,0.97,1.64%,59.47,60.7,58.05,1015600,3/5/2021
GS,Goldman Sachs Group,327.37,-1.92,-0.58%,335.58,335.58,316.46,3740300,3/5/2021
GTES,Gates Industrial Corp Plc,16.07,0.86,5.65%,15.4,16.25,15.06,1085300,3/5/2021
GWRE,Guidewire Software Inc,101.83,-5.12,-4.79%,100.72,105.09,96.42,2718300,3/5/2021
GWW,W.W. Grainger,399.11,20.16,5.32%,381.63,399.98,377.71,489100,3/5/2021
H,Hyatt Hotels Corp,86.25,1.41,1.66%,85.07,86.34,80.48,860300,3/5/2021
HAE,Haemonetics Corp,120.25,0.66,0.55%,120.92,121.2,117.33,286000,3/5/2021
HAIN,Hain Celestial Group,43.57,1.63,3.89%,41.95,43.58,41.68,482400,3/5/2021
HAL,Halliburton Company,23.84,1.76,7.97%,22.85,23.9,22.05,16439000,3/5/2021
HAS,Hasbro Inc,94.79,2.55,2.76%,92.96,95.1,91.53,802200,3/5/2021
HBAN,Huntington Bcshs,16.23,0.45,2.85%,16.14,16.34,15.56,11112800,3/5/2021
HBI,Hanesbrands Inc,19.21,0.76,4.12%,18.53,19.25,18.29,4989300,3/5/2021
HCA,Hca Holdings Inc,183.71,7.37,4.18%,177.74,184.86,176.13,2059400,3/5/2021
HD,Home Depot,253.52,2.59,1.03%,252.26,254.2,246.59,6351800,3/5/2021
HE,Hawaiian Electric Industries,37.24,0.91,2.50%,36.6,37.51,36.57,567100,3/5/2021
HEI,Heico Corp,123.33,0.33,0.27%,124.68,124.68,117.06,625300,3/5/2021
HEI.A,Heico Cp Cl A,114.82,2.29,2.04%,114.53,115.02,107.2,346800,3/5/2021
HES,Hess Corp,75.04,4.25,6.00%,73.6,75.7,71.52,3788500,3/5/2021
HFC,Hollyfrontier Corp,39.97,0.98,2.51%,40,40.52,38.64,1974300,3/5/2021
HHC,Howard Hughes Corp,92.29,0.65,0.71%,92.79,92.79,87.5,418100,3/5/2021
HIG,Hartford Financial Services Group,53.62,1.57,3.02%,52.68,53.86,52.26,2234400,3/5/2021
HII,Huntington Ingalls Industries,185.61,6.24,3.48%,180.96,186.85,179.11,354300,3/5/2021
HIW,Highwoods Properties,42.39,0.56,1.34%,42.3,42.64,41.1,1107100,3/5/2021
HLF,Herbalife Ltd,47.48,1.66,3.62%,46.3,47.59,45.25,1148500,3/5/2021
HLT,Hilton Inc,122.87,2.15,1.78%,121.9,122.93,116.44,3696500,3/5/2021
HOG,Harley-Davidson Inc,34.97,-0.15,-0.43%,35.76,36.15,33.65,2538600,3/5/2021
HOLX,Hologic Inc,72.35,1.94,2.76%,70.91,72.46,67.88,2255700,3/5/2021
HON,Honeywell International Inc,206.58,3.64,1.79%,204.53,207.46,201.78,2857900,3/5/2021
HP,Helmerich & Payne,32.44,3.62,12.56%,29.67,32.46,29.01,3577300,3/5/2021
HPE,Hewlett Packard Enterprise Comp,14.4,0.36,2.56%,14.12,14.52,13.99,14684100,3/5/2021
HPP,Hudson Pacific Properties,26.28,0.42,1.62%,26.07,26.35,25.33,1066900,3/5/2021
HPQ,HP Inc,29.75,1.68,5.99%,28.34,29.78,28.12,13688800,3/5/2021
HRB,H&R Block,19.91,0.33,1.69%,19.68,20.04,19.35,1929000,3/5/2021
HRC,Hill-Rom Holdings Inc,104.18,3.63,3.61%,101.25,104.46,100.36,335400,3/5/2021
HRL,Hormel Foods Corp,47.72,0.76,1.62%,47.12,48.1,46.78,1848100,3/5/2021
HSIC,Henry Schein Inc,62.57,1.07,1.74%,62.36,63,60.7,1050600,3/5/2021
HST,Host Marriott Financial Trust,15.8,-0.04,-0.25%,16,16,15.27,6983500,3/5/2021
HSY,Hershey Foods Corp,150.38,4.29,2.94%,146.69,150.8,146.06,1031600,3/5/2021
HTA,Healthcare Trust of America,26.52,0.17,0.65%,26.5,26.72,26.11,1619000,3/5/2021
HUBB,Hubbell Inc B,180.71,5.83,3.33%,176.48,180.75,173.25,241800,3/5/2021
HUBS,Hubspot Inc,458.47,-2.53,-0.55%,465.47,468.1,426,754900,3/5/2021
HUM,Humana Inc,399.39,10.83,2.79%,388.84,400.79,388.64,1495100,3/5/2021
HUN,Huntsman Corp,27.33,0.65,2.44%,27,27.52,26.27,3329900,3/5/2021
HWM,Howmet Aerospace Inc,30.37,0.82,2.77%,30.02,30.52,28.52,3592100,3/5/2021
HXL,Hexcel Corp,56.15,0.7,1.26%,56.52,56.59,53.48,746000,3/5/2021
HZNP,Horizon Therapeutics,88.65,2.46,2.85%,87.5,89.5,81.44,1868400,3/5/2021
IAA,Iaa Inc,57.83,2.83,5.15%,55.3,57.95,54.44,925700,3/5/2021
IAC,Iac Holdings Inc,235.4,7.66,3.36%,231.67,235.82,219.34,583300,3/5/2021
IART,Integra Lifesciences,66.2,0.29,0.44%,66.69,66.83,64.95,518600,3/5/2021
IBKR,Interactive Brokers,75.2,0.4,0.53%,76.14,76.6,71.49,976800,3/5/2021
IBM,International Business Machines,122.83,2.72,2.26%,120.64,123.75,120.25,6949200,3/5/2021
ICE,Intercontinental Exchange,114.97,3.84,3.46%,112.04,115.44,110.6,3007600,3/5/2021
ICUI,I C U Medical Inc,202.02,3.8,1.92%,198.45,203.53,193.48,106900,3/5/2021
IDA,Idacorp Inc,90.14,2.88,3.30%,87.95,90.26,87.55,332800,3/5/2021
IDXX,Idexx Laboratories,499.7,13.85,2.85%,486,504.53,478.2,725000,3/5/2021
IEX,Idex Corp,197.96,2.83,1.45%,197.27,198.33,191.38,412700,3/5/2021
IFF,International Flavors & Fragrances,133.72,2.83,2.16%,132.17,134.58,129.56,2150200,3/5/2021
ILMN,Illumina Inc,398.85,-0.76,-0.19%,402.24,403.48,382.41,1181700,3/5/2021
INCY,Incyte Corp,80.26,2.76,3.56%,77.6,80.75,76.56,1800400,3/5/2021
INFO,IHS Markit Ltd,90.81,1.56,1.75%,90,91.18,89.07,4094500,3/5/2021
INGR,Ingredion Inc,91.53,2.42,2.72%,90.25,91.72,89.62,567600,3/5/2021
INTC,Intel Corp,60.74,2.41,4.13%,59.26,61.17,58.51,39511602,3/5/2021
INTU,Intuit Inc,382.21,5.88,1.56%,381.93,384,367.78,1588200,3/5/2021
INVH,Invitation Homes Inc,28.42,-0.02,-0.07%,28.64,28.68,27.43,5066600,3/5/2021
IONS,Ionis Pharmaceuticals,52.78,1.51,2.95%,51.66,52.8,49.68,918600,3/5/2021
IOVA,Iovance Biotherapeutics Inc,32.36,0.59,1.86%,32.1,32.49,29.01,3355500,3/5/2021
IP,International Paper Company,54.15,2.1,4.03%,52.66,54.33,52.28,3152900,3/5/2021
IPG,Interpublic Group of Companies,27.88,0.93,3.45%,27.31,28.06,26.73,4016100,3/5/2021
IPGP,Ipg Photonics Corp,206.5,-0.18,-0.09%,209.4,209.4,197.46,328100,3/5/2021
IPHI,Inphi Corp,150.65,4.17,2.85%,148.96,150.98,141.57,993100,3/5/2021
IQV,Iqvia Holdings Inc,188.78,2.2,1.18%,187.87,189.92,181.13,1216500,3/5/2021
IR,Ingersoll Rand Inc,49.49,2.43,5.16%,47.62,49.68,46.81,3619500,3/5/2021
IRM,Iron Mountain Inc,35.79,0.87,2.49%,34.98,35.98,34.84,2784600,3/5/2021
ISRG,Intuitive Surg Inc,713.37,4.2,0.59%,712.25,718.44,687.24,759100,3/5/2021
IT,Gartner Inc,183.47,5.7,3.21%,180.37,184.19,175.18,441400,3/5/2021
ITT,ITT Inc,87.05,2.78,3.30%,85.54,87.1,83.62,789200,3/5/2021
ITW,Illinois Tool Works Inc,210.01,6.04,2.96%,205.84,210.68,204.08,864700,3/5/2021
IVZ,Invesco Plc,23.76,0.44,1.89%,23.65,23.87,22.39,9183100,3/5/2021
J,Jacobs Engineering Group Inc,115.52,2.64,2.34%,113.54,116.24,112.12,624700,3/5/2021
JAMF,Jamf Holding Corp,35.1,-1.37,-3.76%,36.96,37.64,31.85,1922600,3/5/2021
JAZZ,Jazz Pharma Plc,164.75,4.3,2.68%,163.64,166.1,157.75,745000,3/5/2021
JBGS,Jbg Smith Properties,32.37,0.17,0.53%,32.54,32.77,31.82,358200,3/5/2021
JBHT,J B Hunt Transport,155.63,6.34,4.25%,150.14,156.26,148.35,697000,3/5/2021
JBL,Jabil Circuit,43.36,1.3,3.09%,42.95,43.46,41.43,1033600,3/5/2021
JBLU,Jetblue Airways Cp,18.63,-0.19,-1.01%,18.87,18.99,17,13585100,3/5/2021
JCI,Johnson Controls Intl,59.2,1.93,3.37%,57.8,59.31,56.97,5304300,3/5/2021
JEF,Jefferies Financial Group Inc,30.53,0.8,2.69%,30.4,30.59,29.13,1700500,3/5/2021
JKHY,Jack Henry & Assoc,151.78,4.48,3.04%,148,152.82,146.37,853500,3/5/2021
JLL,Jones Lang Lasalle Inc,177.18,3.21,1.85%,175.29,177.46,169.76,427200,3/5/2021
JNJ,Johnson & Johnson,156.1,3.03,1.98%,153.98,156.69,153.13,8331600,3/5/2021
JNPR,Juniper Networks,23.81,0.18,0.76%,23.89,24.03,23.49,6250600,3/5/2021
JPM,JP Morgan Chase & Company,150.91,0.35,0.23%,153.21,153.49,147.97,18465100,3/5/2021
JW.A,John Wiley Sons Cl A,52.97,2.02,3.96%,51.25,53.02,51.01,294800,3/5/2021
JWN,Nordstrom,35.07,-0.45,-1.27%,36.33,36.69,33.36,4395500,3/5/2021
K,Kellogg Company,59.24,1.54,2.67%,57.96,59.31,57.69,4510300,3/5/2021
KDP,Keurig Dr Pepper Inc,31.53,0.65,2.10%,31.12,31.74,30.93,5867200,3/5/2021
KEX,Kirby Corp,64.95,2.31,3.69%,63.99,64.97,61.83,475100,3/5/2021
KEY,Keycorp,20.66,0.42,2.08%,20.82,20.92,19.85,12799900,3/5/2021
KEYS,Keysight Technologies Inc Comm,134.7,2.27,1.71%,133.88,135.33,129.09,1350700,3/5/2021
KHC,Kraft Heinz Company,37.85,0.64,1.72%,37.57,38.22,37.32,7562700,3/5/2021
KIM,Kimco Realty Corp,19.02,0.39,2.09%,18.67,19.07,18.16,3728700,3/5/2021
KKR,KKR & CO LP,46.9,0.21,0.45%,47,47.14,45.61,3369100,3/5/2021
KLAC,K L A-Tencor Corp,295.87,8.25,2.87%,292.69,297.25,278.18,1631300,3/5/2021
KMB,Kimberly-Clark Corp,131.59,2.91,2.26%,129,132.78,128.54,2541900,3/5/2021
KMI,Kinder Morgan,15.87,0.18,1.15%,15.96,16.05,15.59,23239300,3/5/2021
KMPR,Kemper Corp,78.78,2.42,3.17%,77.22,78.92,76.26,339100,3/5/2021
KMX,Carmax Inc,123.2,2.9,2.41%,122.14,123.63,118.62,1622300,3/5/2021
KNX,Knight-Swift Transporation Inc,45.32,0.83,1.87%,44.86,45.6,43.88,2112100,3/5/2021
KO,Coca-Cola Company,50.79,0.85,1.70%,50.05,50.95,49.9,21310700,3/5/2021
KR,Kroger Company,34.44,0.35,1.03%,34.4,35.33,34.12,16962100,3/5/2021
KRC,Kilroy Realty Corp,64.52,0.26,0.40%,64.85,65.46,62.98,751600,3/5/2021
KSS,Kohl's Corp,55.59,0.78,1.42%,56.32,56.68,52.99,2196800,3/5/2021
KSU,Kansas City Southern,211.69,10.38,5.16%,203.21,212.18,199.14,885700,3/5/2021
L,Loews Corp,50.05,1.09,2.23%,49.64,50.38,49.19,990800,3/5/2021
LAMR,Lamar Advertis A,93.12,1.21,1.32%,93.35,94.26,91.25,666300,3/5/2021
LAZ,Lazard Ltd,40.04,0.45,1.14%,40.16,40.42,38.91,691100,3/5/2021
LB,L Brands Inc,55.68,1.6,2.96%,55.04,56.08,52.74,3473300,3/5/2021
LBRDA,Liberty Broadbd A,148.45,3.54,2.44%,144.82,149.02,144.82,169900,3/5/2021
LBRDK,Liberty Broadbd C,152.59,3.38,2.27%,150.09,154,149.05,1439100,3/5/2021
LDOS,Leidos Holdings Inc,90.72,1.64,1.84%,89.9,91.26,88.85,1449200,3/5/2021
LEA,Lear Corp,176.72,10.95,6.61%,168.42,176.83,167.28,687400,3/5/2021
LECO,Lincoln Elec Hld,119.68,4.48,3.89%,116.08,119.94,114.49,240000,3/5/2021
LEG,Leggett & Platt Inc,47.34,3.14,7.10%,44.63,47.55,44.09,1167800,3/5/2021
LEN,Lennar Corp,85.98,5.56,6.91%,81.37,86.45,79.4,4249200,3/5/2021
LEN.B,Lennar Corp Cl B,68.73,4.43,6.89%,65.13,69.13,64.07,58500,3/5/2021
LESL,Leslie's Inc,22.51,1.58,7.55%,20.95,22.58,20.42,1477100,3/5/2021
LFUS,Littelfuse Inc,257.29,5.68,2.26%,255.71,261.77,241.55,152400,3/5/2021
LGF.A,Lions Gate Entertainment Corp Cl A,17.39,0.27,1.58%,17.12,17.83,16.85,1023900,3/5/2021
LGF.B,Lions Gate Entertainment Corp Cl B,14.9,0.21,1.43%,14.67,15.34,14.48,1170300,3/5/2021
LH,Laboratory Corp of America Holdings,237.8,2.9,1.23%,237.77,238.82,230.89,661300,3/5/2021
LHX,L3Harris Technologies Inc,187.09,3.36,1.83%,184.7,187.72,182.8,1150000,3/5/2021
LII,Lennox International,283.08,4.69,1.68%,281.63,286.28,279.85,447000,3/5/2021
LIN,Linde Plc,247.64,2.22,0.90%,246.28,248.29,241.88,2136200,3/5/2021
LITE,Lumentum Hld,86.11,0.79,0.93%,85.54,86.35,82.59,1248900,3/5/2021
LKQ,LKQ Corp,41.96,1.91,4.77%,40.59,42.18,40.07,2418500,3/5/2021
LLY,Eli Lilly and Company,206.92,6.38,3.18%,201.13,207.67,200.88,3876100,3/5/2021
LMND,Lemonade Inc,92.9,-2.9,-3.03%,96.2,96.5,80.02,6073200,3/5/2021
LMT,Lockheed Martin Corp,340.43,2.18,0.64%,338.47,341.17,335.13,1451200,3/5/2021
LNC,Lincoln National Corp,58.57,1.83,3.23%,58.09,58.88,55.43,1605200,3/5/2021
LNG,Cheniere Energy,72.65,-0.62,-0.85%,74.05,75.21,71.83,2528800,3/5/2021
LNT,Alliant Energy Corp,48.39,1.19,2.52%,47.54,48.64,47.26,1595700,3/5/2021
LOPE,Grand Canyon Educati,101.35,0.49,0.49%,101.19,102.97,99.76,399500,3/5/2021
LOW,Lowe's Companies,158.58,4.81,3.13%,154.95,159.09,151.07,5143000,3/5/2021
LPLA,Lpl Financial Hld,134,2.39,1.82%,133.39,134.63,128.25,1214000,3/5/2021
LRCX,Lam Research Corp,547.7,18.89,3.57%,542.67,550.12,516.27,2216000,3/5/2021
LSI,Life Storage,82.26,0.59,0.72%,81.87,82.41,80.28,622800,3/5/2021
LSTR,Landstar System,162.37,2.58,1.61%,159.38,163.45,157.99,357800,3/5/2021
LSXMA,Liberty Srs XM CS A,43.57,0.18,0.41%,43.5,44.33,42.29,649900,3/5/2021
LSXMK,Liberty Srs XM CS C,43.7,0.32,0.74%,43.9,43.98,42.39,1141300,3/5/2021
LULU,Lululemon Athletica,293.24,8.1,2.84%,290.45,293.82,269.28,2596100,3/5/2021
LUMN,Centurylink,13.47,0.05,0.37%,13.1,13.55,13.09,13579900,3/5/2021
LUV,Southwest Airlines Company,56.92,0.84,1.50%,56.36,57.13,52.29,11420600,3/5/2021
LVS,Las Vegas Sands,62.44,0.09,0.14%,62.76,63.18,59.13,10438800,3/5/2021
LW,Lamb Weston Holdings Inc,85.8,3.04,3.67%,83.7,86.02,83.16,845100,3/5/2021
LYB,Lyondellbasell Industries NV,107.89,1.72,1.62%,106.56,108.56,103.94,2291800,3/5/2021
LYFT,Lyft Inc Cl A,64.12,2.25,3.64%,63.16,65.09,60.98,14017600,3/5/2021
LYV,Live Nation Entertainment,89.81,-1.33,-1.46%,91.79,91.97,86.4,2920100,3/5/2021
MA,Mastercard Inc,360.88,11.38,3.26%,354.92,361.79,346.42,4643200,3/5/2021
MAA,Mid-America Apartment Communities,133.91,1.21,0.91%,133.11,134.22,131.87,892800,3/5/2021
MAN,Manpower Inc,98.05,2.94,3.09%,96.58,98.22,95.16,730700,3/5/2021
MANH,Manhattan Assoc,118.02,3.66,3.20%,115.57,118.46,110.11,461100,3/5/2021
MAR,Marriot Int Cl A,146.92,2.15,1.49%,146.66,147.39,138.97,3040500,3/5/2021
MAS,Masco Corp,54.29,1.45,2.74%,53.27,54.39,52.41,2063300,3/5/2021
MASI,Masimo Corp,230.21,0,0.00%,229.18,231.13,221.39,440100,3/5/2021
MAT,Mattel Inc,20.76,0.7,3.49%,20.19,20.81,19.68,2545200,3/5/2021
MCD,McDonald's Corp,207.37,2.53,1.24%,205.75,208.23,202.96,3608200,3/5/2021
MCFE,Mcafee Corp Cl A,21.19,-0.07,-0.33%,21.07,21.56,20.21,523400,3/5/2021
MCHP,Microchip Technology,145.44,5.35,3.82%,144.04,145.96,135.52,3321900,3/5/2021
MCK,Mckesson Corp,175.11,2.8,1.62%,173.51,175.78,169.75,880300,3/5/2021
MCO,Moody's Corp,287.44,9.43,3.39%,280.14,288.4,278.06,1012500,3/5/2021
MCY,Mercury General Corp,62.72,2.31,3.82%,60.9,62.79,60.9,204100,3/5/2021
MDB,Mongodb Inc Cl A,308.17,-20.12,-6.13%,330.2,334.77,295.68,1878500,3/5/2021
MDLA,Medallia Inc,31.8,-6.02,-15.92%,34.91,35.5,27.11,9755900,3/5/2021
MDLZ,Mondelez Intl Inc,55.58,1.62,3.00%,54.12,55.91,54.12,13707700,3/5/2021
MDT,Medtronic Inc,118.26,2.99,2.59%,115.71,118.76,115.26,4636100,3/5/2021
MDU,Mdu Res Group Inc,30.7,1.1,3.72%,29.78,30.78,29.69,1214000,3/5/2021
MET,Metlife Inc,59.71,1.08,1.84%,59.35,59.96,57.72,5968200,3/5/2021
MGM,MGM Resorts International,37.14,-0.15,-0.40%,37.47,37.55,34.14,10842600,3/5/2021
MHK,Mohawk Industries,186.11,10.42,5.93%,178.65,186.81,176.46,569800,3/5/2021
MIC,Macquarie Infrastructure Company Trust,31.01,0.21,0.68%,30.95,31.36,29.88,986500,3/5/2021
MIDD,Middleby Corp,164.27,4.19,2.62%,163.43,166.46,160.46,999300,3/5/2021
MKC,Mccormick & Company Inc,84.43,1.53,1.85%,83.14,84.9,82.03,1162400,3/5/2021
MKL,Markel Corp,1106.84,6.49,0.59%,1110.48,1118.99,1086.6,74000,3/5/2021
MKSI,Mks Instruments Inc,153,2.24,1.49%,153.76,154.45,144.07,590900,3/5/2021
MKTX,Marketaxess Holdings,504.37,19.44,4.01%,488.1,506.82,471.04,612800,3/5/2021
MLM,Martin Marietta Materials,329.79,0.07,0.02%,334.18,335.77,316.37,1037900,3/5/2021
MMC,Marsh & Mclennan Companies,117.01,3.8,3.36%,114.17,117.11,113.38,2015400,3/5/2021
MMM,3M Company,180.8,3.17,1.78%,178.45,181.56,176.95,2262700,3/5/2021
MNST,Monster Beverage Cp,86.42,1.74,2.05%,85.28,86.79,82.96,3408400,3/5/2021
MO,Altria Group,45.12,0.86,1.94%,44.68,45.3,44.4,11433900,3/5/2021
MOH,Molina Healthcare Inc,219.55,9.45,4.50%,212.01,220.5,209.4,313700,3/5/2021
MORN,Morningstar Inc,236.67,9.3,4.09%,228.01,237.71,225.83,139300,3/5/2021
MOS,Mosaic Company,30.07,0.5,1.69%,30.11,30.3,28.05,6580200,3/5/2021
MPC,Marathon Petroleum Corp,57.32,0.81,1.43%,58.17,58.32,55.06,6865900,3/5/2021
MPW,Medical Properties Trust,21.24,0.41,1.97%,21.04,21.3,20.69,3860600,3/5/2021
MPWR,Monolithic Power Sys,332.91,4.94,1.51%,334.36,338.47,309.12,659100,3/5/2021
MRCY,Mercury Sys Inc,62.54,-1,-1.57%,64.13,64.13,59.88,764100,3/5/2021
MRK,Merck & Company,73.13,0.96,1.33%,72.4,73.41,72.01,11680500,3/5/2021
MRNA,Moderna Inc,132.19,-0.11,-0.08%,133.07,134.27,121.12,12039601,3/5/2021
MRO,Marathon Oil Corp,12.98,0.62,5.02%,13,13.29,12.31,48827900,3/5/2021
MRVL,Marvell Tech Group,41.51,1.41,3.53%,40.6,41.63,37.92,21673000,3/5/2021
MS,Morgan Stanley,80.87,-0.24,-0.30%,82.4,82.56,78.38,16362500,3/5/2021
MSA,Msa Safety Inc,159.78,3.62,2.32%,157.12,159.92,154.36,172000,3/5/2021
MSCI,MSCI Inc,414.72,5.72,1.40%,411.86,416.54,400.01,633800,3/5/2021
MSFT,Microsoft Corp,231.6,4.87,2.15%,229.52,233.27,226.46,41872699,3/5/2021
MSGE,Madison Square Garden Entertainment Corp,115.61,5.91,5.39%,110.49,116.71,107.29,372500,3/5/2021
MSGS,Madison Square Garden Sports Corp,199.72,1.71,0.86%,199.79,200.43,193.04,195900,3/5/2021
MSI,Motorola Solutions,178.87,3.96,2.26%,177.09,179.62,175.2,671300,3/5/2021
MSM,Msc Industrial Direct Company,85.36,3.43,4.19%,82.98,85.48,81.09,417200,3/5/2021
MSP,Datto Holding Corp,23.76,0.18,0.76%,23.63,24.19,22.93,697800,3/5/2021
MTB,M&T Bank Corp,156.35,3.36,2.20%,156.79,158.19,150,958100,3/5/2021
MTCH,Match Group Inc,146.29,2.63,1.83%,149.01,149.01,142.18,5159200,3/5/2021
MTD,Mettler-Toledo International,1060.59,1.17,0.11%,1069.51,1069.51,1040.16,242900,3/5/2021
MTG,Mgic Investment Corp,12.4,-0.04,-0.32%,12.67,12.79,11.82,4700700,3/5/2021
MTN,Vail Resorts,308.47,6.27,2.07%,304.88,310.31,299,530900,3/5/2021
MU,Micron Technology,88.93,4.6,5.45%,87.53,89.32,83.29,30329102,3/5/2021
MUR,Murphy Oil Corp,19.89,1.06,5.63%,19.5,19.89,18.73,8458200,3/5/2021
MXIM,Maxim Integrated,88.49,2.13,2.47%,88.58,89.04,85.33,2727600,3/5/2021
NATI,Natl Instruments Cor,42.75,0.93,2.22%,42.22,42.94,40.93,417600,3/5/2021
NBIX,Neurocrine Bioscienc,93.23,0.26,0.28%,93.25,93.98,88.15,2117200,3/5/2021
NCLH,Norwegian Cruise Ord,28.85,-4.05,-12.31%,30.27,30.37,26.65,96474500,3/5/2021
NCNO,Ncino Inc,61.64,-2.32,-3.63%,64.51,64.99,57.38,1851300,3/5/2021
NCR,NCR Corp,35.57,1.42,4.16%,34.61,35.63,33.12,752400,3/5/2021
NDAQ,Nasdaq Inc,144.7,6.7,4.86%,139.05,145.11,138.5,1198600,3/5/2021
NDSN,Nordson Corp,196,4.53,2.37%,192.59,196.49,190.43,198900,3/5/2021
NEE,Nextera Energy,70.7,-0.59,-0.83%,71.61,72,68.33,15509900,3/5/2021
NEM,Newmont Mining Corp,56.74,1.32,2.38%,55.64,57,55.06,7920800,3/5/2021
NET,Cloudflare Inc Cl A,67.03,-0.27,-0.40%,67.15,67.39,60.96,9858100,3/5/2021
NEU,Newmarket Corp,388.04,4.82,1.26%,388.08,388.9,382.87,25600,3/5/2021
NEWR,New Relic Inc,57.33,0.37,0.65%,57.02,57.37,53.3,1219800,3/5/2021
NFG,National Fuel Gas Company,49.05,1.72,3.63%,47.99,49.1,47.75,401200,3/5/2021
NFLX,Netflix Inc,516.39,5.1,1.00%,511.98,517.76,498.79,5069900,3/5/2021
NI,NiSource Inc,21.86,0.36,1.67%,21.6,21.98,21.51,4956800,3/5/2021
NKE,Nike Inc,133.35,1.31,0.99%,133.54,133.68,129.19,5957100,3/5/2021
NKTR,Nektar Therapeutics,22.31,-0.07,-0.31%,22.23,22.49,20.84,1286600,3/5/2021
NLOK,Nortonlifelock Inc,20.19,0.09,0.45%,20.1,20.26,19.88,5259400,3/5/2021
NLSN,Nielsen Holdings Plc,24.95,1.09,4.57%,24.06,24.98,23.61,11792800,3/5/2021
NLY,Annaly Capital Management Inc,8.32,0.03,0.36%,8.33,8.4,8.05,21512100,3/5/2021
NNN,National Retail Properties,42.6,0.3,0.71%,42.54,43.09,41.35,766200,3/5/2021
NOC,Northrop Grumman Corp,300.91,3.4,1.14%,298.76,302.48,295.16,1007400,3/5/2021
NOV,Nov Inc,17.29,1.87,12.13%,16.36,17.43,16,12804400,3/5/2021
NOW,Servicenow Inc,486.96,-3.67,-0.75%,496.24,496.24,467.15,3232800,3/5/2021
NRG,NRG Energy,39.85,1.1,2.84%,39.03,40.07,38.51,3409300,3/5/2021
NRZ,New Residential Investment Corp,10.4,0.08,0.78%,10.45,10.54,9.81,5780300,3/5/2021
NSC,Norfolk Southern Corp,256,11.29,4.61%,247.23,257.2,243.15,1404700,3/5/2021
NTAP,Netapp Inc,61.33,0.25,0.41%,62.14,62.3,58.83,2175000,3/5/2021
NTNX,Nutanix Inc,27.27,0.65,2.44%,26.81,27.34,25.26,2855100,3/5/2021
NTRS,Northern Trust Corp,99.92,2.35,2.41%,99.14,100.26,96.93,938000,3/5/2021
NUAN,Nuance Communicatns,42.58,0.5,1.19%,42.54,43.82,39.9,2677300,3/5/2021
NUE,Nucor Corp,62.92,2.52,4.17%,61.33,63.23,60.6,2240700,3/5/2021
NUS,Nu Skin Enterprises,52.09,2.41,4.85%,50,52.11,49.58,498100,3/5/2021
NVCR,Novocure Ltd Ord Sh,129.28,-3.97,-2.98%,131.53,134.21,117.49,1206300,3/5/2021
NVDA,Nvidia Corp,498.46,3.65,0.74%,502,502,467.17,13570900,3/5/2021
NVR,NVR Inc,4624.62,183.32,4.13%,4466.65,4644,4378.48,18600,3/5/2021
NVST,Envista Holdings Corp,38.89,1.03,2.72%,38.45,38.92,36.73,1113700,3/5/2021
NVT,Nvent Electric Plc,27.72,0.73,2.70%,27.5,27.78,26.82,1440500,3/5/2021
NWL,Newell Rubbermaid Inc,24.64,0.68,2.84%,24.27,24.78,23.67,1924000,3/5/2021
NWS,News Cp Cl B,23.5,0.73,3.21%,22.94,23.55,22.51,515700,3/5/2021
NWSA,News Cp Cl A,24.37,0.84,3.57%,25.06,25.06,23.31,5979100,3/5/2021
NXST,Nexstar Media Group Inc.,150.41,5.89,4.08%,145.82,151,144.08,749300,3/5/2021
NYCB,New York Community Bancorp,12.24,0.17,1.41%,12.3,12.4,12.05,4564200,3/5/2021
NYT,New York Times Company,50.72,0.26,0.52%,50.8,51,49.11,1080400,3/5/2021
O,Realty Income Corp,59.96,0.51,0.86%,59.67,60.06,58.27,3786200,3/5/2021
OC,Owens Corning Inc,80.82,3.34,4.31%,78.51,81.16,76.6,1079600,3/5/2021
ODFL,Old Dominion Freight Line Inc,219.85,4.83,2.25%,217.64,222.84,211.77,1079400,3/5/2021
OFC,Corporate Office Properties,26.18,0.07,0.27%,26.36,26.5,25.65,648700,3/5/2021
OGE,Oge Energy Corp,31.74,0.98,3.19%,30.94,31.8,30.78,1185200,3/5/2021
OHI,Omega Healthcare Investors,37.52,0.36,0.97%,37.39,37.66,36.8,2123800,3/5/2021
OKE,Oneok Inc,49.57,1.32,2.74%,49.5,49.79,47.32,3065800,3/5/2021
