Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
BEN,Franklin Resources,26.47,0.85,3.32%,25.95,26.5,24.91,6325900,3/5/2021
BERY,Berry Global Group,58.79,0.96,1.66%,58.24,59.25,57.48,1117400,3/5/2021
BF.A,Brown Forman Inc Cl A,66.1,1.71,2.66%,64.69,66.55,64.09,24600,3/5/2021
BFAM,Bright Horizons Family Solutions Inc,161.5,1.11,0.69%,160.79,163.07,158.6,435200,3/5/2021
BF.B,Brown Forman Inc Cl B,71.13,2.72,3.98%,68.34,71.17,67.8,977900,3/5/2021
BG,Bunge Ltd,77.72,1.66,2.18%,77.34,78.55,74.97,1545500,3/5/2021
BHF,Brighthouse Financial Inc,42.06,1.33,3.28%,41.78,42.63,39.41,935400,3/5/2021
BIGC,Bigcommerce Holdings Inc,59.1,0.95,1.63%,58.76,59.84,51.15,2555800,3/5/2021
BIIB,Biogen Inc,270.71,7.14,2.71%,264.94,273.33,262.45,1062400,3/5/2021
BILL,Bill.com Holdings Inc,149,0.34,0.23%,149.82,150.74,134.11,2164300,3/5/2021
BIO,Bio-Rad Laboratories,567.92,5.92,1.05%,566.41,571.43,552.85,208600,3/5/2021
BK,Bank of New York Mellon Corp,45.03,0.27,0.60%,45.4,45.72,44.4,5828700,3/5/2021
BKI,Black Knight Inc,72.75,0.7,0.97%,72.55,73.04,70.17,1598800,3/5/2021
BKNG,Booking Holdings Inc,2307.1,87.75,3.95%,2235.77,2312.8,2178.88,435600,3/5/2021
BKR,Baker Hughes A Ge CO Cl A,24.35,0.32,1.33%,24.51,24.78,22.55,13361600,3/5/2021
BLI,Berkeley Lights Inc,49.74,-3.98,-7.40%,54,54.69,47.28,3064300,3/5/2021
BLK,Blackrock Inc,702.28,19.07,2.79%,691.9,704.03,670.28,698500,3/5/2021
BLL,Ball Corp,82.21,-1.29,-1.54%,83.66,83.8,80.74,3227000,3/5/2021
BLUE,Bluebird Bio,28.68,0.74,2.65%,28.1,28.76,26.18,1708300,3/5/2021
BMRN,Biomarin Pharmaceuticals,77.73,1.38,1.81%,76.28,77.78,74.53,1453100,3/5/2021
BMY,Bristol-Myers Squibb Company,60.43,1.09,1.84%,59.51,60.59,59.33,14980100,3/5/2021
BOH,Bank of Hawaii Corp,91.67,3.76,4.28%,89.61,91.77,87.74,359400,3/5/2021
BOKF,Bok Financial Corp,93.67,2.46,2.70%,92.4,94.49,91.28,276900,3/5/2021
BPOP,Popular Inc,69.23,1.2,1.76%,69.4,69.8,66.8,454800,3/5/2021
BPYU,Brookfield Property REIT Inc,17.53,0.29,1.68%,17.29,17.6,17.05,538600,3/5/2021
BR,Broadridge Financial Solutions Llc,142.48,3.31,2.38%,140.52,142.68,139.04,486300,3/5/2021
BRK.B,Berkshire Hathaway Cl B,253.15,7.67,3.12%,248.89,253.45,247.32,6401800,3/5/2021
BRKR,Bruker Corp,59.41,0.78,1.33%,59.16,59.58,56.93,644400,3/5/2021
BRO,Brown & Brown,46.04,1.11,2.47%,45.33,46.14,45.01,950000,3/5/2021
BRX,Brixmor Property Group Inc,20.17,0.4,2.02%,20,20.22,19.27,2215300,3/5/2021
BSX,Boston Scientific Corp,39.54,1.61,4.24%,38.36,39.71,38.19,12809400,3/5/2021
BURL,Burlington Stores Inc,279.35,-2.64,-0.94%,286.79,288.8,274.08,1161700,3/5/2021
BWA,Borgwarner Inc,48.84,2.33,5.01%,46.91,48.98,46.7,3681500,3/5/2021
BWXT,Bwx Technologies Inc,59.75,1.71,2.95%,58.51,59.97,57.16,466200,3/5/2021
BXP,Boston Properties,102.26,1.34,1.33%,101.83,102.88,99.47,834200,3/5/2021
BYND,Beyond Meat Inc,138.3,1.88,1.38%,136.42,138.86,125.87,4460400,3/5/2021
C,Citigroup Inc,70.23,0.42,0.60%,70.84,71.27,68.44,25406700,3/5/2021
CABO,Cable One Inc,1800,29.92,1.69%,1779.08,1819.55,1748.34,62500,3/5/2021
CACC,Credit Acceptance,399.52,20.82,5.50%,382.33,399.52,374.26,128000,3/5/2021
CACI,Caci International,218.27,1.79,0.83%,217.9,219.8,215.22,284900,3/5/2021
CAG,Conagra Brands Inc,35.5,0.83,2.39%,34.88,35.78,34.74,6531500,3/5/2021
CAH,Cardinal Health,53.49,1.29,2.47%,52.5,53.68,51.93,2485400,3/5/2021
CARR,Carrier Global Corp.,36.94,1.42,4.00%,36.12,37.04,34.75,7047200,3/5/2021
CASY,Casey's General Stor,203.62,6.14,3.11%,199.97,204.71,197,324800,3/5/2021
CAT,Caterpillar Inc,220.16,7.39,3.47%,214.34,220.78,211.5,3602200,3/5/2021
CB,Chubb Ltd,171.67,5.67,3.42%,168.39,172.54,166.42,2177500,3/5/2021
CBOE,CBOE Global Markets Inc,104.64,6.42,6.54%,97.59,106.88,97.59,1770000,3/5/2021
CBRE,CBRE Group Inc,77.28,0.65,0.85%,77.12,78.11,74.77,1727900,3/5/2021
CBSH,Commerce Bancshares,77.13,2.42,3.24%,75.65,77.46,74.71,443300,3/5/2021
CBT,Cabot Corp,50.78,1.94,3.97%,49.4,50.79,48.88,319800,3/5/2021
CC,Chemours Company,27.4,1.32,5.06%,26.57,27.46,25.87,2581000,3/5/2021
CCI,Crown Castle International Corp,150.15,1.02,0.68%,149.94,151.01,146.15,3773800,3/5/2021
CCK,Crown Cork & Seal Company,96.84,0.67,0.70%,97.13,97.28,94.11,1753100,3/5/2021
CCL,Carnival Corp,26.09,-1.31,-4.78%,27.11,27.16,23.26,83747300,3/5/2021
CDAY,Ceridian Hcm Holding Inc,84.28,1.46,1.76%,83.96,84.72,78.2,1698400,3/5/2021
CDK,Cdk Global Inc,51.71,2.2,4.44%,50.13,51.75,49.61,661500,3/5/2021
CDNS,Cadence Design Sys,126.69,-2.12,-1.65%,129.41,130.81,122.62,3755400,3/5/2021
CDW,CDW Corp,154.48,3.04,2.01%,153.82,155.25,149.21,891100,3/5/2021
CE,Celanese Corp,147.86,6.07,4.28%,143.57,148.77,143.27,811800,3/5/2021
CERN,Cerner Corp,70.39,2.17,3.18%,68.44,70.57,68.22,4389900,3/5/2021
CF,Cf Industries Holdings,47.12,1.59,3.49%,46.16,47.21,43.94,2987700,3/5/2021
CFG,Citizens Financial Group Inc/Ri,44.3,0.62,1.42%,44.89,45.18,42.44,8907900,3/5/2021
CFR,Cullen/Frost Bankers,110.76,2.93,2.72%,109.61,110.97,107.07,403800,3/5/2021
CFX,Colfax Corp,49.75,1.96,4.10%,48.53,50.05,47.06,1697100,3/5/2021
CG,The Carlyle Group,34.55,-0.48,-1.37%,35.2,35.5,34.4,1380200,3/5/2021
CGNX,Cognex Cp,78.34,1.28,1.66%,78.27,78.51,74.51,696300,3/5/2021
CHD,Church & Dwight Company,79.96,2.04,2.62%,78.07,80.25,77.62,1939900,3/5/2021
CHE,Chemed Inc,433.25,12.72,3.02%,420.53,436.56,417.41,160800,3/5/2021
CHGG,Chegg Inc,87.55,-1.04,-1.17%,88.94,88.94,81.45,3025300,3/5/2021
CHH,Choice Hotels International,104.46,1.64,1.60%,103.3,104.89,100.25,178300,3/5/2021
CHNG,Change Healthcare Inc,22.4,-0.05,-0.22%,22.5,22.65,22.2,5329900,3/5/2021
CHRW,C.H. Robinson Ww,94.03,2.04,2.22%,92,94.59,91.43,1000000,3/5/2021
CHTR,Charter Communicatio,624.03,16.39,2.70%,614,629.7,609.66,1513200,3/5/2021
CI,Cigna Corp,230.62,6.04,2.69%,226.35,232.45,224.53,2355000,3/5/2021
CIEN,Ciena Corp,49.55,0.68,1.39%,49.21,50.2,47.52,2513400,3/5/2021
CINF,Cincinnati Financial,104.26,4.39,4.40%,101.42,104.68,100.08,667900,3/5/2021
CL,Colgate-Palmolive Company,76.06,1.62,2.18%,74.61,76.24,74.57,10241200,3/5/2021
CLGX,Corelogic,79.09,-2.7,-3.30%,79,79.25,78.5,3001600,3/5/2021
CLH,Clean Harbors,86.96,1.54,1.80%,87.06,87.17,84.49,358100,3/5/2021
CLR,Continental Resources,31.74,2.94,10.21%,30.11,32.02,30,4714300,3/5/2021
CLX,Clorox Company,184.34,6.17,3.46%,178.55,184.39,177.5,1754200,3/5/2021
CMA,Comerica Inc,69.88,1.51,2.21%,69.78,70.58,66.85,1356500,3/5/2021
CMCSA,Comcast Corp A,55.09,1.16,2.15%,54.69,55.26,53.92,22052699,3/5/2021
CME,CME Group Inc,213.92,6.9,3.33%,209,215.64,208.19,3186100,3/5/2021
CMG,Chipotle Mexican Grill,1332.28,-18.84,-1.39%,1358.85,1358.85,1256.27,535300,3/5/2021
CMI,Cummins Inc,265.86,7.25,2.80%,261.18,267.33,258.05,1305800,3/5/2021
CMS,Cms Energy Corp,55.37,1.46,2.71%,54.08,55.67,54.06,2120000,3/5/2021
CNA,Cna Financial Corp,44.38,1.08,2.49%,43.97,44.62,43.6,175900,3/5/2021
CNC,Centene Corp,60.52,1.23,2.07%,59.47,60.67,58.85,5345500,3/5/2021
CNP,Centerpoint Energy Inc,20.66,0.79,3.98%,20.12,20.8,20.05,4830400,3/5/2021
CNXC,Concentrix Corporation,122.25,-0.63,-0.51%,122.83,124.65,117.93,132600,3/5/2021
COF,Capital One Financial Corp,127.7,1.76,1.40%,127.3,128.45,120.78,4443100,3/5/2021
COG,Cabot Oil & Gas Corp,18.97,0.32,1.72%,18.86,19.11,18.18,6253700,3/5/2021
COHR,Coherent Inc,235.18,1.13,0.48%,236.44,237.1,221.82,531900,3/5/2021
COLD,Americold Realty Trust,34.26,0.21,0.62%,34.18,34.34,32.94,1743600,3/5/2021
COLM,Columbia Sprtswr,102.19,3.69,3.75%,100.27,102.73,98.11,455300,3/5/2021
COMM,Commscope Holding Company,14.52,0.3,2.11%,14.33,14.61,13.75,2374400,3/5/2021
CONE,Cyrusone Inc,65.48,1.73,2.71%,63.78,65.69,62.63,1083100,3/5/2021
COO,Cooper Companies,388.17,16.61,4.47%,398.26,401.92,376.55,699500,3/5/2021
COP,Conocophillips,58.34,2.72,4.89%,58,59.49,57.11,18699500,3/5/2021
COR,Coresite Realty Corp,111.49,2.2,2.01%,110.2,112.16,107.23,455700,3/5/2021
COST,Costco Wholesale,317.32,-1.72,-0.54%,315.33,318.43,307,8102700,3/5/2021
COTY,Coty Inc,7.82,0,0.00%,7.96,7.98,7.16,12421700,3/5/2021
COUP,Coupa Software Inc,285.8,-14,-4.67%,305.94,307.86,277.37,2693700,3/5/2021
CPA,Copa Holdings S.A.,89.29,-0.24,-0.27%,90.16,90.16,82.93,639700,3/5/2021
CPB,Campbell Soup Company,46.59,0.79,1.72%,45.93,46.78,45.72,2149400,3/5/2021
CPRI,Capri Holdings Ltd,47.7,1.26,2.71%,46.77,47.92,44.25,1438500,3/5/2021
CPRT,Copart Inc,106.39,2.28,2.19%,104.98,106.62,101.92,1079400,3/5/2021
CPT,Camden Property Trust,102.69,2.26,2.25%,101.01,103.06,100.29,981100,3/5/2021
CR,Crane Company,89.51,2.76,3.18%,87.67,89.8,86.2,345700,3/5/2021
CREE,Cree Inc,106.49,4.48,4.39%,105.99,106.9,96,2235900,3/5/2021
CRI,Carter's Inc,85.2,2.16,2.60%,84.4,86.44,83.68,1098700,3/5/2021
CRL,Charles River Laboratories Intl,273.82,5.66,2.11%,269.59,274.81,259.02,354100,3/5/2021
CRM,Salesforce.com Inc,210.76,5.43,2.64%,210.01,212.35,203.22,11405900,3/5/2021
CRUS,Cirrus Logic Inc,77.61,3.52,4.75%,75.26,77.92,73.3,1134800,3/5/2021
CRWD,Crowdstrike Holdings Inc,183.12,-9.87,-5.11%,194.64,195.41,168.67,9437900,3/5/2021
CSCO,Cisco Systems Inc,46.25,1.69,3.79%,45.45,46.74,45.27,33197500,3/5/2021
CSGP,Costar Group Inc,798.69,40.23,5.30%,802,825,774,1314200,3/5/2021
CSL,Carlisle Companies Inc,151.25,5.51,3.78%,146.52,151.48,145.38,422000,3/5/2021
CSX,CSX Corp,91.63,3.37,3.82%,89.54,91.86,87.93,3077700,3/5/2021
CTAS,Cintas Corp,339.35,12.62,3.86%,330.39,341.44,323.53,569900,3/5/2021
CTLT,Catalent Inc,104.55,1.47,1.43%,103.8,105.1,97.86,1298200,3/5/2021
CTSH,Cognizant Tech Sol,73.71,1.31,1.81%,74.51,74.51,71.93,2778900,3/5/2021
CTVA,Corteva Inc,44.84,0.99,2.26%,44.35,45.01,42.9,2853600,3/5/2021
CTXS,Citrix Systems Inc,135.47,4.38,3.34%,132.11,135.65,130.19,1086900,3/5/2021
CUBE,Cubesmart,36.46,1.05,2.97%,35.69,36.46,35.23,1275900,3/5/2021
CUZ,Cousins Properties Inc,34.88,0.15,0.43%,35.21,35.49,34.12,734000,3/5/2021
CVNA,Carvana CO Cl A,261.54,-8.45,-3.13%,273.19,273.93,242.5,2729300,3/5/2021
CVS,CVS Corp,70.63,1.46,2.11%,69.4,70.95,69.16,8295600,3/5/2021
CVX,Chevron Corp,109,4.5,4.31%,106.82,109.13,106.15,23638100,3/5/2021
CW,Curtiss-Wright Corp,118.33,4.29,3.76%,116.03,118.79,115.11,289800,3/5/2021
D,Dominion Resources,69.86,1.86,2.74%,68.55,70.1,67.89,8083400,3/5/2021
DAL,Delta Air Lines Inc,46.21,-0.75,-1.60%,46.91,47,43.01,20611700,3/5/2021
DBX,Dropbox Inc,23.48,0.43,1.87%,22.96,23.53,22.49,9121200,3/5/2021
DCI,Donaldson Company,59.12,2.05,3.59%,57.88,59.23,57.1,394700,3/5/2021
DCT,Duck Creek Technologies Inc,43.48,-1.01,-2.27%,44.81,44.81,40.78,1083100,3/5/2021
DD,Du Pont De.Nemours Inc,74.03,1.37,1.89%,73.8,74.25,71.25,4740700,3/5/2021
DDOG,Datadog Inc Cl A,82.2,-2.8,-3.29%,85.28,85.65,78.09,8264700,3/5/2021
DE,Deere & Company,349.83,11.88,3.52%,343.3,351.84,334.14,1979800,3/5/2021
DEI,Douglas Emmett,33,0.31,0.95%,33.09,33.33,32.14,2842800,3/5/2021
DELL,Dell Technologies Inc,85.35,2.55,3.08%,83.87,85.69,83.37,3512700,3/5/2021
DFS,Discover Financial Services,98.02,2.62,2.75%,97.48,98.1,92.2,1961100,3/5/2021
DG,Dollar General Corp,178.71,0.57,0.32%,178.85,179.36,174.35,2522300,3/5/2021
DGX,Quest Diagnostics Inc,117.96,0.68,0.58%,117.88,118.32,115.75,1533500,3/5/2021
DHI,D.R. Horton,79.01,4.2,5.61%,75.82,79.29,73.55,4396300,3/5/2021
DHR,Danaher Corp,218.35,3.94,1.84%,216,219.32,212.55,2432300,3/5/2021
DIS,Walt Disney Company,189.99,1.96,1.04%,189.15,190.57,183.34,10266300,3/5/2021
DISCA,Discovery Comm A,64.25,1.65,2.64%,63.67,64.9,62.67,9083399,3/5/2021
DISCK,Discovery Comm Inc,53,1.56,3.03%,52.28,53.73,51.82,10176000,3/5/2021
DISH,Dish Network Corp,33.81,1.03,3.14%,33.38,34.26,32.68,4211500,3/5/2021
DKS,Dick's Sporting Goods Inc,71.69,1.83,2.62%,70.14,71.79,66.76,2120300,3/5/2021
DLB,Dolby Laboratories,98.56,1.94,2.01%,97.65,98.8,93.73,489900,3/5/2021
DLR,Digital Realty Trust,132,3,2.33%,129,132.59,126.33,2783200,3/5/2021
DLTR,Dollar Tree Inc,104.08,2.27,2.23%,102.47,104.54,100.21,2407600,3/5/2021
DNB,Dun & Bradstreet Holdings Inc,22.25,-0.02,-0.09%,22.41,22.6,21.6,2026000,3/5/2021
DOCU,Docusign Inc,204.31,-6.31,-3.00%,212.51,213.29,188.91,6785100,3/5/2021
DOV,Dover Corp,130.06,4.7,3.75%,126.71,130.64,126,807800,3/5/2021
DOW,Dow Inc,62.91,1.71,2.79%,62.12,63.04,60.75,3883700,3/5/2021
DOX,Amdocs Ltd Ord,77.27,0.93,1.22%,76.75,78.02,76,1225500,3/5/2021
DPZ,Domino's Pizza Inc,330.24,-0.29,-0.09%,330.19,331.39,319.71,736100,3/5/2021
DRE,Duke Realty Corp,38.96,0.86,2.26%,38.28,39.13,37.74,1479200,3/5/2021
DRI,Darden Restaurants,140.66,4.02,2.94%,137.94,140.98,134.04,1253800,3/5/2021
DT,Dynatrace Inc,49.93,1.81,3.76%,49,50.3,45.58,3688000,3/5/2021
DTE,Dte Energy Company,123.16,3.09,2.57%,121.12,123.81,120.45,871200,3/5/2021
DUK,Duke Energy Corp,88.53,2.07,2.39%,86.75,89,86.18,3787900,3/5/2021
DVA,Davita Healthcare Partners Inc,105.54,1.72,1.66%,104.72,106.04,103.78,751400,3/5/2021
DVN,Devon Energy Corp,25.61,1.99,8.43%,24.52,26.13,24.02,25108200,3/5/2021
DXC,Dxc Technology Company,27.29,1.43,5.53%,26.26,27.33,25.49,3971500,3/5/2021
DXCM,Dexcom,364.09,7.82,2.19%,361.51,367.45,347.23,792300,3/5/2021
EA,Electronic Arts Inc,132.6,1.31,1.00%,131.53,132.93,129.51,2511000,3/5/2021
EAF,Graftech International Ltd,11.49,0.01,0.09%,11.75,11.84,10.94,7451200,3/5/2021
EBAY,Ebay Inc,53.76,0.42,0.79%,53.88,54.12,51.51,8395101,3/5/2021
ECL,Ecolab Inc,207.91,3.34,1.63%,206.43,208.73,201.15,1601900,3/5/2021
ED,Consolidated Edison Company of New York,68.3,1.34,2.00%,67.36,68.67,66.82,3702700,3/5/2021
EEFT,Euronet Worldwide,164.67,11.88,7.78%,155.87,165.19,153.92,622700,3/5/2021
EFX,Equifax Inc,169.75,5.92,3.61%,165.17,169.97,162.81,923300,3/5/2021
EHC,Encompass Health Corp,79.84,1.82,2.33%,78.14,79.84,76.81,596000,3/5/2021
EIX,Edison International,57.7,0.68,1.19%,57.37,58.39,57.04,2615200,3/5/2021
EL,Estee Lauder Companies,292.89,7.7,2.70%,287.86,293.74,285.44,1269000,3/5/2021
ELAN,Elanco Animal Health Inc,31.13,0.2,0.65%,31.39,31.6,30,6753900,3/5/2021
ELS,Equity Lifestyle Properties,59.86,0.76,1.29%,59.39,60.14,58.41,861500,3/5/2021
EMN,Eastman Chemical Company,115.28,4.09,3.68%,112.37,115.78,110.34,834400,3/5/2021
EMR,Emerson Electric Company,91.04,2.55,2.88%,89.79,91.27,88.06,3299000,3/5/2021
ENPH,Enphase Energy Inc,143.55,-6.33,-4.22%,153.68,154.65,129,6613400,3/5/2021
ENR,Energizer Holdings Inc,44.67,1.83,4.27%,43.39,44.78,42.79,695700,3/5/2021
ENTG,Entegris Inc,100.32,3.1,3.19%,99.61,100.49,93.71,931800,3/5/2021
EOG,Eog Resources,74.58,3.15,4.41%,73.92,74.86,71.27,6638200,3/5/2021
EPAM,Epam Systems Inc,358.55,-0.95,-0.26%,364.22,367.78,346.91,414500,3/5/2021
EPR,Entertainment Properties Trust,45.6,1.13,2.54%,45.03,45.69,42.23,656300,3/5/2021
EQC,Equity Commonwealth,28.71,0.18,0.63%,28.7,28.72,28.29,902500,3/5/2021
EQH,Axa Equitable Holdings Inc,30.68,0.72,2.40%,30.42,30.85,29.61,3764000,3/5/2021
EQIX,Equinix Inc,610.56,6.99,1.16%,606.35,616.48,586.73,864300,3/5/2021
EQR,Equity Residential,68.86,1.14,1.68%,68.06,69.07,67.01,1889200,3/5/2021
EQT,Eqt Corp,17.98,-0.33,-1.80%,18.62,18.75,16.99,7308100,3/5/2021
ERIE,Erie Indemnity Company,234.53,6.05,2.65%,228.47,235.1,224.93,77700,3/5/2021
ES,Eversource Energy,80.66,3.39,4.39%,77.49,81.08,77.09,2149400,3/5/2021
ESI,Element Solutions Inc,18.49,0.47,2.61%,18.3,18.49,17.61,1754100,3/5/2021
ESRT,Empire State Realty Trust Inc,11.48,-0.07,-0.61%,11.64,11.73,11.23,1476400,3/5/2021
ESS,Essex Property Trust,264.89,2.67,1.02%,263.65,265.7,258.02,383700,3/5/2021
ESTC,Elastic N.V.,123.55,0.6,0.49%,124.32,124.79,114.14,2645400,3/5/2021
ETN,Eaton Corp,137.39,2.94,2.19%,136.34,137.92,132.21,2381900,3/5/2021
ETR,Entergy Corp,89.13,1.54,1.76%,87.57,89.74,87.21,2132500,3/5/2021
ETRN,Equitrans Midstream Corp,7.55,0.11,1.48%,7.6,7.64,7.24,6263300,3/5/2021
ETSY,Etsy Inc,200.3,2.2,1.11%,201.01,203.43,179.23,5644700,3/5/2021
EVBG,Everbridge Inc,138.39,-2.71,-1.92%,142.05,143.68,132.96,558300,3/5/2021
EVR,Evercore Partners Inc,123.11,2.54,2.11%,122.04,123.9,116.09,600900,3/5/2021
EVRG,Evergy Inc,55.35,0.53,0.97%,54.59,55.59,54.38,1833900,3/5/2021
EW,Edwards Lifesciences Corp,81.72,-0.16,-0.20%,82.29,82.49,78.86,2771500,3/5/2021
EWBC,East West Bancorp,75.06,2.2,3.02%,74.26,75.4,71.33,1174300,3/5/2021
EXAS,Exact Sciences Cor,121.64,0.62,0.51%,121.33,123,110.12,3018000,3/5/2021
EXC,Exelon Corp,39.64,-0.13,-0.33%,39.53,39.78,39.13,7839400,3/5/2021
EXEL,Exelixis Inc,22.33,1.02,4.79%,21.5,22.35,21.08,2005600,3/5/2021
EXP,Eagle Materials Inc,126.11,2.79,2.26%,125.34,126.58,120.47,260700,3/5/2021
EXPD,Expeditors Intl,96.55,3.25,3.48%,93.84,96.62,92.69,1234400,3/5/2021
EXPE,Expedia Group Inc,166.45,8.04,5.08%,160.93,167.74,156.13,4352300,3/5/2021
EXR,Extra Space Storage Inc,123.8,1.78,1.46%,122.8,124.35,120.91,622300,3/5/2021
F,Ford Motor Company,12.27,0.34,2.85%,12.06,12.29,11.67,79345700,3/5/2021
FAF,First American Corp,50.94,-0.08,-0.16%,51.21,51.79,48.69,1423100,3/5/2021
FANG,Diamondback Energy,85.27,4.01,4.93%,84,88.75,82.58,6585400,3/5/2021
FAST,Fastenal Company,45.18,1.01,2.29%,44.53,45.33,43.61,4177400,3/5/2021
FB,Facebook Inc,264.28,6.64,2.58%,260.67,265.45,255.61,26819998,3/5/2021
FBHS,Fortune Brands Home & Security,85.76,3.35,4.07%,83.18,86.16,81.64,981800,3/5/2021
FCN,Fti Consulting,121.36,2.18,1.83%,119.42,122.13,118.91,344500,3/5/2021
FCNCA,First Citizens Bancs,779.27,26.36,3.50%,774.75,780.15,736.13,56300,3/5/2021
FCX,Freeport-Mcmoran Inc,35.02,2.32,7.09%,33.73,35.19,32.5,31506900,3/5/2021
FDS,Factset Research Systems Inc,314.25,9.16,3.00%,307.03,314.65,303.14,246300,3/5/2021
FDX,Fedex Corp,257.29,6.99,2.79%,252.19,258.21,245.55,1932800,3/5/2021
FE,Firstenergy Corp,33.21,-0.01,-0.03%,33.46,33.5,32.52,5516400,3/5/2021
FEYE,Fireeye Inc,18.98,0.18,0.96%,18.67,19.02,17.88,4411300,3/5/2021
FFIV,F5 Networks Inc,190.44,4.41,2.37%,189.27,191.14,183.01,620300,3/5/2021
FHB,First Hawaiian Inc,29.31,1.01,3.57%,29.23,29.46,28.11,775700,3/5/2021
FHN,First Horizon Corp,17.1,0.78,4.78%,16.89,17.16,15.93,9526400,3/5/2021
FICO,Fair Isaac and Company Inc,444.74,5.47,1.25%,446.35,447.54,423.23,278100,3/5/2021
FIS,Fidelity National Information Services,141.14,4.21,3.07%,138.84,141.91,137.36,5338400,3/5/2021
FISV,Fiserv Inc,119.69,4.14,3.58%,116.98,120.45,115.52,6138500,3/5/2021
FITB,Fifth Third Bncp,36.77,1.21,3.40%,37.21,37.38,35.22,8728700,3/5/2021
FIVE,Five Below Inc,183.36,0.17,0.09%,188.2,188.2,172.77,1421700,3/5/2021
FIVN,Five9 Inc,161.1,-5.03,-3.03%,165.93,166,153,1514300,3/5/2021
FL,Footlocker Inc,52.11,1.42,2.80%,51.47,52.16,49.71,2372900,3/5/2021
FLIR,Flir Systems Inc,54.57,1.33,2.50%,53.65,54.73,52.95,1328600,3/5/2021
FLO,Flowers Foods,22.96,0.56,2.50%,22.43,22.99,22.43,1185800,3/5/2021
FLS,Flowserve Corp,39.82,1.41,3.67%,38.99,39.98,38.71,2280800,3/5/2021
FLT,Fleetcor Technologies,282.31,4.1,1.47%,281.62,284.4,273.52,667000,3/5/2021
FMC,FMC Corp,102.71,1.94,1.93%,101.87,102.99,98.16,998100,3/5/2021
FNB,F.N.B. Corp,12.61,0.46,3.79%,12.42,12.63,12.12,2649600,3/5/2021
FND,Floor & Decor Holdings Inc,88.76,2.62,3.04%,87.42,89.41,81.2,1074300,3/5/2021
FNF,Fidelity National Financial,37.48,0.25,0.67%,37.53,37.78,35.72,2539800,3/5/2021
FOX,Fox Corp Cl B,39.04,2.33,6.35%,37.71,39.14,36.79,2462600,3/5/2021
FOXA,Fox Corp Cl A,41.29,2.2,5.63%,39.62,41.44,39.11,6794700,3/5/2021
FR,First Industrial Realty Trust,42.87,0.47,1.11%,42.72,42.94,41.15,1231300,3/5/2021
FRC,First Republic Bank,167.1,0.73,0.44%,170,170.32,163.33,1260900,3/5/2021
FROG,Jfrog Ltd,47.4,0.19,0.40%,47.55,48.15,43.85,1823700,3/5/2021
FRT,Federal Realty Investment Trust,105.76,2.08,2.01%,104.83,106,102.01,623000,3/5/2021
FSLR,First Solar Inc,73.7,-1.66,-2.20%,75.99,76.55,68.07,4640900,3/5/2021
FSLY,Fastly Inc,64.84,-0.65,-0.99%,66.21,66.5,58.21,7989100,3/5/2021
FTDR,Frontdoor Inc,53.77,1.35,2.58%,52.49,54.1,51.49,322600,3/5/2021
FTNT,Fortinet Inc,167.57,3.64,2.22%,165.7,168.22,161.13,1447900,3/5/2021
FTV,Fortive Corp,67.12,0.67,1.01%,67.06,67.26,65,2353600,3/5/2021
FWONA,Liberty Media F1 Series A,38.95,-0.01,-0.03%,39.2,39.71,37.95,212900,3/5/2021
FWONK,Liberty Media F1 Series K,44.37,-0.65,-1.44%,45.07,45.93,43.64,1771100,3/5/2021
G,Genpact Ltd,41.41,1.44,3.60%,40.45,41.45,39.61,1110100,3/5/2021
GBT,Global Blood Ther,40.96,0.62,1.54%,40.6,41,37.78,1935800,3/5/2021
GD,General Dynamics Corp,170.52,4.75,2.87%,166.95,171.48,165.8,1188000,3/5/2021
GDDY,Godaddy Inc,75.7,-0.54,-0.71%,76.68,76.68,71.51,2370300,3/5/2021
GE,General Electric Company,13.6,0.03,0.22%,13.8,13.81,13.14,104975400,3/5/2021
GGG,Graco Inc,66.31,0.7,1.07%,66.35,66.43,64.34,1465600,3/5/2021
GH,Guardant Health Inc,135.27,2.12,1.59%,133.38,135.58,121.78,2163900,3/5/2021
GHC,Graham Holdings Company,571.35,4.54,0.80%,566,576,563.53,19500,3/5/2021
GILD,Gilead Sciences Inc,64.62,1.39,2.20%,63.42,64.75,63.3,9761400,3/5/2021
GIS,General Mills,56.78,1.49,2.69%,55.57,57.06,55.28,6444300,3/5/2021
GL,Globe Life Inc,97.32,2.81,2.97%,95.44,97.84,94.17,423400,3/5/2021
GLOB,Globant S.A.,200.61,-7.94,-3.81%,212.53,212.53,193.12,376000,3/5/2021
GLPI,Gaming & Leisure,43.16,0.27,0.63%,42.98,43.53,41.87,1611600,3/5/2021
GLW,Corning Inc,37.46,0.5,1.35%,37.45,37.64,35.97,3875200,3/5/2021
GM,General Motors Company,53.75,1.92,3.70%,52.59,53.99,50.48,25189900,3/5/2021
GMED,Globus Medical Inc,62.14,1.68,2.78%,61.11,62.44,60.05,446600,3/5/2021
GNRC,Generac Holdings Inc,307.03,1.31,0.43%,310.03,311.38,286.5,896400,3/5/2021
GNTX,Gentex Corp,35.3,0.68,1.96%,34.51,35.41,34.28,1442700,3/5/2021
GO,Grocery Outlet Holding Corp,36.03,0.58,1.64%,35.44,36.21,35.06,1014600,3/5/2021
