Duni,DUNI,SEK,SE0000616716,,4520
Dustin Group,DUST,SEK,SE0006625471,,4040
Eastnine,EAST,SEK,SE0002158568,,3510
Elanders B,ELAN B,SEK,SE0000119299,,5020
Eltel,ELTEL,SEK,SE0006509949,,5020
Enea,ENEA,SEK,SE0009697220,,1010
EnQuest PLC,ENQ,SEK,GB00B635TG28,,6010
Eolus Vind B,EOLU B,SEK,SE0007075056,,6010
Fagerhult,FAG,SEK,SE0010048884,,5010
Fasadgruppen Group,FG,SEK,SE0015195771,,5010
Fingerprint Cards B,FING B,SEK,SE0008374250,,1010
Ferronordic,FNM,SEK,SE0005468717,,5020
G5 Entertainment,G5EN,SEK,SE0001824004,,4020
Garo,GARO,SEK,SE0008008262,,1010
Genova Property Group,GPG,SEK,SE0007184189,,3510
Genova Property Group Pref,GPG PREF,SEK,SE0007526132,,3510
Gränges,GRNG,SEK,SE0006288015,,4010
HEBA B,HEBA B,SEK,SE0012676336,,3510
Haldex,HLDX,SEK,SE0000105199,,5020
HMS Networks,HMS,SEK,SE0009997018,,1510
Hansa Biopharma,HNSA,SEK,SE0002148817,,2010
Hoist Finance,HOFI,SEK,SE0006887063,,3020
Hexatronic Group,HTRO,SEK,SE0002367797,,1510
Humana,HUM,SEK,SE0008040653,,2010
I.A.R Systems Group,IAR B,SEK,SE0005851706,,1010
Infant Bacterial TherapeuticsB,IBT B,SEK,SE0008015259,,2010
Immunovia,IMMNOV,SEK,SE0006091997,,2010
Instalco,INSTAL,SEK,SE0009664253,,5020
Inwido,INWI,SEK,SE0006220018,,5010
International Petroleum Corp.,IPCO,SEK,CA46016U1084,,6010
IRLAB Therapeutics A,IRLAB A,SEK,SE0012675361,,2010
ITAB Shop Concept B,ITAB B,SEK,SE0008375117,,5010
INVISIO,IVSO,SEK,SE0001200015,,5020
John Mattson Fastighetsföret.,JOMA,SEK,SE0012481364,,3510
K2A Knaust & Andersson B,K2A B,SEK,SE0010520254,,3510
K2A Knaust & Andersson Pref,K2A PREF,SEK,SE0006852075,,3510
Karnov Group,KAR,SEK,SE0012323715,,4020
Karo Pharma,KARO,SEK,SE0007464888,,2010
K-Fast Holding B,KFAST B,SEK,SE0013382355,,3510
Knowit,KNOW,SEK,SE0000421273,,1010
Lagercrantz Group B,LAGR B,SEK,SE0014990966,,1010
LeoVegas,LEO,SEK,SE0008091904,,4050
Lindab International,LIAB,SEK,SE0001852419,,5010
Lime Technologies,LIME,SEK,SE0011870195,,1010
Lucara Diamond Corp,LUC,SEK,CA54928Q1081,,5510
Lundin Gold,LUG,SEK,CA5503711080,,5510
MedCap,MCAP,SEK,SE0009160872,,2010
Mekonomen,MEKO,SEK,SE0002110064,,4010
Mips,MIPS,SEK,SE0009216278,,4020
Momentum Group B,MMGR B,SEK,SE0009922305,,5020
Midsona A,MSON A,SEK,SE0000565210,,4520
Midsona B,MSON B,SEK,SE0000565228,,4520
Modern Times Group A,MTG A,SEK,SE0000412363,,4030
Modern Times Group B,MTG B,SEK,SE0000412371,,4030
Munters Group,MTRS,SEK,SE0009806607,,5010
NCAB Group,NCAB,SEK,SE0011167956,,1010
New Wave B,NEWA B,SEK,SE0000426546,,4020
Nederman Holding,NMAN,SEK,SE0011204510,,5010
Nobina,NOBINA,SEK,SE0007185418,,5020
NP3 Fastigheter,NP3,SEK,SE0006342333,,3510
NP3 Fastigheter Pref,NP3 PREF,SEK,SE0010820514,,3510
Nordic Paper Holding,NPAPER,SEK,SE0014808838,,5510
Nordic Waterproofing Holding,NWG,SEK,SE0014731089,,5010
Oasmia Pharmaceutical,OASM,SEK,SE0000722365,,2010
OEM International B,OEM B,SEK,SE0005876968,,5020
Oncopeptides,ONCO,SEK,SE0009414576,,2010
Öresund,ORES,SEK,SE0008321608,,3020
Orexo,ORX,SEK,SE0000736415,,2010
Ovzon,OVZON,SEK,SE0010948711,,1510
Proact IT Group,PACT,SEK,SE0000412991,,1010
Pierce Group,PIERCE,SEK,SE0015658364,,4040
Pricer B,PRIC B,SEK,SE0000233934,,1010
Probi,PROB,SEK,SE0001280355,,2010
Q-Linea,QLINEA,SEK,SE0011527845,,2010
RaySearch Laboratories B,RAY B,SEK,SE0000135485,,2010
Readly International,READ,SEK,SE0014855292,,1010
Rejlers B,REJL B,SEK,SE0000123671,,5020
Rottneros,RROS,SEK,SE0000112252,,5510
SAS,SAS,SEK,SE0003366871,,4050
Scandi Standard,SCST,SEK,SE0005999760,,4510
Scandic Hotels Group,SHOT,SEK,SE0007640156,,4050
SkiStar B,SKIS B,SEK,SE0012141687,,4050
Stendörren Fastigheter B,STEF B,SEK,SE0006543344,,3510
Svolder A,SVOL A,SEK,SE0010663302,,3020
Svolder B,SVOL B,SEK,SE0010663310,,3020
Systemair,SYSR,SEK,SE0002133975,,5010
Tethys Oil,TETY,SEK,SE0014399424,,6010
TF Bank,TFBANK,SEK,SE0007331608,,3010
Tobii,TOBII,SEK,SE0002591420,,1010
Traction B,TRAC B,SEK,SE0000391716,,3020
Trianon B,TRIAN B,SEK,SE0009921471,,3510
Troax Group,TROAX,SEK,SE0012729366,,5510
VBG GROUP B,VBG B,SEK,SE0000115107,,4010
Vitec Software Group B,VIT B,SEK,SE0007871363,,1010
VNV Global,VNV,SEK,SE0014428835,,3020
Volati,VOLO,SEK,SE0009143662,,5020
Volati Pref,VOLO PREF,SEK,SE0009143670,,5020
Wästbygg Gruppen B,WBGR B,SEK,SE0014453874,,5010
XANO Industri B,XANO B,SEK,SE0012674232,,5020
Xspray Pharma,XSPRAY,SEK,SE0009973563,,2010
Xvivo Perfusion,XVIVO,SEK,SE0004840718,,2010
Abliva,ABLI,SEK,SE0002575340,,2010
Ascelia Pharma,ACE,SEK,SE0010573113,,2010
Active Biotech,ACTI,SEK,SE0001137985,,2010
Anoto Group,ANOT,SEK,SE0010415281,,1010
Arise,ARISE,SEK,SE0002095604,,6510
Arctic Paper,ARP,SEK,PLARTPR00012,,5510
Actic Group,ATIC,SEK,SE0009269467,,4050
Alligator Bioscience,ATORX,SEK,SE0000767188,,2010
Atvexa B,ATVEXA B,SEK,SE0010599704,,4020
B3 Consulting Group,B3,SEK,SE0008347660,,1010
BE Group,BEGR,SEK,SE0008321921,,5510
Beijer Electronics Group,BELE,SEK,SE0000671711,,5020
BioInvent International,BINV,SEK,SE0015244520,,2010
Bong,BONG,SEK,SE0000396061,,5020
Björn Borg,BORG,SEK,SE0012455350,,4020
Boule Diagnostics,BOUL,SEK,SE0011231158,,2010
Bergs Timber B,BRG B,SEK,SE0000101297,,5510
Christian Berner Tech Trade B,CBTT B,SEK,SE0006143129,,5020
Concordia Maritime B,CCOR B,SEK,SE0000102824,,5020
Concejo B,CNCJO B,SEK,SE0000236382,,5020
C-RAD B,CRAD B,SEK,SE0002016352,,2010
Dedicare B,DEDI,SEK,SE0003909282,,2010
DORO,DORO,SEK,SE0000215493,,1510
Duroc B,DURC B,SEK,SE0000331266,,5510
Egetis Therapeutics,EGTX,SEK,SE0003815604,,2010
Electra Gruppen,ELEC,SEK,SE0001572520,,4040
Elos Medtech B,ELOS B,SEK,SE0000120776,,2010
Empir Group B,EMPIR B,SEK,SE0010769182,,1010
Endomines,ENDO,SEK,SE0008294334,,5510
Eniro,ENRO,SEK,SE0011256312,,4030
Eniro Pref A,ENRO PREF A,SEK,SE0014957320,,4030
Eniro Pref B,ENRO PREF B,SEK,SE0004633956,,4030
Episurf B,EPIS B,SEK,SE0003491562,,2010
Etrion,ETX,SEK,CA29786T1057,,6510
eWork Group,EWRK,SEK,SE0002402701,,5020
Feelgood Svenska,FEEL,SEK,SE0000381840,,2010
FM Mattsson Mora Group B,FMM B,SEK,SE0001116021,,5010
FormPipe Software,FPIP,SEK,SE0001338039,,1010
GHP Specialty Care,GHP,SEK,SE0002579912,,2010
Gaming Innovation Group,GIGSEK,SEK,US36467X2062,,4050
Green Landscaping Group,GREEN,SEK,SE0010985028,,5010
Hanza Holding,HANZA,SEK,SE0005878543,,5020
Havsfrun Investment B,HAV B,SEK,SE0000312043,,3020
Immunicum,IMMU,SEK,SE0005003654,,2010
IRRAS,IRRAS,SEK,SE0008321202,,2010
Image Systems,IS,SEK,SE0006421871,,5020
Josemaria Resources,JOSE,SEK,CA48086P1009,,5510
KABE Group B,KABE B,SEK,SE0000107724,,4020
Karolinska Development B,KDEV,SEK,SE0002190926,,2010
Lammhults Design Group B,LAMM B,SEK,SE0000386138,,4020
Magnolia Bostad,MAG,SEK,SE0007074505,,3510
Maha Energy,MAHA A,SEK,SE0008374383,,6010
Malmbergs Elektriska B,MEAB B,SEK,SE0000507659,,5020
Midway A,MIDW A,SEK,SE0000122657,,5020
Midway B,MIDW B,SEK,SE0000122673,,5020
Moberg Pharma,MOB,SEK,SE0013121340,,2010
Moment Group,MOMENT,SEK,SE0000680902,,4050
Micro Systemation B,MSAB B,SEK,SE0000526626,,1010
MultiQ International,MULQ,SEK,SE0000353898,,1010
Medivir B,MVIR B,SEK,SE0000273294,,2010
NAXS,NAXS,SEK,SE0001965369,,3020
Nelly Group,NELLY,SEK,SE0015245535,,4040
Net Insight B,NETI B,SEK,SE0000366098,,1510
NGS Group,NGS,SEK,SE0009947708,,5020
Nilörngruppen B,NIL B,SEK,SE0007100342,,4020
NOTE,NOTE,SEK,SE0001161654,,5020
NOVOTEK B,NTEK B,SEK,SE0000567752,,1010
Odd Molly International,ODD,SEK,SE0002017657,,4020
Oscar Properties Holding,OP,SEK,SE0005095601,,3510
Oscar Properties Holding PREF,OP PREF,SEK,SE0006992335,,3510
Oscar Properties Holding PREFB,OP PREFB,SEK,SE0008041248,,3510
Ortivus A,ORTI A,SEK,SE0000188930,,2010
Ortivus B,ORTI B,SEK,SE0000123085,,2010
Projektengagemang Sweden B,PENG B,SEK,SE0011337666,,5010
Poolia B,POOL B,SEK,SE0000567539,,5020
Precise Biometrics,PREC,SEK,SE0001823303,,1010
Prevas B,PREV B,SEK,SE0000356008,,1010
Profilgruppen B,PROF B,SEK,SE0000393860,,5510
Qliro,QLIRO,SEK,SE0013719077,,3020
Railcare Group,RAIL,SEK,SE0010441139,,5020
Rizzo Group B,RIZZO B,SEK,SE0000396822,,4040
RNB RETAIL AND BRANDS,RNBS,SEK,SE0005223674,,4040
Saniona,SANION,SEK,SE0005794617,,2010
Semcon,SEMC,SEK,SE0000379497,,5010
Sensys Gatso Group,SENS,SEK,SE0000567729,,1010
SinterCast,SINT,SEK,SE0000950982,,5020
Softronic B,SOF B,SEK,SE0000323305,,1010
Serneke Group B,SRNKE B,SEK,SE0007278841,,5010
Starbreeze A,STAR A,SEK,SE0007158928,,4020
Starbreeze B,STAR B,SEK,SE0005992831,,4020
Strax,STRAX,SEK,SE0012040459,,4020
Stockwik Förvaltning,STWK,SEK,SE0012257970,,1510
Svedbergs B,SVED B,SEK,SE0000407991,,5010
Studsvik,SVIK,SEK,SE0000653230,,5020
TradeDoubler,TRAD,SEK,SE0001552357,,1010
Vicore Pharma Holding,VICO,SEK,SE0007577895,,2010
Viking Supply Ships B,VSSAB B,SEK,SE0010820613,,5020
Wise Group,WISE,SEK,SE0007277876,,5020
Xbrane Biopharma,XBRANE,SEK,SE0007789409,,2010
ZetaDisplay,ZETA,SEK,SE0001105511,,1010
