Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
MCHP,"Microchip Technology",122.53,-3.98,-3.15%,124.59,125.71,121.25,1439043,"15:43 ET"
MCK,"Mckesson Corp",184.34,5.83,+3.27%,180,186.03,179.73,999607,"15:43 ET"
MCO,"Moody's Corp",271.4,-4.05,-1.47%,276.46,276.46,268.05,769430,"15:43 ET"
MCY,"Mercury General Corp",43.64,0.95,+2.23%,42.97,43.99,42.83,75769,"15:43 ET"
MDB,"Mongodb Inc Cl A",229.63,-10.26,-4.28%,237.57,239.89,219.51,1046675,"15:42 ET"
MDLA,"Medallia Inc",29.98,-1.06,-3.41%,30.96,31.38,29.32,746836,"15:42 ET"
MDLZ,"Mondelez Intl Inc",57.19,1.27,+2.27%,55.42,57.36,54.84,4632515,"15:43 ET"
MDT,"Medtronic Inc",114.72,1.5,+1.32%,112.81,114.89,111.93,3766179,"15:43 ET"
MDU,"Mdu Res Group Inc",25.84,0.72,+2.87%,25.12,26.31,25.12,821991,"15:43 ET"
MET,"Metlife Inc",46.01,1.07,+2.38%,45.8,46.47,44.89,7231239,"15:43 ET"
MGM,"MGM Resorts International",24.8,-0.5,-1.98%,25.16,25.65,24.08,8486042,"15:43 ET"
MHK,"Mohawk Industries",123.27,1.04,+0.85%,123.7,126,122.66,536857,"15:42 ET"
MIC,"Macquarie Infrastructure Company Trust",30.18,0.82,+2.79%,29.2,30.33,29.2,911479,"15:43 ET"
MIDD,"Middleby Corp",133.64,4.62,+3.58%,129.13,134.26,127.19,868655,"15:43 ET"
MKC,"Mccormick & Company Inc",182.19,3.87,+2.17%,179,183.86,178.16,376177,"15:43 ET"
MKL,"Markel Corp",1033.83,5.9399999999998,+0.58%,1029.91,1040.45,1016.72,38710,"15:41 ET"
MKSI,"Mks Instruments Inc",125.5,-1.48,-1.17%,125.48,127.12,124.33,155936,"15:41 ET"
MKTX,"Marketaxess Holdings",525.13,-9.71,-1.82%,526.1,534.84,506.45,219497,"15:42 ET"
MLM,"Martin Marietta Materials",267.1,5.67,+2.17%,263.45,277.42,263.25,367533,"15:43 ET"
MMC,"Marsh & Mclennan Companies",112.78,2.2,+1.99%,110.68,113.04,109.97,1400214,"15:43 ET"
MMM,"3M Company",168.67,5.24,+3.21%,165.19,169.27,163.86,2550798,"15:43 ET"
MNST,"Monster Beverage Cp",81.65,0.30000000000001,+0.37%,80.96,82.76,80.5,1332484,"15:43 ET"
MO,"Altria Group",39.53,1.36,+3.56%,38.7,39.55,38.48,9300775,"15:43 ET"
MOH,"Molina Healthcare Inc",221.11,14.01,+6.76%,206.45,222.56,203,389385,"15:42 ET"
MORN,"Morningstar Inc",213.23,-0.060000000000002,-0.03%,213.19,215.18,210.87,78563,"15:41 ET"
MOS,"Mosaic Company",17.58,0.58,+3.41%,17.14,17.75,16.86,3915738,"15:43 ET"
MPC,"Marathon Petroleum Corp",37.43,0.96,+2.63%,37.4,37.53,36.28,7153446,"15:43 ET"
MPW,"Medical Properties Trust",19.4,0.21,+1.09%,19.36,19.62,19.08,3132552,"15:43 ET"
MPWR,"Monolithic Power Sys",309.09,-7.75,-2.45%,314.56,319.94,302.43,412944,"15:42 ET"
MRCY,"Mercury Sys Inc",69.98,1.3,+1.89%,69.05,71.2,68.31,147686,"15:42 ET"
MRK,"Merck & Company",81.56,1.06,+1.32%,81.78,82.03,80.83,5029750,"15:43 ET"
MRNA,"Moderna Inc",76.24,-1.5,-1.93%,80,80.59,73.52,8534961,"15:43 ET"
MRO,"Marathon Oil Corp",5.02,-0.07,-1.38%,5.2,5.22,4.89,31835431,"15:42 ET"
MRVL,"Marvell Tech Group",40.37,-1.84,-4.36%,41.88,42.07,39.41,11577375,"15:43 ET"
MS,"Morgan Stanley",55.73,-0.29000000000001,-0.52%,56.59,56.82,54.9,11134710,"15:43 ET"
MSA,"Msa Safety Inc",143.42,2.93,+2.09%,141.37,144.45,139.92,63389,"15:42 ET"
MSCI,"MSCI Inc",380.98,-9.48,-2.43%,388.61,391.57,373.48,568552,"15:43 ET"
MSFT,"Microsoft Corp",211.14,-7.25,-3.32%,214.5,216.53,209.72,36223106,"15:43 ET"
MSGE,"Madison Square Garden Entertainment Corp",78.84,-3.57,-4.33%,82.26,82.26,78.36,80548,"15:39 ET"
MSGS,"Madison Square Garden Sports Corp",171.38,3.17,+1.88%,168.41,171.49,165.53,226468,"15:43 ET"
MSI,"Motorola Solutions",167.79,-2.47,-1.45%,170.07,170.66,165.92,603456,"15:42 ET"
MSM,"Msc Industrial Direct Company",81.4,3.33,+4.27%,78.55,81.92,77.46,594258,"15:42 ET"
MTB,"M&T Bank Corp",122.89,-1.03,-0.83%,122.87,126.18,121.28,1386486,"15:43 ET"
MTCH,"Match Group Inc",132.1,-5.12,-3.73%,137.13,139.26,131.41,1842424,"15:43 ET"
MTD,"Mettler-Toledo International",1130.45,-49.13,-4.17%,1182.11,1184.31,1129.12,141433,"15:43 ET"
MTG,"Mgic Investment Corp",11.41,0.35,+3.16%,11.25,11.64,11.19,6809816,"15:43 ET"
MTN,"Vail Resorts",259.06,-10.79,-4.00%,268.96,270.16,256.91,491887,"15:42 ET"
MU,"Micron Technology",55.52,-0.44,-0.79%,55.13,55.94,54.36,10603098,"15:43 ET"
MUR,"Murphy Oil Corp",8.66,-0.02,-0.23%,8.96,8.98,8.49,4010486,"15:43 ET"
MXIM,"Maxim Integrated",80.48,-0.58999999999999,-0.73%,81.36,81.69,79.62,1616981,"15:43 ET"
MYL,"Mylan NV Ord Shs",15.6,0.48,+3.17%,15.22,16,15.1,13079167,"15:43 ET"
NATI,"Natl Instruments Cor",34.31,-0.23,-0.67%,34.56,34.72,33.88,349898,"15:43 ET"
NBIX,"Neurocrine Bioscienc",87.35,-15.46,-15.04%,90.21,96,86.55,3025561,"15:43 ET"
NCLH,"Norwegian Cruise Ord",20.17,-1.34,-6.23%,20.8,22.28,19.38,35077745,"15:43 ET"
NCNO,"Ncino Inc",71.03,-1.97,-2.70%,73,73.99,68.71,556775,"15:43 ET"
NCR,"NCR Corp",23.49,-0.07,-0.30%,23.68,23.97,22.87,534129,"15:43 ET"
NDAQ,"Nasdaq Inc",126.83,-2.85,-2.20%,129.27,129.98,126.05,862806,"15:42 ET"
NDSN,"Nordson Corp",198.37,-3.41,-1.69%,202.26,202.94,195.11,353049,"15:43 ET"
NEE,"Nextera Energy",75.71,0.19999999999999,+0.26%,77.39,79,75.31,6076563,"15:43 ET"
NEM,"Newmont Mining Corp",64.92,-1.09,-1.65%,65.55,66.01,64.25,5630142,"15:43 ET"
NET,"Cloudflare Inc Cl A",60.79,-3.78,-5.85%,61.25,64.69,58.34,5812017,"15:42 ET"
NEU,"Newmarket Corp",387.56,7.51,+1.98%,382.34,389.36,380.3,17855,"15:42 ET"
NEWR,"New Relic Inc",54.23,-0.92,-1.67%,55.45,55.47,52.96,740503,"15:43 ET"
NFG,"National Fuel Gas Company",41.15,2.19,+5.62%,39.33,41.28,39,361001,"15:42 ET"
NFLX,"Netflix Inc",484.4,13.9,+2.95%,470.95,484.4,463.41,6693835,"15:43 ET"
NI,"NiSource Inc",25.06,0.95,+3.94%,24.24,25.07,24.11,2980154,"15:43 ET"
NKE,"Nike Inc",127.42,-1.53,-1.19%,130.05,130.12,126.25,3540429,"15:43 ET"
NKTR,"Nektar Therapeutics",16.83,-0.26,-1.52%,17.08,17.25,16.52,803113,"15:43 ET"
NLOK,"Nortonlifelock Inc",19.47,0.009999999999998,+0.05%,19.45,19.77,19.21,5630000,"15:43 ET"
NLSN,"Nielsen Holdings Plc",15.28,-0.36,-2.30%,15.62,15.78,15.15,2254274,"15:43 ET"
NLY,"Annaly Capital Management Inc",7.62,0.37,+5.10%,7.32,7.63,7.26,14120881,"15:42 ET"
NNN,"National Retail Properties",40.83,2.33,+6.05%,38.54,41.07,37.82,1851696,"15:43 ET"
NOC,"Northrop Grumman Corp",315.76,14.48,+4.81%,302.73,316.46,301.48,667319,"15:42 ET"
NOV,National-Oilwell,10.93,-0.53,-4.62%,11.55,11.84,10.8,6287186,"15:43 ET"
NOW,"Servicenow Inc",481.25,-20.71,-4.13%,495.53,499.68,472.01,1986064,"15:43 ET"
NRG,"NRG Energy",32.71,0.79,+2.47%,32.12,32.85,31.99,1559544,"15:43 ET"
NRZ,"New Residential Investment Corp",8.4,0.19,+2.31%,8.23,8.46,8.13,4359988,"15:43 ET"
NSC,"Norfolk Southern Corp",235.04,4.62,+2.01%,231.71,236.45,229.27,992868,"15:43 ET"
NTAP,"Netapp Inc",50.15,0.5,+1.01%,49.1,50.49,48.81,1595064,"15:43 ET"
NTNX,"Nutanix Inc",24.96,-1.13,-4.33%,25.86,26.06,24.75,1109790,"15:43 ET"
NTRS,"Northern Trust Corp",91.36,0.56,+0.62%,91.37,92.6,89.76,775151,"15:42 ET"
NUAN,"Nuance Communicatns",33.48,-0.51000000000001,-1.50%,33.57,33.65,32.06,1943159,"15:43 ET"
NUE,"Nucor Corp",51.79,1.03,+2.03%,51.03,52.15,50.41,1084757,"15:43 ET"
NUS,"Nu Skin Enterprises",48.4,1.62,+3.46%,47.55,49.14,47.16,581974,"15:43 ET"
NVCR,"Novocure Ltd Ord Sh",118.6,-7.13,-5.67%,126.73,128.72,116.67,734031,"15:42 ET"
NVDA,"Nvidia Corp",511.66,-33.57,-6.16%,544.26,544.26,505.13,13777261,"15:43 ET"
NVR,"NVR Inc",4131.74,156.83,+3.95%,4025,4188.58,3975.01,21788,"15:43 ET"
NVST,"Envista Holdings Corp",30.35,0.73,+2.46%,29.49,30.98,29.2,1462935,"15:43 ET"
NVT,"Nvent Electric Plc",20.74,0.39,+1.92%,20.46,20.92,20.31,573948,"15:43 ET"
NWL,"Newell Rubbermaid Inc",19.24,0.13,+0.68%,19.23,19.29,19.02,2069630,"15:43 ET"
NWS,"News Cp Cl B",16.38,0.55,+3.47%,15.97,16.57,15.91,865963,"15:43 ET"
NWSA,"News Cp Cl A",16.19,0.52,+3.32%,15.72,16.37,15.67,2733977,"15:43 ET"
NXST,"Nexstar Media Group Inc.",95.11,4.73,+5.23%,91.07,95.94,90.51,530263,"15:42 ET"
NYCB,"New York Community Bancorp",8.85,-0.11,-1.23%,8.93,9.07,8.77,3150130,"15:42 ET"
NYT,"New York Times Company",38.42,-0.47,-1.21%,38.57,38.83,37.21,3234048,"15:43 ET"
O,"Realty Income Corp",64.6,3,+4.87%,61.79,64.66,61.29,2653267,"15:43 ET"
OC,"Owens Corning Inc",68.15,2.06,+3.12%,66.62,69.06,66.3,596901,"15:43 ET"
ODFL,"Old Dominion Freight Line Inc",197.34,-1.95,-0.98%,199.07,201.5,194.2,569922,"15:43 ET"
OFC,"Corporate Office Properties",24.84,0.76,+3.16%,24.1,25.11,24.06,555200,"15:43 ET"
OGE,"Oge Energy Corp",34.1,1.44,+4.41%,32.87,34.19,32.53,742645,"15:43 ET"
OHI,"Omega Healthcare Investors",34.78,0.3,+0.87%,34,35.32,32.77,1982651,"15:43 ET"
OKE,"Oneok Inc",32.22,0.87,+2.78%,31.91,32.65,31.01,4567735,"15:43 ET"
OKTA,"Okta Inc Cl A",213.05,-4.34,-2.00%,218.38,218.85,203.42,1152264,"15:43 ET"
OLED,"Universal Display",210,-2.66,-1.25%,211,213.6,208.1,212107,"15:43 ET"
OLLI,"Ollies Bargain CS",81.15,-3.88,-4.56%,86.5,86.5,80.8,658547,"15:43 ET"
OLN,"Olin Corp",21.89,1.45,+7.09%,20.94,22.39,20.59,2508665,"15:43 ET"
OMC,"Omnicom Group Inc",57.04,1.55,+2.79%,56.18,57.42,55.61,3780478,"15:43 ET"
OMF,"Onemain Holdings Inc",39.79,1.58,+4.14%,38.47,40.11,38.18,398073,"15:42 ET"
ON,"On Semiconductor",27.2,-0.33,-1.20%,27.5,27.91,26.93,6675400,"15:43 ET"
ORCL,"Oracle Corp",56.59,-0.25,-0.44%,56.91,57.24,56.2,6386524,"15:43 ET"
ORI,"Old Republic International Corp",18.72,0.72,+4.00%,18.15,18.94,18.05,2285886,"15:42 ET"
ORLY,"O'Reilly Automotive",458.31,3.27,+0.72%,450.97,465.82,450.11,359652,"15:43 ET"
OSH,"Oak Street Health Inc",49.97,-4.9,-8.93%,55,55,47.98,388039,"15:42 ET"
OSK,"Oshkosh Truck Corp",74.59,0.59,+0.80%,74.95,75.88,74.18,417918,"15:42 ET"
OTIS,"Otis Worldwide Corp [Otis/I]",65.75,2.25,+3.54%,63.38,65.91,63.32,1472744,"15:43 ET"
OUT,"Outfront Media Inc",17.93,-0.33,-1.81%,18.24,18.65,17.7,1631571,"15:43 ET"
OXY,"Occidental Petroleum Corp",12.31,0.08,+0.65%,12.08,12.45,11.65,25436903,"15:43 ET"
OZK,"Bank Ozk",28.36,0.72,+2.60%,28.08,28.95,28.05,933026,"15:42 ET"
PACW,"Pacwest Bancorp",24.3,0.28,+1.17%,24.12,24.62,23.67,855197,"15:43 ET"
PAG,"Penske Automotive Group",59.97,1.9,+3.27%,58.53,60.73,58.21,250266,"15:42 ET"
PANW,"Palo Alto Networks Inc",242.63,-9.5,-3.77%,248.42,251.36,239.25,781487,"15:42 ET"
PAYC,"Paycom Software Inc",377.06,-27.99,-6.91%,400.18,403.33,372.64,430347,"15:42 ET"
PAYX,"Paychex Inc",91.24,0.64999999999999,+0.72%,89.44,92.69,89.27,1088056,"15:43 ET"
PB,"Prosperity Bancshares",63.03,0.91,+1.46%,61.66,63.35,61.32,320825,"15:43 ET"
PBCT,"People's United Finl",12.95,0.18,+1.41%,12.82,13.21,12.55,4127282,"15:43 ET"
PCAR,"Paccar Inc",91.53,0.93000000000001,+1.03%,89.89,92.64,89.69,952082,"15:43 ET"
PCG,"Pacific Gas & Electric Company",10.34,-0.08,-0.77%,10.42,10.48,10.21,6543585,"15:42 ET"
PCTY,"Paylocity Hld Corp",196.69,-7.8,-3.81%,201.6,202.16,191.49,356738,"15:43 ET"
PD,"Pagerduty Inc",28.02,-1.09,-3.74%,28.67,28.95,26.72,805553,"15:42 ET"
PE,"Parsley Energy",11.47,0.38,+3.43%,11.23,11.5,10.88,6282936,"15:43 ET"
PEAK,"Healthpeak Properties Inc",29.3,0.19,+0.65%,29,29.74,28.72,4335658,"15:43 ET"
PEG,"Public Service Enterprise Group Inc",60.55,0.16999999999999,+0.28%,60.41,60.74,59.86,1217177,"15:43 ET"
PEGA,"Pegasystems Inc",121.31,-3,-2.41%,123.42,125.05,117.5,197373,"15:43 ET"
PEN,"Penumbra Inc",259.91,17.45,+7.20%,233.9,264.89,212,1444322,"15:43 ET"
PEP,"Pepsico Inc",142.16,3.71,+2.68%,136.99,142.39,136.16,2932005,"15:43 ET"
PFE,"Pfizer Inc",38.78,-0.42,-1.07%,40.45,40.84,38.46,64425559,"15:43 ET"
PFG,"Principal Financial Group Inc",46.91,-0.73,-1.53%,47.63,47.71,46.41,1679023,"15:43 ET"
PFPT,"Proofpoint Inc",97.69,-2.01,-2.02%,99.19,100,94.83,507448,"15:43 ET"
PG,"Procter & Gamble Company",140.39,2.4,+1.74%,138.1,140.61,137.15,5422757,"15:43 ET"
PGR,"Progressive Corp",92.44,2.05,+2.27%,90.82,93.37,88.67,2685932,"15:43 ET"
PGRE,"Paramount Group Inc",7.88,0.33,+4.37%,7.59,7.93,7.53,3539567,"15:42 ET"
PH,"Parker-Hannifin Corp",261.74,8.95,+3.54%,252.64,262.73,252.64,1008218,"15:43 ET"
PHM,Pultegroup,42.5,1.86,+4.58%,41.53,42.8,40.6,3306996,"15:43 ET"
PII,"Polaris Industries Inc",93.03,3.84,+4.31%,89.96,95.06,89.35,710858,"15:43 ET"
PINC,"Premier Inc Cl A",35,-0.36,-1.02%,35.49,35.69,34.44,631166,"15:43 ET"
PINS,"Pinterest Inc",55.37,-2.38,-4.12%,57,58.23,52.06,20553815,"15:43 ET"
PK,"Park Hotels & Resorts Inc",14.4,-0.049999999999999,-0.35%,13.59,14.72,13.3,9337368,"15:43 ET"
PKG,"Packaging Corp of America",129.45,2.66,+2.10%,126.93,129.54,126.05,225007,"15:43 ET"
PKI,Perkinelmer,125.45,-2.64,-2.06%,127.73,129.18,123.66,1006984,"15:43 ET"
PLAN,"Anaplan Inc",59.16,-2.26,-3.68%,61.87,62.45,58.89,1028826,"15:43 ET"
PLD,"Prologis Inc",99.45,-0.16,-0.16%,100,100.59,98.14,4299361,"15:43 ET"
PLNT,"Planet Fitness",73.47,-4.6,-5.89%,77.99,77.99,72.73,1804683,"15:43 ET"
PM,"Philip Morris International Inc",74.64,3.01,+4.20%,72.64,74.83,72.13,4414716,"15:43 ET"
PNC,"PNC Bank",126.95,-1.03,-0.80%,129,129.4,126,2757008,"15:43 ET"
PNFP,"Pinnacle Finl Ptnrs",53.46,2.32,+4.54%,51.65,53.86,50.62,417610,"15:43 ET"
PNR,"Pentair Ltd",53.65,0.82,+1.55%,52.77,54.34,52.61,1475597,"15:43 ET"
PNW,"Pinnacle West Capital Corp",90.81,2.87,+3.26%,88.26,91.06,88.05,715927,"15:43 ET"
PODD,"Insulet Corp",259.86,4.53,+1.77%,249.03,262.14,244.42,370883,"15:43 ET"
POOL,"Pool Corp",338.82,16.52,+5.13%,322.68,340.8,322.49,425415,"15:43 ET"
POST,"Post Holdings Inc",100.39,2.52,+2.57%,98.81,100.9,97.23,194116,"15:42 ET"
PPC,"Pilgrim's Pride",18.25,0.82,+4.70%,17.55,18.3,17.49,631307,"15:42 ET"
PPD,"Ppd Inc",33.18,-0.85,-2.50%,34.06,34.85,33.08,921190,"15:43 ET"
PPG,"PPG Industries",142.76,0.88999999999999,+0.63%,142.11,143.97,140.9,737073,"15:43 ET"
PPL,"PPL Corp",29.62,0.87,+3.03%,28.75,29.66,28.73,3330147,"15:43 ET"
PRAH,"Pra Health",109.52,-3.35,-2.97%,111.91,113.09,108.79,195870,"15:43 ET"
PRGO,"Perrigo Company",48.66,2.63,+5.71%,46.03,48.92,45.63,788448,"15:42 ET"
PRI,"Primerica Inc",128.04,0.19,+0.15%,128.96,130,127.75,73356,"15:43 ET"
PRU,"Prudential Financial Inc",75.42,1.97,+2.68%,73.75,76.18,73.08,3583269,"15:43 ET"
PS,"Pluralsight Inc Cl A",15.86,-0.24,-1.49%,15.99,16.64,14.87,3726071,"15:42 ET"
PSA,"Public Storage",233.36,11.28,+5.08%,222.23,233.75,221.02,680903,"15:43 ET"
PSTG,"Pure Storage Inc",17.38,-0.36,-2.03%,17.68,17.77,17,1581694,"15:43 ET"
PSX,"Phillips 66",57.91,0.88,+1.54%,58.69,58.78,55.7,3443186,"15:43 ET"
PTC,"Ptc Inc",94.11,1.2,+1.29%,92.69,94.34,89.99,471128,"15:42 ET"
PTON,"Peloton Interactive Inc",105.29,5.28,+5.28%,103.1,108.65,92.03,37593764,"15:42 ET"
PVH,"Phillips-Van Heusen Corp",71.69,0.84999999999999,+1.20%,71.3,73.36,70.7,933589,"15:42 ET"
PWR,"Quanta Services",66.68,1.19,+1.82%,65.86,68.41,65.68,1231289,"15:43 ET"
PXD,"Pioneer Natural Resources Company",91.36,2.99,+3.38%,90.24,91.72,86.98,1478784,"15:43 ET"
PYPL,"Paypal Holdings",183.52,-1.2,-0.65%,184.98,186.71,178.6,10619911,"15:43 ET"
QCOM,"Qualcomm Inc",140.93,-1.68,-1.18%,140.15,143.17,138.53,9541739,"15:43 ET"
QDEL,"Quidel Cp",196.78,-6.88,-3.38%,210.95,211.5,187.85,1238508,"15:42 ET"
QGEN,"Qiagen N.V.",45.84,-1.66,-3.49%,45.83,46.02,45.33,995887,"15:43 ET"
QRTEA,"Qurate Retail Inc Series A",8.1,0.54,+7.14%,7.6,8.15,7.53,3400820,"15:43 ET"
QRVO,"Qorvo Inc",141.88,-7.6,-5.08%,146.4,148.32,141.23,1183399,"15:42 ET"
R,"Ryder System",54.88,1.03,+1.91%,54.01,55.66,53.67,281334,"15:42 ET"
RBC,"Regal-Beloit Corp",112.32,0.66999999999999,+0.60%,111.46,113.59,111.12,130682,"15:43 ET"
RCL,"Royal Caribbean Cruises Ltd",73.68,-1.75,-2.32%,74.03,77.14,71.28,9228188,"15:43 ET"
RE,"Everest Re Group",239.55,7.86,+3.39%,232.69,241.35,230.33,226719,"15:43 ET"
REG,"Regency Centers Corp",46.83,0.87,+1.89%,45.95,48.12,45.75,2091729,"15:43 ET"
REGN,"Regeneron Pharmaceuticals",562.03,-5.52,-0.97%,560,565.99,546.93,644851,"15:42 ET"
RETA,"Reata Pharma",185.22,10.56,+6.05%,174.99,185.78,171.75,412532,"15:41 ET"
REXR,"Rexford Industrial Realty Inc",49.73,2.37,+5.00%,47.19,49.73,46.82,632598,"15:43 ET"
REYN,"Reynolds Consumer Products Inc",29.12,0.37,+1.29%,28.84,29.56,27.57,825034,"15:43 ET"
RF,"Regions Financial Corp",15.22,-0.0099999999999998,-0.07%,15.39,15.48,15,7675399,"15:43 ET"
RGA,"Reinsurance Group of America Inc",117.77,-9.02,-7.11%,126.81,127.45,116.18,496685,"15:42 ET"
RGEN,"Repligen Cp",186.75,-5,-2.61%,194.07,197,183.22,472419,"15:43 ET"
RGLD,"Royal Gold Inc",118.01,-2.39,-1.99%,121.36,123.04,116.98,296941,"15:43 ET"
RHI,"Robert Half International Inc",64.07,1.96,+3.16%,62.63,65.43,62.33,1317217,"15:43 ET"
RJF,"Raymond James Financial",85.75,0.16,+0.19%,86.17,86.3,85.07,379641,"15:43 ET"
RKT,"Rocket Companies Inc Cl A",22.21,0.76,+3.54%,21.56,22.28,20.8,13166817,"15:43 ET"
RL,"Ralph Lauren Corp",81.24,-0.5,-0.61%,81.01,83.46,79.57,1351605,"15:43 ET"
RMD,"Resmed Inc",212.16,-8.43,-3.82%,219.15,219.15,211.78,435271,"15:43 ET"
RNG,"Ringcentral Inc",281.92,14.91,+5.58%,270.17,284.14,247.65,2589864,"15:43 ET"
RNR,"Renaissancere Holdings Ltd",179.5,9.14,+5.37%,170.85,180.46,169.67,264126,"15:41 ET"
ROK,"Rockwell Automation Inc",248.79,-5.95,-2.34%,242.12,253.91,237.02,739842,"15:43 ET"
ROKU,"Roku Inc",217.9,-4.01,-1.81%,227.84,228.2,207.5,6824052,"15:43 ET"
ROL,"Rollins Inc",56.73,-0.21,-0.37%,56.96,57.87,56.19,789826,"15:43 ET"
ROP,"Roper Industries",399.41,9.2,+2.36%,390.25,400.16,390.25,429302,"15:42 ET"
ROST,"Ross Stores Inc",109.25,1.43,+1.33%,107.52,109.61,105,1986317,"15:43 ET"
RP,"Realpage Inc",61.29,0.59,+0.97%,60.43,61.79,59.53,560445,"15:43 ET"
RPM,"RPM International Inc",90.37,0.57000000000001,+0.63%,89.8,91.2,89.54,316451,"15:43 ET"
RPRX,"Royalty Pharma Plc Cl A",40.84,-0.13,-0.32%,41.08,41.46,39.44,832517,"15:42 ET"
RS,"Reliance Steel & Aluminum Company",119.1,1.89,+1.61%,117.98,120.38,117.16,200475,"15:43 ET"
RSG,"Republic Services",102.18,1.77,+1.76%,100.77,102.52,100.21,877388,"15:43 ET"
RTX,"Raytheon Technologies Corp",67.8,2.81,+4.32%,66.1,68.15,65.5,12098616,"15:43 ET"
RYN,"Rayonier Inc REIT",26.42,0.24,+0.92%,26.24,26.56,26,123805,"15:41 ET"
SABR,"Sabre Corp",8.98,-0.94,-9.48%,9.17,10.35,8.73,60271060,"15:43 ET"
SAGE,"Sage Therapeutic Com",79.61,1.78,+2.29%,79.96,80.7,76.47,1064561,"15:42 ET"
SAIC,"Science Applications International",87.31,1.55,+1.81%,86.19,87.31,85.2,158338,"15:43 ET"
SAM,"Boston Beer Company",915.49,-34.11,-3.59%,929.67,949.6,872.33,242809,"15:43 ET"
SATS,"Echostar Corp",25.3,-0.24,-0.94%,26.15,26.86,24.78,691134,"15:39 ET"
SBAC,"SBA Communications",290.04,-7.43,-2.50%,311.51,312.13,286.42,1586136,"15:43 ET"
SBNY,"Signature Bank",101.49,3.53,+3.60%,83.99,104.81,83.99,3921099,"15:43 ET"
SBUX,"Starbucks Corp",94.23,-1.65,-1.72%,97.1,95.27,93.14,7335558,"15:43 ET"
SC,"Santander Consumer USA Holdings",22.39,-0.030000000000001,-0.13%,22.47,22.82,22.23,264462,"15:43 ET"
SCCO,"Southern Peru Copper Corp",54.2,-0.45999999999999,-0.84%,54.43,54.86,53.51,544905,"15:43 ET"
SCHW,"The Charles Schwab Corp",46.23,1.27,+2.82%,45.27,46.23,44.87,6471978,"15:43 ET"
SCI,"Service Corp International",49.36,0.039999999999999,+0.08%,49.54,50.47,48.75,519628,"15:43 ET"
SEB,"Seaboard Corp",3368.55,23.65,+0.71%,3354.32,3399,3300,1208,"15:42 ET"
SEDG,"Solaredge Tech",225.69,-6.83,-2.94%,231.71,235.49,217.61,1209307,"15:43 ET"
SEE,"Sealed Air Corp",42.98,0.11,+0.26%,42.87,43.62,42.46,1093096,"15:43 ET"
SEIC,"Sei Investments Company",55.5,-0.35,-0.63%,56.04,56.61,54.98,377194,"15:43 ET"
SFM,"Sprouts Farmers Mark",19.99,0.43,+2.20%,19.55,20.33,19.08,2147313,"15:43 ET"
SGEN,"Seattle Genetics Inc",173.06,4.6,+2.73%,166.55,174.47,165.18,642034,"15:43 ET"
SHW,"Sherwin-Williams Company",720.98,30.22,+4.37%,692.57,724.1,692.57,588453,"15:43 ET"
SIRI,"Sirius XM Holdings",6.03,-0.02,-0.33%,5.97,6.14,5.96,22720883,"15:43 ET"
SIVB,"Svb Financial Group",336.41,4.37,+1.32%,335.06,338.71,329.94,259679,"15:43 ET"
SIX,"Six Flags Entertainment Corp",30.02,0.62,+2.11%,29,30.56,27.86,2388603,"15:42 ET"
SJM,"J.M. Smucker Company",117.46,4.2,+3.71%,113.48,117.46,112.3,669464,"15:43 ET"
SKX,"Skechers U.S.A.",32.83,-1.39,-4.06%,34.07,35.39,32.71,1722478,"15:43 ET"
SLB,"Schlumberger N.V.",18.15,-0.1,-0.55%,18.77,18.91,18,14788537,"15:43 ET"
SLG,"SL Green Realty Corp",57.07,-2.93,-4.88%,59.49,62.33,55.12,3505584,"15:43 ET"
SLGN,"Silgan Holdings",34.91,0.63999999999999,+1.87%,34.29,34.92,33.97,305537,"15:42 ET"
SLM,"SLM Corp",10.73,0.28,+2.68%,10.54,10.76,10.5,2556498,"15:43 ET"
SMAR,"Smartsheet Inc Cl A",51.99,-0.6,-1.14%,51.48,53.43,49.59,1674107,"15:43 ET"
SMG,"Scotts Miracle-Gro Company",160.71,5.07,+3.26%,155.66,163.46,155.66,282107,"15:43 ET"
SNA,"Snap-On Inc",172.83,4.57,+2.72%,168.31,173.72,167.62,280908,"15:43 ET"
SNDR,"Schneider National Inc",22.18,0.29,+1.32%,21.89,22.42,21.62,594607,"15:43 ET"
SNPS,"Synopsys Inc",220.55,-13.24,-5.66%,229.67,229.98,218.58,744014,"15:43 ET"
SNV,"Synovus Financial Corp",30.71,0.46,+1.52%,30.23,31.28,29.71,1150651,"15:43 ET"
SNX,"Synnex Corp",149.99,0.76000000000002,+0.51%,148.89,150.29,146.3,142749,"15:43 ET"
SO,"Southern Company",64.23,1.91,+3.06%,62.62,64.67,62.53,3764372,"15:43 ET"
SON,"Sonoco Products Company",57.1,2.28,+4.16%,55.04,57.14,54.97,320448,"15:43 ET"
SPB,"Spectrum Brands Holdings Inc",61.98,1.08,+1.77%,61.15,62.22,60.13,328725,"15:42 ET"
SPCE,"Virgin Galactic Holdings Inc",20.39,-0.059999999999999,-0.29%,20.77,20.93,19.11,8738939,"15:42 ET"
SPG,"Simon Property Group",78.73,-0.36999999999999,-0.47%,76.7,84.49,74.3,12366581,"15:43 ET"
SPGI,"S&P Global Inc",335.18,-11.23,-3.24%,345.13,346.99,333.9,1028500,"15:43 ET"
