pb,pi,ev,pe,evr / pm,0.409,113.79531
10000.000000,0.000012,10.000000,11085.029298,109991.660536,270.000000,136.000000
10000.000000,0.000012,10.000000,11085.029298,0.994209,137.000000,49.000000
10000.000000,0.000012,10.000000,14.000547,109991.660536,136.000000,79.000000
10000.000000,0.000012,10.000000,14.000547,0.994209,66.000000,25.000000
10000.000000,0.000012,424.000000,11085.029298,109991.660536,135.000000,80.000000
10000.000000,0.000012,424.000000,11085.029298,0.994209,54.000000,25.000000
10000.000000,0.000012,424.000000,14.000547,109991.660536,66.000000,48.000000
10000.000000,0.000012,424.000000,14.000547,0.994209,19.000000,11.000000
