Symbol,Name
TLV:ADGR,ADGAR INV.
TLV:AFHL,AFCON HOLD
TLV:AFPR,AFI PROPERTIES
TLV:AFRE,AFRICA RESIDENC
TLV:ALMA,ALMOGIM
TLV:ALUMA,ALUMA INFRASTR'
TLV:AMRK,AMIR MARK.
TLV:ARAD,ARAD INVESTMENT
TLV:ARAN,ARAN
TLV:ARD,ARAD
TLV:ARGO,ARGO PROP.
TLV:ARPT,AIRPORT CITY
TLV:ASGR,ASPEN GROUP
TLV:ASHG,ASHTROM GROUP
TLV:ASHO,ASHOT
TLV:ATRY,ATREYU CAP
TLV:AURA,AURA
TLV:AZRM,AZORIM
TLV:AZRT,REIT AZORIM LIV
TLV:BCNV,BRACK CAPIT N V
TLV:BCOM,B COMMUNICATION
TLV:BEZQ,BEZEQ
TLV:BIG,BIG
TLV:BIMT,BIOMEAT FOOD PU
TLV:BIOV,BIO VIEW
TLV:BLGO,BULIGO
TLV:BLSR,BLUE SQ REAL ES
TLV:BOLT,BIOLIGHT
TLV:BRMG,BRIMAG
TLV:BVC,BATM
TLV:CDEV,COHEN DEV
TLV:CEL,CELLCOM
TLV:CFX,COFIX GROUP
TLV:CISY,C I SYSTEMS
TLV:CNTL,CONTINUAL
TLV:CPTP,CAPITAL POINT
TLV:DANH,DAN   HOTELS
TLV:DELT,DELTA
TLV:DIFI,DIRECT FINANCE
TLV:DIMRI,DIMRI
TLV:DLEA,DELEK AUTOMOTIV
TLV:DLTI,DELTA BRANDS
TLV:DNYA,DANYA CEBUS
TLV:DRAL,DOR ALON
TLV:DSCT,DISCOUNT
TLV:ECPA,ECOPPIA
TLV:ELCRE,ELECTRA REAL E.
TLV:ELMR,ELMOR
TLV:EMCO,E&M
TLV:EQTL,EQUITAL
TLV:ESLT,ELBIT SYSTEMS
TLV:EXPO,EXPORT INV
TLV:FGAS,FIRE AND GAS
TLV:GOHO,GOLDEN HOUSE
TLV:GOLD,GOLD
TLV:GPGB,G.P GLOBAL
TLV:GVYM,GAV YAM
TLV:HAMAT,HAMAT
TLV:HLAN,HILAN
TLV:HMAM,HAMAMA
TLV:HOD,HOD
TLV:HRON,HIRON
TLV:ICL,ICL
TLV:ICON,ICON GROUP
TLV:IES,IES
TLV:ILCO,ISRAEL CORP
TLV:ILDC,LAND DEV
TLV:INTR,INTERGAMA
TLV:ISCD,ISRACARD
TLV:ISCN,ISRAEL CANADA
TLV:ISPC,ISPAC 1
TLV:ISRS,ISRAS
TLV:ISTA,ISSTA
TLV:JBNK,JERUSALEM
TLV:JNGO,JUNGO
TLV:KARE,KARDAN REAL ES
TLV:KLIL,KLIL
TLV:KMDA,KAMADA
TLV:KRUR,KERUR
TLV:LAHAV,LAHAV
TLV:LAPD,LAPIDOTH   CAP.
TLV:LEOF,LEVINSKI OFER
TLV:LEVI,LEVINSTEIN ENG
TLV:LODZ,LODZIA
TLV:LUMI,LEUMI
TLV:MGOR,MEGA OR
TLV:MMHD,MENORA MIV HLD
TLV:MNIN,MENDELSON    IF
TLV:MNRT,MENIVIM REIT
TLV:MSHR,MISHORIM
TLV:MVNE,MIVNE
TLV:MYDS,MYDAS
TLV:NFTA,NAPHTHA
TLV:NICE,NICE
TLV:NTGR,NETANEL GROUP
TLV:NTML,NETO MALINDA
TLV:NTO,NETO
TLV:NURI,NUR
TLV:NWMD,NEWMED ENERG PU
TLV:ORA,ORMAT TECHNO
TLV:ORAD,ORAD
TLV:ORBI,ORBIT
TLV:PFLT,PENNANTPARK $
TLV:PHOE,PHOENIX
TLV:PLSN,PLASSON INDUS
TLV:PMNT,PAYMENT FINA
TLV:POLP,POLYRAM PLS
TLV:PRSK,PRASHKOVSKY
TLV:PTNR,PARTNER
TLV:RANI,RANI ZIM
TLV:RIMO,RIMONI
TLV:RIT1,REIT 1
TLV:RLCO,RALCO
TLV:RMN,RAM ON
TLV:ROTS,ROTSHTEIN
TLV:SALG,SHALAG
TLV:SANO1,SANO
TLV:SHNP,SCHNAPP
TLV:SHVA,AUTO BANK SERV
TLV:SKLN,SKYLINE
TLV:SNEL,SYNEL
TLV:SPEN,SHAPIR      ENG
TLV:SPRG,SPRING
TLV:SRFT,SARFATI
TLV:TDRN,TADIRAN GROUP
TLV:TEDE,TEDEA
TLV:TFRLF,TEFRON
TLV:TLSY,TELSYS
TLV:TMRP,TAMAR PET
TLV:TRAN,TRUCKNET
TLV:TRPZ,TURPAZ
TLV:TTAM,TIV TAAM
TLV:TURB,TURBOGEN
TLV:VTNA,VITANIA
TLV:YHNF,YOCHANANOF
TLV:ZMH,ZMH
TLV:ZUR,ZUR
