Symbol,Name
AA,Alcoa Corporation Com
ABBV,AbbVie Inc. Common St
ABC,AmerisourceBergen Cor
ACAD,ACADIA Pharmaceutical
ACBA,Ace Global Business A
ACBI,Atlantic Capital Banc
ACEL,Accel Entertainment_ 
ACEV,ACE Convergence Acqui
ACKIT,Ackrell SPAC Partners
ADM,Archer-Daniels-Midlan
ADMA,ADMA Biologics Inc - 
AEL,American Equity Inves
AEPPL,American Electric Pow
AFL,AFLAC Incorporated Co
AGBA,AGBA Acquisition Limi
AGO,Assured Guaranty Ltd.
AIG,American Internationa
AIR,AAR Corp. Common Stoc
AKIC,Sports Ventures Acqui
AKICU,Sports Ventures Acqui
ALAC,Alberton Acquisition 
ALJJ,ALJ Regional Holdings
ALTU,Altitude Acquisition 
AMAO,American Acquisition 
AMJ,JPMorgan Chase Capita
AMPH,Amphastar Pharmaceuti
AMR,Alpha Metallurgical R
AMRK,A-Mark Precious Metal
AMTR,ETRACS Alerian Midstr
AMUB,ETRACS Alerian MLP In
APA,APA Corporation - Com
APLE,Apple Hospitality REI
APR,Apria_ Inc. - Common 
APTS,Preferred Apartment C
APTX,Aptinyx Inc. - Common
ARCC,Ares Capital Corporat
ARCH,Arch Resources_ Inc. 
ARCO,Arcos Dorados Holding
ARMK,Aramark Common Stock
ARNA,Arena Pharmaceuticals
ASB,Associated Banc-Corp 
ASR,Grupo Aeroportuario d
ASRT,Assertio Holdings_ In
ASRV,AmeriServ Financial I
ATA,Americas Technology A
ATCO,Atlas Corp. Series I 
ATH,Athene Holding Ltd. D
ATLC,Atlanticus Holdings C
ATMP,iPath Select MLP ETN
ATO,Atmos Energy Corporat
AVT,Avnet_ Inc. - Common 
BAC,Bank of America Corpo
BAL,iPathA Series B Bloom
BANF,BancFirst Corporation
BANR,Banner Corporation - 
BAP,Credicorp Ltd. Common
BAR,GraniteShares Gold Tr
BATL,Battalion Oil Corpora
BBDC,Barings BDC_ Inc. Com
BCAC,Brookline Capital Acq
BCBP,BCB Bancorp_ Inc. (NJ
BCC,Boise Cascade_ L.L.C.
BCM,iPath Pure Beta Broad
BCML,BayCom Corp - Common 
BCSF,Bain Capital Specialt
BCX,BlackRock Resources C
BDCZ,ETRACS MVIS Business 
BDX,Becton_ Dickinson and
BG,Bunge Limited Bunge L
BGR,BlackRock Energy and 
BGSF,BGSF_ Inc. Common Sto
BHF,Brighthouse Financial
BHLB,Berkshire Hills Banco
BHR,Braemar Hotels & Reso
BHSE,Bull Horn Holdings Co
BIP,Brookfield Infrastruc
BK,The Bank of New York 
BKEPP,Blueknight Energy Par
BKNG,Booking Holdings Inc.
BKR,Baker Hughes Company 
BMO,Bank Of Montreal Comm
BMRN,BioMarin Pharmaceutic
BNKU,MicroSectors U.S. Big
BNS,Bank Nova Scotia Hali
BOH,Bank of Hawaii Corpor
BORR,Borr Drilling Limited
BOX,Box_ Inc. Class A Com
BP,BP p.l.c. Common Stoc
BPMP,BP Midstream Partners
BPOP,Popular_ Inc. - Commo
BPT,BP Prudhoe Bay Royalt
BREZ,Breeze Holdings Acqui
BRG,Bluerock Residential 
BRKL,Brookline Bancorp_ In
BRLI,Brilliant Acquisition
BRX,Brixmor Property Grou
BRY,Berry Corporation (br
BTAQ,Burgundy Technology A
BTI,British American Toba
BVN,Buenaventura Mining C
BWAC,Better World Acquisit
BWFG,Bankwell Financial Gr
BYD,Boyd Gaming Corporati
CADE,Cadence Bank 5.50% Se
CAJ,Canon_ Inc. American 
CALM,Cal-Maine Foods_ Inc.
CARE,Carter Bankshares_ In
CAS,Cascade Acquisition C
CATY,Cathay General Bancor
CB,Chubb Limited  Common
CBFV,CB Financial Services
CBSH,Commerce Bancshares_ 
CBT,Cabot Corporation Com
CCK,Crown Holdings_ Inc.
CDEV,Centennial Resource D
CEM,ClearBridge MLP and M
CEN,Center Coast Brookfie
CENX,Century Aluminum Comp
CEPU,Central Puerto S.A. A
CERN,Cerner Corporation - 
CF,CF Industries Holding
CFB,CrossFirst Bankshares
CFBK,CF Bankshares Inc. - 
CFFE,CF Acquisition Corp. 
CFG,Citizens Financial Gr
CFR,Cullen_Frost Bankers_
CFVI,CF Acquisition Corp. 
CFVIU,CF Acquisition Corp. 
CGAU,Centerra Gold Inc. Co
CHT,Chunghwa Telecom Co._
CIG,Comp En De Mn Cemig A
CIGI,Colliers Internationa
CINR,Ciner Resources LP Co
CLBK,Columbia Financial_ I
CLDT,Chatham Lodging Trust
CLM,Cornerstone Strategic
CLMT,Calumet Specialty Pro
CLR,Continental Resources
CLS,Celestica_ Inc. Commo
CM,Canadian Imperial Ban
CMA,Comerica Incorporated
CMC,Commercial Metals Com
CME,CME Group Inc. - Clas
CNA,CNA Financial Corpora
CNC,Centene Corporation C
CNNB,Cincinnati Bancorp_ I
CNO,CNO Financial Group_ 
CNQ,Canadian Natural Reso
CNX,CNX Resources Corpora
CNXC,Concentrix Corporatio
CONE,CyrusOne Inc - Common
COP,ConocoPhillips Common
COW,iPathA Series B Bloom
CPA,Copa Holdings_ S.A. C
CPAC,Cementos Pacasmayo S.
CPF,Central Pacific Finan
CPG,Crescent Point Energy
CPHC,Canterbury Park Holdi
CPRI,Capri Holdings Limite
CQP,Cheniere Energy Partn
CRF,Cornerstone Total Ret
CSGS,CSG Systems Internati
CTR,ClearBridge MLP and M
CTRA,Coterra Energy Inc. C
CTSH,Cognizant Technology 
CTVA,Corteva_ Inc. Common 
CVBF,CVB Financial Corpora
CVCY,Central Valley Commun
CVE,Cenovus Energy Inc Co
CVI,CVR Energy Inc. Commo
CWK,Cushman & Wakefield p
CZWI,Citizens Community Ba
DAC,Danaos Corporation Co
DB,Deutsche Bank AG Comm
DE,Deere & Company Commo
DELL,Dell Technologies Inc
DGP,DB Gold Double Long E
DJP,iPath Bloomberg Commo
DKDCA,Data Knights Acquisit
DLA,Delta Apparel_ Inc. C
DMLP,Dorchester Minerals_ 
DNP,DNP Select Income Fun
DRH,Diamondrock Hospitali
DSKE,Daseke_ Inc. - Common
DTM,DT Midstream_ Inc. Co
DVN,Devon Energy Corporat
DWIN,Delwinds Insurance Ac
E,ENI S.p.A. Common Sto
ECPG,Encore Capital Group 
EDAP,EDAP TMS S.A. - Ameri
EDTX,EdtechX Holdings Acqu
EEH,Aktiebolaget Svensk E
EGBN,Eagle Bancorp_ Inc. -
EGY,VAALCO Energy_ Inc.  
ELP,Companhia Paranaense 
EMN,Eastman Chemical Comp
EMO,ClearBridge Energy Mi
ENB,Enbridge Inc Common S
ENLC,EnLink Midstream_ LLC
ENVA,Enova International_ 
EOG,EOG Resources_ Inc. C
EPAY,Bottomline Technologi
EPD,Enterprise Products P
EPM,Evolution Petroleum C
EPSN,Epsilon Energy Ltd. -
EQD,Equity Distribution A
EQH,Equitable Holdings_ I
EQNR,Equinor ASA
EQS,Equus Total Return_ I
ERF,Enerplus Corporation 
ESBK,Elmira Savings Bank N
ESGR,Enstar Group Limited 
ESLT,Elbit Systems Ltd. - 
ESSA,ESSA Bancorp_ Inc. - 
ETAC,E.Merge Technology Ac
EWBC,East West Bancorp_ In
EXC,Exelon Corporation - 
EXPE,Expedia Group_ Inc. -
FANG,Diamondback Energy_ I
FBIZ,First Business Financ
FCF,First Commonwealth Fi
FCX,Freeport-McMoRan_ Inc
FDUS,Fidus Investment Corp
FE,FirstEnergy Corp. Com
FFNW,First Financial North
FFWM,First Foundation Inc.
FGBI,First Guaranty Bancsh
FHN,First Horizon Corpora
FITB,Fifth Third Bancorp -
FMAO,Farmers & Merchants B
FMC,FMC Corporation Commo
FNB,F.N.B. Corporation De
FNCB,FNCB Bancorp Inc. - C
FNWB,First Northwest Banco
FOE,Ferro Corporation Com
FOXW,FoxWayne Enterprises 
FRA,Blackrock Floating Ra
FRBK,Republic First Bancor
FUE,ELEMENTS Linked to th
FULT,Fulton Financial Corp
FUN,Cedar Fair_ L.P. Comm
FUNC,First United Corporat
GBRG,Goldenbridge Acquisit
GCBC,Greene County Bancorp
GCO,Genesco Inc. Common S
GD,General Dynamics Corp
GEL,Genesis Energy_ L.P. 
GER,Goldman Sachs MLP Ene
GGB,Gerdau S.A. Common St
GGGVU,G3 VRM Acquisition Co
GIWWU,GigInternational1_ In
GL,Globe Life Inc. 4.25%
GLAQ,Globis Acquisition Co
GLDG,GoldMining Inc. Commo
GLNG,Golar LNG Limited - C
GLP,Global Partners LP 9.
GLSPT,Global SPAC Partners 
GOAC,GO Acquisition Corp. 
GRCY,Greencity Acquisition
GRIN,Grindrod Shipping Hol
GRU,ELEMENTS Linked to th
GSAQ,Global Synergy Acquis
GSBC,Great Southern Bancor
GSBD,Goldman Sachs BDC_ In
GSL,Global Ship Lease_ In
GSP,Barclays Bank PLC iPa
GTE,Gran Tierra Energy In
GUT,Gabelli Utility Trust
