ev,pe,evr / pm,0.013,11.214,19.701,33.446,54.782,91.768,153.003,323.937
1.000000,8300264477917.374023,14053.571,3080.000000,2383.000000,2030.000000,1685.000000,1341.000000,1004.000000,665.000000,331.000000
1.000000,8300264477917.374023,10.685,2478.000000,1821.000000,1496.000000,1179.000000,891.000000,623.000000,407.000000,195.000000
1.000000,8300264477917.374023,6.50167,2173.000000,1560.000000,1257.000000,971.000000,716.000000,498.000000,323.000000,153.000000
1.000000,8300264477917.374023,4.60533,1852.000000,1273.000000,994.000000,739.000000,527.000000,374.000000,250.000000,115.000000
1.000000,8300264477917.374023,3.42178,1509.000000,973.000000,731.000000,527.000000,374.000000,266.000000,175.000000,78.000000
1.000000,8300264477917.374023,2.31967,1159.000000,697.000000,505.000000,355.000000,253.000000,177.000000,122.000000,48.000000
1.000000,8300264477917.374023,1.51898,783.000000,431.000000,302.000000,209.000000,153.000000,108.000000,81.000000,31.000000
1.000000,8300264477917.374023,0.86933,377.000000,180.000000,131.000000,96.000000,71.000000,49.000000,33.000000,14.000000
1.000000,70.607500,14053.571,2405.000000,2026.000000,1742.000000,1453.000000,1153.000000,866.000000,583.000000,294.000000
1.000000,70.607500,10.685,2054.000000,1679.000000,1403.000000,1122.000000,851.000000,599.000000,389.000000,187.000000
1.000000,70.607500,6.50167,1832.000000,1465.000000,1196.000000,933.000000,689.000000,481.000000,310.000000,149.000000
1.000000,70.607500,4.60533,1560.000000,1202.000000,951.000000,712.000000,508.000000,363.000000,240.000000,111.000000
1.000000,70.607500,3.42178,1264.000000,921.000000,702.000000,506.000000,358.000000,256.000000,166.000000,74.000000
1.000000,70.607500,2.31967,975.000000,661.000000,485.000000,338.000000,240.000000,168.000000,113.000000,44.000000
1.000000,70.607500,1.51898,658.000000,408.000000,289.000000,199.000000,144.000000,101.000000,74.000000,28.000000
1.000000,70.607500,0.86933,315.000000,170.000000,124.000000,90.000000,66.000000,46.000000,30.000000,12.000000
1.000000,43.802240,14053.571,2061.000000,1759.000000,1512.000000,1263.000000,989.000000,742.000000,511.000000,262.000000
1.000000,43.802240,10.685,1820.000000,1521.000000,1278.000000,1031.000000,778.000000,550.000000,359.000000,175.000000
1.000000,43.802240,6.50167,1643.000000,1350.000000,1114.000000,875.000000,643.000000,450.000000,294.000000,142.000000
1.000000,43.802240,4.60533,1407.000000,1117.000000,893.000000,671.000000,478.000000,339.000000,227.000000,104.000000
1.000000,43.802240,3.42178,1149.000000,868.000000,665.000000,480.000000,340.000000,243.000000,161.000000,71.000000
1.000000,43.802240,2.31967,886.000000,626.000000,458.000000,320.000000,229.000000,160.000000,110.000000,42.000000
1.000000,43.802240,1.51898,599.000000,388.000000,274.000000,188.000000,137.000000,96.000000,72.000000,26.000000
1.000000,43.802240,0.86933,292.000000,162.000000,117.000000,85.000000,62.000000,42.000000,29.000000,11.000000
1.000000,32.774030,14053.571,1714.000000,1460.000000,1256.000000,1040.000000,808.000000,603.000000,422.000000,218.000000
1.000000,32.774030,10.685,1546.000000,1295.000000,1094.000000,880.000000,659.000000,466.000000,309.000000,147.000000
1.000000,32.774030,6.50167,1413.000000,1168.000000,971.000000,761.000000,557.000000,389.000000,261.000000,122.000000
1.000000,32.774030,4.60533,1226.000000,984.000000,795.000000,595.000000,423.000000,300.000000,206.000000,92.000000
1.000000,32.774030,3.42178,1016.000000,781.000000,606.000000,435.000000,306.000000,218.000000,149.000000,63.000000
1.000000,32.774030,2.31967,793.000000,574.000000,423.000000,293.000000,210.000000,146.000000,103.000000,38.000000
1.000000,32.774030,1.51898,540.000000,354.000000,251.000000,171.000000,124.000000,85.000000,66.000000,23.000000
1.000000,32.774030,0.86933,265.000000,145.000000,103.000000,73.000000,52.000000,34.000000,25.000000,10.000000
