pb,pi,ev,pe,evr / pm,0.0882,163.21343
10000.000000,0.000012,3.000000,100000.000000,484.580547,289.000000,147.000000
10000.000000,0.000012,3.000000,100000.000000,1.044614,146.000000,54.000000
10000.000000,0.000012,3.000000,13.397129,484.580547,146.000000,79.000000
10000.000000,0.000012,3.000000,13.397129,1.044614,74.000000,29.000000
