Symbol,Name
TLV:ACKR,ACKERSTEIN GRP.
TLV:ALAR,ALARUM
TLV:ALBA,ALBAAD
TLV:ALMA,ALMOGIM
TLV:ANGL,ANGEL SALOMON
TLV:ANLT,ANALYST
TLV:ARDM,AERODROME GROUP
TLV:ARIN,ARI RAEL ESTATE
TLV:ARYT,ARYT
TLV:ASHO,ASHOT
TLV:AVGD,AVGAD
TLV:AVIV,AVIV
TLV:AYAL,AYALON  HOLD.
TLV:AZRG,AZRIELI GROUP
TLV:BONS,BONUS BIOGROUP
TLV:BRKT,BAREKET
TLV:BSEN,BET SHEMESH
TLV:BUFT,BUFF TECH'
TLV:CAMT,CAMTEK
TLV:CGEN,COMPUGEN
TLV:CION,CION
TLV:CMER,MER
TLV:CRMT,CARMIT
TLV:DLTI,DELTA BRANDS
TLV:ECNR,ECONERGY
TLV:ECPA,ECOPPIA
TLV:ELRN,ELRON
TLV:ENRG,ENERGIX
TLV:FBRT,FMS
TLV:GLBX,GLASSBOX
TLV:GNGR,GINEGAR
TLV:GOHO,GOLDEN HOUSE
TLV:GOSS,G 1 SECU
TLV:GSFI,GAN SHMUEL
TLV:HMAM,HAMAMA
TLV:IDIN,IDI INSUR
TLV:IMCO,IMCO
TLV:LBRA,LIBRA
TLV:MDTR,MEDITR TOWER
TLV:MGDA,MIGDALOR
TLV:MISH,MIVTACH SHAMIR
TLV:MNIF,MENIF
TLV:MNRT,MENIVIM REIT
TLV:MSLA,MASLAVI
TLV:MTAV,MEITAV INVEST
TLV:NISA,NISSAN
TLV:NVMI,NOVA
TLV:NXSN,NEXT VISION
TLV:NXTM,NEXTCOM
TLV:ORAD,ORAD
TLV:ORBI,ORBIT
TLV:PCBT,P.C.B TEC
TLV:PFLT,PENNANTPARK $
TLV:PHTM,PHOTOMYNE
TLV:PLAZ-L,PLAZA CENTERS-L
TLV:PNRG,PHINERGY
TLV:PRTC,PRIORTECH
TLV:QLRD,QUICKLIZARD
TLV:RAVD,RAVAD
TLV:RSEL,RSL
TLV:SANO1,SANO
TLV:SFRN,SUFRIN
TLV:SHGR,SHAGRIR
TLV:SNEL,SYNEL
TLV:SOFW,SOFWAVE
TLV:SPNTC,SPUNTECH
TLV:STEC,SURE TECH PU
TLV:STG,STG
TLV:TASE,TASE
TLV:TATT,TAT TECHNO
TLV:TEDE,TEDEA
TLV:TEVA,TEVA
TLV:TIGBUR,TGBR
TLV:TMIS,THEMIS
TLV:TMRP,TAMAR PET
TLV:TOEN,TOMER ENERGY
TLV:UNIT,UNITRONICS
TLV:VCTR,VICTORY
TLV:VISN,VISION SIGMA
TLV:ZNKL,ZANLAKOL
TLV:ZUR,ZUR
