Symbol,Name
AFRE.TA,AFRICA RESIDENC
AMOT.TA,AMOT
ARGO.TA,ARGO PROP.
ARPT.TA,AIRPORT CITY
ARYT.TA,ARYT
AVGD.TA,AVGAD
BCNV.TA,BRACK CAPIT N V
BEZQ.TA,BEZEQ
CRSO.TA,CARASSO
DLEKG.TA,DELEK GROUP
DRSL.TA,DORSEL
ECP.TA,ELECTRA CO  PR
ELCO.TA,ELCO
ELCRE.TA,ELECTRA REAL E.
ELMR.TA,ELMOR
ENDY.TA,ENDYMED
ENOG.TA,ENERGEAN
EQTL.TA,EQUITAL
EXPO.TA,EXPORT INV
GVYM.TA,GAV YAM
HARL.TA,HAREL
HRON.TA,HIRON
IBI.TA,IBI INV HOUSE
IES.TA,IES
ILCO.TA,ISRAEL CORP
ILDR.TA,ILD RENEWAL
ISCD.TA,ISRACARD
ISRA-L.TA,ISRAMCO       L
ISTA.TA,ISSTA
KRDI.TA,KARDEN ISRAEL
LODZ.TA,LODZIA
LVPR.TA,LEVINSTEIN PROP
MLRN.TA,MLRN
MSHR.TA,MISHORIM
MVNE.TA,MIVNE
NAWI.TA,NAWI
NTML.TA,NETO MALINDA
OBAS.TA,OPTIBASE
ORIN.TA,ORIAN
ORL.TA,BAZAN
PRSK.TA,PRASHKOVSKY
PZOL.TA,PAZ OIL
RAVD.TA,RAVAD
RIMO.TA,RIMONI
ROTS.TA,ROTSHTEIN
SMT.TA,SUMMIT
SPEN.TA,SHAPIR      ENG
STRS.TA,STRAUSS GROUP
TAYA.TA,TAYA INV
UTRN.TA,UTRON
VILR.TA,VILLAR
ZNKL.TA,ZANLAKOL
