ev,pe,evr / pm,0.058,2.877,5.843,9.745,21.019,34.965,91.637
8.000000,486954.258840,356.20001,298.000000,253.000000,211.000000,169.000000,127.000000,85.000000,44.000000
8.000000,486954.258840,4.75208,258.000000,215.000000,175.000000,135.000000,95.000000,57.000000,25.000000
8.000000,486954.258840,2.36114,216.000000,175.000000,138.000000,102.000000,65.000000,36.000000,14.000000
8.000000,486954.258840,1.16738,175.000000,139.000000,105.000000,73.000000,43.000000,23.000000,0.000000
8.000000,486954.258840,0.63115,133.000000,98.000000,70.000000,48.000000,28.000000,15.000000,0.000000
8.000000,486954.258840,0.41559,91.000000,63.000000,42.000000,29.000000,13.000000,0.000000,0.000000
8.000000,486954.258840,0.26211,47.000000,32.000000,22.000000,17.000000,8.000000,0.000000,0.000000
8.000000,22.760090,356.20001,255.000000,233.000000,195.000000,157.000000,120.000000,78.000000,41.000000
8.000000,22.760090,4.75208,224.000000,203.000000,165.000000,129.000000,92.000000,54.000000,24.000000
8.000000,22.760090,2.36114,185.000000,165.000000,129.000000,97.000000,62.000000,33.000000,13.000000
8.000000,22.760090,1.16738,152.000000,132.000000,99.000000,71.000000,42.000000,22.000000,0.000000
8.000000,22.760090,0.63115,115.000000,96.000000,68.000000,48.000000,28.000000,15.000000,0.000000
8.000000,22.760090,0.41559,81.000000,63.000000,42.000000,29.000000,13.000000,0.000000,0.000000
8.000000,22.760090,0.26211,44.000000,32.000000,22.000000,17.000000,8.000000,0.000000,0.000000
8.000000,9.452250,356.20001,212.000000,199.000000,168.000000,138.000000,107.000000,69.000000,36.000000
8.000000,9.452250,4.75208,189.000000,177.000000,146.000000,116.000000,85.000000,49.000000,22.000000
8.000000,9.452250,2.36114,161.000000,149.000000,118.000000,89.000000,58.000000,31.000000,13.000000
8.000000,9.452250,1.16738,135.000000,123.000000,93.000000,67.000000,42.000000,22.000000,0.000000
8.000000,9.452250,0.63115,102.000000,90.000000,64.000000,46.000000,28.000000,15.000000,0.000000
8.000000,9.452250,0.41559,71.000000,59.000000,39.000000,28.000000,13.000000,0.000000,0.000000
8.000000,9.452250,0.26211,41.000000,32.000000,22.000000,17.000000,8.000000,0.000000,0.000000
8.000000,6.637800,356.20001,169.000000,160.000000,134.000000,111.000000,87.000000,54.000000,30.000000
8.000000,6.637800,4.75208,154.000000,146.000000,120.000000,97.000000,73.000000,40.000000,20.000000
8.000000,6.637800,2.36114,129.000000,121.000000,95.000000,73.000000,49.000000,25.000000,12.000000
8.000000,6.637800,1.16738,110.000000,102.000000,77.000000,58.000000,37.000000,19.000000,0.000000
8.000000,6.637800,0.63115,90.000000,82.000000,59.000000,44.000000,27.000000,14.000000,0.000000
8.000000,6.637800,0.41559,62.000000,54.000000,35.000000,27.000000,13.000000,0.000000,0.000000
8.000000,6.637800,0.26211,34.000000,29.000000,19.000000,16.000000,8.000000,0.000000,0.000000
8.000000,4.881270,356.20001,127.000000,122.000000,103.000000,87.000000,69.000000,43.000000,22.000000
8.000000,4.881270,4.75208,117.000000,113.000000,94.000000,78.000000,60.000000,34.000000,16.000000
8.000000,4.881270,2.36114,98.000000,94.000000,75.000000,59.000000,41.000000,21.000000,10.000000
8.000000,4.881270,1.16738,85.000000,81.000000,62.000000,48.000000,31.000000,16.000000,0.000000
8.000000,4.881270,0.63115,68.000000,64.000000,46.000000,34.000000,21.000000,11.000000,0.000000
8.000000,4.881270,0.41559,50.000000,46.000000,29.000000,21.000000,11.000000,0.000000,0.000000
8.000000,4.881270,0.26211,26.000000,24.000000,15.000000,12.000000,0.000000,0.000000,0.000000
8.000000,3.697260,356.20001,85.000000,81.000000,70.000000,58.000000,43.000000,28.000000,12.000000
8.000000,3.697260,4.75208,78.000000,75.000000,64.000000,52.000000,37.000000,22.000000,9.000000
8.000000,3.697260,2.36114,70.000000,67.000000,56.000000,44.000000,29.000000,16.000000,0.000000
8.000000,3.697260,1.16738,62.000000,59.000000,48.000000,37.000000,23.000000,13.000000,0.000000
8.000000,3.697260,0.63115,48.000000,45.000000,34.000000,25.000000,15.000000,9.000000,0.000000
8.000000,3.697260,0.41559,36.000000,33.000000,23.000000,17.000000,10.000000,0.000000,0.000000
8.000000,3.697260,0.26211,19.000000,18.000000,13.000000,11.000000,0.000000,0.000000,0.000000
8.000000,2.498150,356.20001,41.000000,38.000000,35.000000,30.000000,21.000000,12.000000,0.000000
8.000000,2.498150,4.75208,39.000000,37.000000,34.000000,29.000000,20.000000,11.000000,0.000000
8.000000,2.498150,2.36114,38.000000,36.000000,33.000000,28.000000,19.000000,10.000000,0.000000
8.000000,2.498150,1.16738,35.000000,33.000000,30.000000,25.000000,16.000000,9.000000,0.000000
8.000000,2.498150,0.63115,27.000000,25.000000,22.000000,17.000000,11.000000,7.000000,0.000000
8.000000,2.498150,0.41559,20.000000,18.000000,15.000000,12.000000,7.000000,0.000000,0.000000
8.000000,2.498150,0.26211,12.000000,11.000000,10.000000,9.000000,0.000000,0.000000,0.000000
107.000000,486954.258840,356.20001,223.000000,199.000000,168.000000,136.000000,103.000000,71.000000,38.000000
107.000000,486954.258840,4.75208,189.000000,166.000000,136.000000,106.000000,75.000000,46.000000,22.000000
107.000000,486954.258840,2.36114,154.000000,132.000000,105.000000,78.000000,50.000000,28.000000,12.000000
107.000000,486954.258840,1.16738,120.000000,103.000000,79.000000,56.000000,33.000000,17.000000,0.000000
107.000000,486954.258840,0.63115,88.000000,71.000000,51.000000,36.000000,21.000000,10.000000,0.000000
107.000000,486954.258840,0.41559,57.000000,44.000000,30.000000,22.000000,11.000000,0.000000,0.000000
107.000000,486954.258840,0.26211,24.000000,18.000000,13.000000,12.000000,0.000000,0.000000,0.000000
107.000000,22.760090,356.20001,192.000000,183.000000,154.000000,125.000000,97.000000,65.000000,36.000000
107.000000,22.760090,4.75208,166.000000,157.000000,128.000000,101.000000,73.000000,44.000000,22.000000
107.000000,22.760090,2.36114,134.000000,125.000000,98.000000,74.000000,48.000000,26.000000,12.000000
107.000000,22.760090,1.16738,107.000000,98.000000,74.000000,54.000000,32.000000,16.000000,0.000000
107.000000,22.760090,0.63115,79.000000,70.000000,50.000000,36.000000,21.000000,10.000000,0.000000
107.000000,22.760090,0.41559,53.000000,44.000000,30.000000,22.000000,11.000000,0.000000,0.000000
107.000000,22.760090,0.26211,23.000000,18.000000,13.000000,12.000000,0.000000,0.000000,0.000000
107.000000,9.452250,356.20001,162.000000,155.000000,130.000000,108.000000,85.000000,57.000000,32.000000
107.000000,9.452250,4.75208,143.000000,136.000000,111.000000,89.000000,66.000000,39.000000,20.000000
107.000000,9.452250,2.36114,120.000000,113.000000,88.000000,67.000000,44.000000,24.000000,12.000000
107.000000,9.452250,1.16738,100.000000,93.000000,69.000000,51.000000,32.000000,16.000000,0.000000
107.000000,9.452250,0.63115,73.000000,66.000000,46.000000,34.000000,21.000000,10.000000,0.000000
107.000000,9.452250,0.41559,48.000000,41.000000,27.000000,21.000000,11.000000,0.000000,0.000000
107.000000,9.452250,0.26211,23.000000,18.000000,13.000000,12.000000,0.000000,0.000000,0.000000
107.000000,6.637800,356.20001,129.000000,124.000000,104.000000,86.000000,68.000000,44.000000,26.000000
107.000000,6.637800,4.75208,117.000000,112.000000,92.000000,74.000000,56.000000,32.000000,18.000000
107.000000,6.637800,2.36114,96.000000,91.000000,71.000000,54.000000,36.000000,19.000000,11.000000
107.000000,6.637800,1.16738,81.000000,76.000000,57.000000,43.000000,27.000000,13.000000,0.000000
107.000000,6.637800,0.63115,65.000000,60.000000,43.000000,32.000000,20.000000,9.000000,0.000000
107.000000,6.637800,0.41559,43.000000,38.000000,25.000000,20.000000,11.000000,0.000000,0.000000
107.000000,6.637800,0.26211,20.000000,17.000000,12.000000,11.000000,0.000000,0.000000,0.000000
107.000000,4.881270,356.20001,94.000000,92.000000,78.000000,67.000000,53.000000,34.000000,19.000000
107.000000,4.881270,4.75208,86.000000,84.000000,70.000000,59.000000,45.000000,26.000000,14.000000
107.000000,4.881270,2.36114,70.000000,68.000000,54.000000,43.000000,29.000000,15.000000,9.000000
107.000000,4.881270,1.16738,59.000000,57.000000,43.000000,34.000000,21.000000,10.000000,0.000000
107.000000,4.881270,0.63115,46.000000,44.000000,31.000000,23.000000,14.000000,0.000000,0.000000
107.000000,4.881270,0.41559,34.000000,32.000000,20.000000,15.000000,9.000000,0.000000,0.000000
107.000000,4.881270,0.26211,14.000000,13.000000,8.000000,7.000000,0.000000,0.000000,0.000000
107.000000,3.697260,356.20001,62.000000,60.000000,53.000000,44.000000,32.000000,20.000000,9.000000
107.000000,3.697260,4.75208,57.000000,55.000000,48.000000,39.000000,27.000000,15.000000,7.000000
107.000000,3.697260,2.36114,50.000000,48.000000,41.000000,32.000000,20.000000,10.000000,0.000000
107.000000,3.697260,1.16738,42.000000,40.000000,33.000000,25.000000,14.000000,7.000000,0.000000
107.000000,3.697260,0.63115,32.000000,30.000000,23.000000,16.000000,9.000000,0.000000,0.000000
107.000000,3.697260,0.41559,25.000000,23.000000,17.000000,12.000000,8.000000,0.000000,0.000000
107.000000,3.697260,0.26211,10.000000,9.000000,7.000000,0.000000,0.000000,0.000000,0.000000
107.000000,2.498150,356.20001,25.000000,23.000000,22.000000,19.000000,12.000000,0.000000,0.000000
107.000000,2.498150,4.75208,25.000000,23.000000,22.000000,19.000000,12.000000,0.000000,0.000000
107.000000,2.498150,2.36114,25.000000,23.000000,22.000000,19.000000,12.000000,0.000000,0.000000
107.000000,2.498150,1.16738,22.000000,20.000000,19.000000,16.000000,9.000000,0.000000,0.000000
107.000000,2.498150,0.63115,15.000000,13.000000,12.000000,9.000000,0.000000,0.000000,0.000000
107.000000,2.498150,0.41559,13.000000,11.000000,10.000000,8.000000,0.000000,0.000000,0.000000
107.000000,2.498150,0.26211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
327.000000,486954.258840,356.20001,149.000000,136.000000,115.000000,92.000000,72.000000,54.000000,29.000000
327.000000,486954.258840,4.75208,118.000000,106.000000,86.000000,65.000000,47.000000,32.000000,16.000000
327.000000,486954.258840,2.36114,94.000000,83.000000,66.000000,47.000000,31.000000,19.000000,7.000000
327.000000,486954.258840,1.16738,75.000000,66.000000,52.000000,35.000000,22.000000,13.000000,0.000000
327.000000,486954.258840,0.63115,52.000000,43.000000,32.000000,22.000000,12.000000,7.000000,0.000000
327.000000,486954.258840,0.41559,29.000000,23.000000,16.000000,12.000000,0.000000,0.000000,0.000000
327.000000,486954.258840,0.26211,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000
