Symbol,Name,Sector,sss_value,close,appearance_counter
TLV:NTO,NETO M.E HOLDINGS,Consumer Defensive,0.01424,12790.0,133.7404
TLV:MTRX,MATRIX IT LTD,Technology,647.6621,8052.0,111.4411
TLV:ALBA,ALBAAD MASSUOT YIT,Consumer Defensive,3.40334,6150.0,82.4584
TLV:CLIS,CLAL INSURANCE ENT,Financial Services,32.00127,6504.0,81.1111
TLV:MMHD,MENORA MIVTACHIM,Financial Services,6.15589,6500.0,79.3357
TLV:IDIN,I.D.I. INSURANCE,Financial Services,0.0025,11400.0,76.2081
TLV:BRMG,BRIMAG DIGITAL AGE,Consumer Cyclical,2.88096,3447.0,74.5973
TLV:PLRM,PALRAM INDUSTRIES,Industrials,0.09859,3709.0,72.7523
TLV:SPNTC,SPUNTECH INDUSTRIE,Consumer Cyclical,0.86585,906.9,72.0687
TLV:RMLI,RAMI LEVI CHAIN,Consumer Defensive,35.0072,21110.0,72.0146
TLV:DLEA,DELEK AUTOMOTIVE S,Consumer Cyclical,23573.44651,4426.0,70.2648
TLV:MLTM,MALAM TEAM LTD,Technology,481.40508,9988.0,62.1099
TLV:STRS,STRAUSS GROUP LTD,Consumer Defensive,705.0392,9030.0,60.4731
TLV:SCOP,SCOPE METALS GROUP,Industrials,765.09898,10510.0,60.4583
TLV:NFTA,NAPHTHA ISRAEL PET,Energy,3771.56525,1561.0,60.2886
TLV:PHOE,PHOENIX HLDGS LTD,Financial Services,78.46261,2924.0,57.3859
TLV:SALG,SHALAG INDUSTRIES,Consumer Cyclical,0.96526,1419.0,57.2272
TLV:KRUR,KERUR HOLDINGS LTD,Consumer Defensive,19.98462,9729.0,56.4202
TLV:EMCO,E & M COMPUTING,Technology,831.85897,2141.0,55.8079
TLV:LAPD,LAPIDOTH CAP,Energy,2526.03895,3915.0,53.4211
TLV:NISA,NISSAN,Healthcare,1.44222,2993.0,53.1185
TLV:SANO1,SANO-BRUNO'S ENTER,Consumer Defensive,397.8187,31960.0,51.6471
TLV:HLAN,HILAN LTD,Technology,1100.58503,15460.0,48.2007
TLV:SAE,SHUFERSAL LTD,Consumer Defensive,1265.04499,2642.0,48.1451
TLV:POLI,BANK HAPOALIM B.M.,Financial Services,1370.03152,2715.0,44.0978
TLV:ELCO,ELCO LTD,Industrials,3389.58915,17600.0,42.5105
TLV:ARAD,ARAD INVESTMENT &,Industrials,6632.76526,34680.0,40.7455
TLV:RLCO,RALCO AGENCIES,Consumer Cyclical,1.40044,4150.0,40.4167
TLV:WLFD,WILLY FOOD INVSTM.,Consumer Defensive,13.57516,3891.0,39.891
TLV:GNRS,GENERATION CAPITAL,Energy,179043.84095,106.4,38.2718
TLV:GLPL,GOLAN PLASTIC PROD,Industrials,381.85772,934.5,37.872
