Symbol,Name,Sector,Country,sss_value,sss_value_normalized,ma,annualized_revenue,annualized_revenue_bonus,annualized_earnings,annualized_retained_earnings,annualized_retained_earnings_bonus,quarterized_revenue,quarterized_revenue_bonus,quarterized_earnings,quarterized_earnings_bonus,quarterized_retained_earnings,quarterized_retained_earnings_bonus,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_total_revenue_bonus,annualized_net_income,quarterized_total_revenue,quarterized_total_revenue_bonus,quarterized_net_income,quarterized_net_income_bonus,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,effective_ev_to_ebitda_normalized,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,held_percent_insiders_normalized,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,price_to_book_normalized,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,eqg_factor_effective_normalized,rqg_effective,rqg_factor_effective,rqg_factor_effective_normalized,price_to_earnings_to_growth_ratio,effective_peg_ratio,effective_peg_ratio_normalized,annualized_cash_flow_from_operating_activities,annualized_cash_flow_from_operating_activities_bonus,quarterized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities_bonus,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,ev_to_cfo_ratio_effective_normalized,annualized_debt_to_equity,annualized_debt_to_equity_bonus,quarterized_debt_to_equity,quarterized_debt_to_equity_bonus,debt_to_equity_effective,debt_to_equity_effective_used,debt_to_equity_effective_used_normalized,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,eff_dist_from_low_factor_normalized,annualized_total_ratio,annualized_total_ratio_bonus,quarterized_total_ratio,quarterized_total_ratio_bonus,annualized_other_current_ratio,annualized_other_current_ratio_bonus,quarterized_other_current_ratio,quarterized_other_current_ratio_bonus,annualized_other_ratio,annualized_other_ratio_bonus,quarterized_other_ratio,quarterized_other_ratio_bonus,annualized_total_current_ratio,annualized_total_current_ratio_bonus,quarterized_total_current_ratio,quarterized_total_current_ratio_bonus,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,effective_current_ratio_normalized,annualized_total_assets,annualized_total_assets_bonus,quarterized_total_assets,quarterized_total_assets_bonus,effective_total_assets,annualized_total_stockholder_equity,annualized_total_stockholder_equity_bonus,quarterized_total_stockholder_equity,quarterized_total_stockholder_equity_bonus,effective_total_stockholder_equity,calculated_roa,calculated_roa_normalized,calculated_roe,calculated_roe_normalized,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,annualized_total_liabilities_bonus,quarterized_total_liabilities,quarterized_total_liabilities_bonus,effective_total_liabilities,altman_z_score_factor,altman_z_score_factor_normalized,skip_reason
TLV:CDEV,COHEN DEV&IND BLDG,Energy,Israel,3930509.69106,-2.7815537951307845, ,14115000.0,1.0,11356666.6666667,12255666.6666667,1.0,17485000.0,1.0,39242000.0,2.0,51416000.0,1.0,39242000.0,51416000.0,17485000.0,14115000.0,1.0,11356666.6666667,17485000.0,1.0,39242000.0,2.0,39242000.0,17485000.0,9.4851883,9.4851883,0.010056419752348453,131.37227,131.37227,131.37227,9.7335396,0.02177709962462836,131.37227,0.0007005962314568105,10.8996101,11.7127175,5.52632328190708e-05,13240469.5489026,11265000.0,12697333.3333333,11265000.0,1.1221601,4.1084475,4.75,11.4690206,8.9375,5.5675427,3.342865058761036e-05,0.45762,0.23873,0.2595173388411784,0.0,0.685,9007.0,7.61e-05,40.811792,0.0040811792,6427430,19621000,3.0526976,10000000,165847803,17019093528,1.9621,0.865,0.258,1.4576966,0.2894602,1.4576966,0.2894602,1.0131742,10.3156553,0.12845550408300296,0.265865,5.4062102,0.0818566925828062,129.6640547,129.6640547,0.0018278021745479235,9966266.6666667,1.0,11992000.0,1.0,16.6409157,13.8298702,13.8298702,1.7555323374171764e-07,0.1894037,1.0,0.1650496,0.5,0.1650496,0.4072629,0.01950250678646584,USD,ILS,1.0,0.2942421,91.177,83.579,106.373,75.981,9007.0,6087.0,10000.0,8388.91,7.3679417,47.9710859,-9.93,1.492461,11.0514177,0.1726784015625,6.4999376,1.0,2.2834212,0.5,0.1274268,0.1666667,0.2705882,1.0,0.0,1.0,0.0,1.0,2.2005578,1.0,0.8889882,0.5,2.2934212,0.2805882,0.01,0.8989882,1.5962047,0.011721405689131917,21913533.3333333,1.0,27003800.0,1.0,27003800.0,18480400.0,1.0,20203733.3333333,1.0,20203733.3333333,1.5532029,1.0,2.0423143,0.5306488694020776,4050466.6666667,3883733.3333333,3883733.3333333,3433133.3333333,1.0,10200100.0,1.5,10200100.0,31.7209255,1.0,None
TLV:ELCRE,ELECTRA REAL ESTAT,Real Estate,Israel,27.7955961,-2.1741615440728346, ,484207467.5550401,4.0,76489214.702,117872894.8565,1.0,833938017.399,3.0,367906198.2192,2.0,952470946.32615,1.5,367906198.2192,952470946.32615,833938017.399,484207467.5550401,4.0,76489214.702,833938017.399,3.0,367906198.2192,2.0,367906198.2192,833938017.399,1.1510751,1.1510751,0.0012203968973474642,34.748538,34.748538,34.748538,1.05312,0.0023561725846051543,34.748538,0.0001853107567634614,1.3002558,1.3002234,6.134746139911922e-06,836417260.1267256,836459000.0,342348533.3333333,836459000.0,0.66175,99.0274427,156.856875,60.9427633,89.285625,53.5449853,0.00032149490372340267,0.18707,0.5991,0.6512664420045656,0.0,1.71,6000.0,0.000285,8.313978,0.0008313978,56904700,625176000,10.9863684,12,1087502154,99491409327,52098000.0,5.217,4.81,2.5509516,1.8509515,2.5509516,1.8509515,4.5504879,21.5818726,0.2687478636367532,4.0702379,20.4248305,0.30925713382258496,7.6362225,7.6362225,0.00010764358806397699,5308696.35206,1.0,12138516.47235,0.5,204.8529587,89.5910268,89.5910268,1.1372481622409507e-06,0.6173129,0.5,2.0531786,2.0,2.0531786,1.4338917,0.06866444895989063,ILS,ILS,0.2942421,0.2942421,35.1465,21.439,13.7522,75.0,6000.0,55.56,7309.0,5872.125,2.1776614,10699.1360691,-17.9094267,1.6390678,19.3901658,0.302971340625,5.5937407,3.0,2.0192705,1.0,0.1830108,0.5,0.8891069,0.5,0.6313676,1.0,0.0363661,0.25,0.5382338,0.5,1.1032463,1.0,2.0292705,0.8991069,0.0463661,1.1132463,1.5712584,0.011538217591300361,383668884.82918,1.0,505247719.7029,1.0,505247719.7029,175200024.35108,1.0,377799294.37803,1.5,377799294.37803,0.8281699,0.5332013608782213,1.0738139,0.27900609224703343,-9190666.6666667,19034400.0,19034400.0,203654745.86386,1.0,249859484.74616,1.0,249859484.74616,15.7705949,0.49716692219462516,None
TLV:AVGL,AVGOL INDUSTRIES,Consumer Cyclical,Israel,3.9197708,-2.0813932108763997, ,437259600.0,1.0,16552333.3333333,322150666.6666667,2.0,490101000.0,1.0,40528000.0,2.0,1036315500.0,1.5,40528000.0,1036315500.0,490101000.0,437259600.0,1.0,16552333.3333333,490101000.0,1.0,40528000.0,2.0,40528000.0,490101000.0,0.51051,0.51051,0.000541254710543955,19.701614,19.701614,19.701614,0.4462038,0.0009983032899447749,19.701614,0.0001050668951828018,3.7736549,3.7551486,1.7717634814636977e-05,66957270.877193,67614000.0,63864666.6666667,67614000.0,0.04135,0.1556853,4.75,1.4266867,20.109375,0.5422407,3.2557226538525255e-06,0.20577,0.65966,0.7170996847483422,0.0,0.124,244.3,0.0005076,4.16184,0.000416184,304222016,20264000,0.0666092,782,250195366,21868495601,25913.0434783,83.048,0.195,0.134325,0.1059079,0.134325,0.1059079,62.3195813,79.1927522,0.9861462609720337,0.172727,4.4060436,0.06671293625831284,0.3161384,0.3161384,4.456427468005913e-06,46368600.0,1.0,36281000.0,1.0,5.395793,6.8960438,6.8960438,8.753681499588643e-08,3.6542514,2.0,3.2421297,2.0,3.2421297,1.8015915,0.08627240648531741,USD,ILS,1.0,0.2942421,3.73,5.113,4.098,3.693,244.3,180.0,329.0,244.4895,-0.0775084,35.7222222,-25.7446809,0.8630872,0.8640872,0.0135013625,1.5642723,1.0,1.6191742,1.0,0.3941496,1.0,0.2053253,1.0,0.1267694,1.0,0.9457979,4.0,2.9739155,2.0,1.4444075,1.0,1.6291742,0.2153253,0.9557979,1.4544075,1.5417908,0.011321828243314439,479888666.6666667,1.0,483635933.3333333,1.0,483635933.3333333,343615333.3333333,2.0,276632600.0,1.5,276632600.0,0.1837986,0.11833521557292997,0.2465048,0.06404865961237466,52957666.6666667,51090066.6666667,51090066.6666667,307634333.3333333,1.0,298755066.6666667,1.0,298755066.6666667,6.9653509,0.2195822092265246,None
TLV:PRMG,PRIMOTEC GROUP LTD,Consumer Defensive,Israel,16969815.0864444,-2.0547990430610943, ,918991428.5714284,0.0,21999000.0,17109333.3333333,0.5,0.0,0.0,0.0,0.0,4277333.3333333,1.0,21999000.0,4277333.3333333,918991428.5714284,918991428.5714284,4.0,21999000.0,0.0,1.0,0.0,1.0,21999000.0,918991428.5714284,0.2939479,0.2939479,0.0003116504780112112,311.4250045,311.4250045,311.4250045,0.2954842,0.0006610944348450189,311.4250045,0.0016608009021547717,1.714843,2.5722644,1.2136521384504275e-05,19866505.1475635,0.0,39696285.7142857,0.0,0.11222,0.1034929,0.0,0.0,1.0,0.0729043,4.377321382796619e-07,0.10344,0.79167,0.8606044135232089,0.0,0.0,1565.0,0.0,10000.0,1.0,14552300,26020000,1.7880335,198,68135872,6851038672,131414.1414141,0.3977168,0.0171681,0.3977168,0.0171681,0.3977168,0.0171681,0.3977168,6.5564792,0.08164443422665782,0.0171681,1.560272,0.023624443135703492,783.032049,783.032049,0.011037967964323702,27137857.1428571,1.0,6784464.2857143,1.0,2.5107315,10.042926,10.042926,1.2748262348324666e-07,1.638516,0.5,0.409629,1.0,0.409629,0.6410227,0.030696509691967168,USD,ILS,1.0,0.2942421,68.7174,0.0,0.0,0.0,1565.0,1500.0,2984.0,2129.95,-26.5240968,4.3333333,-47.5536193,0.0876011,0.0886011,0.0013843921875,3.915571,3.0,0.9788927,1.0,0.2096943,0.3333333,0.0524236,1.0,6.3435511,12.0,1.5858878,1.0,0.148675,0.0833333,0.0371687,1.0,0.9888927,0.0624236,1.5958878,0.0471687,0.5180307,0.0038040534488621596,100423000.0,0.5,25105750.0,1.0,25105750.0,23473666.6666667,0.5,5868416.6666667,1.0,5868416.6666667,0.9762534,0.6285420919572067,3.8487113,1.0,65616666.6666667,16404166.6666667,16404166.6666667,76949333.3333333,0.5,19237333.3333333,1.0,19237333.3333333,15.9348118,0.502343848700127,None
TLV:HGGE,HAGAG EUROPE DEVEL,Real Estate,Israel,2.446150523384025e+24,-2.0527542132116254, ,15013866.6666667,0.0,321200.0,1787116.6666667,0.25,29433000.0,0.0,-47048000.0,0.0,20778000.0,0.6666667,-47048000.0,20778000.0,29433000.0,15013866.6666667,1.0,321200.0,29433000.0,1.0,-47048000.0,0.125,-47048000.0,29433000.0,4.0064004,4.0064004,0.004247679945202221,442.6403066,442.6403066,442.6403066,3.6112345,0.008079508247379503,442.6403066,0.0023605600382397836,921.2593627,921.2593627,0.004346708664973682,128000.0,128000.0,-1114666.6666667,128000.0,-0.19981,14.9421031,0.0,-3.23365,0.25,3.8372144,2.303941008074297e-05,0.10074,0.8094,0.8798782476356125,0.0,-0.146,849.7,-0.0001718,6.730008,0.0006730007999999999,42497800,-5881000,-0.1383836,12,117921198,10628946190,-490083.3333333,0.1118355,19.468,0.1118355,114.7543126,0.1118355,114.7543126,0.1118355,3.5941808,0.04475646897870375,43.2895781,66.044816,1.0,3957.9606106,3957.9606106,0.055793172807742736,-7050533.3333333,0.5,-10245000.0,0.3333333,5979.0210985,1151012.1856933,1151012.1856933,0.014610687472293212,6.6809165,2.0,2.1260679,1.0,2.1260679,1.4591042,0.06987179427014052,USD,ILS,1.0,0.2942421,0.0,0.0,0.0,0.0,849.7,757.0,2299.0,1390.9205,-38.9109586,12.2457067,-63.0404524,0.1202335,0.1212335,0.0018942734375,3.1925697,2.0,1.6925757,1.0,1.4592304,1.0,0.6878286,1.0,16.4409979,2.0,35.614231,4.0,4.5574967,2.0,2.3547331,1.0,1.7025757,0.6978286,35.624231,2.3647331,2.0336544,0.014933728896981795,246979200.0,2.0,141894600.0,1.0,141894600.0,60779733.3333333,2.0,42282666.6666667,1.0,42282666.6666667,1e-06,6.438308864862407e-07,1e-06,2.5982723100067284e-07,29468200.0,39523000.0,39523000.0,77804933.3333333,1.0,84617266.6666667,1.0,84617266.6666667,8.7244983,0.2750392103156007,None
TLV:MRHL,MERCHAVIA HOLD,Healthcare,Israel,4126.6162616,-2.0481586804899337, ,35301066.6666667,0.0,4583333.3333333,-5060133.3333333,0.5,10609000.0,0.0,5852000.0,0.0,-16808000.0,0.25,5852000.0,-16808000.0,10609000.0,35301066.6666667,4.0,4583333.3333333,10609000.0,1.0,5852000.0,1.0,5852000.0,10609000.0,0.8597754,0.8597754,0.0009115541032689136,10.465116,10.465116,10.465116,0.8490223,0.00189953952728883,10.465116,5.5809500980369535e-05,1.274951,1.2749719,6.01560388931715e-06,7155233.9026079,7155000.0,5738666.6666667,7155000.0,0.55161,0.523628,0.0,0.5814605,1.0,0.5532329,3.321722042234249e-06,0.05489,0.58682,0.6379171649092292,0.0,0.043,43.0,0.001,0.8946322,8.946322e-05,68026200,5852000,0.0860257,1,9122870,900727702,5852000.0,1.05,0.303,1.0491475,0.4334278,1.0491475,0.4334278,1.0497869,10.4959108,0.1307001323148356,0.335607,6.0431594,0.09150088933550819,9.9688006,9.9688006,0.00014052464622112918,-4814933.3333333,0.5,-5212000.0,0.5,52778.7069246,175035.8973873,175035.8973873,0.002221865958454475,0.048832,2.0,0.0187907,1.0,0.0187907,0.1380793,0.0066121723469543935,USD,ILS,1.0,0.2942421,0.0,0.0,0.0,0.0,43.0,0.5,78.8,57.24462,-24.8837707,8500.0,-45.4314721,1.0855683,1.6366016,0.0255719,90.6153138,2.0,54.5292982,1.0,0.5427687,1.0,0.0899268,1.0,16.0914743,1.0,17.3111111,1.0,9.3262472,1.0,9.0796799,1.0,54.5392982,0.0999268,17.3211111,9.0896799,31.814489,0.23362325168032946,83941600.0,2.0,47105600.0,1.0,47105600.0,82035066.6666667,2.0,46241600.0,1.0,46241600.0,0.2242315,0.1443671654231395,0.2265527,0.05886456071672614,7298600.0,6615200.0,6615200.0,953266.6666667,1.0,864000.0,1.0,864000.0,25.0180097,0.7886910392951807,None
TLV:YAAC,YAACOBI BROTHERS,Real Estate,Israel,1353.5808567,-1.9274831310837521, ,102118550.0,0.0,5322466.6666667,48054333.3333333,1.0,117371333.3333333,0.0,3842000.0,0.0,244246000.0,1.0,3842000.0,244246000.0,117371333.3333333,102118550.0,0.25,5322466.6666667,117371333.3333333,0.3333333,3842000.0,0.25,3842000.0,117371333.3333333,0.1918458,0.1918458,0.00020339942988006793,1.65,1.65,1.65,0.0839394,0.00018779978829402716,1.65,8.799298222552882e-06,3.4438095,3.1258221,1.4748330988371983e-05,24051385.1674641,28493000.0,3796066.6666667,28493000.0,0.0436,0.0080534,0.0,0.0327096,0.25,0.029121,1.748483642095464e-07,0.08007,0.72474,0.7878465050548973,0.0,0.4,65.6,0.0060976,0.5136187,5.136187e-05,152195008,12475000,0.0819672,598,67532314,2955623836,20861.2040134,85.591,-0.243,-0.4190822,-0.0909855,-0.4190822,-0.0909855,64.0884795,80.3052806,1.0,-0.2049964,0.2295004,0.003474919212432964,0.0257457,0.0257457,3.6292283589415216e-07,-104183066.6666667,0.5,-87264000.0,0.5,154271.4299312,77388.5154534,77388.5154534,0.0009823522524683751,1.8798267,1.0,1.4339928,1.0,1.4339928,1.1984944,0.057392031460615014,USD,ILS,1.0,0.2942421,22.1283,0.0,0.0,0.0,65.6,58.7,92.0,67.8595,-3.3296738,11.7546848,-28.6956522,0.4144144,0.4154144,0.00649085,0.7879399,0.5,1.6911781,1.0,1.1063812,1.0,3.1198283,4.0,7.1604652,1.0,3.1474798,0.5,1.3275994,1.0,3.0303175,2.0,1.7011781,3.1298283,3.1574798,3.0403175,2.3707478,0.017409105956408336,262760266.6666667,0.5,512427133.3333333,1.0,512427133.3333333,189350600.0,1.0,212397200.0,1.0,212397200.0,0.1074977,0.06921033948623197,0.1180888,0.030682685916192255,65860533.3333333,99542266.6666667,99542266.6666667,339315600.0,1.0,303251866.6666667,1.0,303251866.6666667,2.6706198,0.08419110596252936,None
TLV:FBRT,FMS ENTERPR. MIGUN,Industrials,Israel,8704680.8387218,-1.8845354951730704,r+,74511333.3333333,1.0,20576933.3333333,187003733.3333333,2.0,78942000.0,1.0,21220000.0,1.0,388859000.0,1.0,21220000.0,388859000.0,78942000.0,74511333.3333333,1.0,20576933.3333333,78942000.0,1.0,21220000.0,1.0,21220000.0,78942000.0,3.4093832,3.4093832,0.0036147082663403715,61.640796,61.640796,61.640796,3.8111005,0.008526673612954835,61.640796,0.0003287246949572999,9.4181011,9.4181048,4.443673453891535e-05,28576021.9945014,28576000.0,27089733.3333333,28576000.0,0.2688,1.3096451,4.75,0.1739647,0.6875,0.5851366,3.51327829913587e-06,0.1454,0.6778,0.7368192194803782,0.0,1.804,11100.0,0.0001625,9.881809,0.0009881809,9194940,21220000,2.307791,134,269132072,30085588353,158358.2089552,-0.084,0.008,0.1747637,0.121072,0.1747637,0.121072,-0.0193091,0.2480691,0.0030890758135275103,0.036268,2.1544158,0.03262051331931942,-3192.3241282,31.3251399,0.00044157310181075124,23322266.6666667,1.0,24063000.0,1.0,11.5397048,11.1844771,11.1844771,1.4197321408086595e-07,0.2786085,2.0,0.214298,1.0,0.214298,0.4639234,0.022215795391380622,USD,ILS,1.0,0.2942421,108.756,108.756,108.756,108.756,11100.0,9105.0,12250.0,10582.245,4.8926764,21.9110379,-9.3877551,1.2686804,4.1697832,0.0651528625,16.8883146,2.0,13.1153569,2.0,0.0705026,1.0,0.0011601,1.0,0.0264745,0.1666667,0.027911,0.25,27.5352508,2.0,18.6303971,2.0,13.1253569,0.0111601,0.037911,18.6403971,15.882877,0.11663268804281962,239134000.0,2.0,197302500.0,1.5,197302500.0,210544000.0,2.0,108574066.6666667,1.0,108574066.6666667,0.2075506,0.13362748678875117,0.2954426,0.0767640326776394,92123266.6666667,95883866.6666667,95883866.6666667,14295000.0,1.0,22960933.3333333,1.0,22960933.3333333,28.1140045,0.8862920629475328,None
TLV:ATRY,ATREYU CAPITAL,Financial Services,Israel,1051024191.7731248,-1.738410942549328, ,88029733.3333333,0.0,81393200.0,117120400.0,1.0,91839000.0,0.0,85826000.0,0.0,461989000.0,1.0,85826000.0,461989000.0,91839000.0,88029733.3333333,1.0,81393200.0,91839000.0,1.0,85826000.0,1.0,85826000.0,91839000.0,2.8947538,2.8947538,0.003069086071017245,12.029702,12.029702,12.029702,2.8514769,0.006379682939660147,12.029702,6.415329419784295e-05,0.0,100000.0,0.4718224683475103,0.0,40000.0,204866.6666667,40000.0,0.92988,0.9302586,0.0,0.9475415,1.0,0.9368934,5.625297154243338e-06,0.18755,0.46031,0.500391346885531,0.0,5.05,6082.0,0.0008303,3.962818,0.0003962818,14723500,87578000,5.9481781,250,267173107,26318561523,350312.0,0.014,0.031,0.072347,0.0500386,0.072347,0.0500386,0.0285868,1.940762,0.02416730239281425,0.0357597,2.1410222,0.032417717690363466,420.8137564,420.8137564,0.005931977839249231,67872533.3333333,1.0,26373000.0,0.3333333,3.9363951,10.1305543,10.1305543,1.285949572369134e-07,0.008451,1.0,0.0891794,1.0,0.0891794,0.2996292,0.014348276031092767,USD,ILS,1.0,0.2942421,125.649,227.527,142.629,135.837,6082.0,67.4,7083.0,6278.2188,-3.1253896,8923.7388724,-14.1324298,1.714636,25.4115735,0.3970558359375,278.5175896,1.0,194.5462681,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,6.8098478,1.0,4.5169276,1.0,194.5562681,0.01,0.01,4.5269276,99.5415978,0.7309635479448227,221968200.0,1.0,233411933.3333333,1.0,233411933.3333333,219167733.3333333,1.0,214590533.3333333,1.0,214590533.3333333,0.4677019,0.3011209288882991,0.4999524,0.1299012477241408,7360333.3333333,3724466.6666667,3724466.6666667,1834600.0,1.0,18671733.3333333,1.0,18671733.3333333,29.1360227,0.9185111165813873,None
TLV:KEN,KENON HLDGS LTD,Utilities,Singapore,7.3000955,-1.7136423214485283, ,1749051200.0,4.0,658540200.0,182741650.0,0.25,1556289000.0,3.0,2778546000.0,2.0,6920662500.0,1.5,2778546000.0,6920662500.0,1556289000.0,1749051200.0,4.0,658540200.0,1556289000.0,3.0,2778546000.0,2.0,2778546000.0,1556289000.0,5.1560043,5.1560043,0.005466517041703174,4.4477006,4.4477006,4.4477006,4.3487158,0.009729494213574209,4.4477006,2.371917817213781e-05,34.9132964,34.3008244,0.0001618389963476251,79395388.087312,82181000.0,74594866.6666667,82181000.0,2.67805,1.3173025,0.777,304.1195208,89.285625,102.7059578,0.0006166673093611038,0.23854,0.60451,0.6571475160343515,0.0,9.414,14440.0,0.0006519,2.114359,0.00021143589999999998,53879100,1389272960,25.7850068,228,2674699820,225595291296,6093302.4561404,2.55,0.27,0.6196997,0.1634262,0.6196997,0.1634262,2.0674249,14.6285428,0.18216165475922638,0.2433566,5.1831182,0.07847880445302476,2.1513239,2.1513239,3.032601835315674e-05,335489733.3333333,2.0,236529000.0,1.0,7.9725236,11.3081264,11.3081264,1.4354279023385832e-07,0.5398159,0.5,1.663645,2.0,1.663645,1.2908236,0.061813379070694306,USD,ILS,1.0,0.2942421,350.0,350.0,200.0,200.0,14440.0,167.6,23330.0,16651.727,-13.282268,8515.75179,-38.1054436,1.2323766,3.5031657,0.0547369640625,2.1457694,1.0,5.1666526,2.0,0.4936167,0.1666667,4.4188784,1.0,0.5049287,0.3333333,0.443129,0.5,1.2154864,0.5,4.2978746,1.0,5.1766526,4.4288784,0.453129,4.3078746,4.7422636,0.03482385156515528,6260077600.0,2.0,6341669200.0,1.5,6341669200.0,1367501533.3333333,1.0,3121475200.0,1.5,3121475200.0,0.5381411,0.3464718614676808,0.9901387,0.25726499672760594,301916066.6666667,683415466.6666666,683415466.6666666,2861995733.333333,2.0,1650503200.0,1.0,1650503200.0,9.1626143,0.28885078715625745,None
