Symbol,Name
AAC,Ares Acquisition Corp
AAIC,Arlington Asset Inves
AAIN,Arlington Asset Inves
AAPL,Apple Inc. - Common S
ABC,AmerisourceBergen Cor
ABCM,Abcam plc - American 
ABEO,Abeona Therapeutics I
ABEV,Ambev S.A. American D
ABG,Asbury Automotive Gro
ABNB,Airbnb_ Inc. - Class 
ABST,Absolute Software Cor
ACA,Arcosa_ Inc. Common S
ACABU,Atlantic Coastal Acqu
ACAC,Acri Capital Acquisit
ACAD,ACADIA Pharmaceutical
ACAH,Atlantic Coastal Acqu
ACAHU,Atlantic Coastal Acqu
ACAQ,Athena Consumer Acqui
ACAX,Alset Capital Acquisi
ACAXU,Alset Capital Acquisi
ACBA,Ace Global Business A
ACEL,Accel Entertainment_ 
ACHR,Archer Aviation Inc. 
ACI,Albertsons Companies_
ACLS,Axcelis Technologies_
ACN,Accenture plc Class A
ACVA,ACV Auctions Inc. - C
ADBE,Adobe Inc. - Common S
ADERU,26 Capital Acquisitio
ADEX,Adit EdTech Acquisiti
ADOC,Edoc Acquisition Corp
ADRT,Ault Disruptive Techn
ADSE,ADS-TEC ENERGY PLC - 
ADVM,Adverum Biotechnologi
ADX,Adams Diversified Equ
AEHR,Aehr Test Systems - C
AEIS,Advanced Energy Indus
AFAR,Aura FAT Projects Acq
AFGD,American Financial Gr
AFRM,Affirm Holdings_ Inc.
AFT,Apollo Senior Floatin
AFTR,AfterNext HealthTech 
AGAC,African Gold Acquisit
AGD,abrdn Global Dynamic 
AGM,Federal Agricultural 
AGNCM,AGNC Investment Corp.
AGNCO,AGNC Investment Corp.
AGRO,Adecoagro S.A. Common
AI,C3.ai_ Inc. Class A C
AIB,AIB Acquisition Corpo
AIBBU,AIB Acquisition Corpo
AIC,Arlington Asset Inves
AIF,Apollo Tactical Incom
AIO,Virtus Artificial Int
AIP,Arteris_ Inc.  - Comm
AIR,AAR Corp. Common Stoc
AIRS,AirSculpt Technologie
AJG,Arthur J. Gallagher &
AJXA,Great Ajax Corp. 7.25
AKAM,Akamai Technologies_ 
AKRO,Akero Therapeutics_ I
ALC,Alcon Inc. Ordinary S
ALCC,AltC Acquisition Corp
ALG,Alamo Group_ Inc. Com
ALGT,Allegiant Travel Comp
ALKS,Alkermes plc - Ordina
ALOR,ALSP Orchid Acquisiti
ALORU,ALSP Orchid Acquisiti
ALPA,Alpha Healthcare Acqu
ALPN,Alpine Immune Science
ALSA,Alpha Star Acquisitio
ALSAU,Alpha Star Acquisitio
ALSN,Allison Transmission 
