pb,pi,ev,pe,evr / pm,14.22466,27.14333,49.66066,86.00835,147.59389,331.57348,1107.19104
3.561249,0.026772,850.000000,31.088403,5.750000,251.000000,212.000000,180.000000,138.000000,103.000000,73.000000,41.000000
3.561249,0.026772,850.000000,31.088403,3.697000,205.000000,168.000000,140.000000,106.000000,81.000000,52.000000,26.000000
3.561249,0.026772,850.000000,31.088403,2.434000,161.000000,127.000000,105.000000,78.000000,58.000000,36.000000,17.000000
3.561249,0.026772,850.000000,31.088403,1.500000,112.000000,90.000000,75.000000,57.000000,41.000000,26.000000,14.000000
3.561249,0.026772,850.000000,31.088403,0.780000,43.000000,34.000000,27.000000,18.000000,12.000000,0.000000,0.000000
3.561249,0.026772,850.000000,20.690059,5.750000,221.000000,189.000000,164.000000,125.000000,93.000000,65.000000,38.000000
3.561249,0.026772,850.000000,20.690059,3.697000,180.000000,150.000000,126.000000,95.000000,72.000000,45.000000,24.000000
3.561249,0.026772,850.000000,20.690059,2.434000,139.000000,110.000000,92.000000,68.000000,50.000000,29.000000,15.000000
3.561249,0.026772,850.000000,20.690059,1.500000,98.000000,80.000000,68.000000,53.000000,37.000000,22.000000,12.000000
3.561249,0.026772,850.000000,20.690059,0.780000,39.000000,31.000000,25.000000,17.000000,11.000000,0.000000,0.000000
3.561249,0.026772,850.000000,14.497789,5.750000,170.000000,148.000000,129.000000,103.000000,78.000000,54.000000,33.000000
3.561249,0.026772,850.000000,14.497789,3.697000,140.000000,119.000000,101.000000,79.000000,61.000000,38.000000,22.000000
3.561249,0.026772,850.000000,14.497789,2.434000,107.000000,87.000000,73.000000,57.000000,43.000000,25.000000,14.000000
3.561249,0.026772,850.000000,14.497789,1.500000,80.000000,65.000000,56.000000,47.000000,33.000000,21.000000,12.000000
3.561249,0.026772,850.000000,14.497789,0.780000,32.000000,25.000000,20.000000,15.000000,9.000000,0.000000,0.000000
3.561249,0.026772,850.000000,10.909451,5.750000,116.000000,100.000000,86.000000,66.000000,55.000000,38.000000,22.000000
3.561249,0.026772,850.000000,10.909451,3.697000,103.000000,87.000000,74.000000,56.000000,46.000000,29.000000,16.000000
3.561249,0.026772,850.000000,10.909451,2.434000,78.000000,62.000000,53.000000,41.000000,32.000000,19.000000,11.000000
3.561249,0.026772,850.000000,10.909451,1.500000,63.000000,51.000000,44.000000,37.000000,28.000000,17.000000,9.000000
3.561249,0.026772,850.000000,10.909451,0.780000,24.000000,18.000000,14.000000,11.000000,9.000000,0.000000,0.000000
3.561249,0.026772,850.000000,6.800847,5.750000,60.000000,51.000000,44.000000,31.000000,27.000000,19.000000,10.000000
3.561249,0.026772,850.000000,6.800847,3.697000,57.000000,48.000000,42.000000,29.000000,25.000000,17.000000,8.000000
3.561249,0.026772,850.000000,6.800847,2.434000,43.000000,34.000000,29.000000,21.000000,18.000000,12.000000,0.000000
3.561249,0.026772,850.000000,6.800847,1.500000,36.000000,29.000000,26.000000,20.000000,17.000000,12.000000,0.000000
3.561249,0.026772,850.000000,6.800847,0.780000,13.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000
3.561249,0.026772,2155.000000,31.088403,5.750000,165.000000,136.000000,114.000000,85.000000,65.000000,44.000000,27.000000
3.561249,0.026772,2155.000000,31.088403,3.697000,138.000000,111.000000,93.000000,67.000000,52.000000,32.000000,20.000000
3.561249,0.026772,2155.000000,31.088403,2.434000,111.000000,85.000000,71.000000,51.000000,37.000000,23.000000,15.000000
3.561249,0.026772,2155.000000,31.088403,1.500000,75.000000,59.000000,50.000000,37.000000,26.000000,18.000000,13.000000
3.561249,0.026772,2155.000000,31.088403,0.780000,35.000000,27.000000,23.000000,15.000000,10.000000,0.000000,0.000000
3.561249,0.026772,2155.000000,20.690059,5.750000,144.000000,120.000000,103.000000,75.000000,57.000000,38.000000,25.000000
3.561249,0.026772,2155.000000,20.690059,3.697000,122.000000,100.000000,84.000000,59.000000,45.000000,27.000000,19.000000
3.561249,0.026772,2155.000000,20.690059,2.434000,97.000000,75.000000,63.000000,44.000000,31.000000,18.000000,14.000000
3.561249,0.026772,2155.000000,20.690059,1.500000,68.000000,55.000000,47.000000,35.000000,24.000000,16.000000,12.000000
3.561249,0.026772,2155.000000,20.690059,0.780000,32.000000,25.000000,21.000000,14.000000,9.000000,0.000000,0.000000
3.561249,0.026772,2155.000000,14.497789,5.750000,116.000000,100.000000,85.000000,66.000000,52.000000,36.000000,23.000000
3.561249,0.026772,2155.000000,14.497789,3.697000,97.000000,82.000000,68.000000,51.000000,41.000000,26.000000,18.000000
3.561249,0.026772,2155.000000,14.497789,2.434000,74.000000,59.000000,49.000000,37.000000,28.000000,17.000000,13.000000
3.561249,0.026772,2155.000000,14.497789,1.500000,56.000000,44.000000,37.000000,31.000000,22.000000,16.000000,12.000000
3.561249,0.026772,2155.000000,14.497789,0.780000,28.000000,21.000000,17.000000,13.000000,8.000000,0.000000,0.000000
3.561249,0.026772,2155.000000,10.909451,5.750000,80.000000,69.000000,57.000000,43.000000,37.000000,26.000000,15.000000
3.561249,0.026772,2155.000000,10.909451,3.697000,73.000000,62.000000,51.000000,38.000000,32.000000,21.000000,13.000000
3.561249,0.026772,2155.000000,10.909451,2.434000,52.000000,41.000000,34.000000,26.000000,21.000000,14.000000,10.000000
3.561249,0.026772,2155.000000,10.909451,1.500000,42.000000,33.000000,27.000000,23.000000,18.000000,13.000000,9.000000
3.561249,0.026772,2155.000000,10.909451,0.780000,21.000000,15.000000,12.000000,10.000000,8.000000,0.000000,0.000000
3.561249,0.026772,2155.000000,6.800847,5.750000,43.000000,37.000000,31.000000,22.000000,20.000000,15.000000,9.000000
3.561249,0.026772,2155.000000,6.800847,3.697000,41.000000,35.000000,30.000000,21.000000,19.000000,14.000000,8.000000
3.561249,0.026772,2155.000000,6.800847,2.434000,27.000000,21.000000,17.000000,13.000000,12.000000,9.000000,0.000000
3.561249,0.026772,2155.000000,6.800847,1.500000,23.000000,18.000000,15.000000,12.000000,11.000000,9.000000,0.000000
3.561249,0.026772,2155.000000,6.800847,0.780000,11.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.561249,0.026772,4462.000000,31.088403,5.750000,99.000000,77.000000,64.000000,49.000000,40.000000,26.000000,18.000000
3.561249,0.026772,4462.000000,31.088403,3.697000,85.000000,65.000000,55.000000,42.000000,34.000000,20.000000,13.000000
3.561249,0.026772,4462.000000,31.088403,2.434000,68.000000,49.000000,42.000000,32.000000,24.000000,15.000000,11.000000
3.561249,0.026772,4462.000000,31.088403,1.500000,45.000000,34.000000,28.000000,23.000000,17.000000,11.000000,9.000000
3.561249,0.026772,4462.000000,31.088403,0.780000,21.000000,16.000000,13.000000,10.000000,0.000000,0.000000,0.000000
3.561249,0.026772,4462.000000,20.690059,5.750000,87.000000,70.000000,60.000000,45.000000,36.000000,23.000000,17.000000
3.561249,0.026772,4462.000000,20.690059,3.697000,77.000000,62.000000,52.000000,39.000000,31.000000,18.000000,13.000000
3.561249,0.026772,4462.000000,20.690059,2.434000,62.000000,47.000000,40.000000,30.000000,22.000000,13.000000,11.000000
3.561249,0.026772,4462.000000,20.690059,1.500000,42.000000,34.000000,28.000000,23.000000,17.000000,11.000000,9.000000
3.561249,0.026772,4462.000000,20.690059,0.780000,20.000000,16.000000,13.000000,10.000000,0.000000,0.000000,0.000000
3.561249,0.026772,4462.000000,14.497789,5.750000,67.000000,56.000000,48.000000,37.000000,31.000000,21.000000,15.000000
3.561249,0.026772,4462.000000,14.497789,3.697000,60.000000,50.000000,42.000000,32.000000,27.000000,17.000000,12.000000
3.561249,0.026772,4462.000000,14.497789,2.434000,46.000000,36.000000,31.000000,24.000000,19.000000,12.000000,10.000000
3.561249,0.026772,4462.000000,14.497789,1.500000,35.000000,28.000000,23.000000,20.000000,15.000000,11.000000,9.000000
3.561249,0.026772,4462.000000,14.497789,0.780000,17.000000,13.000000,10.000000,9.000000,0.000000,0.000000,0.000000
3.561249,0.026772,4462.000000,10.909451,5.750000,47.000000,40.000000,33.000000,25.000000,22.000000,16.000000,10.000000
3.561249,0.026772,4462.000000,10.909451,3.697000,43.000000,36.000000,29.000000,22.000000,19.000000,13.000000,8.000000
3.561249,0.026772,4462.000000,10.909451,2.434000,30.000000,23.000000,19.000000,15.000000,12.000000,9.000000,7.000000
3.561249,0.026772,4462.000000,10.909451,1.500000,25.000000,20.000000,16.000000,14.000000,11.000000,8.000000,0.000000
3.561249,0.026772,4462.000000,10.909451,0.780000,12.000000,9.000000,7.000000,7.000000,0.000000,0.000000,0.000000
3.561249,0.026772,4462.000000,6.800847,5.750000,24.000000,20.000000,16.000000,12.000000,11.000000,9.000000,0.000000
3.561249,0.026772,4462.000000,6.800847,3.697000,23.000000,19.000000,15.000000,11.000000,10.000000,8.000000,0.000000
3.561249,0.026772,4462.000000,6.800847,2.434000,14.000000,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000
3.561249,0.026772,4462.000000,6.800847,1.500000,13.000000,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000
3.561249,0.026772,4462.000000,6.800847,0.780000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.561249,0.026772,10244.000000,31.088403,5.750000,56.000000,44.000000,39.000000,31.000000,27.000000,18.000000,11.000000
3.561249,0.026772,10244.000000,31.088403,3.697000,45.000000,35.000000,32.000000,26.000000,22.000000,13.000000,7.000000
3.561249,0.026772,10244.000000,31.088403,2.434000,33.000000,23.000000,21.000000,16.000000,12.000000,8.000000,0.000000
3.561249,0.026772,10244.000000,31.088403,1.500000,18.000000,12.000000,11.000000,10.000000,8.000000,0.000000,0.000000
3.561249,0.026772,10244.000000,31.088403,0.780000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.561249,0.026772,10244.000000,20.690059,5.750000,49.000000,39.000000,36.000000,28.000000,24.000000,16.000000,10.000000
3.561249,0.026772,10244.000000,20.690059,3.697000,41.000000,33.000000,30.000000,24.000000,20.000000,12.000000,7.000000
3.561249,0.026772,10244.000000,20.690059,2.434000,30.000000,22.000000,20.000000,15.000000,11.000000,7.000000,0.000000
3.561249,0.026772,10244.000000,20.690059,1.500000,16.000000,12.000000,11.000000,10.000000,8.000000,0.000000,0.000000
3.561249,0.026772,10244.000000,20.690059,0.780000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.561249,0.026772,10244.000000,14.497789,5.750000,37.000000,30.000000,29.000000,23.000000,21.000000,14.000000,8.000000
3.561249,0.026772,10244.000000,14.497789,3.697000,32.000000,26.000000,25.000000,20.000000,18.000000,11.000000,0.000000
3.561249,0.026772,10244.000000,14.497789,2.434000,22.000000,16.000000,16.000000,12.000000,10.000000,0.000000,0.000000
3.561249,0.026772,10244.000000,14.497789,1.500000,15.000000,11.000000,11.000000,10.000000,8.000000,0.000000,0.000000
3.561249,0.026772,10244.000000,14.497789,0.780000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.561249,0.026772,10244.000000,10.909451,5.750000,26.000000,21.000000,20.000000,16.000000,16.000000,12.000000,0.000000
3.561249,0.026772,10244.000000,10.909451,3.697000,22.000000,17.000000,16.000000,13.000000,13.000000,9.000000,0.000000
3.561249,0.026772,10244.000000,10.909451,2.434000,13.000000,8.000000,8.000000,0.000000,0.000000,0.000000,0.000000
3.561249,0.026772,10244.000000,10.909451,1.500000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.561249,0.026772,10244.000000,10.909451,0.780000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.561249,0.026772,10244.000000,6.800847,5.750000,13.000000,10.000000,10.000000,9.000000,9.000000,7.000000,0.000000
3.561249,0.026772,10244.000000,6.800847,3.697000,12.000000,9.000000,9.000000,8.000000,8.000000,0.000000,0.000000
