pb,pi,ev,pe,evr / pm,0.21587,106.07434
10000.000000,0.000012,8.000000,64464.458902,108614.852536,278.000000,140.000000
10000.000000,0.000012,8.000000,64464.458902,0.900439,140.000000,54.000000
10000.000000,0.000012,8.000000,14.765669,108614.852536,139.000000,80.000000
10000.000000,0.000012,8.000000,14.765669,0.900439,70.000000,30.000000
10000.000000,0.000012,408.000000,64464.458902,108614.852536,139.000000,85.000000
10000.000000,0.000012,408.000000,64464.458902,0.900439,54.000000,29.000000
10000.000000,0.000012,408.000000,14.765669,108614.852536,67.000000,48.000000
10000.000000,0.000012,408.000000,14.765669,0.900439,22.000000,15.000000
