Symbol,Name
TLV:ALGS,ALON GAS
TLV:ARAN,ARAN
TLV:AVER,AVERBUCH
TLV:AVIA,AVIATION LINKS
TLV:BIOV,BIO VIEW
TLV:BULL,BULL TRADING
TLV:BVC,BATM
TLV:CHAM,CHAM
TLV:CISY,C I SYSTEMS
TLV:EMDV,EMILIA DEVEL
TLV:EMITF,ELBIT IMAGING
TLV:ETGA,ETGA GROUP
TLV:FGAS,FIRE AND GAS
TLV:GMLA,GAMLA HAREL
TLV:GNRS,GENERATION CAP
TLV:GPGB,G.P GLOBAL
TLV:HAMAT,HAMAT
TLV:HMAM,HAMAMA
TLV:HRON,HIRON
TLV:INTR,INTERGAMA
TLV:KNFM,KNAFAIM
TLV:LHIS,LACHISH
TLV:LODZ,LODZIA
TLV:LUDN,LUDAN
TLV:MCLL,MICHLOL FIN
TLV:NVPT,NAVITAS PTRO PU
TLV:ORA,ORMAT TECHNO
TLV:PAYT,PAYTON
TLV:PTX,PETROTX     PU
TLV:QLTU,QUALITAU
TLV:RPAC,RAPAC
TLV:SKLN,SKYLINE
TLV:SMNIN,SHEMEN INDUSTRY
TLV:SRFT,SARFATI
TLV:TAYA,TAYA INV
TLV:TLRD,TELRAD NETWORKS
TLV:TMRP,TAMAR PET
TLV:TNDO,TONDO SMART
TLV:TOEN,TOMER ENERGY
TLV:TSEM,TOWER
