Symbol,Name
TLV:ABRA,ABRA
TLV:AFHL,AFCON HOLD
TLV:ALLT,ALLOT
TLV:AMRK,AMIR MARK.
TLV:ANLT,ANALYST
TLV:APLP,APOLLO POWER
TLV:ARAN,ARAN
TLV:ARGO,ARGO PROP.
TLV:AUSA,AURA SMART
TLV:AYAL,AYALON  HOLD.
TLV:BCNV,BRACK CAPIT N V
TLV:BHNY,BEEIO HONEY
TLV:BIG,BIG
TLV:BOLT,BIOLIGHT
TLV:BRIL,BRILL
TLV:BRMG,BRIMAG
TLV:CANF,CAN FITE BIO
TLV:CISY,C I SYSTEMS
TLV:CLIS,CLAL INSURANCE
TLV:CMCT-P,CREATIV MEDIA P
TLV:CMCT,CREATIVE MEDIA
TLV:CMDR,COMPUTER DIRECT
TLV:CMER,MER
TLV:CPTP,CAPITAL POINT
TLV:CRML,CARMEL CORP
TLV:CTPL1,CITRUS PLANT1
TLV:DANE,DANEL
TLV:DANH,DAN   HOTELS
TLV:DELT,DELTA
TLV:DIFI,DIRECT FINANCE
TLV:DLTI,DELTA BRANDS
TLV:DRSL,DORSEL
TLV:ECP,ELECTRA CO  PR
TLV:ELCO,ELCO
TLV:ENLT,ENLIGHT ENERGY
TLV:ETGA,ETGA GROUP
TLV:FRDN,FRIDENSON
TLV:GOHO,GOLDEN HOUSE
TLV:GPST,PSAGOT GROUP
TLV:HGG,HAGAG
TLV:HOD,HOD
TLV:IDMO,IDOMOO
TLV:INTR,INTERGAMA
TLV:KAFR,KAFRIT
TLV:LEOF,LEVINSKI OFER
TLV:MCMN,MICHMAN
TLV:MGDL,MIGDAL INSUR.
TLV:MLTM,MALAM TEAM
TLV:MNIN,MENDELSON    IF
TLV:MRIN,MORE INVEST
TLV:MSHR,MISHORIM
TLV:MSLA,MASLAVI
TLV:MTLF,MATRICELF
TLV:MTRN,MAYTRONICS
TLV:MTRX,MATRIX
TLV:NALA,NALA DIGITAL
TLV:NAWI,NAWI
TLV:NTML,NETO MALINDA
TLV:NTO,NETO
TLV:ORTC,O.R.T.
TLV:PERI,PERION NETWORK
TLV:PHOE,PHOENIX
TLV:PLRM,PALRAM
TLV:POLP,POLYRAM PLS
TLV:PRTC,PRIORTECH
TLV:PTX,PETROTX     PU
TLV:QLTU,QUALITAU
TLV:RAVD,RAVAD
TLV:RLCO,RALCO
TLV:RTLS,RETAILORS
TLV:SCC,SPACE COM
TLV:SHNP,SCHNAPP
TLV:SLGN,SOLEGREEN
TLV:SNCM,SUNY COMMUN
TLV:SNFL,SUNFLOWER
TLV:SPEN,SHAPIR      ENG
TLV:TATT,TAT TECHNO
TLV:TFRLF,TEFRON
TLV:TOPS,TOP SYSTEMS
TLV:UTRN,UTRON
TLV:VTNA,VITANIA
TLV:WNBZ,WIND BUZZ
TLV:YHNF,YOCHANANOF
