pb,pi,ev,pe,evr / pm,0.31038,170.56374
10000.000000,0.000012,8.000000,191584.606216,586.523479,278.000000,140.000000
10000.000000,0.000012,8.000000,191584.606216,0.970645,143.000000,51.000000
10000.000000,0.000012,8.000000,11.456103,586.523479,140.000000,83.000000
10000.000000,0.000012,8.000000,11.456103,0.970645,63.000000,24.000000
10000.000000,0.000012,438.000000,191584.606216,586.523479,140.000000,88.000000
10000.000000,0.000012,438.000000,191584.606216,0.970645,57.000000,27.000000
10000.000000,0.000012,438.000000,11.456103,586.523479,77.000000,59.000000
10000.000000,0.000012,438.000000,11.456103,0.970645,20.000000,11.000000
