Symbol,Name,Sector,Value,Close,MA,Grade
LEN.B,Lennar Corporation,Consumer Cyclical,0.6191,69.83, ,268.8788
DHI,D.R. Horton  Inc.,Consumer Cyclical,4.14556,76.66, ,208.4917
LEN,Lennar Corporation,Consumer Cyclical,35.61663,82.31, ,155.1224
STLD,Steel Dynamics  Inc.,Basic Materials,94.07146,83.6, ,73.3232
LYB,LyondellBasell Industries NV,Basic Materials,2421.41349,102.52, ,66.4368
CG,The Carlyle Group Inc.,Financial Services,485.83166,49.26, ,64.6343
MRNA,Moderna  Inc.,Healthcare,1.70183,172.54, ,59.6065
FNF,FNF Group of Fidelity National ,Financial Services,2496121.51959,46.41, ,54.1659
BEN,Franklin Resources  Inc.,Financial Services,430.79978,28.02, ,51.1083
WLK,Westlake Corporation,Basic Materials,212.5527,121.46, ,50.9869
CNXC,Concentrix Corporation,Technology,1071.84482,166.05, ,47.3495
FOX,Fox Corporation,Communication Services,114254.10109,36.41, ,40.9199
TSN,Tyson Foods  Inc.,Consumer Defensive,14654.79606,89.85, ,39.7039
GRMN,Garmin Ltd.,Technology,10260.91426,118.75, ,32.2884
GLW,Corning Incorporated,Technology,61126.40155,36.59, ,29.8495
SSNC,SS&C Technologies Holdings  Inc,Technology,16854.98715,75.47, ,29.1219
NUE,Nucor Corporation,Basic Materials,1364.88632,149.52, ,29.1219
FDX,FedEx Corporation,Industrials,7155.29679,217.99, ,27.3992
LAD,Lithia Motors  Inc.,Consumer Cyclical,270.55703,301.12, ,26.1526
PARA,Paramount Global,Communication Services,113012.42328,37.72, ,26.1267
BIO,Bio-Rad Laboratories  Inc.,Healthcare,5498.07496,569.55, ,24.4783
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,230206.41035,38.36, ,24.4649
DISCK,Discovery  Inc. - Series C,Communication Services,848391.0512,25.81, ,23.77
PHM,PulteGroup  Inc.,Consumer Cyclical,779.06929,43.17, ,23.3941
GM,General Motors Company,Consumer Cyclical,26717680.7402,43.18, ,21.9085
ARW,Arrow Electronics  Inc.,Technology,783.50109,118.23, ,21.233
CLR,Continental Resources  Inc.,Energy,3946.33982,62.71, ,21.1538
BLDR,Builders FirstSource  Inc.,Industrials,2361.36297,64.92, ,20.8708
CI,Cigna Corporation,Healthcare,45218850.95823,242.26, ,20.1511
UHAL,Amerco,Industrials,10418.31624,584.19, ,19.8706
IVZ,Invesco Ltd,Financial Services,154333.92532,23.2, ,19.4273
FOXA,Fox Corporation,Communication Services,3520461.93988,39.55, ,19.1408
CB,Chubb Limited,Financial Services,2038095709.665,213.57, ,19.1112
BBY,Best Buy Co.  Inc.,Consumer Cyclical,21627.57537,94.34, ,18.9939
BRK.B,Berkshire Hathaway Inc. New,Financial Services,7002069141464.424,345.43, ,18.1717
UHS,Universal Health Services  Inc.,Healthcare,37754434.60813,140.1, ,17.0778
MS,Morgan Stanley,Financial Services,1155601737.99069,87.28, ,16.3657
LNC,Lincoln National Corporation,Financial Services,13719473.11004,64.76, ,16.2049
CMCSA,Comcast Corporation,Communication Services,8771918.28908,47.84, ,15.0857
EBAY,eBay Inc.,Consumer Cyclical,2076.69867,56.73, ,14.5579
EOG,EOG Resources  Inc.,Energy,383058.71256,120.83, ,14.452
REGN,Regeneron Pharmaceuticals  Inc.,Healthcare,160727.96495,698.41, ,13.9093
DISCA,Discovery  Inc. - Series A,Communication Services,856015.05301,25.8, ,13.6339
DISH,DISH Network Corporation,Communication Services,6714075.84333,32.2, ,13.01
MET,MetLife  Inc.,Financial Services,80777119.7248,69.64, ,12.9867
COF,Capital One Financial Corporati,Financial Services,329047114252.42285,131.67, ,12.3378
RS,Reliance Steel & Aluminum Co.,Basic Materials,2168.81741,182.2, ,12.2692
NVR,NVR  Inc.,Consumer Cyclical,13375.28893,4548.42, ,12.0733
CHTR,Charter Communications  Inc.,Communication Services,15386.97795,562.0, ,11.1191
FISV,Fiserv  Inc.,Technology,20650514.79749,103.18, ,10.7428
ACGL,Arch Capital Group Ltd.,Financial Services,58268004.31778,47.08, ,10.6416
AFL,AFLAC Incorporated,Financial Services,2734761901.46867,63.61, ,10.457
TROW,T. Rowe Price Group  Inc.,Financial Services,2631.53848,155.76, ,10.2749
NTES,NetEase  Inc.,Communication Services,11974306391223.818,98.07, ,10.1285
SYF,Synchrony Financial,Financial Services,89246050202.08961,35.57, ,9.6024
FTV,Fortive Corporation,Technology,30209532.23005,60.91, ,9.3528
CINF,Cincinnati Financial Corporatio,Financial Services,21212495.65506,135.13, ,9.0347
X,United States Steel Corporation,Basic Materials,57.05725,37.25, ,9.0065
WRB,W.R. Berkley Corporation,Financial Services,7791765.72384,65.96, ,8.7321
BLK,BlackRock  Inc.,Financial Services,43766558.01644,782.23, ,8.0735
MHK,Mohawk Industries  Inc.,Consumer Cyclical,2535789.63111,126.3, ,7.9271
JBL,Jabil Inc.,Technology,3369.95526,61.93, ,7.4853
AN,AutoNation  Inc.,Consumer Cyclical,308.42413,100.1, ,7.1041
ZM,Zoom Video Communications  Inc.,Technology,84.72339,124.28, ,6.9478
ACI,Albertsons Companies  Inc.,Consumer Defensive,100819.19294,33.87, ,6.9257
JLL,Jones Lang LaSalle Incorporated,Real Estate,137204.1534,238.48, ,6.7274
R,Ryder System  Inc.,Industrials,1694.72549,72.75, ,6.5061
FANG,Diamondback Energy  Inc. - Comm,Energy,3401403.90595,139.59, ,6.4793
RE,Everest Re Group  Ltd.,Financial Services,14905893153.64802,297.29, ,6.1357
ON,ON Semiconductor Corporation,Technology,24044.09064,59.59, ,5.9009
GD,General Dynamics Corporation,Industrials,2620869167.29066,239.23, ,5.2442
LKQ,LKQ Corporation,Consumer Cyclical,68442.12181,45.38, ,4.9176
WMT,Walmart Inc.,Consumer Defensive,13254024.63936,151.04, ,4.8068
SCCO,Southern Copper Corporation,Basic Materials,4071556.09879,78.0, ,4.5582
AL,Air Lease Corporation,Industrials,347393505010.45184,44.0, ,3.8351
