pb,pi,ev,pe,evr / pm,0.409,113.79531
10000.000000,0.000012,10.000000,9565.076358,113273.087786,267.000000,136.000000
10000.000000,0.000012,10.000000,9565.076358,1.001626,134.000000,49.000000
10000.000000,0.000012,10.000000,13.845906,113273.087786,135.000000,79.000000
10000.000000,0.000012,10.000000,13.845906,1.001626,64.000000,25.000000
10000.000000,0.000012,433.000000,9565.076358,113273.087786,134.000000,79.000000
10000.000000,0.000012,433.000000,9565.076358,1.001626,53.000000,25.000000
10000.000000,0.000012,433.000000,13.845906,113273.087786,66.000000,47.000000
10000.000000,0.000012,433.000000,13.845906,1.001626,19.000000,11.000000
