pi,ev,pe,evr / pm,0.17297,37.54247,74.65332
0.000010,6972.000000,378.404653,27.717630,30.000000,15.000000,8.000000
0.000010,6972.000000,378.404653,2.497994,10.000000,0.000000,0.000000
0.000010,6972.000000,20.529281,27.717630,10.000000,5.000000,0.000000
0.000010,6972.000000,20.529281,2.497994,6.000000,0.000000,0.000000
