ev,pe,evr / pm,0.202,3.286,5.984,10.142,21.396,38.944,92.814
10.000000,362255890.127280,579.88608,285.000000,242.000000,201.000000,162.000000,121.000000,82.000000,42.000000
10.000000,362255890.127280,6.85501,250.000000,210.000000,170.000000,133.000000,95.000000,59.000000,26.000000
10.000000,362255890.127280,3.29142,209.000000,172.000000,134.000000,100.000000,66.000000,37.000000,12.000000
10.000000,362255890.127280,1.50907,170.000000,136.000000,101.000000,73.000000,42.000000,22.000000,0.000000
10.000000,362255890.127280,0.72699,127.000000,96.000000,69.000000,51.000000,30.000000,17.000000,0.000000
10.000000,362255890.127280,0.438,87.000000,61.000000,40.000000,29.000000,12.000000,0.000000,0.000000
10.000000,362255890.127280,0.25429,44.000000,29.000000,18.000000,17.000000,0.000000,0.000000,0.000000
10.000000,17.608080,579.88608,244.000000,219.000000,183.000000,152.000000,114.000000,76.000000,40.000000
10.000000,17.608080,6.85501,215.000000,192.000000,157.000000,127.000000,92.000000,56.000000,25.000000
10.000000,17.608080,3.29142,180.000000,158.000000,124.000000,96.000000,63.000000,34.000000,11.000000
10.000000,17.608080,1.50907,150.000000,128.000000,96.000000,72.000000,42.000000,22.000000,0.000000
10.000000,17.608080,0.72699,114.000000,93.000000,67.000000,51.000000,30.000000,17.000000,0.000000
10.000000,17.608080,0.438,80.000000,61.000000,40.000000,29.000000,12.000000,0.000000,0.000000
10.000000,17.608080,0.25429,43.000000,29.000000,18.000000,17.000000,0.000000,0.000000,0.000000
10.000000,8.779660,579.88608,202.000000,184.000000,154.000000,129.000000,96.000000,64.000000,32.000000
10.000000,8.779660,6.85501,181.000000,165.000000,136.000000,112.000000,82.000000,51.000000,22.000000
10.000000,8.779660,3.29142,156.000000,141.000000,112.000000,88.000000,58.000000,32.000000,11.000000
10.000000,8.779660,1.50907,130.000000,115.000000,87.000000,66.000000,39.000000,21.000000,0.000000
10.000000,8.779660,0.72699,102.000000,87.000000,62.000000,49.000000,30.000000,17.000000,0.000000
10.000000,8.779660,0.438,70.000000,56.000000,36.000000,27.000000,12.000000,0.000000,0.000000
10.000000,8.779660,0.25429,40.000000,29.000000,18.000000,17.000000,0.000000,0.000000,0.000000
10.000000,5.527430,579.88608,161.000000,147.000000,123.000000,105.000000,78.000000,52.000000,27.000000
10.000000,5.527430,6.85501,141.000000,129.000000,106.000000,89.000000,65.000000,40.000000,17.000000
10.000000,5.527430,3.29142,124.000000,113.000000,90.000000,73.000000,49.000000,28.000000,11.000000
10.000000,5.527430,1.50907,104.000000,93.000000,71.000000,57.000000,35.000000,20.000000,0.000000
10.000000,5.527430,0.72699,84.000000,73.000000,53.000000,44.000000,27.000000,16.000000,0.000000
10.000000,5.527430,0.438,60.000000,50.000000,33.000000,25.000000,12.000000,0.000000,0.000000
10.000000,5.527430,0.25429,34.000000,26.000000,17.000000,16.000000,0.000000,0.000000,0.000000
10.000000,4.548500,579.88608,122.000000,113.000000,96.000000,83.000000,61.000000,41.000000,20.000000
10.000000,4.548500,6.85501,106.000000,99.000000,83.000000,71.000000,52.000000,33.000000,13.000000
10.000000,4.548500,3.29142,95.000000,88.000000,72.000000,60.000000,41.000000,25.000000,9.000000
10.000000,4.548500,1.50907,83.000000,76.000000,60.000000,49.000000,31.000000,18.000000,0.000000
10.000000,4.548500,0.72699,66.000000,59.000000,44.000000,36.000000,23.000000,14.000000,0.000000
10.000000,4.548500,0.438,49.000000,43.000000,29.000000,21.000000,12.000000,0.000000,0.000000
10.000000,4.548500,0.25429,27.000000,23.000000,15.000000,14.000000,0.000000,0.000000,0.000000
10.000000,3.431270,579.88608,80.000000,75.000000,64.000000,57.000000,39.000000,25.000000,11.000000
10.000000,3.431270,6.85501,68.000000,65.000000,55.000000,49.000000,34.000000,20.000000,7.000000
10.000000,3.431270,3.29142,64.000000,61.000000,51.000000,45.000000,30.000000,17.000000,0.000000
10.000000,3.431270,1.50907,56.000000,53.000000,43.000000,37.000000,23.000000,12.000000,0.000000
10.000000,3.431270,0.72699,44.000000,41.000000,31.000000,28.000000,18.000000,10.000000,0.000000
10.000000,3.431270,0.438,33.000000,30.000000,21.000000,18.000000,10.000000,0.000000,0.000000
10.000000,3.431270,0.25429,18.000000,16.000000,12.000000,12.000000,0.000000,0.000000,0.000000
10.000000,2.216420,579.88608,39.000000,35.000000,31.000000,29.000000,17.000000,10.000000,0.000000
10.000000,2.216420,6.85501,33.000000,31.000000,28.000000,26.000000,16.000000,9.000000,0.000000
10.000000,2.216420,3.29142,33.000000,31.000000,28.000000,26.000000,16.000000,9.000000,0.000000
10.000000,2.216420,1.50907,29.000000,27.000000,24.000000,22.000000,13.000000,7.000000,0.000000
10.000000,2.216420,0.72699,24.000000,22.000000,19.000000,18.000000,11.000000,0.000000,0.000000
10.000000,2.216420,0.438,19.000000,17.000000,14.000000,13.000000,7.000000,0.000000,0.000000
10.000000,2.216420,0.25429,13.000000,11.000000,9.000000,9.000000,0.000000,0.000000,0.000000
123.000000,362255890.127280,579.88608,211.000000,189.000000,160.000000,129.000000,98.000000,68.000000,37.000000
123.000000,362255890.127280,6.85501,181.000000,160.000000,132.000000,103.000000,75.000000,48.000000,24.000000
123.000000,362255890.127280,3.29142,145.000000,126.000000,99.000000,72.000000,48.000000,26.000000,10.000000
123.000000,362255890.127280,1.50907,118.000000,101.000000,77.000000,54.000000,32.000000,15.000000,0.000000
123.000000,362255890.127280,0.72699,82.000000,67.000000,50.000000,35.000000,21.000000,11.000000,0.000000
123.000000,362255890.127280,0.438,51.000000,40.000000,28.000000,20.000000,9.000000,0.000000,0.000000
123.000000,362255890.127280,0.25429,19.000000,14.000000,10.000000,10.000000,0.000000,0.000000,0.000000
123.000000,17.608080,579.88608,184.000000,171.000000,145.000000,121.000000,92.000000,63.000000,36.000000
123.000000,17.608080,6.85501,160.000000,147.000000,122.000000,99.000000,73.000000,46.000000,24.000000
123.000000,17.608080,3.29142,127.000000,115.000000,91.000000,70.000000,46.000000,24.000000,10.000000
123.000000,17.608080,1.50907,107.000000,95.000000,73.000000,54.000000,32.000000,15.000000,0.000000
123.000000,17.608080,0.72699,76.000000,65.000000,48.000000,35.000000,21.000000,11.000000,0.000000
123.000000,17.608080,0.438,49.000000,40.000000,28.000000,20.000000,9.000000,0.000000,0.000000
123.000000,17.608080,0.25429,19.000000,14.000000,10.000000,10.000000,0.000000,0.000000,0.000000
123.000000,8.779660,579.88608,150.000000,140.000000,119.000000,100.000000,76.000000,52.000000,29.000000
123.000000,8.779660,6.85501,133.000000,123.000000,103.000000,85.000000,64.000000,41.000000,21.000000
123.000000,8.779660,3.29142,109.000000,100.000000,80.000000,62.000000,41.000000,22.000000,10.000000
123.000000,8.779660,1.50907,92.000000,83.000000,64.000000,48.000000,29.000000,14.000000,0.000000
123.000000,8.779660,0.72699,68.000000,59.000000,43.000000,33.000000,21.000000,11.000000,0.000000
123.000000,8.779660,0.438,43.000000,35.000000,24.000000,18.000000,9.000000,0.000000,0.000000
123.000000,8.779660,0.25429,19.000000,14.000000,10.000000,10.000000,0.000000,0.000000,0.000000
123.000000,5.527430,579.88608,121.000000,113.000000,96.000000,82.000000,62.000000,42.000000,24.000000
123.000000,5.527430,6.85501,105.000000,97.000000,81.000000,68.000000,51.000000,32.000000,16.000000
123.000000,5.527430,3.29142,89.000000,82.000000,66.000000,53.000000,36.000000,20.000000,10.000000
123.000000,5.527430,1.50907,73.000000,66.000000,51.000000,40.000000,25.000000,13.000000,0.000000
123.000000,5.527430,0.72699,56.000000,49.000000,36.000000,29.000000,18.000000,10.000000,0.000000
123.000000,5.527430,0.438,39.000000,33.000000,23.000000,17.000000,9.000000,0.000000,0.000000
123.000000,5.527430,0.25429,16.000000,12.000000,9.000000,9.000000,0.000000,0.000000,0.000000
123.000000,4.548500,579.88608,90.000000,86.000000,75.000000,65.000000,49.000000,33.000000,18.000000
123.000000,4.548500,6.85501,77.000000,73.000000,63.000000,54.000000,41.000000,26.000000,12.000000
123.000000,4.548500,3.29142,67.000000,63.000000,53.000000,44.000000,31.000000,18.000000,8.000000
123.000000,4.548500,1.50907,56.000000,52.000000,42.000000,34.000000,22.000000,12.000000,0.000000
123.000000,4.548500,0.72699,42.000000,38.000000,29.000000,23.000000,15.000000,9.000000,0.000000
123.000000,4.548500,0.438,31.000000,28.000000,20.000000,14.000000,9.000000,0.000000,0.000000
123.000000,4.548500,0.25429,11.000000,10.000000,7.000000,7.000000,0.000000,0.000000,0.000000
123.000000,3.431270,579.88608,60.000000,58.000000,50.000000,44.000000,31.000000,19.000000,9.000000
123.000000,3.431270,6.85501,51.000000,49.000000,42.000000,37.000000,27.000000,15.000000,0.000000
123.000000,3.431270,3.29142,47.000000,45.000000,38.000000,33.000000,23.000000,12.000000,0.000000
123.000000,3.431270,1.50907,40.000000,38.000000,31.000000,26.000000,17.000000,8.000000,0.000000
123.000000,3.431270,0.72699,29.000000,27.000000,20.000000,17.000000,12.000000,0.000000,0.000000
123.000000,3.431270,0.438,23.000000,21.000000,15.000000,12.000000,8.000000,0.000000,0.000000
123.000000,3.431270,0.25429,9.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123.000000,2.216420,579.88608,25.000000,24.000000,21.000000,19.000000,11.000000,0.000000,0.000000
123.000000,2.216420,6.85501,22.000000,21.000000,19.000000,17.000000,11.000000,0.000000,0.000000
123.000000,2.216420,3.29142,22.000000,21.000000,19.000000,17.000000,11.000000,0.000000,0.000000
123.000000,2.216420,1.50907,19.000000,18.000000,16.000000,14.000000,9.000000,0.000000,0.000000
123.000000,2.216420,0.72699,14.000000,13.000000,11.000000,10.000000,7.000000,0.000000,0.000000
123.000000,2.216420,0.438,13.000000,12.000000,10.000000,9.000000,0.000000,0.000000,0.000000
123.000000,2.216420,0.25429,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
370.000000,362255890.127280,579.88608,139.000000,126.000000,109.000000,88.000000,70.000000,52.000000,29.000000
370.000000,362255890.127280,6.85501,113.000000,101.000000,85.000000,66.000000,51.000000,35.000000,19.000000
370.000000,362255890.127280,3.29142,82.000000,72.000000,57.000000,40.000000,29.000000,17.000000,7.000000
370.000000,362255890.127280,1.50907,63.000000,55.000000,43.000000,28.000000,19.000000,9.000000,0.000000
370.000000,362255890.127280,0.72699,42.000000,35.000000,26.000000,17.000000,12.000000,0.000000,0.000000
370.000000,362255890.127280,0.438,22.000000,16.000000,11.000000,7.000000,0.000000,0.000000,0.000000
370.000000,362255890.127280,0.25429,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
370.000000,17.608080,579.88608,120.000000,113.000000,98.000000,82.000000,66.000000,48.000000,28.000000
370.000000,17.608080,6.85501,99.000000,92.000000,78.000000,63.000000,50.000000,34.000000,19.000000
370.000000,17.608080,3.29142,71.000000,65.000000,52.000000,39.000000,28.000000,16.000000,7.000000
370.000000,17.608080,1.50907,57.000000,51.000000,40.000000,28.000000,19.000000,9.000000,0.000000
370.000000,17.608080,0.72699,39.000000,34.000000,25.000000,17.000000,12.000000,0.000000,0.000000
370.000000,17.608080,0.438,21.000000,16.000000,11.000000,7.000000,0.000000,0.000000,0.000000
370.000000,17.608080,0.25429,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
370.000000,8.779660,579.88608,97.000000,92.000000,79.000000,67.000000,54.000000,40.000000,24.000000
370.000000,8.779660,6.85501,81.000000,76.000000,64.000000,53.000000,43.000000,30.000000,17.000000
370.000000,8.779660,3.29142,61.000000,57.000000,45.000000,34.000000,24.000000,14.000000,7.000000
370.000000,8.779660,1.50907,50.000000,46.000000,35.000000,25.000000,17.000000,8.000000,0.000000
370.000000,8.779660,0.72699,35.000000,31.000000,22.000000,16.000000,12.000000,0.000000,0.000000
370.000000,8.779660,0.438,18.000000,14.000000,9.000000,0.000000,0.000000,0.000000,0.000000
370.000000,8.779660,0.25429,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
370.000000,5.527430,579.88608,77.000000,72.000000,62.000000,54.000000,42.000000,32.000000,20.000000
370.000000,5.527430,6.85501,62.000000,57.000000,48.000000,41.000000,32.000000,23.000000,13.000000
370.000000,5.527430,3.29142,48.000000,44.000000,35.000000,28.000000,19.000000,12.000000,7.000000
370.000000,5.527430,1.50907,38.000000,34.000000,26.000000,20.000000,13.000000,7.000000,0.000000
370.000000,5.527430,0.72699,28.000000,24.000000,17.000000,13.000000,9.000000,0.000000,0.000000
370.000000,5.527430,0.438,17.000000,13.000000,9.000000,0.000000,0.000000,0.000000,0.000000
370.000000,5.527430,0.25429,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
370.000000,4.548500,579.88608,55.000000,52.000000,47.000000,41.000000,32.000000,24.000000,15.000000
370.000000,4.548500,6.85501,42.000000,39.000000,35.000000,30.000000,24.000000,17.000000,9.000000
370.000000,4.548500,3.29142,33.000000,30.000000,26.000000,21.000000,15.000000,10.000000,0.000000
370.000000,4.548500,1.50907,26.000000,23.000000,19.000000,15.000000,10.000000,0.000000,0.000000
370.000000,4.548500,0.72699,18.000000,15.000000,11.000000,8.000000,0.000000,0.000000,0.000000
370.000000,4.548500,0.438,13.000000,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000
370.000000,4.548500,0.25429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
370.000000,3.431270,579.88608,37.000000,35.000000,31.000000,28.000000,19.000000,14.000000,7.000000
370.000000,3.431270,6.85501,28.000000,26.000000,23.000000,21.000000,15.000000,10.000000,0.000000
370.000000,3.431270,3.29142,24.000000,22.000000,19.000000,17.000000,11.000000,7.000000,0.000000
370.000000,3.431270,1.50907,20.000000,18.000000,15.000000,13.000000,8.000000,0.000000,0.000000
370.000000,3.431270,0.72699,13.000000,11.000000,8.000000,7.000000,0.000000,0.000000,0.000000
370.000000,3.431270,0.438,9.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000
370.000000,3.431270,0.25429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
370.000000,2.216420,579.88608,13.000000,12.000000,10.000000,9.000000,0.000000,0.000000,0.000000
370.000000,2.216420,6.85501,10.000000,9.000000,8.000000,7.000000,0.000000,0.000000,0.000000
370.000000,2.216420,3.29142,10.000000,9.000000,8.000000,7.000000,0.000000,0.000000,0.000000
370.000000,2.216420,1.50907,9.000000,8.000000,7.000000,0.000000,0.000000,0.000000,0.000000
370.000000,2.216420,0.72699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
370.000000,2.216420,0.438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
370.000000,2.216420,0.25429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1288.000000,362255890.127280,579.88608,70.000000,63.000000,57.000000,47.000000,39.000000,30.000000,19.000000
1288.000000,362255890.127280,6.85501,50.000000,44.000000,39.000000,30.000000,25.000000,17.000000,10.000000
1288.000000,362255890.127280,3.29142,32.000000,28.000000,24.000000,17.000000,13.000000,7.000000,0.000000
1288.000000,362255890.127280,1.50907,23.000000,20.000000,17.000000,11.000000,8.000000,0.000000,0.000000
1288.000000,362255890.127280,0.72699,12.000000,9.000000,7.000000,0.000000,0.000000,0.000000,0.000000
1288.000000,362255890.127280,0.438,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1288.000000,362255890.127280,0.25429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1288.000000,17.608080,579.88608,58.000000,55.000000,50.000000,42.000000,35.000000,26.000000,18.000000
1288.000000,17.608080,6.85501,42.000000,39.000000,35.000000,28.000000,24.000000,16.000000,10.000000
1288.000000,17.608080,3.29142,26.000000,24.000000,21.000000,16.000000,12.000000,0.000000,0.000000
1288.000000,17.608080,1.50907,19.000000,17.000000,15.000000,11.000000,8.000000,0.000000,0.000000
1288.000000,17.608080,0.72699,11.000000,9.000000,7.000000,0.000000,0.000000,0.000000,0.000000
1288.000000,17.608080,0.438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
