ev,pe,evr / pm,0.0253,3.4828,6.4086,11.101,22.798,40.9971,98.0284
6.000000,3820.234096,324.067569,288.000000,247.000000,206.000000,165.000000,124.000000,83.000000,42.000000
6.000000,3820.234096,6.138386,247.000000,207.000000,167.000000,130.000000,92.000000,59.000000,24.000000
6.000000,3820.234096,2.695303,207.000000,170.000000,133.000000,97.000000,62.000000,39.000000,11.000000
6.000000,3820.234096,1.274386,167.000000,133.000000,98.000000,68.000000,37.000000,22.000000,0.000000
6.000000,3820.234096,0.716053,126.000000,95.000000,66.000000,47.000000,28.000000,17.000000,0.000000
6.000000,3820.234096,0.429675,84.000000,57.000000,38.000000,26.000000,11.000000,0.000000,0.000000
6.000000,3820.234096,0.250192,43.000000,27.000000,17.000000,14.000000,7.000000,0.000000,0.000000
6.000000,13.923329,324.067569,247.000000,221.000000,186.000000,153.000000,113.000000,74.000000,37.000000
6.000000,13.923329,6.138386,215.000000,190.000000,156.000000,125.000000,88.000000,55.000000,22.000000
6.000000,13.923329,2.695303,179.000000,156.000000,124.000000,93.000000,59.000000,36.000000,10.000000
6.000000,13.923329,1.274386,147.000000,125.000000,94.000000,67.000000,37.000000,22.000000,0.000000
6.000000,13.923329,0.716053,112.000000,90.000000,64.000000,47.000000,28.000000,17.000000,0.000000
6.000000,13.923329,0.429675,76.000000,56.000000,37.000000,26.000000,11.000000,0.000000,0.000000
6.000000,13.923329,0.250192,40.000000,27.000000,17.000000,14.000000,7.000000,0.000000,0.000000
6.000000,7.690948,324.067569,206.000000,188.000000,160.000000,130.000000,97.000000,64.000000,32.000000
6.000000,7.690948,6.138386,181.000000,164.000000,137.000000,109.000000,79.000000,50.000000,20.000000
6.000000,7.690948,2.695303,153.000000,138.000000,111.000000,83.000000,54.000000,34.000000,10.000000
6.000000,7.690948,1.274386,125.000000,111.000000,85.000000,61.000000,35.000000,21.000000,0.000000
6.000000,7.690948,0.716053,99.000000,85.000000,61.000000,45.000000,28.000000,17.000000,0.000000
6.000000,7.690948,0.429675,65.000000,52.000000,35.000000,24.000000,11.000000,0.000000,0.000000
6.000000,7.690948,0.250192,36.000000,27.000000,17.000000,14.000000,7.000000,0.000000,0.000000
6.000000,5.287500,324.067569,165.000000,153.000000,132.000000,106.000000,77.000000,51.000000,26.000000
6.000000,5.287500,6.138386,146.000000,135.000000,115.000000,91.000000,64.000000,41.000000,17.000000
6.000000,5.287500,2.695303,124.000000,115.000000,95.000000,71.000000,45.000000,29.000000,10.000000
6.000000,5.287500,1.274386,101.000000,93.000000,74.000000,54.000000,31.000000,20.000000,0.000000
6.000000,5.287500,0.716053,81.000000,73.000000,55.000000,41.000000,25.000000,16.000000,0.000000
6.000000,5.287500,0.429675,55.000000,48.000000,33.000000,23.000000,11.000000,0.000000,0.000000
6.000000,5.287500,0.250192,32.000000,26.000000,17.000000,14.000000,7.000000,0.000000,0.000000
6.000000,4.272030,324.067569,124.000000,117.000000,102.000000,83.000000,60.000000,42.000000,19.000000
6.000000,4.272030,6.138386,108.000000,101.000000,87.000000,70.000000,49.000000,33.000000,11.000000
6.000000,4.272030,2.695303,91.000000,85.000000,71.000000,54.000000,34.000000,24.000000,0.000000
6.000000,4.272030,1.274386,80.000000,75.000000,61.000000,45.000000,26.000000,17.000000,0.000000
6.000000,4.272030,0.716053,61.000000,56.000000,43.000000,32.000000,20.000000,13.000000,0.000000
6.000000,4.272030,0.429675,43.000000,39.000000,28.000000,20.000000,11.000000,0.000000,0.000000
6.000000,4.272030,0.250192,23.000000,20.000000,14.000000,13.000000,7.000000,0.000000,0.000000
6.000000,3.158412,324.067569,83.000000,79.000000,71.000000,59.000000,41.000000,26.000000,10.000000
6.000000,3.158412,6.138386,72.000000,68.000000,61.000000,51.000000,35.000000,22.000000,7.000000
6.000000,3.158412,2.695303,64.000000,61.000000,54.000000,44.000000,29.000000,19.000000,0.000000
6.000000,3.158412,1.274386,55.000000,52.000000,45.000000,35.000000,21.000000,12.000000,0.000000
6.000000,3.158412,0.716053,42.000000,39.000000,32.000000,26.000000,17.000000,10.000000,0.000000
6.000000,3.158412,0.429675,31.000000,28.000000,22.000000,18.000000,10.000000,0.000000,0.000000
6.000000,3.158412,0.250192,17.000000,15.000000,12.000000,12.000000,0.000000,0.000000,0.000000
6.000000,2.097522,324.067569,42.000000,39.000000,36.000000,32.000000,21.000000,12.000000,0.000000
6.000000,2.097522,6.138386,34.000000,31.000000,29.000000,27.000000,18.000000,11.000000,0.000000
6.000000,2.097522,2.695303,32.000000,30.000000,28.000000,26.000000,17.000000,10.000000,0.000000
6.000000,2.097522,1.274386,28.000000,26.000000,24.000000,22.000000,14.000000,8.000000,0.000000
6.000000,2.097522,0.716053,23.000000,21.000000,19.000000,18.000000,11.000000,0.000000,0.000000
6.000000,2.097522,0.429675,18.000000,16.000000,14.000000,13.000000,7.000000,0.000000,0.000000
6.000000,2.097522,0.250192,12.000000,10.000000,9.000000,9.000000,0.000000,0.000000,0.000000
122.000000,3820.234096,324.067569,216.000000,193.000000,161.000000,128.000000,101.000000,67.000000,36.000000
122.000000,3820.234096,6.138386,180.000000,158.000000,127.000000,98.000000,73.000000,46.000000,21.000000
122.000000,3820.234096,2.695303,144.000000,124.000000,96.000000,67.000000,45.000000,27.000000,9.000000
122.000000,3820.234096,1.274386,116.000000,99.000000,73.000000,49.000000,29.000000,15.000000,0.000000
122.000000,3820.234096,0.716053,82.000000,67.000000,46.000000,31.000000,21.000000,11.000000,0.000000
122.000000,3820.234096,0.429675,51.000000,38.000000,26.000000,17.000000,8.000000,0.000000,0.000000
122.000000,3820.234096,0.250192,19.000000,13.000000,9.000000,7.000000,0.000000,0.000000,0.000000
122.000000,13.923329,324.067569,186.000000,172.000000,145.000000,119.000000,92.000000,60.000000,33.000000
122.000000,13.923329,6.138386,158.000000,145.000000,119.000000,95.000000,70.000000,43.000000,20.000000
122.000000,13.923329,2.695303,125.000000,113.000000,89.000000,65.000000,43.000000,25.000000,9.000000
122.000000,13.923329,1.274386,104.000000,93.000000,70.000000,49.000000,29.000000,15.000000,0.000000
