Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,effective_ev_to_ebitda_normalized,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,price_to_book_normalized,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,eqg_factor_effective_normalized,rqg_effective,rqg_factor_effective,rqg_factor_effective_normalized,price_to_earnings_to_growth_ratio,effective_peg_ratio,effective_peg_ratio_normalized,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,ev_to_cfo_ratio_effective_normalized,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,debt_to_equity_effective_used_normalized,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,eff_dist_from_low_factor_normalized,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,effective_current_ratio_normalized,annualized_total_assets,quarterized_total_assets,effective_total_assets,calculated_roa,calculated_roa_normalized,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,altman_z_score_factor_normalized,skip_reason
TLV:RADA,RADA ELECTRONIC,Technology,Israel,19465834.153442003,-0.03545171980813955,57953733.33333299,2637666.666667,-75587866.666667,86363000.0,9242000.0,-297034000.0,9242000.0,-297034000.0,86363000.0,57953733.33333299,2637666.666667,86363000.0,9242000.0,9242000.0,86363000.0,6.924011999999999,6.924011999999999,0.021365951617330767,60.162691,60.162691,60.162691,7.070923,0.17361624126786854,20.05423,0.005249476732590264,51.716565,77.57484699999999,0.0007757484699999999,5781250.300195,0.0,4222733.333333001,1900230.0,0.107,0.0,0.0,0.0,0.0,0.071143,0.0007821022878275594,0.53764,0.0,0.207,4176.0,5e-05,4.619316,0.6292308761089793,49035000,9241000,0.18845699999999999,244,597972813,61066610085,37872.95082,21.182,0.587233,0.153257,0.587233,0.153257,0.587233,15.924814000000001,40.155907,0.17309949880173278,0.587233,7.9131100000000005,0.02094318909552187,3.777921,3.777921,3.850415419770278e-05,720133.333333,180033.333333,830.364026,3321.456103,3321.456103,0.00020441987050476773,0.46223000000000003,0.370084,0.370084,0.609345,0.09081167841656873,USD,ILS,1.0,0.30591199999999996,0,0,0,0,4176.0,3450.0,4760.0,4060.5945,-4.787806,21.043478,-12.268908,1.1083969999999999,1.854266,0.026321667405077052,3.3354699999999995,3.8782,1.054438,0.237188,0.23863099999999998,0.280479,3.4584370000000004,4.243901999999999,3.8882,0.24718800000000002,0.290479,4.253902,4.071051000000001,0.006670065457442695,83862800.0,138737133.33333302,138737133.33333302,0.086615,0.125017139970411,45516066.666667,86338333.333333,86338333.333333,26872733.333332997,35401533.333333,35401533.333333,32.147968,0.656554288238321,None
TLV:PLSN,PLASSON INDUSTRIES,Consumer Cyclical,Israel,341.20277799999997,-0.024388340522171342,386497684.365333,29993692.6816,227311806.87946698,408500812.84800005,32133302.391999997,966574544.888,32133302.391999997,966574544.888,408500812.84800005,386497684.365333,29993692.6816,408500812.84800005,32133302.391999997,32133302.391999997,408500812.84800005,0.49618900000000005,0.49618900000000005,0.001531128219744815,4.546965,4.546965,4.546965,0.357625,0.00878096229918237,4.546965,0.0011902320344088148,3.2506209999999998,3.1311720000000003,3.131172e-05,219962251.08225098,236128000.0,203653200.0,236128000.0,0.07866000000000001,0.436233,5.625,0.198171,2.5,0.32713400000000004,0.0035963095431199256,0.20323,0.0,11.0,16780.0,0.000656,0.552932,0.07531891881583554,9547960,105041000,11.001408,2390,662465171,47755660478,43950.209205,0.324,0.027763,0.031875,0.027763,0.031875,0.027763,0.250969,5.259679,0.022672823670948316,0.027763,1.9162279999999998,0.005071574305694433,18.117645,18.117645,0.00018465303980131896,45432683.833067,54427251.216000006,14.581247,12.171571,12.171571,7.491024690683941e-07,1.1774930000000001,1.230753,1.230753,1.110393,0.16548367842849127,ILS,ILS,0.30591199999999996,0.30591199999999996,0,0,0,0,16780.0,12220.0,19350.0,16919.16,-0.822499,37.315876,-13.281654000000001,1.279102,4.379574,0.06216890683641016,1.902739,1.864866,0.10141599999999999,0.085001,0.741056,0.678596,1.816714,1.838024,1.874866,0.095001,0.688596,1.8480240000000001,1.861445,0.0030498168643501187,570972470.731733,599037653.377067,599037653.377067,0.073642,0.10629235376898928,520974600.0,555478866.666667,555478866.666667,300672359.65813303,321572043.162667,321572043.162667,9.714396,0.19839600286541262,None
TLV:KRUR,KERUR HOLDINGS LTD,Consumer Defensive,Israel,1.016122,-0.019769280624037378,281425110.806933,24734229.242133,161306398.287467,280631126.408,26291912.751999997,672431285.44,26291912.751999997,672431285.44,280631126.408,281425110.806933,24734229.242133,280631126.408,26291912.751999997,26291912.751999997,280631126.408,0.367706,0.367706,0.0011346584329146494,4.676215,4.676215,4.676215,0.004067,9.98592762552246e-05,4.676215,0.0012240650395996047,1.724732,1.6905540000000001,1.6905540000000002e-05,203645084.781838,211716000.0,190744000.0,211716000.0,0.09369,0.21985700000000002,2.5,0.214121,2.5,0.210194,0.002310743267610672,0.17902,0.0,6.343,9604.0,0.00066,0.654759,0.0891895205286322,12578000,85946000,6.833042,964,337313000,373078919,89155.60166,0.6559999999999999,-0.020606,-0.013884,-0.020606,-0.013884,-0.020606,0.488529,7.239485,0.03120714531694335,-0.020606,0.247939,0.0006562063918174517,9.572030999999999,9.572030999999999,9.755708433532387e-05,51280925.901866995,55817621.256000005,6.577748,6.043126999999999,6.043126999999999,3.719258061752157e-07,0.552872,0.554031,0.554031,0.745333,0.1110781916800112,ILS,ILS,0.30591199999999996,0.30591199999999996,0,0,0,0,9604.0,8402.0,10760.0,9356.86,2.6412709999999997,14.306118,-10.743494,1.019508,1.1229069999999999,0.01593988380352811,3.8976629999999997,3.597153,0.330376,0.011637,0.0,0.0,3.3476220000000003,3.175806,3.607153,0.021637,0.01,3.185806,3.3964800000000004,0.00556483913488064,345973134.2368,351608135.247467,351608135.247467,0.094776,0.1367964493198138,482577666.666667,466596133.333333,466596133.333333,97873852.3744,99875128.6784,99875128.6784,3.03654,0.06201491050405398,None
TLV:GSFI,GAN SHMUEL FOODS,Consumer Defensive,Israel,173638.159575,-0.019244151170716123,202168000.0,5632666.666666999,81958866.666667,191693000.0,3788000.0,329275000.0,3788000.0,329275000.0,191693000.0,202168000.0,5632666.666666999,191693000.0,3788000.0,3788000.0,191693000.0,0.702986,0.702986,0.0021692574859288063,25.143614000000003,25.143614000000003,25.143614000000003,0.5120319999999999,0.012572201853827182,25.143614000000003,0.006581694568489083,23.104616,19.912703,0.00019912703,8060011.869927,10287000.0,15169600.0,10287000.0,0.01976,0.066597,2.5,0.043019999999999996,2.5,0.063169,0.0006944410471835473,0.20362,0.0,0.26,2098.0,0.000124,0.866217,0.11799376397078956,15014200,3788000,0.252294,389,134769771,9815292458,9737.789203,1.265,-0.064368,-0.214185,-0.064368,-0.214185,-0.064368,0.8952040000000001,9.71152,0.04186331153229845,-0.064368,0.243563,0.0006446246754654734,28.087033,28.087033,0.0002862599428595692,13327466.666667,8506000.0,10.112182,15.844083,15.844083,9.75128165084406e-07,0.583194,0.610627,0.610627,0.7824260000000001,0.11660622192150952,USD,ILS,1.0,0.30591199999999996,170,142,170,170,2098.0,1760.0,3148.0,2067.105,1.494602,19.204545,-33.354510999999995,0.48703199999999996,0.48803199999999997,0.006927709393924369,2.753701,2.6384849999999997,3.9832449999999997,4.301124,4.1736949999999995,2.077053,3.628108,3.4700559999999996,2.648485,4.3111239999999995,2.087053,3.480056,3.0642709999999997,0.005020543380405546,205803733.33333302,211098666.66666698,211098666.66666698,0.037944,0.054767076823151586,92906066.666667,91412733.333333,91412733.333333,75783400.0,80026266.666667,80026266.666667,8.793633,0.17959136500770473,None
TLV:CLBV,CLAL INDUSTRI.&.B,Consumer Defensive,Israel,186627.487215,-0.013783110406265085,8766933.333333,33500600.0,115190800.0,0.0,34480000.0,488529000.0,34480000.0,488529000.0,0.0,8766933.333333,33500600.0,0.0,34480000.0,34480000.0,0.0,3.455276,3.455276,0.01066220853466519,3.56572,3.56572,3.56572,0.112178,0.0027543678120871854,3.56572,0.0009333773560456698,0.0,100000.0,1.0,0.0,0.0,0.0,0.0,0.9689700000000001,0.0,0.0,0.0,0.0,0.563697,0.006196937342275864,0.67373,0.0,3.448,4019.0,0.000858,0.537822,0.07326067501134009,32467500,34480000,1.061985,10000000,122954294,399175043,3.448,0.066,0.0,0.030288,0.0,0.030288,0.0,0.057072000000000005,2.638975,0.011375792105761744,0.0,0.25,0.0006616611261413612,62.477564,62.477564,0.0006367644421767538,13496066.666667,16708000.0,9.110380000000001,7.359007000000001,7.359007000000001,4.52911979364997e-07,0.109124,0.101871,0.101871,0.32017199999999996,0.04771575495325249,USD,ILS,1.0,0.30591199999999996,0,0,0,0,4019.0,3451.0,4480.0,3888.3987,3.358743,16.458997,-10.290179,1.103984,1.810413,0.0256991655198487,922.342423,1032.6629560000001,0.0,0.0,0.0,0.0,42.259446999999994,25.793642000000002,1032.672956,0.01,0.01,25.803642,529.238299,0.867111243979903,260325600.0,264871666.66666698,264871666.66666698,0.150176,0.2167589218056508,9873857.142857,7098666.666666999,7098666.666666999,24951142.857143,23293800.0,23293800.0,3.591134,0.0733413205879275,None
TLV:INRM,INROM CONSTRUCTION,Basic Materials,Israel,10377807.738503,-0.01338149776146269,290985554.207467,33399594.5248,32218753.810666997,297695815.504,32007572.56,173383273.8,32007572.56,173383273.8,297695815.504,290985554.207467,33399594.5248,297695815.504,32007572.56,32007572.56,297695815.504,0.639968,0.639968,0.0019747980397260916,5.164458,5.164458,5.164458,0.636558,0.015629756866110955,5.164458,0.0013518695111923841,2.934002,2.894022,2.8940220000000003e-05,218226752.684809,224174000.0,216066066.66666698,224174000.0,0.10752,0.286871,2.5,0.25598000000000004,2.5,0.262424,0.002884927691844025,0.57938,0.0,0.9590000000000001,1616.0,0.000593,1.314066,0.1789985574585116,125075000,104630000,0.8365379999999999,770,622828491,61946086665,135883.11688299998,0.02,-0.020451,-0.051789999999999996,-0.020451,-0.051789999999999996,-0.020451,0.002053,0.703048,0.0030306190427615205,-0.020451,0.247955,0.0006562487381295249,2516.145086,2516.145086,0.025644273232589068,51366927.962133005,55793760.12,12.125086999999999,11.163049,11.163049,6.870327230750631e-07,1.63636,1.344856,1.344856,1.160679,0.1729778829609902,ILS,ILS,0.30591199999999996,0.30591199999999996,5,6,7,21,1616.0,1129.0,1840.0,1612.8531,-3.4817989999999996,43.135518,-12.173913,1.369902,6.609006,0.09381612875938979,1.7306400000000002,1.89106,0.12349,0.104777,0.26987300000000003,0.237804,1.765812,1.867359,1.9010599999999998,0.114777,0.247804,1.877359,1.8892099999999998,0.0030953074188594812,288780214.205333,303990220.027733,303990220.027733,0.125291,0.18084076065384477,246387133.33333302,271719866.666667,271719866.666667,166579729.7376,161520944.570133,161520944.570133,15.340463,0.31329652829725657,None
TLV:TSEM,TOWER SEMICONDUCTO,Technology,Israel,331788.242494,-0.013066616667288367,1270457466.666667,105851800.0,-530745933.333333,1312727000.0,93604000.0,-976786000.0,93604000.0,-976786000.0,1312727000.0,1270457466.666667,105851800.0,1312727000.0,93604000.0,93604000.0,1312727000.0,2.150255,2.150255,0.006635205758586723,31.622763,15.997398,29.669591999999998,2.236571,0.05491575150071894,9.889864,0.002588810986833305,7.998987,7.998983,7.998983e-05,352862631.09989303,352863000.0,334946200.0,352863000.0,0.0713,0.20580700000000002,2.5,0.488146,6.25,0.357928,0.00393483979699398,0.5917,1.7,0.86,9088.0,9.499999999999999e-05,1.986093,0.27054027878238057,107959000,93604000,0.8670329999999999,10000000,2822540639,293600730007,9.3604,0.664,-0.009249,-0.22296999999999997,-0.009249,-0.22296999999999997,-0.009249,0.442258,6.900244,0.02974478394946138,-0.009249,0.249075,0.0006592129799746382,67.086688,67.086688,0.0006837401256842523,290613133.333333,295638000.0,9.712363999999999,9.547286,9.547286,5.875901734872279e-07,0.45009,0.41643900000000006,0.41643900000000006,0.64632,0.09632212292575915,USD,ILS,1.0,0.30591199999999996,0,0,0,0,9088.0,5977.0,11250.0,9371.686,-3.027054,52.049523,-19.217778,1.179973,2.69919,0.03831552832393515,3.230825,3.4027849999999997,0.135019,0.5400739999999999,0.942736,1.043416,4.1417589999999995,3.9996970000000003,3.412785,0.550074,1.053416,4.009697,3.7112410000000002,0.006080547848293987,1982541133.3333328,2064868933.3333328,2064868933.3333328,0.065332,0.09429798289611374,808144466.666667,820235200.0,820235200.0,613992866.666667,607329066.666667,607329066.666667,17.060824,0.34843126502052213,None
TLV:YAAC,YAACOBI BROTHERS,Real Estate,Israel,143149.76531199997,-0.008804776350762239,459257000.0,18048466.666667003,42740333.333333,418011000.0,74838000.0,255331000.0,74838000.0,255331000.0,418011000.0,459257000.0,18048466.666667003,418011000.0,74838000.0,74838000.0,418011000.0,0.183853,0.183853,0.0005673292164573247,0.577248,0.577248,0.577248,0.10970999999999999,0.0026937696577233067,0.577248,0.00015110278205317603,-22.439869,17.58887,0.0001758887,1333510.0335360002,6091000.0,4683000.0,6091000.0,0.17903,0.0,0.0,0.0,0.0,0.112303,0.0012345899558621144,0.07931,0.0,0.522,102.0,0.005118,0.233947,0.03186763489942394,152195008,-17307000,-0.11371600000000001,614,76833660,4585990558,-28187.296417,0.16183599999999998,-0.11336500000000001,0.16183599999999998,-0.11336500000000001,0.16183599999999998,-0.11336500000000001,0.16183599999999998,4.272880000000001,0.01841904321672894,-0.11336500000000001,0.238664,0.0006316587640376073,3.566876,3.566876,3.6353206832034155e-05,-45057866.666667,-92584000.0,5864.339444,8298.805478,8298.805478,0.0005107521185135521,2.324281,1.59455,1.59455,1.263755,0.18833946722682687,USD,ILS,1.0,0.30591199999999996,0,0,0,0,102.0,34.0,132.7,70.90349599999999,43.857504999999996,200.0,-23.134891,1.377913,6.844324,0.09715651365046148,1.479158,1.617348,0.999444,0.485969,5.9149080000000005,7.6927710000000005,1.1149870000000002,1.132387,1.627348,0.49596899999999994,7.702771,1.142387,1.384868,0.0022689866105626653,560054000.0,507021733.333333,507021733.333333,0.167603,0.2419124598563851,35442600.0,32991133.333333,32991133.333333,386784733.333333,313540600.0,313540600.0,3.22368,0.06583684940547753,None
TLV:SPGE,SUPERGAS ENERGY LT,Utilities,Israel,46692.743688,-0.008210628260259228,579001266.666667,59931200.0,48810285.714286,536766000.0,64203000.0,194374000.0,64203000.0,194374000.0,536766000.0,579001266.666667,59931200.0,536766000.0,64203000.0,64203000.0,536766000.0,0.7889470000000001,0.7889470000000001,0.0024345138960819622,4.934608,4.934608,4.934608,0.6139600000000001,0.015074895807636513,4.934608,0.0012917030412264033,2.916871,2.89066,2.89066e-05,147832125.380178,150489000.0,148049800.0,150489000.0,0.11961,0.0,0.0,0.0,0.0,0.078349,0.000861320609884338,0.214,0.0,4.1739999999999995,6620.0,0.0006309999999999999,0.43373199999999995,0.0590818134885121,16000000,64203000,4.012688,369,423457467,32955288875,173991.86991900002,-0.13,-0.029383999999999997,0.260308,-0.029383999999999997,0.260308,-0.029383999999999997,-0.032423,0.246758,0.0010636962110037256,-0.029383999999999997,0.24706199999999998,0.0006538852845869479,-152.19501699999998,657.051736,0.006696598832747508,108684200.0,162488000.0,3.8962190000000003,2.6060849999999998,2.6060849999999998,1.6039217189811452e-07,1.618591,0.781832,0.781832,0.8852129999999999,0.13192473604635477,USD,ILS,1.0,0.30591199999999996,0,0,0,0,6620.0,6572.0,9599.0,7501.3774,-11.749541,0.730371,-31.034483,0.031715,0.032715,0.0004643958035994274,1.943629,2.3172,0.196225,0.049056,0.54727,0.193841,0.944469,0.9446479999999999,2.3272,0.059056,0.203841,0.9546479999999999,1.640924,0.0026885122516737557,1311596285.7142859,1324307333.333333,1324307333.333333,0.06848,0.09884169884169884,-14140142.857143,-11756733.333333,-11756733.333333,731923285.7142861,578307600.0,578307600.0,5.929584999999999,0.12109923896974216,None
TLV:GILT,GILAT SATELLITE NE,Technology,Israel,45922.709794,-0.0012066552400306074,213105733.33333302,31270600.0,-685733666.666667,162925000.0,41570000.0,-2774209000.0,41570000.0,-2774209000.0,162925000.0,213105733.33333302,31270600.0,162925000.0,41570000.0,41570000.0,162925000.0,3.4148959999999997,3.4148959999999997,0.01053760489066402,12.932665,12.932665,12.932665,3.3505809999999996,0.08226864856024259,4.310887999999999,0.0011284355596202183,-427.304612,13.383463,0.00013383463,-1438499.964204,-1575000.0,12912733.333333,-1575000.0,0.25515,0.9002100000000001,5.625,0.28116599999999997,1.0,0.641189,0.007048836622434604,0.51281,0.0,0.747,3315.0,0.000225,2.373054,0.3232510716898168,56506600,41570000,0.7356659999999999,779,556350573,54589336648,53363.286264,0.49975299999999995,-0.22305500000000003,0.49975299999999995,-0.22305500000000003,0.49975299999999995,-0.22305500000000003,0.49975299999999995,7.3193220000000005,0.03155129754057097,-0.22305500000000003,0.227694,0.0006026250738225245,25.878107,25.878107,0.00026374681267095097,35414600.0,47084000.0,15.709639000000001,11.816127999999999,11.816127999999999,7.27226638174167e-07,0.650058,0.600524,0.600524,0.775935,0.11563885761294548,USD,ILS,1.0,0.30591199999999996,0,0,0,0,3315.0,1693.0,7347.0,3572.986,-7.220459,95.80626099999999,-54.879543000000005,0.573753,0.574753,0.008158730897330938,2.557312,2.677965,1.097583,0.865389,3.271601,4.1187510000000005,1.6784400000000002,1.645029,2.687965,0.875389,4.128751,1.655029,2.171497,0.003557810287967514,393256133.333333,367954266.666667,367954266.666667,0.132976,0.1919330278208783,93473133.333333,81208133.333333,81208133.333333,154502933.33333302,138116133.33333302,138116133.33333302,15.075965,0.3078947157742859,None
TLV:RLCO,RALCO AGENCIES,Consumer Cyclical,Israel,0.055272,0.004294010434874096,68952789.13546701,6242460.6661330005,14795413.485867001,73835226.232,7866221.168,59115658.528000005,7866221.168,59115658.528000005,73835226.232,68952789.13546701,6242460.6661330005,73835226.232,7866221.168,7866221.168,73835226.232,0.186606,0.186606,0.0005758243584071814,2.067829,2.067829,2.067829,0.219656,0.005393333952573792,2.067829,0.0005412833213977995,1.048055,1.039879,1.039879e-05,43648065.674256,44329000.0,36654266.666667,44329000.0,0.10654000000000001,1.380647,15.46875,0.303965,2.5,0.901008,0.009905126550060213,0.12477,0.0,6.28,4288.0,0.001465,0.641567,0.0873925415565009,4082590,25714000,6.298453,47,45031895,5301636608,547106.382979,0.912,0.091406,0.439933,0.091406,0.439933,0.091406,0.793983,9.160574,0.039488356423780555,0.091406,3.273345,0.008663380555796775,2.604373,2.604373,2.6543482402181985e-05,12602921.787733,17106904.952,3.5731309999999996,2.632381,2.632381,1.6201056598435225e-07,0.824124,0.73795,0.73795,0.8600399999999999,0.12817316283121347,ILS,ILS,0.30591199999999996,0.30591199999999996,0,0,0,0,4288.0,1843.0,4614.0,3629.923,18.129228,132.66413500000002,-7.065453,1.764706,30.201882,0.42872160359483663,2.3001259999999997,2.3973009999999997,32.039,0.047191000000000004,12.083124,8.68366,2.166398,2.2397669999999996,2.407301,0.057191,8.693660000000001,2.249767,2.328534,0.003815101849591387,40161432.584533,41560041.8544,41560041.8544,0.209274,0.3020589614982138,62437400.0,68042400.0,68042400.0,17732352.233067002,17450199.3984,17450199.3984,13.837903,0.282609916585581,None
TLV:KRDI,KARDAN ISRAEL LTD,Real Estate,Israel,449068.51158100006,0.007662701495550844,135677131.71573302,6070456.5456,96839482.325867,145033796.936,5596048.216,289696828.528,5596048.216,289696828.528,145033796.936,135677131.71573302,6070456.5456,145033796.936,5596048.216,5596048.216,145033796.936,0.5518649999999999,0.5518649999999999,0.0017029318968970941,8.141772999999999,8.141772999999999,8.141772999999999,0.308653,0.007578525988198632,8.141772999999999,0.00213122358352984,3.945653,3.9028389999999997,3.902839e-05,67763410.29617,69234000.0,55965800.0,69234000.0,0.03858,0.111752,2.5,0.07568,2.5,0.100992,0.0011102437942212288,0.01,0.0,0.122,311.5,0.000392,0.426307,0.05807039983871868,147320992,18293000,0.124171,90,261568464,14633339618,203255.555556,5.666,0.1026,-0.053145000000000005,0.1026,-0.053145000000000005,0.1026,4.236214,20.832064000000003,0.08980048283819417,0.1026,3.453121,0.009139183718249533,1.921946,1.921946,1.9588261677165315e-05,-12487123.898667,-20496715.824,477.39408899999995,127614.81746800001,127614.81746800001,0.007854086777704475,1.6463259999999997,1.776101,1.776101,1.333704,0.19876408069466622,ILS,ILS,0.30591199999999996,0.30591199999999996,3,5,52,0,311.5,140.1,443.8,271.12237999999996,14.892764999999999,122.34118500000001,-29.810726000000003,1.128745,2.0681220000000002,0.029357395021600338,2.005109,1.8987759999999998,0.692601,0.43343999999999994,71.011189,90.489449,1.898923,1.9218520000000001,1.9087759999999998,0.44343999999999995,90.499449,1.9318520000000001,1.9203139999999999,0.0031462686364881224,346796975.646933,361717282.805333,361717282.805333,0.035470999999999996,0.05119763287987586,325328800.0,350644866.666667,350644866.666667,174040230.017067,190703664.53973302,190703664.53973302,7.024508999999999,0.14346074709041265,None
TLV:ASHO,ASHOT ASHKELON,Industrials,Israel,115866255.339651,0.014165728414360201,95748844.86346701,1148352.859733,-81266195.8064,92621893.97600001,1450328.792,-323192662.968,1450328.792,-323192662.968,92621893.97600001,95748844.86346701,1148352.859733,92621893.97600001,1450328.792,1450328.792,92621893.97600001,0.347516,0.347516,0.0010723566109140652,40.364495,40.364495,40.364495,0.241979,0.005941442785582245,40.364495,0.010565974227145895,3.916285,3.8628449999999996,3.8628449999999994e-05,27630918.997032,28385000.0,23165666.666667003,28385000.0,0.01566,0.013073,1.0,0.02084,1.0,0.02825,0.00031056308605384306,0.01,0.0,0.077,1017.0,7.6e-05,0.306395,0.041736307774876344,23572400,1957000,0.083021,462,105257368,7326457113,4235.930736,1.337,-0.024734,-0.32146199999999997,-0.024734,-0.32146199999999997,-0.024734,0.922385,9.854085000000001,0.04247786445589869,-0.024734,0.247527,0.0006551159742815708,43.761028,43.761028,0.00044600757134995384,-3919609.667733,-12292461.896,372.383398,85627.57385,85627.57385,0.005269971065474724,1.301663,1.276658,1.276658,1.130893,0.1685388268379139,ILS,ILS,0.30591199999999996,0.30591199999999996,11,23,42,0,-0.121762,1005.0,1190.0,1108.8531,-8.283613,1.19403,-14.537815,0.12972999999999998,0.13072999999999999,0.0018557378390509898,1.785295,1.809794,0.444325,0.253127,1.472538,1.613697,1.222141,1.164463,1.819794,0.263127,1.623697,1.1744629999999998,1.4971290000000002,0.0024529165633728795,178491596.317333,175951364.251733,175951364.251733,0.028243,0.04076498394255403,47389866.666667,37329466.666667,37329466.666667,100587352.9968,98267989.3952,98267989.3952,6.592510000000001,0.1346380807257869,None
TLV:IBI,IBI INV HOUSE,Financial Services,Israel,0.409156,0.01643473078325014,414378066.666667,71005866.666667,429689333.333333,512627000.0,164507000.0,1850737000.0,164507000.0,1850737000.0,512627000.0,414378066.666667,71005866.666667,512627000.0,164507000.0,164507000.0,512627000.0,0.142861,0.142861,0.0004408370774059159,1.818943,1.818943,1.818943,0.58363,0.014330186722605538,1.818943,0.0004761339107214753,0.35547,0.352385,3.52385e-06,209625191.049914,213264000.0,133382600.0,213264000.0,0.32091,0.0,0.0,0.0,0.0,0.193377,0.002125867535994124,0.01,0.0,12.992,7599.0,0.0017100000000000001,0.5186029999999999,0.07064271421196232,12660300,164507008,12.993927000000001,426,73221926,29918442793,386166.685446,0.23937199999999997,0.14516600000000002,0.23937199999999997,0.14516600000000002,0.23937199999999997,0.14516600000000002,0.23937199999999997,5.14257,0.022168003565523425,0.14516600000000002,4.060066,0.010745551367073006,7.5987990000000005,7.5987990000000005,7.744612140204883e-05,61830933.33333299,61512000.0,1.184228,1.190368,1.190368,7.326150485422187e-08,0.764591,1.096986,1.096986,1.048371,0.15624043868950524,USD,ILS,1.0,0.30591199999999996,256,118,114,92,7599.0,2781.0,9215.0,6764.133000000001,12.342557000000001,173.24703300000002,-17.536625,1.4976690000000001,11.284814,0.1601901349839544,2.425754,2.001016,0.021879,0.00648,0.9234610000000001,1.1309040000000001,2.386879,1.889038,2.011016,0.01648,1.1409040000000001,1.899038,1.955027,0.0032031428889168468,892455866.666667,1180201733.333333,1180201733.333333,0.159389,0.23005665211272688,320590266.666667,385911066.666667,385911066.666667,380166866.666667,606717333.333333,606717333.333333,5.761553,0.11766754057557738,None
TLV:ENDY,ENDYMED LTD,Healthcare,United States,385788607.619155,0.037157478784939274,15666066.666667001,719266.666667,-12524666.666667,14345000.0,308000.0,-47270000.0,308000.0,-47270000.0,14345000.0,15666066.666667001,719266.666667,14345000.0,308000.0,308000.0,14345000.0,0.6999270000000001,0.6999270000000001,0.0021598180964538297,36.987542,36.987542,36.987542,0.779191,0.019131902956622746,36.987542,0.009682009288050707,17.925525,16.174181,0.00016174181,695999.982934,832000.0,1216600.0,832000.0,0.02147,0.044099,1.0,0.0002,1.0,0.041363,0.0004547193249007118,0.01,0.0,0.022000000000000002,272.2,8.1e-05,1.318843,0.17964926762754369,13736200,308000,0.022423,32,10038293,1117750173,9625.0,-0.366647,-0.096648,-0.366647,-0.096648,-0.366647,-0.096648,-0.366647,0.213335,0.0009196201589187779,-0.096648,0.240335,0.0006360813070047361,-100.880498,991.271874,0.010102933620989376,1283200.0,1319000.0,7.82286,7.610533,7.610533,4.683922117552855e-07,1.019633,0.579905,0.579905,0.7625149999999999,0.11363885314199658,USD,ILS,1.0,0.30591199999999996,0,0,0,0,272.2,190.0,502.6,279.13007000000005,-2.482739,43.263158000000004,-45.841623999999996,0.5259119999999999,0.5269119999999999,0.00747961857454322,2.42745,2.733414,0.113548,0.128879,0.918723,1.100438,3.093955,3.68428,2.743414,0.138879,1.1104379999999998,3.6942800000000005,3.2188470000000002,0.005273802806079571,13138933.333333,13432000.0,13432000.0,0.04293,0.06196369934687692,7130866.666666999,7804400.0,7804400.0,5505466.666666999,4928600.0,4928600.0,11.536137,0.23560121177969193,None
