Symbol,Name
TLV:ALGS,ALON GAS
TLV:AMAN,AMANET
TLV:APLP,APOLLO POWER
TLV:ARIN,ARI RAEL ESTATE
TLV:ASHO,ASHOT
TLV:AVER,AVERBUCH
TLV:AVGD,AVGAD
TLV:AVLN,AVIV ARLON
TLV:BCOM,B COMMUNICATION
TLV:BIOV,BIO VIEW
TLV:CEL,CELLCOM
TLV:CISY,C I SYSTEMS
TLV:CTPL5,CITRUS PLANT 5
TLV:DELT,DELTA
TLV:DLEKG,DELEK GROUP
TLV:ELDAV,ELDAV
TLV:EMDV,EMILIA DEVEL
TLV:ENLT,ENLIGHT ENERGY
TLV:ENRG,ENERGIX
TLV:FBRT,FMS
TLV:FIBI,FIBI BANK
TLV:FIBIH,FIBI HOLDINGS
TLV:GNRS,GENERATION CAP
TLV:HAMAT,HAMAT
TLV:HLMS,HOLMES PLACE
TLV:HRON,HIRON
TLV:HUB,HUB
TLV:INTR,INTERGAMA
TLV:LAPD,LAPIDOTH   CAP.
TLV:LBTL,LIBENTAL
TLV:LHIS,LACHISH
TLV:MNIN,MENDELSON    IF
TLV:NWMD,NEWMED ENERG PU
TLV:OPCE,OPC ENERGY
TLV:ORA,ORMAT TECHNO
TLV:ORAD,ORAD
TLV:OVRS,OVERSEAS
TLV:PAYT,PAYTON
TLV:PCBT,P.C.B TEC
TLV:PLAZ-L,PLAZA CENTERS-L
TLV:PLX,PROTALIX
TLV:PTNR,PARTNER
TLV:RPAC,RAPAC
TLV:SCOP,SCOPE
TLV:SNCM,SUNY COMMUN
TLV:SNEL,SYNEL
TLV:SPRG,SPRING
TLV:SRFT,SARFATI
TLV:TAYA,TAYA INV
TLV:TDRN,TADIRAN GROUP
TLV:TMRP,TAMAR PET
TLV:TOPS,TOP SYSTEMS
TLV:TREN,TRENDLINE
