Symbol,Name
TLV:ALGS,ALON GAS
TLV:ANLT,ANALYST
TLV:AVIA,AVIATION LINKS
TLV:BCNV,BRACK CAPIT N V
TLV:BIGT,BIG-TECH 50 PU
TLV:BKFR,BAIT BAKFAR
TLV:CAST,CASTRO
TLV:CDEV,COHEN DEV
TLV:CFX,COFIX GROUP
TLV:DLEKG,DELEK GROUP
TLV:DRAL,DOR ALON
TLV:ELCO,ELCO
TLV:ELDAV,ELDAV
TLV:ENOG,ENERGEAN
TLV:ESLT,ELBIT SYSTEMS
TLV:ETGA,ETGA GROUP
TLV:FGAS,FIRE AND GAS
TLV:FIBI,FIBI BANK
TLV:FIBIH,FIBI HOLDINGS
TLV:FTAL,FATTAL HOLD
TLV:GLEX,GLOB EXPLOR PU
TLV:GLTC,GLILEO TECH
TLV:GRAC,GRACE BREEDING
TLV:HAMAT,HAMAT
TLV:HARL,HAREL
TLV:HOD,HOD
TLV:HUB,HUB
TLV:ICL,ICL
TLV:ILCO,ISRAEL CORP
TLV:ISPC,ISPAC 1
TLV:ISTA,ISSTA
TLV:MCMN,MICHMAN
TLV:MNRA,MENARA PU
TLV:NFTA,NAPHTHA
TLV:NTML,NETO MALINDA
TLV:NTO,NETO
TLV:NWMD,NEWMED ENERG PU
TLV:ORL,BAZAN
TLV:PZOL,PAZ OIL
TLV:RMN,RAM ON
TLV:SAE,SHUFERSAL
TLV:SALG,SHALAG
TLV:SCOP,SCOPE
TLV:SMNIN,SHEMEN INDUSTRY
TLV:STEC,SURE TECH PU
TLV:TMRP,TAMAR PET
TLV:TOEN,TOMER ENERGY
TLV:TSEM,TOWER
TLV:UNTC,UNIC-TECH PU
TLV:UTRN,UTRON
TLV:YBOX,YBOX
