Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,effective_ev_to_ebitda_normalized,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,held_percent_insiders_normalized,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,price_to_book_normalized,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,eqg_factor_effective_normalized,rqg_effective,rqg_factor_effective,rqg_factor_effective_normalized,price_to_earnings_to_growth_ratio,effective_peg_ratio,effective_peg_ratio_normalized,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,ev_to_cfo_ratio_effective_normalized,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,debt_to_equity_effective_used_normalized,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,eff_dist_from_low_factor_normalized,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,effective_current_ratio_normalized,annualized_total_assets,quarterized_total_assets,effective_total_assets,annualized_total_stockholder_equity,quarterized_total_stockholder_equity,effective_total_stockholder_equity,calculated_roa,calculated_roa_normalized,calculated_roe,calculated_roe_normalized,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,altman_z_score_factor_normalized,skip_reason
CDK,"CDK Global, Inc.",Technology,United States,150.4759562,-2.168976359735089,1911113333.3333333,214213333.3333333,931273333.3333334,1702700000.0,1030500000.0,5211100000.0,1030500000.0,5211100000.0,1702700000.0,1911113333.3333333,214213333.3333333,1702700000.0,1030500000.0,1030500000.0,1702700000.0,3.645,3.645,0.0007339748817484914,5.4785085,15.328903,6.7098078,2.8800309,0.0011187458263556519,2.2366026,0.0002739556764853882,11.977,12.2627677,0.000122627677,566744722.8855306,539700000.0,649940000.0,539700000.0,0.52822,0.5842896,5.625,13.5914717,12.03125,8.0189551,0.301214894858322,0.90982,0.0044,0.004315968101072125,3.01,8.422,46.46,0.1812742,12.477015,0.012477015,121774000,248000000,2.0365595,9000,7111816192,5618652160,27555.5555556,13.946,0.0376342,0.2332909,0.0376342,0.2332909,0.0376342,10.5178227,32.6811929,0.15059234130155524,0.0376342,2.1899537,0.04192316464698157,2.06,2.06,5.767999999999308e-06,420113333.3333333,338300000.0,16.9283277,21.0222175,21.0222175,5.104248808037587e-06,-8.3126391,0.0928471,0.0928471,0.3057083,3.4692860967990993e-06,USD,USD,1.0,1.0,0.15,0.15,0.15,0.15,46.46,41.21,55.51,51.61259,-9.9832037,12.7396263,-16.3033688,0.7342657,0.7352657,0.011558900181013307,0.843437,1.0219527,0.7263864,1.1182527,1.480186,1.685699,1.4941037,1.402299,1.0319527,1.1282527,1.695699,1.412299,1.2221258,0.008009145502671221,2915246666.6666665,3133433333.333333,3133433333.333333,-566040000.0,12740000.0,12740000.0,0.4288725,0.44395296053523725,80.9869702,1.0,281466666.6666667,381253333.3333333,381253333.3333333,3465580000.0,3105760000.0,3105760000.0,2.1679553,0.2452674455667572,None
EQC,Equity,Real Estate,United States,89694619.2290743,-1.967568875234375,118415933.3333333,410423600.0,-703854133.3333334,62309000.0,16517000.0,-2834854000.0,16517000.0,-2834854000.0,62309000.0,118415933.3333333,410423600.0,62309000.0,16517000.0,16517000.0,62309000.0,7.206,7.206,0.001451035116016359,380.71426,26.2664183,336.4082798,52.146904,0.020256425445771727,336.4082798,0.04120578142397526,-163.266,27.1829858,0.000271829858,-2469499.6202516,-2189000.0,34364133.3333333,-2189000.0,0.26508,33.2911269,5.625,-0.2729133,0.0,19.0702506,0.7163331703155256,0.9691001,0.02315,0.022707877622686296,-0.07,0.07,26.6,0.0026316,1.0460826,0.0010460826,121922000,8529000,0.0699546,28,448981376,3249221376,304607.1428571,1.3535851,-0.4357218,1.3535851,-0.4357218,1.3535851,-0.4357218,1.3535851,11.8843676,0.05476222202930497,-0.4357218,0.2064278,0.003951730416544506,117.83,117.83,0.0003299239999999604,62764800.0,23098000.0,7.1533945,19.4381062,19.4381062,4.7196224852044295e-06,0.0468993,0.0289753,0.0289753,0.1712215,1.9430822435082297e-06,USD,USD,1.0,1.0,3.5,3.5,2.5,0.25,26.6,25.6,31.76,27.768848,-4.2092059,3.90625,-16.2468514,0.3246753,0.3256753,0.005119847538272985,64.3605041,90.4270608,8.8863273,0.7085132,7.9572105,6.3936771,74.9924587,94.6144562,90.4370608,0.7185132,6.4036771,94.6244562,92.5307585,0.606396091383581,3386491000.0,3356453000.0,3356453000.0,3116517000.0,3139920600.0,3139920600.0,0.104921,0.10861034123735523,0.1052603,0.0012997189515801888,2808360733.333333,2994665133.333333,2994665133.333333,146671600.0,90749466.6666667,90749466.6666667,4.6246009,0.5231953119645624,None
SCCO,Southern Copper Corporation,Basic Materials,United States,36078.9360921,-1.6945078584800877,7591300000.0,1488060000.0,6574240000.0,8797700000.0,2119400000.0,27081700000.0,2119400000.0,27081700000.0,8797700000.0,7591300000.0,1488060000.0,8797700000.0,2119400000.0,2119400000.0,8797700000.0,6.206,6.206,0.0012496702650565536,24.520248,19.709677,23.9189266,5.905889,0.002294138118333992,23.9189266,0.0029297675490081907,11.495,11.5064981,0.000115064981,4740483555.284906,4731000000.0,3724120000.0,4731000000.0,0.2409,1.1136916,5.625,8.0961969,30.078125,4.9890101,0.18740149233640258,0.08282,0.89025,0.8732478640862408,3.41,2.741,66.01,0.041524,6.904664,0.0069046640000000005,773073024,2119399936,2.7415262,13777,54600871936,51958239232,153836.0990056,2.556,0.0719461,0.1816665,0.0719461,0.1816665,0.0719461,1.9624166,14.2586282,0.06570262630732737,0.0719461,2.9322771,0.056133760112770256,1.42,1.42,3.975999999999523e-06,2424213333.333333,3091000000.0,22.52313,17.6644684,17.6644684,4.288978637734941e-06,1.3268931,1.3018159,1.3018159,1.1419715,1.2959497167367756e-05,USD,USD,1.0,1.0,0.9,0.7,0.6,0.5,66.01,43.26,83.29,69.60719,-5.1678426,52.5889968,-20.7467883,1.1366475,2.1565267,0.03390213478337155,1.7614028,1.7738673,0.1257778,0.127552,2.2178832,1.9726568,3.1397773,3.6672649,1.7838673,0.137552,1.9826568,3.6772649,2.7305661,0.017894639978602446,16237126666.666666,16922013333.333334,16922013333.333334,6952140000.0,7330660000.0,7330660000.0,0.2252451,0.23316540228402513,0.3891145,0.004804655601253743,2947013333.333333,3488860000.0,3488860000.0,9236073333.333334,9539453333.333334,9539453333.333334,2.6833363,0.3035740819460409,None
AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,United States,155094.4151349,-1.6390544690041833,155266733.3333333,-351438266.6666667,-1587969800.0,78751000.0,1591472000.0,-3613810000.0,1591472000.0,-3613810000.0,78751000.0,155266733.3333333,-351438266.6666667,78751000.0,1591472000.0,1591472000.0,78751000.0,5.019,5.019,0.0010106501869672642,1.8570945,1463.0261115,184.5032216,12.7508335,0.004953051635897667,184.5032216,0.022599323137316166,-3.203,0.6408143,6.408143e-06,-336846949.5785202,-355293000.0,-343152000.0,-355293000.0,7.8321996,-2.1285341,0.0,-2.4287823,0.0,3.5304211,0.13261271664210983,1.18452,0.01224,0.012006238535709729,-6.43,23.666,44.05,0.5372531,1.5292276,0.0015292276,58951500,-335448000,-5.6902369,562,1019838080,2590918400,-596882.5622776,0.0884126,0.6551579,0.0884126,0.6551579,0.0884126,0.6551579,0.0884126,3.2234256,0.014853289156264873,0.6551579,8.3441826,0.1597360441840751,0.05,0.05,1.399999999999832e-07,-313508933.3333333,-355647000.0,3074.1049926,28675.5710016,28675.5710016,0.006962502842752627,0.7850883,0.2803246,0.2803246,0.5304569,6.019812835049458e-06,USD,USD,1.0,1.0,0.0,0.0,0.0,0.0,0.0547156,32.47,62.16,53.172928,-17.1570917,35.6636896,-29.1344916,0.7800606,0.7810606,0.012278828606750405,2.7936567,10.3956703,0.0,0.0,0.0041127,0.0010282,6.541312,23.01839,10.4056703,0.01,0.0110282,23.02839,16.7170301,0.10955429174593519,847859400.0,1837660866.6666667,1837660866.6666667,500579266.6666667,1616033333.3333333,1616033333.3333333,0.9660314,1.0,1.0848015,0.013394765816291766,520294000.0,1590241666.6666667,1590241666.6666667,347280133.3333333,221627533.3333333,221627533.3333333,2.1765808,0.2462432748893157,None
ZM,"Zoom Video Communications, Inc.",Technology,United States,49967431.9976353,-1.6344876190252267,1634272533.3333333,366072933.3333333,353153933.3333333,3279438000.0,872772000.0,2197541000.0,872772000.0,2197541000.0,3279438000.0,1634272533.3333333,366072933.3333333,3279438000.0,872772000.0,872772000.0,3279438000.0,32.066,32.066,0.006456965310877126,122.496544,75.90598,116.6727235,31.917067,0.01239816055298702,38.8909078,0.004763646861306457,108.005,108.2782297,0.001082782297,968757500.7083006,963856000.0,381928200.0,963856000.0,0.26613,2.7754461,13.921875,1.6151213,6.25,2.095451,0.078711134402756,0.54127,0.14306,0.14032781739531322,4.68,2.9,362.86,0.0079921,24.953638,0.024953638,236782000,871873984,3.6821802,5059,105160040448,104670044160,172341.1709824,7.404,2.283187,15.4210395,2.283187,15.4210395,2.283187,9.4082599,30.9228868,0.142490206439648,2.283187,15.3602183,0.29404683797857434,4.39,4.39,1.2291999999998525e-05,833271600.0,1745514000.0,126.2013975,60.2458877,60.2458877,1.462785743140044e-05,-3.4896484,0.5321215,0.5321215,0.7304666,8.289593771435413e-06,USD,USD,1.0,1.0,0.0,0.0,0.0,0.0,362.86,248.51,588.84,353.70203,2.5891765,46.0142449,-38.3771483,0.6719948,0.6729948,0.010579957307325792,3.1284967,3.219934,0.2847471,0.2547484,1.8235666,2.5750686,3.3242714,3.2412269,3.229934,0.2647484,2.5850686,3.2512269,3.2405804,0.021236995354082622,3231164866.6666665,5135094866.666667,5135094866.666667,2278690600.0,3545572000.0,3545572000.0,0.2699622,0.2794548914248543,0.3461583,0.004274246821990632,2111556600.0,3199833866.6666665,3199833866.6666665,920563866.6666666,1589522866.6666667,1589522866.6666667,6.4898427,0.7342158489887067,None
QDEL,Quidel Corporation,Healthcare,United States,3.1476216,-1.5181920312360944,1117014466.6666667,460945400.0,547307333.3333334,1862353000.0,948134000.0,2785440000.0,948134000.0,2785440000.0,1862353000.0,1117014466.6666667,460945400.0,1862353000.0,948134000.0,948134000.0,1862353000.0,2.273,2.273,0.0004577023062316381,6.5605674,10.619669,7.0679551,2.7873728,0.0010827528574423515,7.0679551,0.0008657355673237838,3.293,3.2936041,3.2936041e-05,1284835444.2757363,1284364000.0,660508066.6666666,1284364000.0,0.5091,0.8981108,2.25,1.2384561,2.5,1.0470209,0.03932910040959896,0.86737,0.11936,0.11708044375999292,11.49,18.599,124.73,0.1491141,3.8720527,0.0038720526999999998,42542800,948134016,22.2865918,1370,4232515584,5191072256,692068.6248175,3.426,1.3364244,5.9161949,1.3364244,5.9161949,1.3364244,4.0485487,20.3710058,0.09386797683537315,1.3364244,11.8103825,0.2260909032420776,1.7,1.7,4.759999999999428e-06,391762866.6666667,1154040000.0,10.8037692,3.667564,3.667564,8.904940297283846e-07,0.7098814,0.4274757,0.4274757,0.6548163,7.431087365136727e-06,USD,USD,1.0,1.0,0.0,0.0,0.0,0.0,124.73,103.31,288.7,140.63791,-11.3112531,20.7337141,-56.795982,0.2310804,0.2320804,0.003648469087528006,2.9156685,3.3634146,0.2002082,0.0200125,0.4073371,0.516872,2.6123727,3.2364357,3.3734146,0.0300125,0.526872,3.2464357,3.3099251,0.021691442672140297,1410718200.0,1849017000.0,1849017000.0,931945066.6666666,1303915133.3333333,1303915133.3333333,0.6127773,0.6343244122292505,0.8271439,0.010213296014869316,473271800.0,757869266.6666666,757869266.6666666,478773133.3333333,545101866.6666666,545101866.6666666,3.4080855,0.3855671862137123,None
COLM,Columbia Sportswear Company,Consumer Cyclical,United States,2736263.0537455,-1.4777703319976798,2683540066.6666665,188513000.0,1788732600.0,2558932000.0,163700000.0,7031552000.0,163700000.0,7031552000.0,2558932000.0,2683540066.6666665,188513000.0,2558932000.0,163700000.0,163700000.0,2558932000.0,2.461,2.461,0.0004955588982120815,41.851402,20.251472,39.1514107,2.6770494,0.0010398978160956196,39.1514107,0.004795555188783098,19.89,19.8899375,0.000198899375,316679009.8039216,316681000.0,330800600.0,316681000.0,0.06397,0.1449102,2.5,0.0768001,1.0,0.1238873,0.004653561415224958,0.43775,0.4337,0.42541712850795016,5.09,2.463,103.04,0.0239033,3.6605115,0.0036605115,66457000,163700000,2.4632469,7275,6298705920,6850387456,22501.7182131,261.441,-0.057633,-0.0966967,-0.057633,-0.0966967,-0.057633,196.0565758,140.2702042,0.6463539605166998,-0.057633,0.2442367,0.004675521398893248,0.79,0.79,2.2119999999997346e-06,284712666.6666667,374222000.0,22.1230267,16.8314688,16.8314688,4.086724179308003e-06,0.525219,0.5211058,0.5211058,0.7228766,8.203459762399006e-06,USD,USD,1.0,1.0,0.26,0.26,0.26,0.24,103.04,73.11,114.98,102.88029,-1.6888692,40.9383121,-10.3844147,1.4296632,8.5389114,0.1342377653780349,2.9582099,2.9250682,0.2512449,0.3423999,1.3303181,1.4162505,3.2369386,3.5616652,2.9350682,0.3523999,1.4262505,3.5716652,3.2533667,0.021320789785998558,2757951733.333333,2774970466.6666665,2774970466.6666665,1801974733.3333333,1825335000.0,1825335000.0,0.1589916,0.16458222786547105,0.1896822,0.0023421323150078777,1265601666.6666667,1281159933.3333333,1281159933.3333333,951762333.3333334,949635466.6666666,949635466.6666666,3.1190499,0.3528677005325015,None
ROL,"Rollins, Inc.",Consumer Cyclical,United States,90445084.3265375,-1.3774370359746984,2044583666.6666667,236162000.0,328558333.3333333,2208873000.0,310199000.0,1775583000.0,310199000.0,1775583000.0,2208873000.0,2044583666.6666667,236162000.0,2208873000.0,310199000.0,310199000.0,2208873000.0,7.605,7.605,0.0015313796915493215,58.968258,53.840584,58.3272987,8.276804,0.0032151182581283294,58.3272987,0.007144360188494732,34.327,34.327122,0.00034327122,489331478.7776386,489328000.0,423255266.6666667,489328000.0,0.14043,0.6587046,5.625,0.3766327,2.5,0.5140734,0.0193100676084918,0.41384,0.57361,0.5626551051036321,0.69,0.63,37.19,0.01694,18.482588,0.018482588,492124000,310199008,0.6303269,15616,16797401088,18282407936,19864.1782787,1.141,0.0843334,0.1684959,0.0843334,0.1684959,0.0843334,0.897874,9.7256212,0.044814890068472425,0.0843334,3.1540213,0.060378698535949356,6.19,6.19,1.7331999999997922e-05,373249600.0,463308000.0,45.0031322,36.255366,36.255366,8.802896682543908e-06,0.9263374,0.9351742,0.9351742,0.9680441,1.098570741199502e-05,USD,USD,1.0,1.0,0.08,0.08,0.08,0.086667,37.19,31.44,43.0,35.317123,5.3030282,18.2888041,-13.5116279,0.9948097,0.9958097,0.01565483732150814,2.1524424,2.0729946,0.2070282,0.1776627,0.7049231,0.6582869,0.7437747,0.6734295,2.0829946,0.1876627,0.6682869,0.6834295,1.3832121,0.009064817197996651,1664441000.0,1856476933.3333333,1856476933.3333333,858108000.0,960345466.6666666,960345466.6666666,0.2670901,0.27648179965992825,0.4230077,0.005223157490092153,-114710266.6666667,-160704933.3333333,-160704933.3333333,806333000.0,896131466.6666666,896131466.6666666,3.941528,0.4459171755939107,None
MKTX,"MarketAxess Holdings, Inc.",Financial Services,United States,6702788623.286372,-1.3524703039902142,588197333.3333334,247227800.0,669292200.0,707150000.0,288452000.0,3300304000.0,288452000.0,3300304000.0,707150000.0,588197333.3333334,247227800.0,707150000.0,288452000.0,288452000.0,707150000.0,25.61,25.61,0.005156953833080621,57.9275,51.663322,57.1444778,24.891386,0.009669040078600373,114.2889555,0.013998959009888897,44.088,43.9048881,0.000439048881,414220215.1152241,417661000.0,342253933.3333333,417661000.0,0.40791,14.8139625,34.8046875,0.9939599,2.5,8.8173828,0.3312061234795512,0.94334,0.02757,0.027043463760581476,8.97,8.0,463.31,0.0172671,17.812885,0.017812885,37982700,288452000,7.5942995,637,18110443520,17601943552,452828.8854003,0.0477,0.2636749,0.3403358,0.2636749,0.3403358,0.2636749,0.120859,3.6328627,0.016739942795052917,0.2636749,5.3849289,0.10308586016544066,6.67,6.67,1.867599999999776e-05,327701400.0,252834000.0,55.2650783,71.6297789,71.6297789,1.739189567277196e-05,0.302016,0.4982088,0.4982088,0.7068391,8.021460530525304e-06,USD,USD,1.0,1.0,0.66,0.66,0.66,0.6,463.31,431.19,606.45,493.44653,-6.1073547,7.4491523,-23.6029351,0.3665411,0.3675411,0.005778007715197146,4.9053065,3.0389418,2.0015439,3.4811669,1.0300061,0.0003631,5.4692104,8.1947154,3.0489418,3.4911669,0.0103631,8.2047154,5.6268286,0.03687516373191026,1096230800.0,1493014800.0,1493014800.0,830091733.3333334,995698200.0,995698200.0,0.293201,0.3035108382605369,0.3896982,0.004811862933477168,569537733.3333334,937163400.0,937163400.0,266139066.6666667,497316600.0,497316600.0,5.1452331,0.5820960327376341,None
BF.A,Brown Forman Inc,Consumer Defensive,United States,26935288034.14688,-1.3496790221959347,3402400000.0,861266666.6666666,2865466666.6666665,3461000000.0,903000000.0,12299000000.0,903000000.0,12299000000.0,3461000000.0,3402400000.0,861266666.6666666,3461000000.0,903000000.0,903000000.0,3461000000.0,10.179,10.179,0.002049692817919861,34.840427,34.840427,34.840427,9.441028,0.003667360190998939,34.840427,0.004267513928413025,32.233,32.2329489,0.00032232948899999994,1092996534.1110044,1093000000.0,1130800000.0,1093000000.0,0.26091,0.0,0.0,0.0,0.0,0.1590914,0.005975928126080073,0.13687,0.73173,0.717755304226706,0.0,1.88,64.5,0.0291473,11.806057,0.011806056999999998,169136992,903000000,5.3388676,4700,35230445568,32675395584,192127.6595745,-0.062,0.0233468,0.0732867,0.0233468,0.0732867,0.0233468,-0.0281783,0.2471822,0.001138995946077271,0.0233468,1.7779646,0.034036291571965534,-1236.4260846,80.8782678,0.00022645914983997282,779000000.0,817000000.0,45.225219,43.1217204,43.1217204,1.0470065298878682e-05,1.7562763,1.5557277,1.5557277,1.2482881,1.4166015610730109e-05,USD,USD,1.0,1.0,0.1795,0.1795,0.18,0.1743,64.5,62.06,83.01,69.2377,-6.8426594,3.931679,-22.2985183,0.2329356,0.2339356,0.0036776341520969313,1.592191,1.6464835,3.7736807,2.5999809,0.4215178,0.4680607,3.9882309,3.9959258,1.6564835,2.6099809,0.4780607,4.0059258,2.8312046,0.018554169782875114,6032933333.333333,6469800000.0,6469800000.0,2250533333.333333,2538400000.0,2538400000.0,0.2395715,0.2479955620490183,0.4557359,0.005627274348880384,2619866666.6666665,2907533333.333333,2907533333.333333,3782400000.0,3931400000.0,3931400000.0,3.0462991,0.3446371789535105,None
