pi,ev,pe,evr / pm,0.202,3.10678,5.84257,10.06229,21.7079,40.43192,98.35934
0.000012,2.000000,5.657926,7.964255,161.000000,146.000000,123.000000,103.000000,75.000000,47.000000,22.000000
0.000012,2.000000,5.657926,3.065801,130.000000,119.000000,96.000000,78.000000,50.000000,27.000000,10.000000
0.000012,2.000000,5.657926,1.143331,100.000000,90.000000,68.000000,55.000000,32.000000,19.000000,0.000000
0.000012,2.000000,5.657926,0.556747,75.000000,65.000000,44.000000,35.000000,18.000000,11.000000,0.000000
0.000012,2.000000,5.657926,0.308826,42.000000,33.000000,21.000000,18.000000,8.000000,0.000000,0.000000
0.000012,2.000000,4.373197,3846.345403,137.000000,127.000000,109.000000,88.000000,62.000000,42.000000,20.000000
0.000012,2.000000,4.373197,7.964255,119.000000,113.000000,96.000000,78.000000,55.000000,36.000000,14.000000
0.000012,2.000000,4.373197,3.065801,97.000000,93.000000,76.000000,60.000000,37.000000,21.000000,0.000000
0.000012,2.000000,4.373197,1.143331,77.000000,73.000000,56.000000,44.000000,25.000000,14.000000,0.000000
0.000012,2.000000,4.373197,0.556747,56.000000,52.000000,36.000000,28.000000,15.000000,9.000000,0.000000
0.000012,2.000000,4.373197,0.308826,32.000000,28.000000,18.000000,15.000000,8.000000,0.000000,0.000000
0.000012,2.000000,3.347147,3846.345403,92.000000,86.000000,75.000000,61.000000,42.000000,25.000000,9.000000
0.000012,2.000000,3.347147,7.964255,81.000000,77.000000,67.000000,55.000000,39.000000,23.000000,7.000000
0.000012,2.000000,3.347147,3.065801,69.000000,67.000000,57.000000,46.000000,30.000000,17.000000,0.000000
0.000012,2.000000,3.347147,1.143331,56.000000,54.000000,44.000000,34.000000,21.000000,11.000000,0.000000
0.000012,2.000000,3.347147,0.556747,38.000000,36.000000,26.000000,20.000000,12.000000,0.000000,0.000000
0.000012,2.000000,3.347147,0.308826,22.000000,20.000000,15.000000,12.000000,7.000000,0.000000,0.000000
0.000012,2.000000,2.182540,3846.345403,46.000000,40.000000,37.000000,31.000000,20.000000,11.000000,0.000000
0.000012,2.000000,2.182540,7.964255,37.000000,33.000000,31.000000,27.000000,18.000000,10.000000,0.000000
0.000012,2.000000,2.182540,3.065801,33.000000,31.000000,29.000000,25.000000,16.000000,9.000000,0.000000
0.000012,2.000000,2.182540,1.143331,26.000000,24.000000,22.000000,19.000000,13.000000,7.000000,0.000000
0.000012,2.000000,2.182540,0.556747,20.000000,18.000000,16.000000,14.000000,8.000000,0.000000,0.000000
0.000012,2.000000,2.182540,0.308826,15.000000,13.000000,11.000000,10.000000,7.000000,0.000000,0.000000
0.000012,86.000000,29057.399685,3846.345403,242.000000,212.000000,179.000000,142.000000,111.000000,74.000000,39.000000
0.000012,86.000000,29057.399685,7.964255,209.000000,185.000000,153.000000,119.000000,91.000000,57.000000,27.000000
0.000012,86.000000,29057.399685,3.065801,163.000000,141.000000,110.000000,81.000000,55.000000,30.000000,11.000000
0.000012,86.000000,29057.399685,1.143331,119.000000,101.000000,74.000000,51.000000,30.000000,15.000000,0.000000
0.000012,86.000000,29057.399685,0.556747,76.000000,61.000000,39.000000,28.000000,15.000000,8.000000,0.000000
0.000012,86.000000,29057.399685,0.308826,35.000000,25.000000,16.000000,12.000000,0.000000,0.000000,0.000000
0.000012,86.000000,18.253251,3846.345403,217.000000,200.000000,172.000000,137.000000,107.000000,71.000000,38.000000
0.000012,86.000000,18.253251,7.964255,189.000000,175.000000,148.000000,116.000000,89.000000,55.000000,27.000000
0.000012,86.000000,18.253251,3.065801,145.000000,133.000000,107.000000,79.000000,54.000000,29.000000,11.000000
0.000012,86.000000,18.253251,1.143331,107.000000,97.000000,73.000000,50.000000,30.000000,15.000000,0.000000
0.000012,86.000000,18.253251,0.556747,68.000000,59.000000,39.000000,28.000000,15.000000,8.000000,0.000000
0.000012,86.000000,18.253251,0.308826,32.000000,25.000000,16.000000,12.000000,0.000000,0.000000,0.000000
0.000012,86.000000,8.844922,3846.345403,181.000000,166.000000,143.000000,114.000000,87.000000,58.000000,32.000000
0.000012,86.000000,8.844922,7.964255,161.000000,149.000000,127.000000,101.000000,77.000000,49.000000,25.000000
0.000012,86.000000,8.844922,3.065801,128.000000,118.000000,96.000000,71.000000,47.000000,25.000000,10.000000
0.000012,86.000000,8.844922,1.143331,97.000000,88.000000,67.000000,47.000000,28.000000,14.000000,0.000000
0.000012,86.000000,8.844922,0.556747,63.000000,55.000000,37.000000,27.000000,15.000000,8.000000,0.000000
0.000012,86.000000,8.844922,0.308826,30.000000,24.000000,15.000000,12.000000,0.000000,0.000000,0.000000
0.000012,86.000000,5.657926,3846.345403,147.000000,136.000000,117.000000,96.000000,72.000000,48.000000,28.000000
0.000012,86.000000,5.657926,7.964255,128.000000,120.000000,102.000000,84.000000,63.000000,40.000000,21.000000
0.000012,86.000000,5.657926,3.065801,101.000000,95.000000,77.000000,60.000000,39.000000,21.000000,10.000000
0.000012,86.000000,5.657926,1.143331,75.000000,70.000000,53.000000,41.000000,24.000000,13.000000,0.000000
0.000012,86.000000,5.657926,0.556747,55.000000,50.000000,34.000000,26.000000,14.000000,7.000000,0.000000
0.000012,86.000000,5.657926,0.308826,28.000000,24.000000,15.000000,12.000000,0.000000,0.000000,0.000000
0.000012,86.000000,4.373197,3846.345403,109.000000,104.000000,91.000000,72.000000,53.000000,36.000000,18.000000
0.000012,86.000000,4.373197,7.964255,93.000000,91.000000,79.000000,63.000000,47.000000,31.000000,13.000000
0.000012,86.000000,4.373197,3.065801,75.000000,73.000000,61.000000,46.000000,30.000000,17.000000,0.000000
0.000012,86.000000,4.373197,1.143331,57.000000,55.000000,43.000000,32.000000,19.000000,10.000000,0.000000
0.000012,86.000000,4.373197,0.556747,40.000000,38.000000,27.000000,20.000000,12.000000,0.000000,0.000000
0.000012,86.000000,4.373197,0.308826,21.000000,19.000000,12.000000,9.000000,0.000000,0.000000,0.000000
0.000012,86.000000,3.347147,3846.345403,74.000000,71.000000,63.000000,49.000000,34.000000,19.000000,7.000000
0.000012,86.000000,3.347147,7.964255,64.000000,63.000000,56.000000,44.000000,32.000000,18.000000,0.000000
0.000012,86.000000,3.347147,3.065801,55.000000,54.000000,47.000000,36.000000,24.000000,13.000000,0.000000
0.000012,86.000000,3.347147,1.143331,42.000000,41.000000,34.000000,24.000000,15.000000,7.000000,0.000000
0.000012,86.000000,3.347147,0.556747,27.000000,26.000000,19.000000,13.000000,9.000000,0.000000,0.000000
0.000012,86.000000,3.347147,0.308826,14.000000,13.000000,10.000000,7.000000,0.000000,0.000000,0.000000
0.000012,86.000000,2.182540,3846.345403,32.000000,29.000000,27.000000,21.000000,13.000000,0.000000,0.000000
0.000012,86.000000,2.182540,7.964255,24.000000,23.000000,22.000000,18.000000,12.000000,0.000000,0.000000
0.000012,86.000000,2.182540,3.065801,23.000000,22.000000,21.000000,17.000000,11.000000,0.000000,0.000000
0.000012,86.000000,2.182540,1.143331,16.000000,15.000000,14.000000,11.000000,8.000000,0.000000,0.000000
0.000012,86.000000,2.182540,0.556747,12.000000,11.000000,10.000000,8.000000,0.000000,0.000000,0.000000
0.000012,86.000000,2.182540,0.308826,9.000000,8.000000,7.000000,0.000000,0.000000,0.000000,0.000000
0.000012,303.000000,29057.399685,3846.345403,161.000000,145.000000,126.000000,98.000000,78.000000,58.000000,32.000000
0.000012,303.000000,29057.399685,7.964255,131.000000,120.000000,102.000000,77.000000,60.000000,43.000000,22.000000
0.000012,303.000000,29057.399685,3.065801,94.000000,85.000000,68.000000,47.000000,32.000000,19.000000,8.000000
0.000012,303.000000,29057.399685,1.143331,69.000000,63.000000,49.000000,31.000000,20.000000,10.000000,0.000000
0.000012,303.000000,29057.399685,0.556747,38.000000,34.000000,22.000000,14.000000,7.000000,0.000000,0.000000
0.000012,303.000000,29057.399685,0.308826,16.000000,13.000000,9.000000,0.000000,0.000000,0.000000,0.000000
0.000012,303.000000,18.253251,3846.345403,147.000000,137.000000,121.000000,94.000000,74.000000,55.000000,31.000000
0.000012,303.000000,18.253251,7.964255,121.000000,114.000000,99.000000,75.000000,58.000000,41.000000,22.000000
0.000012,303.000000,18.253251,3.065801,85.000000,80.000000,66.000000,46.000000,31.000000,18.000000,8.000000
0.000012,303.000000,18.253251,1.143331,65.000000,62.000000,49.000000,31.000000,20.000000,10.000000,0.000000
0.000012,303.000000,18.253251,0.556747,35.000000,33.000000,22.000000,14.000000,7.000000,0.000000,0.000000
0.000012,303.000000,18.253251,0.308826,15.000000,13.000000,9.000000,0.000000,0.000000,0.000000,0.000000
0.000012,303.000000,8.844922,3846.345403,122.000000,113.000000,99.000000,77.000000,60.000000,46.000000,28.000000
0.000012,303.000000,8.844922,7.964255,102.000000,96.000000,83.000000,64.000000,50.000000,37.000000,21.000000
0.000012,303.000000,8.844922,3.065801,75.000000,71.000000,58.000000,40.000000,26.000000,15.000000,7.000000
0.000012,303.000000,8.844922,1.143331,59.000000,56.000000,44.000000,28.000000,18.000000,9.000000,0.000000
0.000012,303.000000,8.844922,0.556747,33.000000,31.000000,21.000000,13.000000,7.000000,0.000000,0.000000
0.000012,303.000000,8.844922,0.308826,15.000000,13.000000,9.000000,0.000000,0.000000,0.000000,0.000000
0.000012,303.000000,5.657926,3846.345403,97.000000,89.000000,78.000000,62.000000,47.000000,38.000000,24.000000
0.000012,303.000000,5.657926,7.964255,78.000000,73.000000,63.000000,50.000000,38.000000,30.000000,17.000000
0.000012,303.000000,5.657926,3.065801,57.000000,54.000000,44.000000,32.000000,20.000000,13.000000,7.000000
0.000012,303.000000,5.657926,1.143331,44.000000,42.000000,33.000000,23.000000,14.000000,8.000000,0.000000
0.000012,303.000000,5.657926,0.556747,30.000000,28.000000,19.000000,12.000000,0.000000,0.000000,0.000000
0.000012,303.000000,5.657926,0.308826,15.000000,13.000000,9.000000,0.000000,0.000000,0.000000,0.000000
0.000012,303.000000,4.373197,3846.345403,71.000000,67.000000,61.000000,46.000000,35.000000,28.000000,16.000000
0.000012,303.000000,4.373197,7.964255,55.000000,54.000000,49.000000,37.000000,29.000000,23.000000,11.000000
0.000012,303.000000,4.373197,3.065801,40.000000,39.000000,34.000000,23.000000,15.000000,10.000000,0.000000
0.000012,303.000000,4.373197,1.143331,31.000000,30.000000,25.000000,16.000000,10.000000,0.000000,0.000000
0.000012,303.000000,4.373197,0.556747,19.000000,18.000000,13.000000,7.000000,0.000000,0.000000,0.000000
0.000012,303.000000,4.373197,0.308826,10.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,303.000000,3.347147,3846.345403,48.000000,45.000000,40.000000,29.000000,19.000000,13.000000,0.000000
0.000012,303.000000,3.347147,7.964255,38.000000,37.000000,33.000000,24.000000,17.000000,12.000000,0.000000
0.000012,303.000000,3.347147,3.065801,32.000000,31.000000,27.000000,19.000000,12.000000,8.000000,0.000000
0.000012,303.000000,3.347147,1.143331,26.000000,25.000000,21.000000,13.000000,8.000000,0.000000,0.000000
0.000012,303.000000,3.347147,0.556747,15.000000,14.000000,10.000000,0.000000,0.000000,0.000000,0.000000
0.000012,303.000000,3.347147,0.308826,9.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,303.000000,2.182540,3846.345403,19.000000,16.000000,14.000000,10.000000,0.000000,0.000000,0.000000
0.000012,303.000000,2.182540,7.964255,11.000000,10.000000,9.000000,7.000000,0.000000,0.000000,0.000000
0.000012,303.000000,2.182540,3.065801,11.000000,10.000000,9.000000,7.000000,0.000000,0.000000,0.000000
0.000012,303.000000,2.182540,1.143331,8.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,303.000000,2.182540,0.556747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,303.000000,2.182540,0.308826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,29057.399685,3846.345403,80.000000,73.000000,66.000000,51.000000,42.000000,32.000000,20.000000
0.000012,1115.000000,29057.399685,7.964255,59.000000,54.000000,48.000000,36.000000,30.000000,22.000000,12.000000
0.000012,1115.000000,29057.399685,3.065801,37.000000,34.000000,29.000000,20.000000,14.000000,7.000000,0.000000
0.000012,1115.000000,29057.399685,1.143331,26.000000,24.000000,21.000000,13.000000,9.000000,0.000000,0.000000
0.000012,1115.000000,29057.399685,0.556747,11.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,29057.399685,0.308826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,18.253251,3846.345403,73.000000,68.000000,62.000000,47.000000,38.000000,29.000000,19.000000
0.000012,1115.000000,18.253251,7.964255,54.000000,51.000000,46.000000,34.000000,28.000000,20.000000,12.000000
0.000012,1115.000000,18.253251,3.065801,33.000000,32.000000,28.000000,19.000000,13.000000,0.000000,0.000000
0.000012,1115.000000,18.253251,1.143331,24.000000,24.000000,21.000000,13.000000,9.000000,0.000000,0.000000
0.000012,1115.000000,18.253251,0.556747,9.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,18.253251,0.308826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,8.844922,3846.345403,59.000000,54.000000,50.000000,39.000000,30.000000,24.000000,17.000000
0.000012,1115.000000,8.844922,7.964255,45.000000,42.000000,39.000000,31.000000,25.000000,19.000000,12.000000
0.000012,1115.000000,8.844922,3.065801,28.000000,27.000000,24.000000,17.000000,11.000000,0.000000,0.000000
0.000012,1115.000000,8.844922,1.143331,20.000000,20.000000,18.000000,12.000000,8.000000,0.000000,0.000000
0.000012,1115.000000,8.844922,0.556747,8.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,8.844922,0.308826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,5.657926,3846.345403,48.000000,43.000000,39.000000,30.000000,21.000000,19.000000,15.000000
0.000012,1115.000000,5.657926,7.964255,34.000000,31.000000,28.000000,22.000000,16.000000,14.000000,10.000000
0.000012,1115.000000,5.657926,3.065801,20.000000,19.000000,16.000000,11.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,5.657926,1.143331,14.000000,14.000000,12.000000,8.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,5.657926,0.556747,7.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,5.657926,0.308826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,4.373197,3846.345403,37.000000,35.000000,32.000000,23.000000,17.000000,15.000000,12.000000
0.000012,1115.000000,4.373197,7.964255,23.000000,23.000000,21.000000,15.000000,12.000000,10.000000,7.000000
0.000012,1115.000000,4.373197,3.065801,14.000000,14.000000,12.000000,7.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,4.373197,1.143331,12.000000,12.000000,10.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,4.373197,0.556747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,4.373197,0.308826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,3.347147,3846.345403,22.000000,21.000000,18.000000,12.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,3.347147,7.964255,14.000000,14.000000,12.000000,8.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,3.347147,3.065801,11.000000,11.000000,9.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,3.347147,1.143331,10.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,3.347147,0.556747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,3.347147,0.308826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,2.182540,3846.345403,8.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,2.182540,7.964255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,2.182540,3.065801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,2.182540,1.143331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,2.182540,0.556747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,1115.000000,2.182540,0.308826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.344218,2.000000,29057.399685,3846.345403,248.000000,207.000000,174.000000,137.000000,98.000000,62.000000,33.000000
0.344218,2.000000,29057.399685,7.964255,222.000000,189.000000,156.000000,122.000000,86.000000,52.000000,25.000000
0.344218,2.000000,29057.399685,3.065801,180.000000,152.000000,120.000000,91.000000,57.000000,31.000000,10.000000
0.344218,2.000000,29057.399685,1.143331,140.000000,114.000000,85.000000,60.000000,32.000000,18.000000,0.000000
0.344218,2.000000,29057.399685,0.556747,96.000000,73.000000,50.000000,36.000000,18.000000,11.000000,0.000000
0.344218,2.000000,29057.399685,0.308826,52.000000,34.000000,22.000000,17.000000,8.000000,0.000000,0.000000
0.344218,2.000000,18.253251,3846.345403,221.000000,196.000000,168.000000,132.000000,95.000000,59.000000,32.000000
0.344218,2.000000,18.253251,7.964255,200.000000,178.000000,150.000000,117.000000,83.000000,49.000000,24.000000
0.344218,2.000000,18.253251,3.065801,161.000000,143.000000,116.000000,87.000000,55.000000,29.000000,9.000000
0.344218,2.000000,18.253251,1.143331,126.000000,109.000000,83.000000,58.000000,32.000000,18.000000,0.000000
0.344218,2.000000,18.253251,0.556747,88.000000,72.000000,50.000000,36.000000,18.000000,11.000000,0.000000
0.344218,2.000000,18.253251,0.308826,47.000000,34.000000,22.000000,17.000000,8.000000,0.000000,0.000000
0.344218,2.000000,8.844922,3846.345403,190.000000,169.000000,147.000000,115.000000,80.000000,50.000000,27.000000
0.344218,2.000000,8.844922,7.964255,176.000000,157.000000,135.000000,106.000000,74.000000,45.000000,23.000000
0.344218,2.000000,8.844922,3.065801,144.000000,129.000000,107.000000,81.000000,50.000000,26.000000,9.000000
0.344218,2.000000,8.844922,1.143331,113.000000,99.000000,77.000000,55.000000,30.000000,17.000000,0.000000
0.344218,2.000000,8.844922,0.556747,80.000000,67.000000,48.000000,35.000000,18.000000,11.000000,0.000000
0.344218,2.000000,8.844922,0.308826,43.000000,33.000000,21.000000,17.000000,8.000000,0.000000,0.000000
0.344218,2.000000,5.657926,3846.345403,154.000000,139.000000,121.000000,100.000000,71.000000,45.000000,24.000000
0.344218,2.000000,5.657926,7.964255,140.000000,127.000000,109.000000,91.000000,65.000000,40.000000,20.000000
0.344218,2.000000,5.657926,3.065801,113.000000,104.000000,86.000000,70.000000,44.000000,24.000000,9.000000
0.344218,2.000000,5.657926,1.143331,87.000000,79.000000,61.000000,49.000000,27.000000,17.000000,0.000000
0.344218,2.000000,5.657926,0.556747,68.000000,60.000000,43.000000,34.000000,18.000000,11.000000,0.000000
0.344218,2.000000,5.657926,0.308826,38.000000,31.000000,20.000000,17.000000,8.000000,0.000000,0.000000
0.344218,2.000000,4.373197,3846.345403,113.000000,106.000000,93.000000,74.000000,49.000000,31.000000,14.000000
0.344218,2.000000,4.373197,7.964255,102.000000,97.000000,84.000000,68.000000,46.000000,29.000000,12.000000
0.344218,2.000000,4.373197,3.065801,84.000000,81.000000,68.000000,54.000000,32.000000,18.000000,0.000000
0.344218,2.000000,4.373197,1.143331,67.000000,64.000000,51.000000,40.000000,21.000000,12.000000,0.000000
0.344218,2.000000,4.373197,0.556747,51.000000,48.000000,36.000000,28.000000,15.000000,9.000000,0.000000
0.344218,2.000000,4.373197,0.308826,30.000000,27.000000,18.000000,15.000000,8.000000,0.000000,0.000000
0.344218,2.000000,3.347147,3846.345403,76.000000,72.000000,64.000000,52.000000,34.000000,18.000000,0.000000
0.344218,2.000000,3.347147,7.964255,69.000000,66.000000,58.000000,48.000000,33.000000,18.000000,0.000000
0.344218,2.000000,3.347147,3.065801,59.000000,58.000000,50.000000,41.000000,26.000000,14.000000,0.000000
0.344218,2.000000,3.347147,1.143331,49.000000,48.000000,40.000000,31.000000,18.000000,9.000000,0.000000
0.344218,2.000000,3.347147,0.556747,35.000000,34.000000,26.000000,20.000000,12.000000,0.000000,0.000000
0.344218,2.000000,3.347147,0.308826,21.000000,20.000000,15.000000,12.000000,7.000000,0.000000,0.000000
0.344218,2.000000,2.182540,3846.345403,39.000000,35.000000,33.000000,28.000000,18.000000,9.000000,0.000000
0.344218,2.000000,2.182540,7.964255,33.000000,30.000000,28.000000,25.000000,17.000000,9.000000,0.000000
0.344218,2.000000,2.182540,3.065801,29.000000,28.000000,26.000000,23.000000,15.000000,8.000000,0.000000
0.344218,2.000000,2.182540,1.143331,24.000000,23.000000,21.000000,18.000000,12.000000,0.000000,0.000000
0.344218,2.000000,2.182540,0.556747,19.000000,18.000000,16.000000,14.000000,8.000000,0.000000,0.000000
0.344218,2.000000,2.182540,0.308826,14.000000,13.000000,11.000000,10.000000,7.000000,0.000000,0.000000
0.344218,86.000000,29057.399685,3846.345403,191.000000,168.000000,142.000000,111.000000,83.000000,51.000000,29.000000
0.344218,86.000000,29057.399685,7.964255,172.000000,152.000000,126.000000,98.000000,73.000000,43.000000,23.000000
0.344218,86.000000,29057.399685,3.065801,137.000000,119.000000,94.000000,69.000000,45.000000,23.000000,9.000000
0.344218,86.000000,29057.399685,1.143331,104.000000,88.000000,66.000000,45.000000,25.000000,12.000000,0.000000
0.344218,86.000000,29057.399685,0.556747,68.000000,55.000000,37.000000,26.000000,14.000000,7.000000,0.000000
0.344218,86.000000,29057.399685,0.308826,33.000000,23.000000,15.000000,11.000000,0.000000,0.000000,0.000000
0.344218,86.000000,18.253251,3846.345403,175.000000,160.000000,138.000000,108.000000,81.000000,49.000000,29.000000
0.344218,86.000000,18.253251,7.964255,157.000000,144.000000,122.000000,95.000000,71.000000,41.000000,23.000000
0.344218,86.000000,18.253251,3.065801,124.000000,113.000000,92.000000,67.000000,44.000000,22.000000,9.000000
0.344218,86.000000,18.253251,1.143331,95.000000,85.000000,65.000000,44.000000,25.000000,12.000000,0.000000
0.344218,86.000000,18.253251,0.556747,63.000000,54.000000,37.000000,26.000000,14.000000,7.000000,0.000000
0.344218,86.000000,18.253251,0.308826,30.000000,23.000000,15.000000,11.000000,0.000000,0.000000,0.000000
0.344218,86.000000,8.844922,3846.345403,151.000000,137.000000,119.000000,93.000000,68.000000,42.000000,25.000000
0.344218,86.000000,8.844922,7.964255,138.000000,126.000000,108.000000,85.000000,63.000000,38.000000,22.000000
0.344218,86.000000,8.844922,3.065801,112.000000,102.000000,84.000000,62.000000,40.000000,20.000000,9.000000
0.344218,86.000000,8.844922,1.143331,86.000000,77.000000,59.000000,41.000000,23.000000,11.000000,0.000000
0.344218,86.000000,8.844922,0.556747,58.000000,50.000000,35.000000,25.000000,14.000000,7.000000,0.000000
0.344218,86.000000,8.844922,0.308826,28.000000,22.000000,14.000000,11.000000,0.000000,0.000000,0.000000
0.344218,86.000000,5.657926,3846.345403,125.000000,115.000000,100.000000,81.000000,59.000000,37.000000,22.000000
0.344218,86.000000,5.657926,7.964255,112.000000,104.000000,89.000000,73.000000,54.000000,33.000000,19.000000
0.344218,86.000000,5.657926,3.065801,89.000000,83.000000,68.000000,53.000000,34.000000,18.000000,9.000000
0.344218,86.000000,5.657926,1.143331,67.000000,62.000000,47.000000,36.000000,20.000000,11.000000,0.000000
0.344218,86.000000,5.657926,0.556747,52.000000,47.000000,33.000000,25.000000,14.000000,7.000000,0.000000
0.344218,86.000000,5.657926,0.308826,26.000000,22.000000,14.000000,11.000000,0.000000,0.000000,0.000000
0.344218,86.000000,4.373197,3846.345403,91.000000,87.000000,77.000000,60.000000,42.000000,26.000000,13.000000
0.344218,86.000000,4.373197,7.964255,80.000000,78.000000,68.000000,54.000000,39.000000,24.000000,11.000000
0.344218,86.000000,4.373197,3.065801,66.000000,64.000000,54.000000,41.000000,26.000000,14.000000,0.000000
0.344218,86.000000,4.373197,1.143331,51.000000,49.000000,39.000000,29.000000,16.000000,8.000000,0.000000
0.344218,86.000000,4.373197,0.556747,38.000000,36.000000,27.000000,20.000000,12.000000,0.000000,0.000000
0.344218,86.000000,4.373197,0.308826,20.000000,18.000000,12.000000,9.000000,0.000000,0.000000,0.000000
0.344218,86.000000,3.347147,3846.345403,62.000000,60.000000,54.000000,42.000000,28.000000,13.000000,0.000000
0.344218,86.000000,3.347147,7.964255,55.000000,54.000000,48.000000,38.000000,27.000000,13.000000,0.000000
0.344218,86.000000,3.347147,3.065801,48.000000,47.000000,41.000000,32.000000,21.000000,10.000000,0.000000
0.344218,86.000000,3.347147,1.143331,38.000000,37.000000,31.000000,22.000000,13.000000,0.000000,0.000000
0.344218,86.000000,3.347147,0.556747,26.000000,25.000000,19.000000,13.000000,9.000000,0.000000,0.000000
0.344218,86.000000,3.347147,0.308826,14.000000,13.000000,10.000000,7.000000,0.000000,0.000000,0.000000
0.344218,86.000000,2.182540,3846.345403,27.000000,25.000000,24.000000,19.000000,12.000000,0.000000,0.000000
0.344218,86.000000,2.182540,7.964255,21.000000,20.000000,19.000000,16.000000,11.000000,0.000000,0.000000
0.344218,86.000000,2.182540,3.065801,20.000000,19.000000,18.000000,15.000000,10.000000,0.000000,0.000000
0.344218,86.000000,2.182540,1.143331,15.000000,14.000000,13.000000,10.000000,7.000000,0.000000,0.000000
