ev,pe,evr / pm,0.017,17.395,28.334,44.624,65.172,102.544,187.352
448.000000,9153.073430,119.891,825.000000,615.000000,513.000000,412.000000,309.000000,207.000000,105.000000
448.000000,9153.073430,8.2725,624.000000,442.000000,350.000000,262.000000,178.000000,109.000000,53.000000
448.000000,9153.073430,5.7835,522.000000,354.000000,268.000000,187.000000,121.000000,73.000000,30.000000
448.000000,9153.073430,4.2915,420.000000,270.000000,195.000000,130.000000,87.000000,52.000000,23.000000
448.000000,9153.073430,3.046,317.000000,185.000000,126.000000,82.000000,53.000000,33.000000,15.000000
448.000000,9153.073430,2.0415,212.000000,114.000000,76.000000,47.000000,30.000000,20.000000,8.000000
448.000000,9153.073430,1.29562,103.000000,46.000000,27.000000,12.000000,7.000000,0.000000,0.000000
448.000000,55.450750,119.891,619.000000,507.000000,426.000000,336.000000,246.000000,164.000000,78.000000
448.000000,55.450750,8.2725,514.000000,408.000000,329.000000,244.000000,164.000000,102.000000,49.000000
448.000000,55.450750,5.7835,435.000000,334.000000,259.000000,179.000000,117.000000,70.000000,29.000000
448.000000,55.450750,4.2915,355.000000,258.000000,190.000000,125.000000,85.000000,51.000000,22.000000
448.000000,55.450750,3.046,271.000000,181.000000,124.000000,80.000000,52.000000,33.000000,15.000000
448.000000,55.450750,2.0415,184.000000,113.000000,76.000000,47.000000,30.000000,20.000000,8.000000
448.000000,55.450750,1.29562,89.000000,46.000000,27.000000,12.000000,7.000000,0.000000,0.000000
448.000000,37.384390,119.891,516.000000,423.000000,354.000000,279.000000,196.000000,136.000000,63.000000
448.000000,37.384390,8.2725,445.000000,356.000000,287.000000,214.000000,140.000000,92.000000,45.000000
448.000000,37.384390,5.7835,385.000000,299.000000,233.000000,162.000000,102.000000,63.000000,26.000000
448.000000,37.384390,4.2915,319.000000,235.000000,171.000000,114.000000,76.000000,47.000000,21.000000
448.000000,37.384390,3.046,251.000000,174.000000,119.000000,76.000000,49.000000,32.000000,15.000000
448.000000,37.384390,2.0415,174.000000,111.000000,75.000000,46.000000,30.000000,20.000000,8.000000
448.000000,37.384390,1.29562,84.000000,44.000000,26.000000,11.000000,7.000000,0.000000,0.000000
