Symbol,Name,Sector,Value,Close,MA,Grade
EHAB,Enhabit  Inc.,Healthcare,0.01912,14.56, ,0.1983
ACI,Albertsons Companies  Inc.,Consumer Defensive,0.02659,28.77, ,0.1949
BBY,Best Buy Co.  Inc.,Consumer Cyclical,0.03262,79.53, ,0.1919
LAD,Lithia Motors  Inc.,Consumer Cyclical,0.03309,269.33, ,0.1893
MHK,Mohawk Industries  Inc.,Consumer Cyclical,0.05188,118.24, ,0.1832
TSN,Tyson Foods  Inc.,Consumer Defensive,0.0532,81.75, ,0.1803
FNF,FNF Group of Fidelity National ,Financial Services,0.05662,41.13, ,0.1771
UHS,Universal Health Services  Inc.,Healthcare,0.05877,107.98, ,0.1739
LEN.B,Lennar Corporation,Consumer Cyclical,0.06447,67.12, ,0.1694
HUN,Huntsman Corporation,Basic Materials,0.06451,31.34, ,0.1667
DHI,D.R. Horton  Inc.,Consumer Cyclical,0.06867,74.28, ,0.162
LEN,Lennar Corporation,Consumer Cyclical,0.07223,83.84, ,0.1588
SWK,Stanley Black & Decker  Inc.,Industrials,0.08071,98.99, ,0.1534
AIG,American International Group  I,Financial Services,0.08301,57.33, ,0.1506
BC,Brunswick Corporation,Consumer Cyclical,0.08856,83.61, ,0.147
SPB,Spectrum Brands Holdings  Inc.,Consumer Defensive,0.09279,68.0, ,0.1424
FBHS,Fortune Brands Home & Security ,Industrials,0.09354,69.2, ,0.1398
CNXC,Concentrix Corporation,Technology,0.09392,134.82, ,0.1372
QDEL,QuidelOrtho Corporation,Healthcare,0.09572,86.13, ,0.1336
OLN,Olin Corporation,Basic Materials,0.09582,56.62, ,0.131
SF,Stifel Financial Corporation,Financial Services,0.0969,62.66, ,0.1281
IVZ,Invesco Ltd,Financial Services,0.09821,18.1, ,0.1253
VNT,Vontier Corporation,Technology,0.11248,23.65, ,0.1127
DGX,Quest Diagnostics Incorporated,Healthcare,0.11766,135.48, ,0.1087
CTSH,Cognizant Technology Solutions ,Technology,0.12643,69.13, ,0.1034
