ev,pe,evr / pm,0.185,18.346,30.456,48.152,72.879,118.466,238.25
534.000000,208438.720960,115.403,846.000000,634.000000,528.000000,422.000000,314.000000,208.000000,104.000000
534.000000,208438.720960,8.32075,647.000000,458.000000,362.000000,272.000000,187.000000,120.000000,59.000000
534.000000,208438.720960,5.5925,540.000000,364.000000,278.000000,194.000000,135.000000,88.000000,40.000000
534.000000,208438.720960,4.1995,433.000000,270.000000,194.000000,127.000000,93.000000,57.000000,24.000000
534.000000,208438.720960,3.07738,324.000000,181.000000,121.000000,76.000000,53.000000,34.000000,12.000000
534.000000,208438.720960,2.101,219.000000,108.000000,69.000000,39.000000,29.000000,21.000000,7.000000
534.000000,208438.720960,1.31162,110.000000,47.000000,30.000000,14.000000,13.000000,9.000000,0.000000
534.000000,53.097400,115.403,640.000000,523.000000,442.000000,348.000000,256.000000,170.000000,82.000000
534.000000,53.097400,8.32075,535.000000,421.000000,340.000000,253.000000,175.000000,114.000000,56.000000
534.000000,53.097400,5.5925,451.000000,340.000000,264.000000,183.000000,129.000000,84.000000,38.000000
534.000000,53.097400,4.1995,364.000000,256.000000,187.000000,121.000000,90.000000,54.000000,22.000000
534.000000,53.097400,3.07738,275.000000,176.000000,119.000000,74.000000,51.000000,32.000000,11.000000
534.000000,53.097400,2.101,187.000000,105.000000,67.000000,37.000000,27.000000,19.000000,0.000000
534.000000,53.097400,1.31162,95.000000,46.000000,29.000000,13.000000,12.000000,8.000000,0.000000
534.000000,36.161810,115.403,535.000000,438.000000,367.000000,286.000000,209.000000,147.000000,68.000000
534.000000,36.161810,8.32075,463.000000,367.000000,296.000000,219.000000,154.000000,105.000000,52.000000
534.000000,36.161810,5.5925,403.000000,308.000000,239.000000,166.000000,116.000000,78.000000,35.000000
534.000000,36.161810,4.1995,328.000000,235.000000,168.000000,109.000000,81.000000,50.000000,21.000000
534.000000,36.161810,3.07738,254.000000,169.000000,114.000000,69.000000,49.000000,31.000000,11.000000
534.000000,36.161810,2.101,177.000000,103.000000,66.000000,36.000000,27.000000,19.000000,0.000000
534.000000,36.161810,1.31162,89.000000,44.000000,28.000000,12.000000,12.000000,8.000000,0.000000
534.000000,27.810380,115.403,427.000000,346.000000,288.000000,229.000000,169.000000,113.000000,49.000000
534.000000,27.810380,8.32075,373.000000,292.000000,234.000000,176.000000,123.000000,80.000000,37.000000
534.000000,27.810380,5.5925,332.000000,252.000000,194.000000,139.000000,97.000000,64.000000,28.000000
534.000000,27.810380,4.1995,278.000000,199.000000,143.000000,95.000000,70.000000,44.000000,18.000000
534.000000,27.810380,3.07738,211.000000,139.000000,94.000000,57.000000,40.000000,25.000000,8.000000
534.000000,27.810380,2.101,156.000000,89.000000,57.000000,30.000000,22.000000,16.000000,0.000000
534.000000,27.810380,1.31162,81.000000,39.000000,25.000000,9.000000,9.000000,0.000000,0.000000
534.000000,22.051480,115.403,321.000000,261.000000,217.000000,168.000000,124.000000,81.000000,34.000000
534.000000,22.051480,8.32075,278.000000,218.000000,174.000000,126.000000,86.000000,54.000000,24.000000
534.000000,22.051480,5.5925,245.000000,186.000000,142.000000,96.000000,65.000000,41.000000,16.000000
534.000000,22.051480,4.1995,212.000000,153.000000,111.000000,72.000000,53.000000,33.000000,14.000000
534.000000,22.051480,3.07738,168.000000,111.000000,77.000000,45.000000,29.000000,19.000000,7.000000
534.000000,22.051480,2.101,131.000000,78.000000,52.000000,27.000000,19.000000,15.000000,0.000000
534.000000,22.051480,1.31162,67.000000,34.000000,22.000000,7.000000,7.000000,0.000000,0.000000
534.000000,17.265880,115.403,216.000000,175.000000,145.000000,114.000000,87.000000,56.000000,25.000000
534.000000,17.265880,8.32075,186.000000,145.000000,115.000000,84.000000,59.000000,34.000000,16.000000
534.000000,17.265880,5.5925,163.000000,123.000000,93.000000,62.000000,41.000000,24.000000,9.000000
534.000000,17.265880,4.1995,145.000000,105.000000,76.000000,48.000000,33.000000,20.000000,7.000000
534.000000,17.265880,3.07738,118.000000,79.000000,54.000000,32.000000,19.000000,12.000000,0.000000
534.000000,17.265880,2.101,95.000000,58.000000,38.000000,20.000000,13.000000,10.000000,0.000000
534.000000,17.265880,1.31162,53.000000,26.000000,16.000000,0.000000,0.000000,0.000000,0.000000
534.000000,11.994910,115.403,109.000000,87.000000,75.000000,58.000000,45.000000,28.000000,10.000000
534.000000,11.994910,8.32075,96.000000,74.000000,62.000000,45.000000,33.000000,19.000000,9.000000
534.000000,11.994910,5.5925,78.000000,57.000000,45.000000,28.000000,18.000000,10.000000,0.000000
534.000000,11.994910,4.1995,71.000000,50.000000,39.000000,24.000000,16.000000,9.000000,0.000000
534.000000,11.994910,3.07738,57.000000,37.000000,27.000000,15.000000,8.000000,0.000000,0.000000
534.000000,11.994910,2.101,43.000000,24.000000,18.000000,8.000000,0.000000,0.000000,0.000000
534.000000,11.994910,1.31162,29.000000,14.000000,9.000000,0.000000,0.000000,0.000000,0.000000
19367.000000,208438.720960,115.403,427.000000,353.000000,300.000000,249.000000,180.000000,127.000000,64.000000
19367.000000,208438.720960,8.32075,307.000000,242.000000,195.000000,154.000000,99.000000,66.000000,30.000000
19367.000000,208438.720960,5.5925,235.000000,176.000000,137.000000,99.000000,61.000000,41.000000,15.000000
19367.000000,208438.720960,4.1995,169.000000,116.000000,84.000000,58.000000,39.000000,27.000000,9.000000
19367.000000,208438.720960,3.07738,115.000000,70.000000,48.000000,33.000000,20.000000,13.000000,0.000000
19367.000000,208438.720960,2.101,77.000000,44.000000,31.000000,21.000000,13.000000,9.000000,0.000000
19367.000000,208438.720960,1.31162,35.000000,16.000000,10.000000,7.000000,0.000000,0.000000,0.000000
19367.000000,53.097400,115.403,322.000000,282.000000,250.000000,208.000000,147.000000,105.000000,52.000000
19367.000000,53.097400,8.32075,255.000000,217.000000,185.000000,145.000000,94.000000,64.000000,30.000000
19367.000000,53.097400,5.5925,195.000000,159.000000,130.000000,93.000000,58.000000,40.000000,15.000000
19367.000000,53.097400,4.1995,142.000000,107.000000,82.000000,56.000000,39.000000,27.000000,9.000000
19367.000000,53.097400,3.07738,98.000000,67.000000,48.000000,33.000000,20.000000,13.000000,0.000000
19367.000000,53.097400,2.101,66.000000,43.000000,31.000000,21.000000,13.000000,9.000000,0.000000
19367.000000,53.097400,1.31162,31.000000,16.000000,10.000000,7.000000,0.000000,0.000000,0.000000
19367.000000,36.161810,115.403,269.000000,235.000000,208.000000,169.000000,118.000000,88.000000,42.000000
19367.000000,36.161810,8.32075,224.000000,191.000000,164.000000,126.000000,83.000000,57.000000,27.000000
19367.000000,36.161810,5.5925,180.000000,147.000000,120.000000,85.000000,53.000000,36.000000,13.000000
19367.000000,36.161810,4.1995,131.000000,99.000000,74.000000,50.000000,35.000000,24.000000,8.000000
19367.000000,36.161810,3.07738,92.000000,64.000000,45.000000,30.000000,19.000000,12.000000,0.000000
19367.000000,36.161810,2.101,65.000000,42.000000,30.000000,20.000000,13.000000,9.000000,0.000000
19367.000000,36.161810,1.31162,30.000000,15.000000,9.000000,0.000000,0.000000,0.000000,0.000000
19367.000000,27.810380,115.403,217.000000,187.000000,165.000000,138.000000,99.000000,71.000000,30.000000
19367.000000,27.810380,8.32075,183.000000,153.000000,131.000000,104.000000,70.000000,46.000000,19.000000
19367.000000,27.810380,5.5925,152.000000,122.000000,100.000000,75.000000,49.000000,33.000000,12.000000
