Symbol,Name
TLV:AFHL,AFCON HOLD
TLV:ALGS,ALON GAS
TLV:ANLT,ANALYST
TLV:ARAD,ARAD INVESTMENT
TLV:ARYT,ARYT
TLV:ASHG,ASHTROM GROUP
TLV:AURA,AURA
TLV:AVGD,AVGAD
TLV:BCNV,BRACK CAPIT N V
TLV:BCOM,B COMMUNICATION
TLV:BIGT,BIG-TECH 50 PU
TLV:BIMT,BIOMEAT FOOD PU
TLV:BRAN,BARAN
TLV:BULL,BULL TRADING
TLV:BYAR,B.YAIR
TLV:CAST,CASTRO
TLV:CMCT,CIM COM0.001$
TLV:DANE,DANEL
TLV:DEDR,DELEK DRILL PU
TLV:DISI,DISCOUNT INV
TLV:DLEKG,DELEK GROUP
TLV:DRSL,DORSEL
TLV:DSCT,DISCOUNT
TLV:ECP,ELECTRA CO  PR
TLV:EDRL,EDRI-EL
TLV:ELCO,ELCO
TLV:ELDAV,ELDAV
TLV:ELTR,ELECTRA
TLV:ENOG,ENERGEAN
TLV:EQTL,EQUITAL
TLV:ESLT,ELBIT SYSTEMS
TLV:EXPO,EXPORT INV
TLV:FGAS,FIRE AND GAS
TLV:FIBI,FIBI BANK
TLV:FIBIH,FIBI HOLDINGS
TLV:FOX,FOX
TLV:FTAL,FATTAL HOLD
TLV:GIX,GIX
TLV:GLEX,GLOB EXPLOR PU
TLV:GLPL,GOLAN PLASTIC
TLV:GZT,GAZIT GLOBE
TLV:HAMAT,HAMAT
TLV:HARL,HAREL
TLV:HIVE,HIVE 2040 PU
TLV:HUB,HUB
TLV:IBI,IBI INV HOUSE
TLV:ICL,ICL
TLV:IES,IES
TLV:ILCO,ISRAEL CORP
TLV:ILDC,LAND DEV
TLV:ILDR,ILD RENEWAL
TLV:IMED,IMED PU
TLV:ININ,INTER INDSTRIES
TLV:ISCD,ISRACARD
TLV:ISTA,ISSTA
TLV:JBNK,JERUSALEM
TLV:KAFR,KAFRIT
TLV:KEN,KENON
TLV:LAPD,LAPIDOTH   CAP.
TLV:LODZ,LODZIA
TLV:LUMI,LEUMI
TLV:LUZN,LUZON GROUP
TLV:LZNR,LUZON REAL E.
TLV:MCMN,MICHMAN
TLV:MDPR,MEDIPOWER 0.1$
TLV:MLRN,MLRN
TLV:MMHD,MENORA MIV HLD
TLV:MNIN,MENDELSON    IF
TLV:MRG,MULTI RETAIL
TLV:MRIN,MORE INVEST
TLV:MSHR,MISHORIM
TLV:MZTF,MIZRAHI TEFAHOT
TLV:NFTA,NAPHTHA
TLV:NSTR,NORSTAR
TLV:NTML,NETO MALINDA
TLV:NTO,NETO
TLV:OBAS,OPTIBASE
TLV:OPCE,OPC ENERGY
TLV:ORL,BAZAN
TLV:ORON,ORON GROUP
TLV:POLI,POALIM
TLV:PRSK,PRASHKOVSKY
TLV:PZOL,PAZ OIL
TLV:RAVD,RAVAD
TLV:RIMO,RIMONI
TLV:RLCO,RALCO
TLV:RMLI,RAMI LEVI
TLV:RMN,RAM ON
TLV:SAE,SHUFERSAL
TLV:SALG,SHALAG
TLV:SANO1,SANO
TLV:SKBN,SHIKUN & BINUI
TLV:SMT,SUMMIT
TLV:SPEN,SHAPIR      ENG
TLV:SPRG,SPRING
TLV:STEC,SURE TECH PU
TLV:TMRP,TAMAR PET
TLV:TNPV,TCHNOPLS VENT
TLV:UNTC,UNIC-TECH PU
TLV:UTRN,UTRON
TLV:VCTR,VICTORY
TLV:VISN,VISION SIGMA
TLV:VRDS,VERIDIS
TLV:WLFD,WILLY FOOD
TLV:YHNF,YOCHANANOF
TLV:ZNKL,ZANLAKOL
