ev,pe,evr / pm,0.0001,9.7817,17.452,27.4892,45.0754,72.8809,129.3934,247.0936
0.000000,16290.591912,5008.585,2693.000000,2082.000000,1783.000000,1488.000000,1191.000000,887.000000,592.000000,297.000000
0.000000,16290.591912,12.263111,2148.000000,1570.000000,1283.000000,1003.000000,734.000000,488.000000,286.000000,134.000000
0.000000,16290.591912,7.281333,1873.000000,1345.000000,1077.000000,817.000000,568.000000,363.000000,201.000000,84.000000
0.000000,16290.591912,4.666556,1589.000000,1096.000000,850.000000,621.000000,410.000000,256.000000,139.000000,56.000000
0.000000,16290.591912,3.193111,1294.000000,849.000000,627.000000,438.000000,285.000000,176.000000,97.000000,35.000000
0.000000,16290.591912,2.120667,989.000000,612.000000,436.000000,292.000000,189.000000,116.000000,67.000000,22.000000
0.000000,16290.591912,1.383222,666.000000,368.000000,254.000000,167.000000,106.000000,68.000000,40.000000,14.000000
0.000000,16290.591912,0.797667,320.000000,153.000000,106.000000,71.000000,49.000000,32.000000,14.000000,0.000000
0.000000,62.323248,5008.585,2094.000000,1743.000000,1500.000000,1256.000000,995.000000,741.000000,503.000000,251.000000
0.000000,62.323248,12.263111,1759.000000,1413.000000,1174.000000,934.000000,683.000000,461.000000,272.000000,126.000000
0.000000,62.323248,7.281333,1580.000000,1247.000000,1013.000000,779.000000,540.000000,349.000000,196.000000,82.000000
0.000000,62.323248,4.666556,1354.000000,1032.000000,813.000000,600.000000,395.000000,252.000000,138.000000,55.000000
0.000000,62.323248,3.193111,1111.000000,811.000000,607.000000,426.000000,277.000000,174.000000,96.000000,34.000000
0.000000,62.323248,2.120667,856.000000,587.000000,422.000000,285.000000,184.000000,115.000000,66.000000,21.000000
0.000000,62.323248,1.383222,585.000000,358.000000,248.000000,163.000000,103.000000,67.000000,39.000000,13.000000
0.000000,62.323248,0.797667,289.000000,150.000000,104.000000,69.000000,48.000000,31.000000,13.000000,0.000000
0.000000,41.092730,5008.585,1795.000000,1516.000000,1300.000000,1091.000000,857.000000,625.000000,429.000000,227.000000
0.000000,41.092730,12.263111,1552.000000,1277.000000,1063.000000,854.000000,626.000000,419.000000,251.000000,116.000000
0.000000,41.092730,7.281333,1414.000000,1147.000000,935.000000,727.000000,504.000000,321.000000,183.000000,77.000000
0.000000,41.092730,4.666556,1221.000000,964.000000,763.000000,568.000000,375.000000,236.000000,130.000000,52.000000
0.000000,41.092730,3.193111,1009.000000,765.000000,576.000000,409.000000,267.000000,166.000000,92.000000,32.000000
0.000000,41.092730,2.120667,786.000000,563.000000,406.000000,275.000000,178.000000,110.000000,63.000000,19.000000
0.000000,41.092730,1.383222,540.000000,347.000000,239.000000,157.000000,100.000000,64.000000,37.000000,12.000000
0.000000,41.092730,0.797667,267.000000,145.000000,99.000000,65.000000,46.000000,29.000000,12.000000,0.000000
0.000000,30.662377,5008.585,1495.000000,1266.000000,1077.000000,898.000000,703.000000,513.000000,351.000000,183.000000
0.000000,30.662377,12.263111,1323.000000,1098.000000,911.000000,732.000000,538.000000,361.000000,220.000000,98.000000
0.000000,30.662377,7.281333,1217.000000,999.000000,812.000000,634.000000,441.000000,280.000000,161.000000,66.000000
0.000000,30.662377,4.666556,1073.000000,860.000000,680.000000,508.000000,336.000000,208.000000,119.000000,46.000000
0.000000,30.662377,3.193111,903.000000,696.000000,527.000000,375.000000,244.000000,150.000000,86.000000,29.000000
0.000000,30.662377,2.120667,717.000000,525.000000,378.000000,257.000000,164.000000,100.000000,59.000000,16.000000
0.000000,30.662377,1.383222,498.000000,327.000000,224.000000,147.000000,92.000000,57.000000,33.000000,9.000000
0.000000,30.662377,0.797667,245.000000,133.000000,89.000000,58.000000,40.000000,23.000000,9.000000,0.000000
0.000000,23.586082,5008.585,1196.000000,1011.000000,867.000000,722.000000,570.000000,424.000000,293.000000,158.000000
0.000000,23.586082,12.263111,1067.000000,885.000000,742.000000,597.000000,446.000000,306.000000,192.000000,88.000000
0.000000,23.586082,7.281333,982.000000,805.000000,662.000000,518.000000,368.000000,239.000000,142.000000,61.000000
0.000000,23.586082,4.666556,864.000000,691.000000,552.000000,413.000000,278.000000,174.000000,103.000000,42.000000
0.000000,23.586082,3.193111,743.000000,572.000000,438.000000,313.000000,209.000000,128.000000,76.000000,28.000000
0.000000,23.586082,2.120667,610.000000,450.000000,332.000000,227.000000,146.000000,87.000000,52.000000,15.000000
0.000000,23.586082,1.383222,435.000000,291.000000,204.000000,130.000000,82.000000,51.000000,31.000000,9.000000
0.000000,23.586082,0.797667,219.000000,119.000000,80.000000,50.000000,34.000000,18.000000,7.000000,0.000000
0.000000,18.272414,5008.585,896.000000,750.000000,638.000000,536.000000,428.000000,319.000000,221.000000,126.000000
0.000000,18.272414,12.263111,805.000000,662.000000,551.000000,449.000000,342.000000,237.000000,150.000000,74.000000
0.000000,18.272414,7.281333,736.000000,598.000000,487.000000,386.000000,280.000000,182.000000,108.000000,50.000000
0.000000,18.272414,4.666556,660.000000,526.000000,418.000000,320.000000,221.000000,139.000000,85.000000,38.000000
0.000000,18.272414,3.193111,581.000000,449.000000,346.000000,256.000000,175.000000,106.000000,65.000000,25.000000
0.000000,18.272414,2.120667,489.000000,365.000000,273.000000,193.000000,126.000000,74.000000,46.000000,15.000000
0.000000,18.272414,1.383222,363.000000,251.000000,179.000000,117.000000,76.000000,48.000000,29.000000,9.000000
0.000000,18.272414,0.797667,196.000000,111.000000,74.000000,47.000000,32.000000,17.000000,7.000000,0.000000
0.000000,12.968690,5008.585,597.000000,493.000000,420.000000,353.000000,288.000000,211.000000,142.000000,81.000000
0.000000,12.968690,12.263111,538.000000,437.000000,365.000000,298.000000,233.000000,158.000000,98.000000,49.000000
0.000000,12.968690,7.281333,495.000000,398.000000,326.000000,260.000000,196.000000,125.000000,73.000000,34.000000
0.000000,12.968690,4.666556,437.000000,343.000000,273.000000,210.000000,152.000000,91.000000,54.000000,24.000000
0.000000,12.968690,3.193111,399.000000,307.000000,240.000000,179.000000,127.000000,73.000000,41.000000,16.000000
0.000000,12.968690,2.120667,342.000000,257.000000,194.000000,140.000000,96.000000,54.000000,32.000000,11.000000
0.000000,12.968690,1.383222,265.000000,185.000000,136.000000,90.000000,60.000000,37.000000,22.000000,7.000000
0.000000,12.968690,0.797667,152.000000,86.000000,59.000000,39.000000,26.000000,13.000000,0.000000,0.000000
0.000000,8.394454,5008.585,299.000000,236.000000,203.000000,168.000000,139.000000,99.000000,67.000000,44.000000
0.000000,8.394454,12.263111,271.000000,210.000000,177.000000,142.000000,113.000000,75.000000,48.000000,27.000000
0.000000,8.394454,7.281333,256.000000,199.000000,166.000000,131.000000,102.000000,65.000000,40.000000,19.000000
0.000000,8.394454,4.666556,231.000000,177.000000,145.000000,111.000000,85.000000,52.000000,32.000000,16.000000
0.000000,8.394454,3.193111,210.000000,158.000000,127.000000,93.000000,70.000000,42.000000,25.000000,10.000000
0.000000,8.394454,2.120667,175.000000,126.000000,98.000000,69.000000,49.000000,31.000000,19.000000,0.000000
0.000000,8.394454,1.383222,143.000000,95.000000,72.000000,47.000000,35.000000,26.000000,16.000000,0.000000
0.000000,8.394454,0.797667,84.000000,47.000000,35.000000,22.000000,15.000000,8.000000,0.000000,0.000000
1976.000000,16290.591912,5008.585,1618.000000,1314.000000,1130.000000,938.000000,726.000000,509.000000,315.000000,150.000000
1976.000000,16290.591912,12.263111,1385.000000,1100.000000,923.000000,736.000000,540.000000,347.000000,199.000000,88.000000
1976.000000,16290.591912,7.281333,1180.000000,929.000000,769.000000,598.000000,420.000000,261.000000,146.000000,56.000000
1976.000000,16290.591912,4.666556,948.000000,721.000000,577.000000,428.000000,283.000000,171.000000,95.000000,33.000000
1976.000000,16290.591912,3.193111,731.000000,532.000000,405.000000,288.000000,190.000000,113.000000,68.000000,19.000000
1976.000000,16290.591912,2.120667,512.000000,354.000000,262.000000,179.000000,116.000000,67.000000,47.000000,10.000000
1976.000000,16290.591912,1.383222,305.000000,196.000000,137.000000,92.000000,58.000000,34.000000,24.000000,0.000000
1976.000000,16290.591912,0.797667,130.000000,76.000000,53.000000,35.000000,25.000000,15.000000,7.000000,0.000000
1976.000000,62.323248,5008.585,1266.000000,1111.000000,967.000000,809.000000,626.000000,437.000000,270.000000,122.000000
1976.000000,62.323248,12.263111,1133.000000,982.000000,840.000000,682.000000,501.000000,328.000000,190.000000,83.000000
1976.000000,62.323248,7.281333,1002.000000,860.000000,723.000000,569.000000,399.000000,252.000000,143.000000,55.000000
1976.000000,62.323248,4.666556,812.000000,677.000000,550.000000,411.000000,270.000000,168.000000,94.000000,32.000000
1976.000000,62.323248,3.193111,633.000000,510.000000,393.000000,280.000000,184.000000,112.000000,67.000000,18.000000
1976.000000,62.323248,2.120667,446.000000,340.000000,253.000000,174.000000,112.000000,66.000000,46.000000,9.000000
