pb,pi,ev,pe,evr / pm,0.01343,15.68274,31.50691,61.63899,112.91506,214.10397,459.94555,1342.23622
3625.899200,0.000010,0.000000,2085748.485068,41547.050000,3325.000000,2567.000000,2201.000000,1836.000000,1479.000000,1105.000000,733.000000,361.000000
3625.899200,0.000010,0.000000,2085748.485068,10.526250,2591.000000,1924.000000,1581.000000,1271.000000,979.000000,722.000000,467.000000,211.000000
3625.899200,0.000010,0.000000,2085748.485068,5.674750,2216.000000,1601.000000,1291.000000,1024.000000,780.000000,558.000000,363.000000,161.000000
3625.899200,0.000010,0.000000,2085748.485068,3.660500,1814.000000,1253.000000,992.000000,788.000000,594.000000,423.000000,275.000000,114.000000
3625.899200,0.000010,0.000000,2085748.485068,2.471250,1396.000000,913.000000,714.000000,553.000000,409.000000,294.000000,199.000000,76.000000
3625.899200,0.000010,0.000000,2085748.485068,1.568750,950.000000,573.000000,436.000000,327.000000,236.000000,171.000000,124.000000,48.000000
3625.899200,0.000010,0.000000,2085748.485068,0.866375,470.000000,258.000000,193.000000,146.000000,107.000000,77.000000,55.000000,21.000000
3625.899200,0.000010,0.000000,40.829017,41547.050000,2410.000000,2010.000000,1740.000000,1466.000000,1177.000000,879.000000,595.000000,301.000000
3625.899200,0.000010,0.000000,40.829017,10.526250,1997.000000,1615.000000,1352.000000,1106.000000,852.000000,635.000000,424.000000,193.000000
3625.899200,0.000010,0.000000,40.829017,5.674750,1764.000000,1403.000000,1155.000000,928.000000,713.000000,515.000000,346.000000,153.000000
3625.899200,0.000010,0.000000,40.829017,3.660500,1452.000000,1112.000000,897.000000,721.000000,550.000000,396.000000,265.000000,109.000000
3625.899200,0.000010,0.000000,40.829017,2.471250,1134.000000,822.000000,652.000000,510.000000,382.000000,275.000000,191.000000,72.000000
3625.899200,0.000010,0.000000,40.829017,1.568750,776.000000,521.000000,402.000000,305.000000,219.000000,160.000000,120.000000,45.000000
3625.899200,0.000010,0.000000,40.829017,0.866375,385.000000,234.000000,179.000000,136.000000,99.000000,71.000000,52.000000,18.000000
3625.899200,0.000010,0.000000,26.307693,41547.050000,1932.000000,1633.000000,1421.000000,1206.000000,964.000000,744.000000,517.000000,267.000000
3625.899200,0.000010,0.000000,26.307693,10.526250,1629.000000,1345.000000,1138.000000,938.000000,718.000000,553.000000,371.000000,173.000000
3625.899200,0.000010,0.000000,26.307693,5.674750,1468.000000,1201.000000,998.000000,806.000000,619.000000,467.000000,318.000000,145.000000
3625.899200,0.000010,0.000000,26.307693,3.660500,1232.000000,974.000000,793.000000,637.000000,488.000000,363.000000,244.000000,105.000000
3625.899200,0.000010,0.000000,26.307693,2.471250,980.000000,737.000000,589.000000,461.000000,350.000000,256.000000,176.000000,69.000000
3625.899200,0.000010,0.000000,26.307693,1.568750,686.000000,483.000000,373.000000,287.000000,209.000000,153.000000,115.000000,43.000000
3625.899200,0.000010,0.000000,26.307693,0.866375,355.000000,222.000000,170.000000,130.000000,94.000000,69.000000,51.000000,18.000000
3625.899200,0.000010,0.000000,18.818492,41547.050000,1446.000000,1227.000000,1054.000000,906.000000,735.000000,568.000000,407.000000,211.000000
3625.899200,0.000010,0.000000,18.818492,10.526250,1213.000000,1005.000000,836.000000,699.000000,542.000000,420.000000,287.000000,130.000000
