Symbol,Name
TLV:AFRE,AFRICA RESIDENC
TLV:AMAN,AMANET
TLV:ARPT,AIRPORT CITY
TLV:ARYT,ARYT
TLV:AVER,AVERBUCH
TLV:AVGD,AVGAD
TLV:BCNV,BRACK CAPIT N V
TLV:BCOM,B COMMUNICATION
TLV:BYAR,B.YAIR
TLV:CMCT,CIM COM0.001$
TLV:CMER,MER
TLV:DANE,DANEL
TLV:DIMRI,DIMRI
TLV:DLEKG,DELEK GROUP
TLV:ECP,ELECTRA CO  PR
TLV:ELCO,ELCO
TLV:ELCRE,ELECTRA REAL E.
TLV:GOHO,GOLDEN HOUSE
TLV:GVYM,GAV YAM
TLV:HRON,HIRON
TLV:IES,IES
TLV:ILDR,ILD RENEWAL
TLV:ISCD,ISRACARD
TLV:ISTA,ISSTA
TLV:KEN,KENON
TLV:LAPD,LAPIDOTH   CAP.
TLV:LVPR,LEVINSTEIN PROP
TLV:MCMN,MICHMAN
TLV:MDPR,MEDIPOWER 0.1$
TLV:MGDL,MIGDAL INSUR.
TLV:MGRT,MGURIT
TLV:MSHR,MISHORIM
TLV:NSTR,NORSTAR
TLV:NTML,NETO MALINDA
TLV:OBAS,OPTIBASE
TLV:OPCE,OPC ENERGY
TLV:ORL,BAZAN
TLV:PRSK,PRASHKOVSKY
TLV:RATI-L,RATIO       L
TLV:RAVD,RAVAD
TLV:SMT,SUMMIT
TLV:STRS,STRAUSS GROUP
TLV:TAYA,TAYA INV
TLV:UTRN,UTRON
TLV:VILR,VILLAR
TLV:VISN,VISION SIGMA
TLV:ZNKL,ZANLAKOL
