ev,pe,evr / pm,0.002,10.929,19.299,32.959,54.117,90.295,151.711,322.338
0.000000,9.784390,0.87078,98.000000,52.000000,30.000000,16.000000,11.000000,0.000000,0.000000,0.000000
1519.000000,417458.229360,14053.571,1878.000000,1468.000000,1250.000000,1009.000000,756.000000,523.000000,327.000000,147.000000
1519.000000,417458.229360,10.81844,1588.000000,1205.000000,1002.000000,776.000000,555.000000,362.000000,219.000000,92.000000
1519.000000,417458.229360,6.54996,1358.000000,1010.000000,824.000000,616.000000,421.000000,272.000000,158.000000,65.000000
1519.000000,417458.229360,4.58667,1099.000000,778.000000,609.000000,427.000000,271.000000,177.000000,105.000000,37.000000
1519.000000,417458.229360,3.40178,868.000000,579.000000,437.000000,295.000000,184.000000,121.000000,70.000000,23.000000
1519.000000,417458.229360,2.29567,618.000000,383.000000,272.000000,177.000000,105.000000,68.000000,44.000000,10.000000
1519.000000,417458.229360,1.50467,385.000000,216.000000,147.000000,97.000000,56.000000,36.000000,26.000000,7.000000
1519.000000,417458.229360,0.87078,163.000000,86.000000,58.000000,41.000000,23.000000,17.000000,10.000000,0.000000
1519.000000,76.039750,14053.571,1486.000000,1283.000000,1108.000000,903.000000,678.000000,465.000000,286.000000,127.000000
1519.000000,76.039750,10.81844,1311.000000,1110.000000,938.000000,738.000000,530.000000,346.000000,206.000000,88.000000
1519.000000,76.039750,6.54996,1142.000000,949.000000,783.000000,592.000000,406.000000,263.000000,151.000000,63.000000
1519.000000,76.039750,4.58667,920.000000,734.000000,580.000000,410.000000,260.000000,172.000000,100.000000,35.000000
1519.000000,76.039750,3.40178,726.000000,548.000000,417.000000,282.000000,175.000000,116.000000,65.000000,21.000000
1519.000000,76.039750,2.29567,514.000000,360.000000,256.000000,166.000000,97.000000,63.000000,39.000000,8.000000
1519.000000,76.039750,1.50467,321.000000,203.000000,138.000000,92.000000,53.000000,34.000000,24.000000,0.000000
1519.000000,76.039750,0.87078,135.000000,79.000000,52.000000,38.000000,21.000000,16.000000,9.000000,0.000000
1519.000000,45.389300,14053.571,1268.000000,1106.000000,958.000000,780.000000,574.000000,390.000000,242.000000,111.000000
1519.000000,45.389300,10.81844,1152.000000,991.000000,845.000000,668.000000,473.000000,307.000000,185.000000,79.000000
1519.000000,45.389300,6.54996,1020.000000,865.000000,724.000000,550.000000,373.000000,240.000000,142.000000,60.000000
1519.000000,45.389300,4.58667,832.000000,680.000000,545.000000,387.000000,242.000000,157.000000,94.000000,32.000000
1519.000000,45.389300,3.40178,662.000000,516.000000,397.000000,269.000000,164.000000,107.000000,64.000000,20.000000
1519.000000,45.389300,2.29567,471.000000,342.000000,244.000000,158.000000,90.000000,57.000000,38.000000,7.000000
1519.000000,45.389300,1.50467,296.000000,196.000000,133.000000,88.000000,50.000000,31.000000,23.000000,0.000000
1519.000000,45.389300,0.87078,126.000000,75.000000,48.000000,34.000000,18.000000,13.000000,8.000000,0.000000
1519.000000,32.915510,14053.571,1043.000000,909.000000,789.000000,639.000000,464.000000,318.000000,199.000000,90.000000
1519.000000,32.915510,10.81844,971.000000,837.000000,718.000000,568.000000,398.000000,261.000000,157.000000,67.000000
1519.000000,32.915510,6.54996,872.000000,743.000000,626.000000,477.000000,321.000000,209.000000,126.000000,54.000000
1519.000000,32.915510,4.58667,726.000000,600.000000,486.000000,344.000000,216.000000,142.000000,88.000000,31.000000
1519.000000,32.915510,3.40178,588.000000,467.000000,366.000000,249.000000,151.000000,101.000000,63.000000,20.000000
1519.000000,32.915510,2.29567,422.000000,314.000000,227.000000,148.000000,84.000000,53.000000,37.000000,7.000000
1519.000000,32.915510,1.50467,273.000000,182.000000,123.000000,82.000000,46.000000,28.000000,22.000000,0.000000
1519.000000,32.915510,0.87078,116.000000,67.000000,41.000000,30.000000,15.000000,10.000000,7.000000,0.000000
1519.000000,25.646990,14053.571,831.000000,727.000000,629.000000,508.000000,367.000000,250.000000,160.000000,67.000000
1519.000000,25.646990,10.81844,772.000000,668.000000,571.000000,450.000000,314.000000,202.000000,124.000000,48.000000
1519.000000,25.646990,6.54996,701.000000,598.000000,503.000000,382.000000,252.000000,162.000000,99.000000,36.000000
1519.000000,25.646990,4.58667,595.000000,494.000000,401.000000,286.000000,177.000000,115.000000,73.000000,23.000000
1519.000000,25.646990,3.40178,487.000000,390.000000,307.000000,211.000000,126.000000,83.000000,53.000000,16.000000
1519.000000,25.646990,2.29567,366.000000,278.000000,205.000000,134.000000,75.000000,47.000000,34.000000,0.000000
1519.000000,25.646990,1.50467,241.000000,165.000000,113.000000,73.000000,41.000000,24.000000,19.000000,0.000000
1519.000000,25.646990,0.87078,104.000000,61.000000,36.000000,26.000000,13.000000,8.000000,0.000000,0.000000
1519.000000,20.734000,14053.571,628.000000,545.000000,470.000000,383.000000,275.000000,187.000000,121.000000,45.000000
1519.000000,20.734000,10.81844,577.000000,494.000000,419.000000,332.000000,228.000000,143.000000,89.000000,29.000000
1519.000000,20.734000,6.54996,531.000000,449.000000,375.000000,288.000000,187.000000,115.000000,72.000000,20.000000
1519.000000,20.734000,4.58667,459.000000,379.000000,306.000000,223.000000,138.000000,87.000000,60.000000,15.000000
1519.000000,20.734000,3.40178,389.000000,312.000000,247.000000,174.000000,108.000000,67.000000,47.000000,12.000000
1519.000000,20.734000,2.29567,303.000000,232.000000,172.000000,118.000000,66.000000,40.000000,32.000000,0.000000
1519.000000,20.734000,1.50467,202.000000,141.000000,97.000000,65.000000,37.000000,21.000000,17.000000,0.000000
1519.000000,20.734000,0.87078,93.000000,55.000000,31.000000,22.000000,10.000000,0.000000,0.000000,0.000000
1519.000000,15.583720,14053.571,414.000000,354.000000,302.000000,247.000000,177.000000,123.000000,83.000000,33.000000
1519.000000,15.583720,10.81844,385.000000,325.000000,273.000000,218.000000,152.000000,99.000000,65.000000,23.000000
1519.000000,15.583720,6.54996,353.000000,294.000000,243.000000,188.000000,123.000000,79.000000,51.000000,15.000000
1519.000000,15.583720,4.58667,310.000000,252.000000,202.000000,148.000000,91.000000,58.000000,41.000000,10.000000
1519.000000,15.583720,3.40178,272.000000,216.000000,172.000000,122.000000,74.000000,46.000000,32.000000,9.000000
1519.000000,15.583720,2.29567,208.000000,156.000000,116.000000,80.000000,40.000000,25.000000,20.000000,0.000000
1519.000000,15.583720,1.50467,146.000000,98.000000,67.000000,45.000000,24.000000,14.000000,13.000000,0.000000
1519.000000,15.583720,0.87078,70.000000,37.000000,21.000000,16.000000,7.000000,0.000000,0.000000,0.000000
1519.000000,9.784390,14053.571,195.000000,159.000000,133.000000,111.000000,78.000000,46.000000,33.000000,11.000000
1519.000000,9.784390,10.81844,184.000000,148.000000,122.000000,100.000000,70.000000,38.000000,27.000000,8.000000
1519.000000,9.784390,6.54996,174.000000,139.000000,113.000000,91.000000,61.000000,34.000000,24.000000,0.000000
1519.000000,9.784390,4.58667,151.000000,117.000000,92.000000,70.000000,45.000000,25.000000,19.000000,0.000000
1519.000000,9.784390,3.40178,136.000000,102.000000,78.000000,57.000000,37.000000,20.000000,15.000000,0.000000
1519.000000,9.784390,2.29567,99.000000,68.000000,46.000000,33.000000,18.000000,11.000000,9.000000,0.000000
1519.000000,9.784390,1.50467,79.000000,51.000000,33.000000,20.000000,12.000000,8.000000,8.000000,0.000000
1519.000000,9.784390,0.87078,39.000000,21.000000,11.000000,7.000000,0.000000,0.000000,0.000000,0.000000
4561.000000,417458.229360,14053.571,1259.000000,1023.000000,889.000000,713.000000,525.000000,343.000000,216.000000,91.000000
4561.000000,417458.229360,10.81844,1061.000000,841.000000,718.000000,550.000000,385.000000,237.000000,147.000000,60.000000
4561.000000,417458.229360,6.54996,894.000000,693.000000,580.000000,429.000000,282.000000,171.000000,99.000000,38.000000
4561.000000,417458.229360,4.58667,702.000000,519.000000,418.000000,289.000000,173.000000,106.000000,64.000000,21.000000
4561.000000,417458.229360,3.40178,550.000000,383.000000,302.000000,202.000000,119.000000,73.000000,43.000000,14.000000
4561.000000,417458.229360,2.29567,383.000000,248.000000,190.000000,126.000000,74.000000,46.000000,30.000000,7.000000
4561.000000,417458.229360,1.50467,234.000000,135.000000,101.000000,69.000000,41.000000,27.000000,19.000000,0.000000
4561.000000,417458.229360,0.87078,107.000000,56.000000,44.000000,31.000000,18.000000,14.000000,8.000000,0.000000
4561.000000,76.039750,14053.571,1028.000000,904.000000,798.000000,648.000000,478.000000,310.000000,192.000000,78.000000
4561.000000,76.039750,10.81844,902.000000,778.000000,674.000000,528.000000,372.000000,229.000000,141.000000,57.000000
4561.000000,76.039750,6.54996,766.000000,649.000000,550.000000,413.000000,273.000000,165.000000,95.000000,36.000000
4561.000000,76.039750,4.58667,601.000000,488.000000,398.000000,278.000000,167.000000,103.000000,61.000000,19.000000
4561.000000,76.039750,3.40178,470.000000,362.000000,288.000000,193.000000,113.000000,70.000000,40.000000,12.000000
4561.000000,76.039750,2.29567,321.000000,233.000000,179.000000,119.000000,69.000000,43.000000,27.000000,0.000000
4561.000000,76.039750,1.50467,198.000000,128.000000,95.000000,66.000000,39.000000,25.000000,17.000000,0.000000
4561.000000,76.039750,0.87078,90.000000,53.000000,41.000000,30.000000,17.000000,13.000000,7.000000,0.000000
4561.000000,45.389300,14053.571,867.000000,769.000000,680.000000,551.000000,398.000000,258.000000,158.000000,67.000000
4561.000000,45.389300,10.81844,789.000000,691.000000,603.000000,475.000000,330.000000,204.000000,124.000000,50.000000
4561.000000,45.389300,6.54996,684.000000,591.000000,507.000000,382.000000,249.000000,151.000000,88.000000,34.000000
4561.000000,45.389300,4.58667,545.000000,453.000000,374.000000,262.000000,155.000000,94.000000,56.000000,17.000000
4561.000000,45.389300,3.40178,431.000000,342.000000,275.000000,185.000000,107.000000,66.000000,39.000000,11.000000
4561.000000,45.389300,2.29567,298.000000,222.000000,171.000000,113.000000,64.000000,39.000000,26.000000,0.000000
4561.000000,45.389300,1.50467,184.000000,124.000000,92.000000,63.000000,37.000000,23.000000,16.000000,0.000000
4561.000000,45.389300,0.87078,83.000000,50.000000,38.000000,27.000000,15.000000,11.000000,0.000000,0.000000
4561.000000,32.915510,14053.571,716.000000,631.000000,558.000000,449.000000,321.000000,207.000000,127.000000,53.000000
4561.000000,32.915510,10.81844,668.000000,583.000000,510.000000,401.000000,277.000000,171.000000,102.000000,42.000000
4561.000000,32.915510,6.54996,590.000000,509.000000,438.000000,330.000000,216.000000,131.000000,77.000000,31.000000
4561.000000,32.915510,4.58667,480.000000,400.000000,332.000000,231.000000,139.000000,86.000000,52.000000,16.000000
4561.000000,32.915510,3.40178,385.000000,308.000000,252.000000,168.000000,97.000000,62.000000,38.000000,11.000000
4561.000000,32.915510,2.29567,270.000000,204.000000,159.000000,104.000000,59.000000,36.000000,25.000000,0.000000
4561.000000,32.915510,1.50467,169.000000,113.000000,84.000000,57.000000,33.000000,20.000000,15.000000,0.000000
4561.000000,32.915510,0.87078,74.000000,43.000000,32.000000,23.000000,12.000000,8.000000,0.000000,0.000000
4561.000000,25.646990,14053.571,575.000000,512.000000,452.000000,366.000000,263.000000,168.000000,104.000000,43.000000
4561.000000,25.646990,10.81844,534.000000,471.000000,411.000000,325.000000,226.000000,136.000000,81.000000,33.000000
4561.000000,25.646990,6.54996,482.000000,419.000000,361.000000,275.000000,179.000000,107.000000,62.000000,23.000000
4561.000000,25.646990,4.58667,397.000000,334.000000,278.000000,198.000000,119.000000,71.000000,44.000000,14.000000
4561.000000,25.646990,3.40178,321.000000,260.000000,213.000000,144.000000,82.000000,50.000000,31.000000,9.000000
4561.000000,25.646990,2.29567,234.000000,180.000000,141.000000,92.000000,51.000000,30.000000,22.000000,0.000000
4561.000000,25.646990,1.50467,147.000000,100.000000,75.000000,49.000000,28.000000,16.000000,12.000000,0.000000
4561.000000,25.646990,0.87078,66.000000,38.000000,28.000000,20.000000,10.000000,0.000000,0.000000,0.000000
4561.000000,20.734000,14053.571,428.000000,379.000000,335.000000,274.000000,197.000000,127.000000,81.000000,30.000000
4561.000000,20.734000,10.81844,391.000000,342.000000,298.000000,237.000000,163.000000,96.000000,59.000000,21.000000
4561.000000,20.734000,6.54996,356.000000,307.000000,264.000000,203.000000,130.000000,74.000000,44.000000,13.000000
4561.000000,20.734000,4.58667,300.000000,251.000000,209.000000,152.000000,92.000000,54.000000,37.000000,10.000000
4561.000000,20.734000,3.40178,250.000000,202.000000,167.000000,115.000000,70.000000,40.000000,28.000000,8.000000
4561.000000,20.734000,2.29567,193.000000,149.000000,117.000000,80.000000,45.000000,26.000000,21.000000,0.000000
4561.000000,20.734000,1.50467,126.000000,87.000000,65.000000,44.000000,26.000000,15.000000,11.000000,0.000000
4561.000000,20.734000,0.87078,61.000000,35.000000,25.000000,17.000000,8.000000,0.000000,0.000000,0.000000
4561.000000,15.583720,14053.571,272.000000,234.000000,206.000000,167.000000,121.000000,80.000000,52.000000,20.000000
4561.000000,15.583720,10.81844,252.000000,214.000000,186.000000,147.000000,104.000000,64.000000,40.000000,15.000000
4561.000000,15.583720,6.54996,224.000000,186.000000,159.000000,120.000000,78.000000,47.000000,27.000000,8.000000
4561.000000,15.583720,4.58667,193.000000,155.000000,129.000000,91.000000,55.000000,33.000000,22.000000,0.000000
4561.000000,15.583720,3.40178,164.000000,127.000000,106.000000,70.000000,41.000000,24.000000,16.000000,0.000000
4561.000000,15.583720,2.29567,124.000000,90.000000,72.000000,47.000000,22.000000,14.000000,12.000000,0.000000
4561.000000,15.583720,1.50467,84.000000,52.000000,39.000000,25.000000,13.000000,8.000000,7.000000,0.000000
4561.000000,15.583720,0.87078,44.000000,21.000000,16.000000,11.000000,0.000000,0.000000,0.000000,0.000000
4561.000000,9.784390,14053.571,119.000000,98.000000,86.000000,73.000000,55.000000,28.000000,19.000000,0.000000
4561.000000,9.784390,10.81844,111.000000,90.000000,78.000000,65.000000,50.000000,23.000000,15.000000,0.000000
4561.000000,9.784390,6.54996,102.000000,81.000000,69.000000,56.000000,41.000000,19.000000,12.000000,0.000000
4561.000000,9.784390,4.58667,86.000000,65.000000,54.000000,41.000000,29.000000,13.000000,10.000000,0.000000
4561.000000,9.784390,3.40178,74.000000,53.000000,43.000000,30.000000,22.000000,9.000000,7.000000,0.000000
4561.000000,9.784390,2.29567,51.000000,32.000000,24.000000,17.000000,10.000000,0.000000,0.000000,0.000000
4561.000000,9.784390,1.50467,42.000000,24.000000,18.000000,11.000000,7.000000,0.000000,0.000000,0.000000
4561.000000,9.784390,0.87078,21.000000,10.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17604.000000,417458.229360,14053.571,630.000000,536.000000,483.000000,394.000000,291.000000,190.000000,121.000000,51.000000
17604.000000,417458.229360,10.81844,531.000000,442.000000,393.000000,308.000000,220.000000,134.000000,84.000000,34.000000
17604.000000,417458.229360,6.54996,441.000000,357.000000,314.000000,238.000000,159.000000,92.000000,51.000000,18.000000
17604.000000,417458.229360,4.58667,327.000000,249.000000,214.000000,150.000000,91.000000,54.000000,35.000000,8.000000
17604.000000,417458.229360,3.40178,239.000000,169.000000,143.000000,98.000000,57.000000,34.000000,23.000000,0.000000
17604.000000,417458.229360,2.29567,168.000000,108.000000,90.000000,64.000000,38.000000,22.000000,17.000000,0.000000
17604.000000,417458.229360,1.50467,106.000000,57.000000,46.000000,32.000000,20.000000,12.000000,11.000000,0.000000
17604.000000,417458.229360,0.87078,54.000000,30.000000,25.000000,16.000000,8.000000,0.000000,0.000000,0.000000
17604.000000,76.039750,14053.571,523.000000,474.000000,429.000000,356.000000,266.000000,171.000000,105.000000,40.000000
17604.000000,76.039750,10.81844,460.000000,411.000000,367.000000,296.000000,214.000000,131.000000,81.000000,32.000000
17604.000000,76.039750,6.54996,383.000000,336.000000,296.000000,230.000000,155.000000,90.000000,49.000000,17.000000
17604.000000,76.039750,4.58667,280.000000,234.000000,201.000000,144.000000,88.000000,53.000000,34.000000,7.000000
17604.000000,76.039750,3.40178,206.000000,162.000000,136.000000,94.000000,54.000000,33.000000,22.000000,0.000000
17604.000000,76.039750,2.29567,141.000000,103.000000,85.000000,62.000000,36.000000,21.000000,16.000000,0.000000
17604.000000,76.039750,1.50467,87.000000,54.000000,43.000000,32.000000,20.000000,12.000000,11.000000,0.000000
17604.000000,76.039750,0.87078,44.000000,28.000000,23.000000,16.000000,8.000000,0.000000,0.000000,0.000000
17604.000000,45.389300,14053.571,447.000000,405.000000,371.000000,310.000000,226.000000,146.000000,89.000000,35.000000
17604.000000,45.389300,10.81844,406.000000,364.000000,331.000000,270.000000,191.000000,117.000000,72.000000,27.000000
17604.000000,45.389300,6.54996,347.000000,306.000000,276.000000,216.000000,143.000000,83.000000,46.000000,16.000000
17604.000000,45.389300,4.58667,256.000000,216.000000,189.000000,136.000000,80.000000,47.000000,31.000000,0.000000
17604.000000,45.389300,3.40178,192.000000,153.000000,130.000000,91.000000,51.000000,31.000000,22.000000,0.000000
17604.000000,45.389300,2.29567,132.000000,98.000000,82.000000,60.000000,34.000000,19.000000,16.000000,0.000000
17604.000000,45.389300,1.50467,83.000000,53.000000,43.000000,32.000000,20.000000,12.000000,11.000000,0.000000
17604.000000,45.389300,0.87078,44.000000,28.000000,23.000000,16.000000,8.000000,0.000000,0.000000,0.000000
17604.000000,32.915510,14053.571,374.000000,336.000000,309.000000,257.000000,182.000000,116.000000,71.000000,27.000000
17604.000000,32.915510,10.81844,348.000000,310.000000,283.000000,231.000000,159.000000,96.000000,58.000000,22.000000
17604.000000,32.915510,6.54996,306.000000,269.000000,243.000000,191.000000,125.000000,72.000000,41.000000,15.000000
17604.000000,32.915510,4.58667,232.000000,196.000000,171.000000,123.000000,72.000000,43.000000,29.000000,0.000000
17604.000000,32.915510,3.40178,178.000000,143.000000,122.000000,84.000000,46.000000,30.000000,22.000000,0.000000
17604.000000,32.915510,2.29567,126.000000,95.000000,79.000000,57.000000,32.000000,19.000000,16.000000,0.000000
17604.000000,32.915510,1.50467,80.000000,51.000000,41.000000,30.000000,19.000000,12.000000,11.000000,0.000000
17604.000000,32.915510,0.87078,44.000000,28.000000,23.000000,16.000000,8.000000,0.000000,0.000000,0.000000
17604.000000,25.646990,14053.571,301.000000,269.000000,245.000000,204.000000,149.000000,96.000000,58.000000,22.000000
17604.000000,25.646990,10.81844,277.000000,245.000000,221.000000,180.000000,128.000000,77.000000,45.000000,17.000000
17604.000000,25.646990,6.54996,252.000000,220.000000,197.000000,156.000000,105.000000,61.000000,33.000000,11.000000
17604.000000,25.646990,4.58667,194.000000,162.000000,140.000000,103.000000,63.000000,37.000000,24.000000,0.000000
17604.000000,25.646990,3.40178,149.000000,118.000000,100.000000,69.000000,40.000000,25.000000,18.000000,0.000000
17604.000000,25.646990,2.29567,110.000000,83.000000,69.000000,50.000000,29.000000,17.000000,14.000000,0.000000
17604.000000,25.646990,1.50467,67.000000,42.000000,34.000000,24.000000,16.000000,10.000000,9.000000,0.000000
17604.000000,25.646990,0.87078,39.000000,25.000000,21.000000,15.000000,8.000000,0.000000,0.000000,0.000000
17604.000000,20.734000,14053.571,230.000000,205.000000,190.000000,160.000000,116.000000,78.000000,48.000000,15.000000
17604.000000,20.734000,10.81844,208.000000,183.000000,168.000000,138.000000,97.000000,60.000000,36.000000,11.000000
17604.000000,20.734000,6.54996,187.000000,162.000000,147.000000,117.000000,76.000000,45.000000,25.000000,0.000000
17604.000000,20.734000,4.58667,149.000000,124.000000,109.000000,81.000000,49.000000,30.000000,21.000000,0.000000
17604.000000,20.734000,3.40178,121.000000,96.000000,83.000000,57.000000,34.000000,20.000000,16.000000,0.000000
17604.000000,20.734000,2.29567,95.000000,72.000000,60.000000,44.000000,25.000000,14.000000,13.000000,0.000000
17604.000000,20.734000,1.50467,58.000000,37.000000,30.000000,21.000000,14.000000,9.000000,8.000000,0.000000
17604.000000,20.734000,0.87078,36.000000,22.000000,18.000000,12.000000,0.000000,0.000000,0.000000,0.000000
17604.000000,15.583720,14053.571,142.000000,122.000000,115.000000,96.000000,70.000000,51.000000,33.000000,10.000000
17604.000000,15.583720,10.81844,130.000000,110.000000,103.000000,84.000000,61.000000,42.000000,26.000000,7.000000
17604.000000,15.583720,6.54996,113.000000,93.000000,86.000000,67.000000,44.000000,30.000000,17.000000,0.000000
17604.000000,15.583720,4.58667,90.000000,70.000000,63.000000,45.000000,26.000000,18.000000,13.000000,0.000000
17604.000000,15.583720,3.40178,75.000000,55.000000,49.000000,32.000000,17.000000,11.000000,9.000000,0.000000
17604.000000,15.583720,2.29567,59.000000,40.000000,35.000000,25.000000,13.000000,8.000000,8.000000,0.000000
