Symbol,Name,Sector,Value,Close,MA,Grade
LEN.B,Lennar Corporation,Consumer Cyclical,-1.34285,69.65, ,236.3631
DHI,D.R. Horton  Inc.,Consumer Cyclical,-1.10887,80.09, ,132.5112
LEN,Lennar Corporation,Consumer Cyclical,-0.72201,83.26, ,92.1422
LYB,LyondellBasell Industries NV,Basic Materials,-1.04924,94.78, ,82.6718
WLK,Westlake Corporation,Basic Materials,-1.11532,110.43,r+,71.4113
VIACA,ViacomCBS Inc.,Communication Services,-1.17475,39.23, ,67.4211
STLD,Steel Dynamics  Inc.,Basic Materials,-1.0144,72.38, ,64.6783
FOX,Fox Corporation,Communication Services,-0.83962,38.03, ,62.3922
TSN,Tyson Foods  Inc.,Consumer Defensive,-0.73389,92.56, ,61.98
CI,Cigna Corporation,Healthcare,-0.53559,236.73, ,51.5704
BEN,Franklin Resources  Inc.,Financial Services,-1.00483,27.21, ,49.8028
VMW,Vmware  Inc.,Technology,-0.77585,112.38, ,38.6746
EBAY,eBay Inc.,Consumer Cyclical,-1.13438,54.85, ,35.44
UHS,Universal Health Services  Inc.,Healthcare,-0.58212,150.42, ,29.6889
REGN,Regeneron Pharmaceuticals  Inc.,Healthcare,-0.80678,618.59, ,28.3895
UHAL,Amerco,Industrials,-0.99579,556.91, ,26.1635
BBY,Best Buy Co.  Inc.,Consumer Cyclical,-0.79307,104.71, ,25.8502
LAD,Lithia Motors  Inc.,Consumer Cyclical,-0.77007,318.08, ,25.7308
NUE,Nucor Corporation,Basic Materials,-0.7237,131.9,r+,24.5508
IVZ,Invesco Ltd,Financial Services,-0.60402,18.64, ,23.5035
AFL,AFLAC Incorporated,Financial Services,-0.36316,59.03, ,23.2296
DISCK,Discovery  Inc. - Series C,Communication Services,-0.41618,25.48, ,22.6135
FDX,FedEx Corporation,Industrials,-0.66106,201.09, ,21.3707
JBL,Jabil Inc.,Technology,-0.73275,52.6, ,20.681
MET,MetLife  Inc.,Financial Services,-0.40212,61.97, ,18.8253
VIAC,ViacomCBS Inc.,Communication Services,-0.36861,35.99, ,18.7695
CNXC,Concentrix Corporation,Technology,-0.67787,188.14, ,18.4335
AFG,American Financial Group  Inc.,Financial Services,-0.38643,134.65, ,17.0888
FNF,FNF Group of Fidelity National ,Financial Services,-0.39024,44.9, ,15.7602
GRMN,Garmin Ltd.,Technology,-0.75933,108.64, ,15.5521
GM,General Motors Company,Consumer Cyclical,-0.29749,39.83, ,15.3529
SSNC,SS&C Technologies Holdings  Inc,Technology,-0.41776,71.89, ,15.201
TROW,T. Rowe Price Group  Inc.,Financial Services,-0.73463,134.46, ,14.69
DISH,DISH Network Corporation,Communication Services,-0.47102,29.47, ,14.0729
MHK,Mohawk Industries  Inc.,Consumer Cyclical,-0.83043,123.76, ,13.7792
LNC,Lincoln National Corporation,Financial Services,-0.37074,58.17, ,13.5051
SCCO,Southern Copper Corporation,Basic Materials,-1.35323,74.28,r+,13.2918
BIO,Bio-Rad Laboratories  Inc.,Healthcare,-0.88405,550.16, ,13.2906
BLDR,Builders FirstSource  Inc.,Industrials,-0.94906,67.92, ,13.2892
ON,ON Semiconductor Corporation,Technology,-0.86708,53.52, ,13.2323
ACGL,Arch Capital Group Ltd.,Financial Services,-0.38917,44.27, ,12.7833
DISCA,Discovery  Inc. - Series A,Communication Services,-0.3992,25.55, ,12.0215
FOXA,Fox Corporation,Communication Services,-0.34217,41.6, ,12.0169
CB,Chubb Limited,Financial Services,0.01609,198.92, ,11.5763
RS,Reliance Steel & Aluminum Co.,Basic Materials,-0.70022,184.69,r+,11.4225
AGR,Avangrid  Inc.,Utilities,-1.00864,45.67, ,11.3176
DGX,Quest Diagnostics Incorporated,Healthcare,-0.65868,136.1, ,10.6131
MS,Morgan Stanley,Financial Services,0.02579,83.45, ,10.2194
NVR,NVR  Inc.,Consumer Cyclical,-1.08082,4706.88, ,9.7915
KNX,Knight-Swift Transportation Hol,Industrials,-0.59252,51.91, ,8.8213
OMF,OneMain Holdings  Inc.,Financial Services,-0.58055,43.5, ,8.4166
SC,Santander Consumer USA Holdings,Financial Services,-0.15602,41.59, ,8.1762
CMCSA,Comcast Corporation,Communication Services,-0.48268,46.3, ,7.5884
COF,Capital One Financial Corporati,Financial Services,0.11065,124.8, ,7.5646
GLW,Corning Incorporated,Technology,-0.6255,37.29, ,7.4396
KKR,KKR & Co. Inc.,Financial Services,0.05213,51.16, ,7.4082
LH,Laboratory Corporation of Ameri,Healthcare,-0.63714,266.75, ,7.2646
PHM,PulteGroup  Inc.,Consumer Cyclical,-0.72209,46.27, ,7.077
FTV,Fortive Corporation,Technology,-0.22378,57.78, ,7.0764
SYF,Synchrony Financial,Financial Services,0.07345,34.76, ,7.0547
WSM,Williams-Sonoma  Inc.,Consumer Cyclical,-0.86743,141.43, ,6.6686
ALL,Allstate Corporation (The),Financial Services,-0.40883,125.17, ,6.6092
EPAM,EPAM Systems  Inc.,Technology,-0.79483,174.8, ,6.3122
FB,Meta Platforms  Inc.,Communication Services,-0.74049,187.47, ,6.2979
AN,AutoNation  Inc.,Consumer Cyclical,-1.22086,108.85, ,5.6902
CRM,Salesforce.com Inc,Technology,-0.36677,196.23, ,5.486
WRB,W.R. Berkley Corporation,Financial Services,-0.33732,88.77, ,5.342
APH,Amphenol Corporation,Technology,-0.72725,72.82, ,5.312
CAG,ConAgra Brands  Inc.,Consumer Defensive,-0.29807,33.7, ,5.1062
