Symbol,Name,Sector,Country,sss_value,sss_value_normalized,ma,annualized_revenue,annualized_revenue_bonus,annualized_earnings,annualized_retained_earnings,annualized_retained_earnings_bonus,quarterized_revenue,quarterized_revenue_bonus,quarterized_earnings,quarterized_earnings_bonus,quarterized_retained_earnings,quarterized_retained_earnings_bonus,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_total_revenue_bonus,annualized_net_income,quarterized_total_revenue,quarterized_total_revenue_bonus,quarterized_net_income,quarterized_net_income_bonus,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,effective_ev_to_ebitda_normalized,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,held_percent_insiders_normalized,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,price_to_book_normalized,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,eqg_factor_effective_normalized,rqg_effective,rqg_factor_effective,rqg_factor_effective_normalized,price_to_earnings_to_growth_ratio,effective_peg_ratio,effective_peg_ratio_normalized,annualized_cash_flow_from_operating_activities,annualized_cash_flow_from_operating_activities_bonus,quarterized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities_bonus,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,ev_to_cfo_ratio_effective_normalized,annualized_debt_to_equity,annualized_debt_to_equity_bonus,quarterized_debt_to_equity,quarterized_debt_to_equity_bonus,debt_to_equity_effective,debt_to_equity_effective_used,debt_to_equity_effective_used_normalized,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,eff_dist_from_low_factor_normalized,annualized_total_ratio,annualized_total_ratio_bonus,quarterized_total_ratio,quarterized_total_ratio_bonus,annualized_other_current_ratio,annualized_other_current_ratio_bonus,quarterized_other_current_ratio,quarterized_other_current_ratio_bonus,annualized_other_ratio,annualized_other_ratio_bonus,quarterized_other_ratio,quarterized_other_ratio_bonus,annualized_total_current_ratio,annualized_total_current_ratio_bonus,quarterized_total_current_ratio,quarterized_total_current_ratio_bonus,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,effective_current_ratio_normalized,annualized_total_assets,annualized_total_assets_bonus,quarterized_total_assets,quarterized_total_assets_bonus,effective_total_assets,annualized_total_stockholder_equity,annualized_total_stockholder_equity_bonus,quarterized_total_stockholder_equity,quarterized_total_stockholder_equity_bonus,effective_total_stockholder_equity,calculated_roa,calculated_roa_normalized,calculated_roe,calculated_roe_normalized,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,annualized_total_liabilities_bonus,quarterized_total_liabilities,quarterized_total_liabilities_bonus,effective_total_liabilities,altman_z_score_factor,altman_z_score_factor_normalized,skip_reason
UI,Ubiquiti Inc.,Technology,United States,12490412793.631971,-2.6762066029722797, ,6310154400.0,4.0,486369200.0,-173312266.6666667,0.25,1835604000.0,1.0,536206000.0,1.0,-19076000.0,0.25,536206000.0,-19076000.0,1835604000.0,6310154400.0,4.0,486369200.0,1835604000.0,1.0,536206000.0,1.0,536206000.0,1835604000.0,8.328,8.328,0.15814960405628667,26.474392,24.030798,26.1689428,8.491903,0.2772252271439766,3.7384204,0.00028241138032936413,23.08,23.0801007,7.305598917620033e-05,662302779.3760831,662297000.0,610283400.0,662297000.0,0.29211,185.6759092,588.2132813,0.739152,2.75,62.2367237,2.382651374937029e-06,0.05602,0.91476,1.0,10.39,9.431,247.82,0.0380558,269.05173,0.13528686035383333,62431000,536206016,8.5887783,1223,15286081536,15587771392,438435.0089943,-0.351,-0.1,0.4980383,0.3235121,0.4980383,0.3235121,-0.1387404,0.236126,0.00224259523926148,0.005878,1.0166836,0.015256256955705646,-188.6179963,530.1721042,0.006358447417747985,505858333.3333333,1.0,499198000.0,1.0,30.2181076,30.6212796,30.6212796,3.06212796e-12,175.7888868,1.0,-66.8542731,1.0,-66.8542731,6686.4273051,0.23163575643652476,USD,USD,1.0,1.0,0.6,0.6,0.6,0.4,247.82,225.14,401.81,298.4383,-16.9610603,10.0737319,-38.3240835,0.2567499,0.2577499,0.004386545426077959,0.9721676,1.0,1.0101332,1.0,0.1944116,1.0,0.7960007,2.0,0.9929871,2.0,0.638129,1.0,1.5416972,0.5,2.5736792,1.0,1.0201332,0.8060007,0.648129,2.5836792,1.8019062,0.008852967313288157,856799400.0,1.0,919759066.6666666,1.0,919759066.6666666,-43062533.3333333,1.0,9572066.6666667,1.0,9572066.6666667,0.6829853,1.0,56.1177879,1.0,444602533.3333333,430353533.3333333,430353533.3333333,899861933.3333334,1.0,910187000.0,1.0,910187000.0,3.8961519,0.4632503090196646,None
SEB,Seaboard Corporation,Industrials,United States,311.0878966,-1.606142887035981, ,32693066666.666668,4.0,417933333.3333333,9028133333.333334,2.0,20859000000.0,3.0,238000000.0,0.5,28014000000.0,1.5,238000000.0,28014000000.0,20859000000.0,32693066666.666668,4.0,417933333.3333333,9229000000.0,1.0,570000000.0,1.0,570000000.0,9229000000.0,0.515,0.515,0.009779904669667104,6.2519712,6.2519712,6.2519712,0.4796239,0.01565772060999518,6.2519712,0.0004722924731449227,7.585,7.5850184,2.4009038319823287e-05,627003033.8826631,627000000.0,499866666.6666667,627000000.0,0.06176,2.0652869,36.9075,0.1050381,1.7170313,0.7450283,2.8522431738513853e-08,0.18321,0.78732,0.8606847697756789,0.0,609.942,3760.01,0.1622182,1.0359102,0.000520885104758522,1160780,570000000,491.0491221,13200,4755841024,4426448896,43181.8181818,-0.533,0.238,14.0993327,0.1861617,14.0993327,0.1861617,3.1250832,17.9279048,0.1702694068184488,0.2250404,4.9938425,0.07493712338462377,2.0005775,2.0005775,2.3993278292290276e-05,165333333.3333333,1.0,46000000.0,0.5,28.7651675,103.3878483,103.3878483,1.033878483e-11,1.3840907,2.0,1.3850614,2.0,1.3850614,1.1778863,4.080513727990628e-05,USD,USD,1.0,1.0,2.25,2.25,2.25,2.25,3760.01,3535.0,4400.0,3932.042,-4.3751313,6.3652051,-14.5452273,0.5202543,0.5212543,0.00887102445234108,4.90902,2.0,1.2247843,0.5,0.495433,1.0,0.4683707,1.0,0.3441555,2.0,0.1917592,1.0,2.8621891,1.0,1.3429869,0.5,1.2347843,0.4783707,0.2017592,1.3529869,1.2938856,0.006357005111550333,13816666666.666666,2.0,10988500000.0,1.5,10988500000.0,8146133333.333333,2.0,6477300000.0,1.5,6477300000.0,0.1518724,0.22236554725262753,0.1879996,0.003350089286039017,2384333333.333333,2481466666.6666665,2481466666.6666665,2820666666.6666665,1.0,4486700000.0,1.5,4486700000.0,2.553162,0.30356955165871863,None
FIGS,"FIGS, Inc.",Consumer Cyclical,United States,1027823993024.9534,-1.5988883830601135, ,848957333.3333334,4.0,33209333.3333333,5450500.0,0.5,1103103000.0,3.0,-11316000.0,0.25,10660750.0,0.25,-11316000.0,10660750.0,1103103000.0,848957333.3333334,4.0,33209333.3333333,1103103000.0,3.0,-11316000.0,0.25,-11316000.0,1103103000.0,10.785,10.785,0.20480829487836838,493.0856322,54.0,438.1999282,6.022111,0.19659681579750027,438.1999282,0.03310292405401764,476.148,379.6408318,0.00120168611304302,14516500.436839,20401000.0,39314000.0,20401000.0,-0.02631,89.1104482,588.2132813,-0.0365624,0.999,29.6835253,1.1363948512126304e-06,0.53988,0.34414,0.376207967117058,0.26,-0.064,13.56,-0.0047198,10.461997,0.005260589579413681,151662000,-10026000,-0.0661075,206,4110109952,2294936064,-48669.9029126,-0.64,0.337,443.2678571,1.3812334,443.2678571,1.3812334,110.3369643,105.2914034,1.0,0.5980583,7.9834232,0.11979848570916442,3.9714699,3.9714699,4.763053795224341e-05,33351333.3333333,2.0,38388750.0,0.75,123.2367507,107.0654802,107.0654802,1.070654802e-11,0.2255894,0.5,0.2995887,1.0,0.2995887,0.548347,1.899620923685484e-05,USD,USD,1.0,1.0,0.0,0.0,0.0,0.0,13.56,13.04,50.4,33.05107,-58.9725839,3.9877301,-73.0952381,0.0278373,0.0288373,0.0004907708069544854,10.0317384,3.0,4.4202846,1.0,0.0042209,0.0833333,0.2220431,1.0,3.9857664,3.0,3.9913143,2.0,10.1035637,3.0,4.4546485,1.0,4.4302846,0.2320431,4.0013143,4.4646485,4.4474665,0.02185090186794634,220205333.3333333,2.0,387396000.0,1.5,387396000.0,156112000.0,2.0,299760214.2857143,1.5,299760214.2857143,7.08e-05,0.00010366255320575713,6.22e-05,1.1083829624724033e-06,70377333.3333333,189142285.7142857,189142285.7142857,64093333.3333333,2.0,87635785.7142857,1.5,87635785.7142857,4.3940728,0.5224528290221186,None
AMG,"Affiliated Managers Group, Inc.",Financial Services,United States,608.8074419,-1.5920010304858663, ,2149346666.6666665,1.0,190473333.3333333,3918353333.3333335,1.0,2274900000.0,1.0,503200000.0,1.0,25222950000.0,1.5,503200000.0,25222950000.0,2274900000.0,2149346666.6666665,1.0,190473333.3333333,2274900000.0,1.0,503200000.0,1.0,503200000.0,2274900000.0,4.197,4.197,0.07970147553124822,9.440184,5.6442,8.965686,2.029818,0.06626509465674918,8.965686,0.0006772945490185254,10.741,10.7410368,3.399885808132411e-05,889006092.170189,889000000.0,825900000.0,889000000.0,0.2212,0.4025553,4.75,0.6003748,2.75,0.4090434,1.5659690315910976e-08,1.0117099,0.00853,0.009324850233941142,20.61,11.515,122.48,0.0940153,1.9046882,0.0009577313869380961,40651300,503200000,12.3784479,3900,9548879872,4896733184,129025.6410256,0.801,0.162,6.4283033,-0.0662416,6.4283033,-0.0662416,2.2078258,15.1087544,0.143494662547161,0.1049396,3.4894384,0.05236217920846405,4.0608665,4.0608665,4.870268712026343e-05,1016160000.0,1.0,1279800000.0,1.0,9.397024,7.4612282,7.4612282,7.4612282e-13,1.2253371,1.0,3.0875881,2.0,3.0875881,1.7581534,6.0907144302581655e-05,USD,USD,1.0,1.0,0.01,0.01,0.01,0.01,122.48,121.4,191.62,160.4355,-23.6577939,0.8896211,-36.0818286,0.0307605,0.0317605,0.0005405196122479543,0.7404941,0.3333333,1.9673595,1.0,7.6724702,6.0,0.7651582,0.5,0.1720905,1.0,0.0763399,0.5,17.3835578,6.0,405.0865934,4.0,1.9773595,0.7751582,0.0863399,405.0965934,203.5369765,1.0,7924366666.666667,1.0,8013180000.0,1.0,8013180000.0,1490820000.0,0.5,2641046666.6666665,1.0,2641046666.6666665,0.1627965,0.23836018139775483,0.2905305,0.005177155245636473,865680000.0,1573986666.6666667,1573986666.6666667,3597620000.0,1.0,4075433333.3333335,1.0,4075433333.3333335,2.4522209,0.29156771061967063,None
BF.A,Brown Forman Inc,Consumer Defensive,United States,8965.6111555,-1.5447450071701994, ,13609600000.0,0.0,861266666.6666666,5730933333.333333,2.0,11247000000.0,0.0,1614000000.0,0.0,14983500000.0,1.5,1614000000.0,14983500000.0,11247000000.0,13609600000.0,4.0,861266666.6666666,11247000000.0,3.0,1614000000.0,2.0,1614000000.0,11247000000.0,0.412,0.412,0.007823923735733682,36.94375,36.94375,36.94375,7.9022455,0.257975368263741,36.94375,0.002790840599961135,1.302,1.3154872,4.163942778838485e-06,1163096559.1397848,1139000000.0,1130800000.0,1139000000.0,0.21526,0.2571554,0.0,3.7540201,16.0,1.4098118,5.397279650940957e-08,0.12313,0.73173,0.7999147317329135,0.0,1.6,62.61,0.025555,9.666394,0.0048605377679717295,169136992,807000000,4.7712803,4700,1545725440,29625518080,171702.1276596,0.183,0.138,0.0732867,0.0233468,0.0732867,0.0233468,0.1555717,4.1942574,0.03983475634820915,0.1093367,3.5566099,0.05337014831910987,237.4709413,237.4709413,0.0028480308215717855,779000000.0,1.0,928000000.0,1.0,1.9842432,1.6656524,1.6656524,1.6656524e-13,1.7562763,1.0,1.4124281,1.0,1.4124281,1.1894562,4.120594961452193e-05,USD,USD,1.0,1.0,1.0,0.1885,0.1795,0.1795,62.61,58.59,76.15,66.47205,-5.8100359,6.8612391,-17.780696,0.4578588,0.4588588,0.007809139675148743,9.5531459,6.0,1.7111011,1.0,3.7736807,1.0,2.4566381,1.0,0.4215178,1.0,0.5511548,1.0,7.9764618,2.0,4.0793397,1.0,1.7211011,2.4666381,0.5611548,4.0893397,2.9052204,0.01427367375676822,12065866666.666666,2.0,6396800000.0,1.0,6396800000.0,4501066666.666667,2.0,2657733333.333333,1.0,2657733333.333333,0.3523137,0.5158437524204401,0.7072844,0.012603568787500264,2619866666.6666665,2861666666.6666665,2861666666.6666665,3782400000.0,1.0,3739066666.6666665,1.0,3739066666.6666665,3.3057978,0.39305753258914966,None
SEIC,SEI Investments Company,Financial Services,United States,7899.8107938,-1.47616443596222, ,6625837333.333333,4.0,466674466.6666667,562207133.3333334,1.0,5581146000.0,3.0,1054350000.0,2.0,2428305000.0,1.0,1054350000.0,2428305000.0,5581146000.0,6625837333.333333,4.0,466674466.6666667,5581146000.0,3.0,1054350000.0,2.0,1054350000.0,5581146000.0,4.311,4.311,0.08186634763288327,15.167032,13.57598,14.9681505,4.1519976,0.13554541046467977,14.9681505,0.001130738544996882,14.0,13.9999684,4.431443143129556e-05,572912412.0,572915000.0,481074733.3333333,572915000.0,0.28337,10.1481795,36.9075,25.3122787,89.285625,11.9156094,4.561734845968858e-07,0.70114,0.17557,0.19193012374830556,4.08,3.652,55.85,0.0653894,4.197802,0.002110774210472619,139452992,527175008,3.7803062,3963,8020737536,7724301312,133024.2260913,0.243,0.142,-0.028358,0.0254948,-0.028358,0.0254948,0.1751605,4.435218,0.042123267966623,0.1128737,3.609668,0.05416633309791571,85.4539174,85.4539174,0.0010248638812265889,515109933.3333333,1.0,576039000.0,1.0,15.5709238,13.9239488,13.9239488,1.39239488e-12,0.2429483,1.0,0.191804,1.0,0.191804,0.4389543,1.5206553018831417e-05,USD,USD,1.0,1.0,0.37,0.37,0.35,0.35,55.85,54.03,65.22,61.26265,-8.8351549,3.368499,-14.3667587,0.3252904,0.3262904,0.005553009571267137,5.1178845,1.0,6.2420418,1.0,1.2959666,1.0,184.6005932,4.0,4.8802982,6.0,0.9691935,1.0,4.1854039,1.0,5.4770332,1.0,6.2520418,184.6105932,0.9791935,5.4870332,5.8695375,0.0288376962305913,4232031066.6666665,2.0,2170815066.6666665,1.0,2170815066.6666665,3405000133.333333,2.0,1821683400.0,1.0,1821683400.0,0.5856931,0.8575486178106615,0.6787778,0.012095590817114157,971313533.3333334,1096841600.0,1096841600.0,827030933.3333334,2.0,349131666.6666667,1.0,349131666.6666667,4.3461347,0.5167530154088928,None
ERIE,Erie Indemnity Company,Financial Services,United States,30694754.2757422,-1.4440237848828743, ,9775280533.333334,4.0,292477533.3333333,4701721466.666667,2.0,7821894000.0,3.0,611206000.0,2.0,14631411000.0,1.5,611206000.0,14631411000.0,7821894000.0,9775280533.333334,4.0,292477533.3333333,7821894000.0,3.0,611206000.0,2.0,611206000.0,7821894000.0,3.65,3.65,0.06931388746463092,28.642124,27.602312,28.5121475,3.3546345,0.10951482974399498,28.5121475,0.0021538923047898597,27.666,35.2393838,0.00011154405584845515,222269719.2221499,100580000.0,370175266.6666667,100580000.0,0.11721,4.3625568,36.9075,11.0162749,89.285625,5.1663472,1.9778682950629146e-07,0.37121,0.45543,0.4978682933228388,6.06,5.84,170.2,0.0343126,6.7968307,0.0034176397444444875,46189100,305603008,6.6163447,5849,9515981824,8746531840,52248.7618396,0.011,0.053,0.0520853,0.0833598,0.0520853,0.0833598,0.0212713,1.7084694,0.016226105311841633,0.0605899,2.7115024,0.04068854592560808,1340.4027164,1340.4027164,0.01607568584487581,328210933.3333333,1.0,372155000.0,1.0,28.9934943,25.5699422,25.5699422,2.55699422e-12,1.5958207,2.0,1.4815832,2.0,1.4815832,1.218203,4.220181578628911e-05,USD,USD,1.0,1.0,1.035,1.035,1.035,2.0,170.2,164.19,236.77,189.26355,-10.0724889,3.6603934,-28.1158931,0.1656104,0.1666104,0.002835477678389086,4.512556,2.0,2.3501914,1.0,0.0,1.0,0.0,1.0,0.3834083,1.0,1.0766541,2.0,0.7082212,0.5,2.5993738,2.0,2.3601914,0.01,1.0866541,2.6093738,2.4847826,0.012208015677190723,4029926533.3333335,2.0,2190823866.6666665,1.0,2190823866.6666665,2245611200.0,2.0,1887957000.0,1.5,1887957000.0,0.3789845,0.5548940804436054,0.4237394,0.007550892789200623,239170000.0,181367800.0,181367800.0,892157666.6666666,1.0,932185866.6666666,1.0,932185866.6666666,4.3570666,0.5180528122810764,None
LRCX,Lam Research Corporation,Technology,United States,230045.0813177,-1.3558414571544104, ,12504817333.333334,1.0,3135881133.333333,25557958933.33333,2.0,47260605000.0,3.0,8529502000.0,2.0,85355884500.0,1.5,8529502000.0,85355884500.0,47260605000.0,12504817333.333334,1.0,3135881133.333333,47260605000.0,3.0,8529502000.0,2.0,8529502000.0,47260605000.0,6.388,6.388,0.12130879811618148,16.573273,13.379808,16.1740899,4.3827376,0.1430781094264085,2.3105843,0.00017454840058393582,19.325,19.3250581,6.117006393230521e-05,5207336313.505821,5207305000.0,3944694666.6666665,5207305000.0,0.27072,1.2189084,4.75,24.4370254,89.285625,8.6432179,3.30894266102175e-07,0.84265,0.00209,0.0022847522847522844,36.65,29.588,489.15,0.0604886,11.864173,0.005965643543212749,140799008,4264751104,30.2896389,15400,100632379392,69043609600,276931.8898701,0.433,0.355,0.4169314,0.253849,0.4169314,0.253849,0.4289828,6.7996782,0.06457961410361447,0.3297122,5.9920575,0.08991624229343641,37.7033494,37.7033494,0.0004521829095376988,3081258733.333333,1.0,3403176000.0,1.0,32.6595032,29.5701367,29.5701367,2.95701367e-12,0.8135885,0.5,1.6951221,1.0,1.6951221,1.3029685,4.5138319813969795e-05,USD,USD,1.0,1.0,1.3,1.3,1.3,1.3,489.15,479.27,731.85,617.7943,-20.8231607,2.0614685,-33.1625333,0.0782326,0.0792326,0.001348428841781372,0.8151792,0.5,1.5908612,1.0,0.0008721,0.3333333,0.000218,1.0,1.6140007,2.0,0.9764362,1.0,3.3516722,1.0,3.2550559,1.0,1.6008612,0.010218,0.9864362,3.2650559,2.4329585,0.011953398059836069,14790369866.666666,1.0,15602214933.333334,1.0,15602214933.333334,5650470733.333333,1.0,5794357400.0,1.0,5794357400.0,0.6466853,0.9468509790767092,1.5720359,0.028013148037861268,7609176866.666667,7845236600.0,7845236600.0,18279798266.666668,2.0,9807857533.333334,1.0,9807857533.333334,4.0763605,0.48467701202834373,None
SCCO,Southern Copper Corporation,Basic Materials,United States,1223692.5241445,-1.353225895006695,r+,37621413333.333336,4.0,2531533333.333333,13269628571.428572,2.0,10934100000.0,1.0,3397100000.0,1.0,33591300000.0,1.5,3397100000.0,33591300000.0,10934100000.0,37621413333.333336,4.0,2531533333.333333,10934100000.0,1.0,3397100000.0,1.0,3397100000.0,10934100000.0,5.215,5.215,0.0990334035967261,18.340687,17.084475,18.1836605,5.290756,0.17272112433024223,18.1836605,0.001373647720637715,8.298,8.2980122,2.6265894475372816e-05,6871220203.422512,6871200000.0,5416980000.0,6871200000.0,0.31069,10.4487215,36.9075,0.8433373,2.75,3.8685829,1.4810362464087868e-07,0.07146,0.89025,0.9732060868424505,4.38,4.08,74.28,0.0549273,7.145722,0.0035930722108395833,773081024,3397100032,4.3942354,10000000,57017552896,57849655296,339.7100032,0.412,0.201,0.6756621,0.242282,0.6756621,0.242282,0.4779155,7.1631435,0.06803160817210649,0.2113205,4.8469611,0.07273303513099817,38.0478548,38.0478548,0.0004563146234729984,3435500000.0,1.0,6438600000.0,1.5,16.5965807,8.8555824,8.8555824,8.855582399999999e-13,1.2821393,1.0,1.2374296,1.0,1.2374296,1.1133981,3.85710932521134e-05,USD,USD,1.0,1.0,1.0,1.0,0.9,0.7,74.28,54.92,83.29,63.1942,17.5424327,35.2512746,-10.8176252,1.364822,6.4633262,0.10999683794197335,1.7876922,1.0,1.8139669,1.0,0.2093677,1.0,0.1886236,1.0,2.1923724,1.0,4.1332749,2.0,5.8695072,2.0,3.0836143,1.0,1.8239669,0.1986236,4.1432749,3.0936143,2.4587906,0.012080314065193947,34835893333.333336,2.0,27143060000.0,1.5,27143060000.0,15237440000.0,2.0,12093770000.0,1.5,12093770000.0,0.2251554,0.32966361062236627,0.3808967,0.006787450365626404,3481233333.333333,3953586666.6666665,3953586666.6666665,19489813333.33333,2.0,14963070000.0,1.5,14963070000.0,2.3377979,0.2779628791168339,None
AM,Antero Midstream Corporation,Energy,United States,46.0574685,-1.3464325260081695,r+,889050133.3333334,1.0,101280533.3333333,-1028370857.1428572,0.25,968874000.0,1.0,331617000.0,1.0,-2732413333.333333,0.375,331617000.0,-2732413333.333333,968874000.0,889050133.3333334,1.0,101280533.3333333,968874000.0,1.0,331617000.0,1.0,331617000.0,968874000.0,8.257,8.257,0.15680130651930343,14.782608,12.289157,14.4709266,5.028896,0.16417248711901622,14.4709266,0.0010931767748086631,10.754,10.7539818,3.40398331963021e-05,743916478.2406547,743919000.0,671669866.6666666,743919000.0,0.34227,78362352.9626061,0.1,0.9433556,2.75,26120784.7504106,1.0,0.54942,0.32858,0.3591980410162228,0.83,0.69,10.21,0.0675808,2.129881,0.0010709647301553604,477683008,331067008,0.6930684,519,8000050688,4872366592,637894.0423892,0.028,0.057,0.9709289,0.0394775,0.9709289,0.0394775,0.2637322,5.3854865,0.05114839698299624,0.0526194,2.5438916,0.038173394276312875,54.8697726,54.8697726,0.0006580628462663824,667989933.3333334,1.0,709752000.0,1.0,11.9763043,11.2716142,11.2716142,1.12716142e-12,1.2813169,1.0,0.7026535,0.5,0.7026535,0.8392443,2.9073671094467145e-05,USD,USD,1.0,1.0,0.225,0.225,0.225,0.225,0.065762,8.26,11.71,10.07915,1.2982246,23.6077482,-12.8095645,1.1304348,2.0867627,0.03551380379583112,0.3053411,0.1666667,0.4279431,0.25,0.0349276,1.0,0.0226315,1.0,0.6873231,0.0833333,0.389878,0.125,0.7297956,1.0,0.3847037,0.5,0.4379431,0.0326315,0.399878,0.3947037,0.4163234,0.002045443570790195,5293941133.333333,1.0,5540985600.0,1.0,5540985600.0,2285627800.0,1.0,1535897511.111111,0.6666667,1535897511.111111,0.159848,0.23404310458804894,0.3159109,0.005629425389378186,-34861533.3333333,-27054733.3333333,-27054733.3333333,6016626666.666667,2.0,4855709000.0,1.5,4855709000.0,0.1309311,0.01556763547521969,None
