Symbol,Name
VET,Vermilion Energy Inc.
VG,Vonage Holdings Corp.
VIV,Telefonica Brasil S.A
VNOM,Viper Energy Partners
VOC,VOC Energy Trust Unit
VRS,Verso Corporation Com
VRTX,Vertex Pharmaceutical
VTAQ,Ventoux CCM Acquisiti
WES,Western Midstream Par
WHD,Cactus_ Inc. Class A 
WLL,Whiting Petroleum Cor
WMB,Williams Companies_ I
WTFC,Wintrust Financial Co
WTTR,Select Energy Service
XOM,Exxon Mobil Corporati
