ev,pe,evr / pm,0.185,18.788,30.567,48.934,73.345,119.076,236.148
539.000000,964108666.414650,117.586,851.000000,636.000000,530.000000,423.000000,313.000000,207.000000,104.000000
539.000000,964108666.414650,7.99,648.000000,455.000000,362.000000,270.000000,185.000000,117.000000,58.000000
539.000000,964108666.414650,5.67988,543.000000,367.000000,280.000000,195.000000,130.000000,81.000000,37.000000
539.000000,964108666.414650,4.243,435.000000,272.000000,194.000000,129.000000,90.000000,52.000000,22.000000
539.000000,964108666.414650,3.19525,329.000000,185.000000,125.000000,82.000000,55.000000,34.000000,13.000000
539.000000,964108666.414650,2.18775,220.000000,112.000000,74.000000,46.000000,32.000000,23.000000,9.000000
539.000000,964108666.414650,1.38625,110.000000,46.000000,26.000000,12.000000,11.000000,7.000000,0.000000
539.000000,53.012500,117.586,643.000000,523.000000,441.000000,347.000000,254.000000,171.000000,83.000000
539.000000,53.012500,7.99,536.000000,419.000000,338.000000,250.000000,174.000000,112.000000,56.000000
539.000000,53.012500,5.67988,452.000000,339.000000,262.000000,181.000000,124.000000,78.000000,36.000000
539.000000,53.012500,4.243,363.000000,254.000000,183.000000,120.000000,88.000000,50.000000,21.000000
539.000000,53.012500,3.19525,280.000000,177.000000,120.000000,77.000000,53.000000,32.000000,12.000000
539.000000,53.012500,2.18775,189.000000,107.000000,71.000000,43.000000,30.000000,21.000000,8.000000
539.000000,53.012500,1.38625,95.000000,44.000000,25.000000,11.000000,10.000000,0.000000,0.000000
539.000000,35.199180,117.586,535.000000,438.000000,363.000000,284.000000,202.000000,138.000000,70.000000
539.000000,35.199180,7.99,462.000000,366.000000,291.000000,216.000000,148.000000,97.000000,50.000000
539.000000,35.199180,5.67988,405.000000,311.000000,238.000000,167.000000,112.000000,71.000000,34.000000
539.000000,35.199180,4.243,326.000000,234.000000,164.000000,110.000000,80.000000,46.000000,20.000000
539.000000,35.199180,3.19525,257.000000,171.000000,115.000000,73.000000,51.000000,31.000000,12.000000
539.000000,35.199180,2.18775,176.000000,104.000000,68.000000,41.000000,30.000000,21.000000,8.000000
539.000000,35.199180,1.38625,89.000000,43.000000,24.000000,10.000000,10.000000,0.000000,0.000000
539.000000,28.620430,117.586,428.000000,350.000000,288.000000,227.000000,161.000000,109.000000,48.000000
539.000000,28.620430,7.99,372.000000,294.000000,232.000000,172.000000,116.000000,74.000000,33.000000
539.000000,28.620430,5.67988,331.000000,254.000000,192.000000,135.000000,88.000000,55.000000,22.000000
539.000000,28.620430,4.243,275.000000,199.000000,139.000000,93.000000,66.000000,40.000000,16.000000
539.000000,28.620430,3.19525,217.000000,146.000000,98.000000,61.000000,42.000000,25.000000,8.000000
539.000000,28.620430,2.18775,158.000000,95.000000,63.000000,37.000000,27.000000,19.000000,0.000000
539.000000,28.620430,1.38625,81.000000,39.000000,22.000000,8.000000,8.000000,0.000000,0.000000
539.000000,23.133070,117.586,321.000000,264.000000,217.000000,169.000000,122.000000,78.000000,35.000000
539.000000,23.133070,7.99,277.000000,220.000000,173.000000,126.000000,85.000000,50.000000,22.000000
539.000000,23.133070,5.67988,246.000000,190.000000,143.000000,98.000000,63.000000,37.000000,15.000000
539.000000,23.133070,4.243,206.000000,151.000000,106.000000,71.000000,50.000000,28.000000,12.000000
539.000000,23.133070,3.19525,167.000000,115.000000,78.000000,47.000000,30.000000,17.000000,0.000000
539.000000,23.133070,2.18775,123.000000,77.000000,51.000000,28.000000,19.000000,14.000000,0.000000
539.000000,23.133070,1.38625,64.000000,32.000000,17.000000,0.000000,0.000000,0.000000,0.000000
539.000000,17.915190,117.586,216.000000,176.000000,146.000000,115.000000,84.000000,51.000000,24.000000
539.000000,17.915190,7.99,184.000000,144.000000,114.000000,83.000000,56.000000,28.000000,14.000000
