"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,skip_reason
COLM,Columbia Sportswear Company,Consumer Cyclical,United States,3415.35203,2683540067,188513000,692409000,60334600,124423800,1687974533,2683540067,188513000,692409000,60334600,124423800,1687974533,2.45,2.45,40.62525,19.3166,35.29809,2.59853,35.29809,19.795,0.06397,0.169,2.5,0.0768,1,0.13765,0.43772,5.18,2.463,100.78,0.02444,3.55819,66454800,163700000,2.46333,7275,6268801536,6649466880,22501.71821,261.441,-0.0349,-0.1978,-0.0349,-0.1978,-0.0349,196.0313,981.20649,-0.0349,1.0151,0.8,0.8,284712666.7,160796133.3,22.01799,38.98602,30.50201,0.52522,0.52111,0.52316,0.7233,USD,USD,1,1,0.26,0.26,0.26,0.24,0.16173,73.11,114.98,98.49956,2.31518,37.84708,-12.34997,1.32171,5.3311,2.95821,2.92507,0.25124,0.3424,1.33032,1.41625,3.23694,3.56167,2.95164,0.30682,1.38328,3.4093,3.18047,None
COMM,"CommScope Holding Company, Inc.",Technology,United States,1.00E+50,7637680000,-522066666.7,2102813333,-82593333.33,-302330000,4870246667,7637680000,-522066666.7,2102813333,-82593333.33,-302330000,4870246667,1.73,1.73,-14.10118,8.96566,11664.06014,0.50305,3888.02005,12.674,-0.06031,-0.05903,0,-0.03946,0,-0.03803,0.95495,2.33,-2.86,20.8,-0.1375,20.50049,204079008,-567699968,-2.78177,30000,14661580800,4263210240,-18923.33227,-0.17324,0.08677,-0.17324,0.08677,-0.17324,0.08677,-0.17324,0.87676,0.08677,1.48387,0.32,0.32,496646666.7,-3186666.667,29.52115,9.74004E+13,4.87002E+13,22.9029,49.59259,36.24775,6.02061,USD,USD,1,1,0,0,0,0,0.81898,7.56,20.93,15.28467,36.08407,175.13228,-0.62112,1.98055,60.35586,1.16847,1.10644,0.02911,0.02933,0.60807,0.74351,1.91609,1.7161,1.14746,0.03922,0.68579,1.82609,1.48678,None
CONE,CyrusOne Inc,Real Estate,United States,909269408.3,967200000,27713333.33,282960000,12800000,20256666.67,625080000,967200000,27713333.33,282960000,12800000,20256666.67,625080000,11.632,11.632,201.15591,356.33334,239.95027,8.44169,239.95027,24.363,0.04134,0.05518,2.25,0.1104,2.5,0.09476,1.06202,0.21,0.372,75.25,0.00494,3.50672,122536000,44400000,0.36234,441,12634828800,9169369088,100680.2721,0.238,-0.66956,0.41247,0.05444,0.41247,0.05444,0.28162,2.45809,0.05444,1.3222,1.88,1.88,401420000,112966666.7,31.47533,111.84564,71.66049,1.61343,1.64764,1.63053,1.27692,USD,USD,1,1,0.51,0.51,0.51,0.5,65.72795,61.64,86.77,70.42155,-0.30387,22.07982,-13.27648,1.08317,1.615,1.62169,1.60723,0.38097,0.34053,0.8565,0.94076,2.25041,2.46922,1.62446,0.37075,0.90863,2.36981,1.99714,None
COO,"The Cooper Companies, Inc.",Healthcare,United States,124040.3718,2484360000,295113333.3,656780000,1150366667,722740000,1570570000,2484360000,295113333.3,656780000,1150366667,722740000,1570570000,8.476,8.476,8.41655,26.30578,12.88886,7.61551,12.88886,29.352,0.9123,0.29549,2.5,20.36492,12.03125,11.94997,1.01753,14.52,45.382,384.09,0.11815,3.13108,49151100,2248999936,45.75686,12000,20895524864,18773753856,187416.6613,22.217,-0.00632,-0.096,-0.00632,-0.096,-0.00632,16.63875,84.24375,-0.00632,1.04368,3.14,3.14,578466666.7,153746666.7,36.12226,135.9088,86.01553,0.74903,0.62309,0.68606,0.82829,USD,USD,1,1,0.03,0.03,0.03,0.03,0.19916,268.92,415.96,376.34448,2.05809,42.82686,-7.66179,1.56651,14.77758,2.34909,2.69144,0.0038,0.00282,0.63371,4.10596,1.38749,1.29001,2.53026,0.01331,2.37983,1.34875,1.93951,None
COP,ConocoPhillips,Energy,United States,3.13115E+12,26131466667,1253800000,7570666667,275200000,764500000,16851066667,26131466667,1253800000,7570666667,275200000,764500000,16851066667,4.002,4.002,9975,16.26359,7485.3159,3.54658,7485.3159,15.37,0.00088,0.00287,1,0.02074,2.5,0.0228,0.79234,3.68,0.006,59.47,0.0001,1.87148,1349420032,20000000,0.01482,10300,91130191872,80762789888,1941.74757,-0.40877,-0.15419,-0.40877,-0.15419,-0.40877,-0.15419,-0.40877,0.64123,-0.15419,0.89581,-1.75,17.5,7718466667,1681400000,11.80677,54.199,33.00289,1.10685,1.00076,1.0538,1.02655,USD,USD,1,1,0.43,0.43,0.43,0.42,0.18207,27.53,61.14,48.91625,21.57514,116.01889,-2.73144,1.90062,47.13878,1.91036,2.00399,0.28629,0.37856,0.15313,0.17979,2.1961,2.18185,1.96718,0.34243,0.17646,2.19898,2.08308,None
COR,CoreSite Realty Corporation,Real Estate,United States,1.1463E+12,581073666.7,77902066.67,155959533.3,21100733.33,49501400,368516600,581073666.7,77902066.67,155959533.3,21100733.33,49501400,368516600,11.779,11.779,63.59091,60.82609,62.8997,8.77035,62.8997,23.074,0.13503,0.75633,5.625,0.84544,6.25,0.72849,0.95875,2.07,1.98,125.92,0.01572,126.28887,42984800,83329000,1.93857,481,7269009920,5412216320,173241.1642,0.225,-0.67175,0.01178,0.03248,0.01178,0.03248,0.17169,1.90847,0.03248,1.21238,132.82,132.82,260123866.7,71078266.67,27.94442,102.26769,65.10605,21.95025,39.42924,30.68975,5.53983,USD,USD,1,1,1.23,1.23,1.22,1.22,106.88005,107.23,141.5,121.99875,-2.14392,17.42982,-11.0106,1.09075,1.68404,1.10109,1.03238,0.15565,0.21015,0.92321,0.86237,0.4508,0.53806,1.07674,0.1929,0.90279,0.50443,0.79058,None
COST,Costco Wholesale Corporation,Consumer Defensive,United States,33577366.98,1.57138E+11,3706600000,45406066667,1152333333,2429466667,1.01272E+11,1.57138E+11,3706600000,45406066667,1152333333,2429466667,1.01272E+11,0.899,0.899,36.42448,33.72672,35.75004,0.91788,35.75004,19.289,0.02532,0.81877,34.80469,0.06342,2.5,0.49961,0.68236,11.49,10.639,383.87,0.02772,10.39541,442068992,4726000128,10.69064,156000,1.67868E+11,1.71311E+11,30294.87262,0.456,0.04257,0.05885,0.04257,0.05885,0.04257,0.35671,2.83356,0.04257,1.26287,3.33,3.33,7639066667,1384000000,21.97499,121.29223,71.63361,2.04167,2.50221,2.27194,1.5073,USD,USD,1,1,0.79,0.7,10,0.7,0.24962,293.84,393.15,362.93683,5.76772,30.63912,-2.36042,1.81311,35.52594,1.50233,1.41481,0.17075,0.17346,0.90068,1.47874,1.07492,1.00263,1.46857,0.1821,1.19971,1.04878,1.25867,None
COTY,Coty Inc.,Consumer Defensive,United States,1.00E+50,5615193333,-1596680000,1112893333,-80526666.67,-838603333.3,3364043333,5615193333,-1596680000,1112893333,-80526666.67,-838603333.3,3364043333,3.297,3.297,-7.9753,45.94736,5083.91755,1.62022,5083.91755,49.383,-0.18934,-0.28126,0,-0.10433,0,-0.1439,0.49692,0.19,-1.139,8.81,-0.12928,2.25756,766107008,-641400000,-0.83722,18260,13610058752,6688113664,-35125.95838,0.13122,-0.10154,0.13122,-0.10154,0.13122,-0.10154,0.13122,1.70611,-0.10154,0.94846,-20.89,208.9,249073333.3,-140520000,54.64278,911402200.6,455701127.6,3.27986,3.36276,3.32131,1.82245,USD,USD,1,1,0.125,0.125,0.125,0.125,0.41868,2.65,10.49,7.96074,10.66817,232.45283,-16.01525,1.57143,15.05802,1.42378,1.43096,2.04853,1.35099,0.99823,0.60153,1.40019,0.9498,1.43737,1.70976,0.80988,1.185,1.31119,None
COUP,Coupa Software Incorporated,Technology,United States,1.00E+50,439968800,-130607800,147417600,-55689066.67,-93148433.33,293693200,439968800,-130607800,147417600,-55689066.67,-93148433.33,293693200,33.243,33.243,-181.42107,377.4262,2117067.399,31.19968,705689.1331,-193.30536,-0.33254,-0.28357,0,-0.37606,0,-0.30078,1.05249,0.61,-2.627,225.3,-0.01166,16.10225,73400896,-180116992,-2.45388,2615,18006091776,16899088384,-68878.39082,-0.27408,0.17357,-0.27408,0.17357,-0.27408,0.17357,-0.27408,0.77592,0.17357,1.91786,-52.04,520.4,66182533.33,20094800,272.06713,896.05728,584.0622,2.01951,3.0029,2.5112,1.58468,USD,USD,1,1,0,0,0,0,0.02047,211.54,377.042,297.32242,-24.22368,6.50468,-40.24538,0.16628,0.16728,1.51834,1.38797,0.04087,0.04667,0.94375,1.11821,1.27061,1.20382,1.46316,0.05377,1.04098,1.24721,1.35519,None
CPA,"Copa Holdings, S.A. Copa Holdin",Industrials,Panama,1.00E+50,1674313067,-221966200,146617066.7,-147802400,-184884300,910465066.7,1674313067,-221966200,146617066.7,-147802400,-184884300,910465066.7,10.362,10.362,-17.45576,15.92662,18197.97997,8.24917,18197.97997,-21.92762,-2.02457,-0.3659,0,-2.87303,0,-1.18796,1.21771,4.77,-18.626,78.06,-0.23861,2.75853,31543000,-792067968,-25.11074,5667,4054072064,3227296768,-139768.4786,-0.52303,-0.30464,-0.52303,-0.30464,-0.52303,-0.30464,-0.52303,0.52697,-0.30464,0.74536,5.99,5.99,340218666.7,7657333.333,11.91608,529.43654,270.67631,1.69059,2.17086,1.93073,1.38951,USD,USD,1,1,0.8,0.65,0.65,0.65,0.27154,40.15,94.91,81.92897,-4.72235,94.42092,-17.75366,1.38459,7.04567,1.61792,1.47365,0.3041,0.28729,1.36465,0.30237,1.32089,1.5011,1.55579,0.3057,0.84351,1.42099,1.48839,None
CPB,Campbell Soup Company,Consumer Defensive,United States,6493802.837,8068200000,1018466667,2269733333,235733333.3,627100000,5168966667,8068200000,1018466667,2269733333,235733333.3,627100000,5168966667,2.271,2.271,18.69074,16.23529,18.07688,1.67914,18.07688,11.784,0.09013,0.68758,5.625,0.25748,2.5,0.48934,0.55281,3.06,2.658,49.42,0.05378,5.15139,303008992,806000000,2.65999,14500,20362444800,15053487104,55586.2069,-0.797,-0.66923,0.33214,0.05775,0.33214,0.05775,-0.51472,0.53528,-0.45747,1.33874,5.96,5.96,1474400000,344800000,13.81067,59.05581,36.43324,6.48345,3.44848,4.96597,2.22844,USD,USD,1,1,0.37,0.37,0.35,0.35,43.03706,44.53,54.08,48.24515,-0.49877,10.98136,-8.61686,1.02408,1.15349,1.19635,1.29155,0.63912,0.46607,0.40578,0.03484,0.70668,0.86812,1.25395,0.56259,0.23031,0.7974,1.02568,None
CPRI,Capri Holdings Limited,Consumer Cyclical,United Kingdom,1.00E+50,4658600000,19333333.33,1163666667,55980000,92706666.7,2911133333,4658600000,19333333.33,1163666667,55980000,92706666.7,2911133333,2.824,2.824,11.74725,11.43312,2168313.104,2.00713,2168313.104,18.702,-0.09696,0.06341,1,0.07489,4.33125,0.05937,0.92622,4.71,-2.6206,53.69,-0.0465,3.77497,151327008,-393200000,-2.60314,9300,11464348672,8148959232,-36387.54538,-0.13011,-0.68229,-0.51792,-0.5283,-0.51792,-0.5283,-0.22706,1.20463,-0.23744,0.97709,1.96,1.96,725200000,164733333.3,15.80853,69.59338,42.70095,2.32543,2.45156,2.38849,1.54548,USD,USD,1,1,0,0,0,0,1.30528,13.8,59.6,47.55037,12.91184,289.05797,-9.91611,1.74192,27.93646,1.45939,1.40869,0.11937,0.12047,0.55233,0.56255,1.1063,0.9587,1.44404,0.12992,0.56744,1.0425,1.24327,None
CPRT,"Copart, Inc.",Industrials,United States,28137524.18,2058124200,613065933.3,670062866.7,242282066.7,427674000,1364093533,2058124200,613065933.3,670062866.7,242282066.7,427674000,1364093533,11.767,11.767,35.5098,31.81425,34.58591,11.97767,34.58591,25.269,0.3426,4.57136,15.46875,2.23779,6.25,3.31052,0.829,3.93,3.521,123.62,0.02848,9.10302,236578000,846054016,3.57622,7600,29058064384,29579347968,111322.8968,0.945,0.05526,0.10123,0.05526,0.10123,0.05526,0.73406,4.72029,0.05526,1.32631,1.54,1.54,766124000,285021800,37.92867,101.95032,69.9395,0.43718,0.3359,0.38654,0.62172,USD,USD,1,1,0,0,0,0,0.3699,78.55,130.96,117.06338,5.60091,57.37747,-5.60476,1.7199,25.88334,3.36434,3.99213,3.68045,15.54366,0.47996,0.31025,2.56404,3.36966,3.68823,9.62205,0.40511,2.97685,3.33254,None
CPT,Camden Property Trust,Real Estate,United States,2.45027E+11,1038871667,158563866.7,269699400,30262600,94413233.33,654285533.3,1038871667,158563866.7,269699400,30262600,94413233.33,654285533.3,14.626,14.626,115.33928,76.89285,105.72767,11.82848,105.72767,26.547,0.10496,0.86357,5.625,0.27998,2.5,0.59846,0.95591,1.68,1.12,129.15,0.00867,3.78905,97682600,111769000,1.14421,1700,15603428352,12618637312,65746.47059,-0.276,-0.67306,-0.12725,-0.11258,-0.12725,-0.11258,-0.23881,0.81119,-0.21299,1.14705,23.36,23.36,521272666.7,106506533.3,29.93333,146.50208,88.21771,0.96077,1.06681,1.01379,1.00687,USD,USD,1,1,0.83,0.83,0.83,0.83,11.51116,85.74,129.98,107.88882,19.70656,50.62981,-1.58374,1.96248,57.12523,2.07894,1.95645,0.28976,0.11145,1.43408,1.7934,0.92303,1.39497,2.0277,0.21061,1.62374,1.169,1.59835,None
CR,Crane Co.,Industrials,United States,329563953.1,3073640000,188280000,781406666.7,78826666.67,133553333.3,1927523333,3073640000,188280000,781406666.7,78826666.67,133553333.3,1927523333,2.075,2.075,24.31783,13.65893,21.6531,1.84923,21.6531,12.559,0.07623,0.15296,2.5,0.24567,2.5,0.20498,0.70638,6.89,3.87,93.8,0.04126,3.44448,58408500,226600000,3.87957,11000,6168833536,5496823808,20600,0.726,-0.02146,0.00957,-0.02146,0.00957,-0.02146,0.54689,3.78447,-0.02146,1.02854,-5.63,56.3,346446666.7,78820000,17.80601,78.26483,48.03542,1.93132,1.95865,1.94499,1.39463,USD,USD,1,1,0.43,0.43,0.43,0.43,0.40588,48.19,99.93,85.82728,9.28926,94.64619,-6.13429,1.76305,30.03183,1.5216,1.51292,0.18781,0.21086,0.19684,0.22592,1.59704,1.52154,1.52726,0.20934,0.22138,1.56929,1.54828,None
CREE,"Cree, Inc.",Technology,United States,1.00E+50,944833333.3,-246140000,136206666.7,-107433333.3,-176786666.7,540520000,944833333.3,-246140000,136206666.7,-107433333.3,-176786666.7,540520000,12.001,12.001,-64.46093,-147.29851,-85.17032,12.36795,-28.39011,-62.54657,-0.45127,-0.25457,0,-0.82297,0,-0.38197,1.08479,-0.67,-3.737,95.64,-0.03907,5.06961,115471000,-235300000,-2.03774,5130,11057399808,11395832832,-45867.44639,0.07469,-0.0157,0.07469,-0.0157,0.07469,-0.0157,0.07469,1.42347,-0.0157,1.0343,3.94,3.94,76313333.33,-38926666.67,144.89473,22944361615,11472180880,0.44322,0.59939,0.5213,0.72201,USD,USD,1,1,0,0,0,0,0.57303,56.39,129.9,104.82382,-8.7612,69.60454,-26.37413,1.06788,1.48299,3.51296,2.68213,0.56869,0.92803,2.30414,2.04074,5.14557,4.1912,3.10754,0.75836,2.18244,4.67839,3.89296,None
CRI,"Carter's, Inc.",Consumer Cyclical,United States,823056.4715,3239790533,186661866.7,833568066.7,83750800,135206333.3,2036679300,3239790533,186661866.7,833568066.7,83750800,135206333.3,2036679300,1.624,1.624,16.5286,15.41605,16.25046,1.44447,16.25046,10.279,0.08698,0.14034,2.5,0.43154,4.375,0.30912,1.07808,6.73,6.277,103.15,0.06085,4.42846,43956900,272710016,6.20403,18000,5127905792,4560528384,15150.55644,-0.25036,-0.67896,-0.25036,-0.22928,-0.25036,-0.22928,-0.25036,0.79964,-0.22928,1.0104,0.76,0.76,487335266.7,78571266.67,10.52234,65.26439,37.89336,2.23983,2.5219,2.38087,1.54301,USD,USD,1,1,0.4,0.6,0.5,0.5,9.44772,76.01,116.92,95.08382,8.48323,35.70583,-11.77728,1.32681,5.45585,1.47369,1.40546,0,0,0.09796,0.11303,2.56096,2.70632,1.44957,0.01,0.11549,2.64364,2.04661,None
CRL,Charles River Laboratories Inte,Healthcare,United States,368902197.7,2684410733,299907266.7,795311466.7,89217133.33,194562200,1739861100,2684410733,299907266.7,795311466.7,89217133.33,194562200,1739861100,6.092,6.092,45.74144,29.34146,41.64145,5.56551,41.64145,25.818,0.12332,1.69901,15.46875,0.70699,6.25,1.20048,0.97438,11.48,7.364,331.7,0.0222,7.74505,50252800,375064992,7.46356,18400,18529312768,16927153152,20383.96696,0.212,0.06611,0.1615,0.06611,0.1615,0.06611,0.19938,2.04688,0.06611,1.38053,2.04,2.04,499161266.7,162150266.7,37.12089,114.27248,75.69669,1.71176,1.6622,1.68698,1.29884,USD,USD,1,1,0,0,0,0,0.79259,165.76,349.13,284.23727,16.69828,100.10859,-4.99241,1.80989,35.14931,1.59731,1.61217,0.24523,0.25209,0.36507,0.39469,1.47969,1.6325,1.61474,0.25866,0.38988,1.5661,1.59042,None
CRM,Salesforce.com Inc,Technology,United States,6461078.251,18367466667,2377333333,5797400000,640466666.7,1508900000,12082433333,18367466667,2377333333,5797400000,640466666.7,1508900000,12082433333,9.271,9.271,50.06958,54.97222,51.29524,9.83922,17.09841,56.86,0.19875,0.66136,5.625,0.71725,6.25,0.63721,0.79179,4.32,4.743,230.84,0.02055,5.13826,926000000,4441999872,4.79698,59895,2.07198E+11,2.19906E+11,74163.11665,3.737,0.11423,0.38255,0.11423,0.38255,0.11423,2.89839,15.54194,0.11423,1.62114,6.24,6.24,4351066667,2375133333,47.62005,87.23638,67.42822,0.68991,0.53488,0.61239,0.78255,USD,USD,1,1,0,0,0,0,0.3075,171.27,284.5,226.09831,2.09718,34.78134,-18.86116,1.05219,1.35699,2.51453,2.88124,0.0911,0.10539,2.61067,3.00335,1.13529,1.28007,2.70788,0.10825,2.81701,1.21768,1.96278,None
CRUS,"Cirrus Logic, Inc.",Technology,United States,5759.97038,1332104667,181248066.7,348579933.3,53126733.33,117187400,840342300,1332104667,181248066.7,348579933.3,53126733.33,117187400,840342300,3,3,21.44751,15.1345,19.86926,3.26189,6.62309,14.431,0.15873,0.33757,2.5,0.34138,2.5,0.3242,0.88879,5.13,3.62,76.68,0.04721,3.22251,57525400,217344000,3.77823,1481,4107414784,4466272256,146754.8953,1.489,0.01185,0.12649,0.01185,0.12649,0.01185,1.14837,6.79187,0.01185,1.10924,1.87,1.87,313794600,133400933.3,13.0895,30.79,21.93975,0.28849,0.30881,0.29865,0.54649,USD,USD,1,1,0,0,0,0,0.11925,55.3,103.25,82.99478,-7.60865,38.66184,-25.73366,0.89176,0.89276,4.58553,4.24215,0.92333,0.83286,0.61296,0.77863,4.20956,4.07599,4.42384,0.88809,0.70579,4.15278,4.28831,None
CRWD,"CrowdStrike Holdings, Inc.",Technology,United States,1.00E+50,635970400,-114919466.7,241686133.3,-21940666.67,-68430066.67,438828266.7,635970400,-114919466.7,241686133.3,-21940666.67,-68430066.67,438828266.7,55.172,55.172,-682.70479,333.7742,27078800.35,53.42578,9026266.784,-705.01615,-0.10593,-0.28585,0,-0.09361,0,-0.11459,0.71087,0.62,-0.425,216,-0.00197,53.18427,199152000,-92629000,-0.46512,3394,48244301824,46717534208,-27291.98586,0.11571,0.30693,0.11571,0.30693,0.11571,0.30693,0.11571,1.62856,0.30693,2.58466,16.34,16.34,209839866.7,98555666.67,229.91009,489.51322,359.71165,1.23601,1.65327,1.44464,1.20193,USD,USD,1,1,0,0,0,0,1.26344,91.05,251.28,201.4243,7.23632,137.23229,-14.04011,1.55963,14.39244,1.56945,1.6759,0.12148,0.11594,0.50306,0.56152,2.26808,2.36565,1.63268,0.12871,0.54229,2.32686,1.97977,None
CSCO,"Cisco Systems, Inc.",Technology,United States,56923926.55,49912600000,9735000000,12418400000,2671200000,6203100000,31165500000,49912600000,9735000000,12418400000,2671200000,6203100000,31165500000,4.343,4.343,22.35221,15.90294,20.73989,4.6649,6.9133,13.905,0.20919,0.48665,2.5,0.53692,2.5,0.48574,0.75737,3.4,2.419,53.33,0.04536,5.66831,4214200064,10218000384,2.42466,77500,2.12143E+11,2.27862E+11,131845.1663,0.032,-0.00549,0.13055,-0.00549,0.13055,-0.00549,0.05664,1.33318,-0.00549,1.04451,2.78,2.78,15196000000,3662000000,13.96047,57.93099,35.94573,1.57746,1.39596,1.48671,1.21931,USD,USD,1,1,0.37,0.36,0.36,0.36,0.10804,35.28,54.17,47.92669,11.27411,51.16213,-1.55067,1.91106,48.71374,1.6517,1.71798,0.13347,0.15603,0.58008,0.55778,1.82626,1.57113,1.69484,0.15475,0.57893,1.70869,1.70177,None
CSGP,"CoStar Group, Inc.",Real Estate,United States,1797892727,1481328133,245082600,445836466.7,60905600,152994100,963582300,1481328133,245082600,445836466.7,60905600,152994100,963582300,17.867,17.867,143.4664,57.96003,122.08981,19.25598,122.08981,69.624,0.1325,0.94589,5.625,0.85195,6.25,0.81285,0.98758,14.51,5.862,836.15,0.00701,6.09553,39493600,228547008,5.78694,4700,30818840576,33214033920,48627.02298,0.019,0.08637,-0.00726,0.08637,-0.00726,0.08637,0.01243,1.11217,0.08637,1.48184,3.58,3.58,441705800,103764133.3,69.77232,297.00861,183.39047,0.20634,0.27589,0.24111,0.49103,USD,USD,1,1,0,0,0,0,0.22039,646.46,952.76,869.4335,-3.82818,29.34288,-12.23918,1.23859,3.61048,7.06692,4.63079,0,0,0.97417,1.00027,9.44754,13.2745,5.85886,0.01,0.99722,11.37102,8.61494,None
CSL,Carlisle Companies Incorporated,Industrials,United States,64726838.78,4394520000,402646666.7,1051066667,68000000,235323333.3,2722793333,4394520000,402646666.7,1051066667,68000000,235323333.3,2722793333,2.633,2.633,33.17911,17.32114,29.21462,2.32822,29.21462,15.511,0.07316,0.22776,2.5,0.16067,2.5,0.19651,0.93944,10.93,5.706,188.97,0.0302,4.07666,52191900,313500000,6.00668,12000,11175982080,9880971264,26125,-0.155,-0.01288,-0.11058,-0.01288,-0.11058,-0.01288,-0.14389,0.90611,-0.01288,1.03712,1.38,1.38,634633333.3,144513333.3,17.61014,77.3353,47.47272,1.19668,1.35478,1.27573,1.12948,USD,USD,1,1,0.525,0.525,0.525,0.525,0.38065,109.72,197.21,163.43286,15.62546,72.22931,-4.17829,1.81164,35.3529,1.84501,1.73859,0.96765,0.8689,0.10892,0.1483,2.97,3.32011,1.8018,0.92827,0.13861,3.15506,2.47843,None
CSX,CSX Corporation,Industrials,United States,380638844.7,11221333333,3168866667,2757000000,710600000,1939733333,6989166667,11221333333,3168866667,2757000000,710600000,1939733333,6989166667,8.469,8.469,28.22896,20.12525,26.20303,7.15797,26.20303,15.596,0.25624,0.70436,2.5,0.64352,2.5,0.63296,0.76203,4.95,3.529,99.7,0.0354,5.73749,757400000,2700999936,3.56615,19000,89273917440,75452186624,142157.8914,-0.083,-0.03297,-0.08729,-0.03297,-0.08729,-0.03297,-0.08407,0.96593,-0.03297,1.01703,1.53,1.53,4417200000,1152666667,20.21052,77.4499,48.83021,2.03189,2.04604,2.03897,1.42792,USD,USD,1,1,0.28,0.28,0.26,0.26,0.34132,65.37,104.87,94.10919,5.94077,52.51644,-4.92991,1.73823,27.58292,1.49805,1.4894,0.43786,0.2891,0.0371,0.04236,1.8255,2.21554,1.50372,0.37348,0.04973,2.03052,1.76712,None
CTAS,Cintas Corporation,Industrials,United States,555489886.6,6835121133,847606666.7,1757158267,263406333.3,555506500,4296139700,6835121133,847606666.7,1757158267,263406333.3,555506500,4296139700,5.684,5.684,38.55079,34.52942,37.54545,5.36207,37.54545,25.66,0.14316,0.69497,5.625,0.93521,6.25,0.76342,0.66202,10.2,9.136,350.88,0.02604,9.6934,105053000,980628992,9.33461,40000,39221280768,36999667712,24515.7248,0.102,0.03073,0.04318,0.03073,0.04318,0.03073,0.08729,1.48647,0.03073,1.20364,2.62,2.62,1153034600,311934266.7,34.0157,125.73572,79.87571,1.43054,1.2487,1.33962,1.15742,USD,USD,1,1,0.75,0.75,3.51,2.55,0.20366,254.07,369.2,346.1683,1.3611,38.10367,-4.96208,1.68175,22.62405,1.70551,1.8037,2.53419,3.15943,0.53889,0.65874,2.37553,2.29808,1.76461,2.85681,0.60882,2.34681,2.05571,None
CTL,None,None,Unknown,1.00E+50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5E+12,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,1000,100000000,0,0,10000000,0,0,0,-0.9,-0.9,-0.9,-0.9,0,0,-0.9,0.15,-0.9,0.15,1,1,0,1E+13,1E+13,0,5E+12,1E+13,1E+13,0,0,USD,USD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,None
CTLT,"Catalent, Inc.",Healthcare,United States,1290190.711,2788573333,172813333.3,980573333.3,168466666.7,170640000,1884573333,2788573333,172813333.3,980573333.3,168466666.7,170640000,1884573333,5.241,5.241,34.25669,29.57895,33.08725,4.5861,33.08725,22.483,0.14819,0.34112,5.625,0.41773,2.5,0.36734,1.00079,3.42,2.953,100.61,0.02935,4.63952,170342000,494400000,2.9024,13900,19690700800,17231798272,35568.34532,10.091,0.07402,0.18312,0.07402,0.18312,0.07402,7.61403,39.12016,0.07402,1.42011,2.23,2.23,370780000,91206666.67,53.10616,215.89103,134.49859,2.07785,1.298,1.68793,1.2992,USD,USD,1,1,0,0,0,0,0.33559,67.97,127.68,107.25699,-6.19726,48.02119,-21.20144,1.09328,1.70765,1.65408,1.86308,0.31782,0.45142,0.34262,0.52477,2.36143,2.46761,1.76858,0.39462,0.44369,2.42452,2.09655,None
