Symbol,Name
TLV:AFHL,AFCON HOLD
TLV:AFPR,AFI PROPERTIES
TLV:ALGS,ALON GAS
TLV:ANLT,ANALYST
TLV:ARYT,ARYT
TLV:AVGD,AVGAD
TLV:AVIA,AVIATION LINKS
TLV:BCNV,BRACK CAPIT N V
TLV:BIGT,BIG-TECH 50 PU
TLV:BKFR,BAIT BAKFAR
TLV:CAST,CASTRO
TLV:CHAM,CHAM
TLV:CMCT,CIM COM0.001$
TLV:DEDR,DELEK DRILL PU
TLV:DLEA,DELEK AUTOMOTIV
TLV:DLEKG,DELEK GROUP
TLV:ECP,ELECTRA CO  PR
TLV:EDRL,EDRI-EL
TLV:ELCO,ELCO
TLV:ELTR,ELECTRA
TLV:EMDV,EMILIA DEVEL
TLV:EQTL,EQUITAL
TLV:ESLT,ELBIT SYSTEMS
TLV:FGAS,FIRE AND GAS
TLV:FIBI,FIBI BANK
TLV:FIBIH,FIBI HOLDINGS
TLV:FOX,FOX
TLV:FTAL,FATTAL HOLD
TLV:GIX,GIX
TLV:GLEX,GLOB EXPLOR PU
TLV:GRAC,GRACE BREEDING
TLV:GVYM,GAV YAM
TLV:GZT,GAZIT GLOBE
TLV:HIVE,HIVE 2040 PU
TLV:HOD,HOD
TLV:HUB,HUB
TLV:IBI,IBI INV HOUSE
TLV:ICL,ICL
TLV:IES,IES
TLV:ILCO,ISRAEL CORP
TLV:ILDC,LAND DEV
TLV:ILDR,ILD RENEWAL
TLV:IMED,IMED PU
TLV:ISI,IMAGESAT  I.S.I
TLV:ISPC,ISPAC 1
TLV:ISTA,ISSTA
TLV:KEN,KENON
TLV:KNFM,KNAFAIM
TLV:KRDI,KARDEN ISRAEL
TLV:LAPD,LAPIDOTH   CAP.
TLV:LUDN,LUDAN
TLV:LUMI,LEUMI
TLV:LZNR,LUZON REAL E.
TLV:MCMN,MICHMAN
TLV:MDPR,MEDIPOWER 0.1$
TLV:MGDL,MIGDAL INSUR.
TLV:MMAN,MAMAN
TLV:MMHD,MENORA MIV HLD
TLV:MNIN,MENDELSON    IF
TLV:MNRA,MENARA PU
TLV:MRG,MULTI RETAIL
TLV:MSVT,MASSIVIT
TLV:MZTF,MIZRAHI TEFAHOT
TLV:NSTR,NORSTAR
TLV:NTML,NETO MALINDA
TLV:NTO,NETO
TLV:NVLG,NOVOLOG
TLV:OBAS,OPTIBASE
TLV:ORL,BAZAN
TLV:PFLT,PENNANTPARK $
TLV:POLI,POALIM
TLV:PRSK,PRASHKOVSKY
TLV:PZOL,PAZ OIL
TLV:RAVD,RAVAD
TLV:RMLI,RAMI LEVI
TLV:RMON,RIMON
TLV:SALG,SHALAG
TLV:SKBN,SHIKUN & BINUI
TLV:SMNIN,SHEMEN INDUSTRY
TLV:SMT,SUMMIT
TLV:SPEN,SHAPIR      ENG
TLV:SRFT,SARFATI
TLV:STEC,SURE TECH PU
TLV:TDRN,TADIRAN GROUP
TLV:TMRP,TAMAR PET
TLV:TNDO,TONDO SMART
TLV:TNPV,TCHNOPLS VENT
TLV:TPGM,TOP GUM
TLV:UNTC,UNIC-TECH PU
TLV:UTRN,UTRON
TLV:VCTR,VICTORY
TLV:VISN,VISION SIGMA
TLV:VRDS,VERIDIS
TLV:YBOX,YBOX
TLV:ZNKL,ZANLAKOL
