Symbol,Name,Sector,Value,Close,MA,Grade
PKX,POSCO,Basic Materials,0.0,54.58, ,9.2118
PAM,Pampa Energia S.A. Pampa Energi,Utilities,2e-05,18.85, ,8.7477
TSM,Taiwan Semiconductor Manufactur,Technology,0.00697,116.38, ,6.9876
MT,Arcelor Mittal NY Registry Shar,Basic Materials,0.00035,28.68, ,6.0954
NUE,Nucor Corporation,Basic Materials,0.00442,96.74, ,5.5236
PBR.A,Petroleo Brasileiro S.A.- Petro,Energy,0.02854,12.53, ,5.4453
UMC,United Microelectronics Corpora,Technology,0.0,9.36, ,5.1208
PBR,Petroleo Brasileiro S.A.- Petro,Energy,0.03486,13.78,r+,4.9919
GGB,Gerdau S.A.,Basic Materials,7e-05,5.14, ,4.8791
SKM,SK Telecom Co.  Ltd.,Communication Services,0.00028,25.82, ,4.7789
HPE,Hewlett Packard Enterprise Comp,Technology,0.01187,15.81, ,4.5481
ASX,ASE Technology Holding Co.  Ltd,Technology,0.00239,6.71, ,4.4386
LEN,Lennar Corporation,Consumer Cyclical,0.01257,91.73, ,4.3338
LEN.B,Lennar Corporation,Consumer Cyclical,0.00914,77.19, ,3.745
JBL,Jabil Inc.,Technology,0.00092,58.22, ,3.6688
STLD,Steel Dynamics  Inc.,Basic Materials,0.00228,54.34, ,3.5709
TX,Ternium S.A. Ternium S.A.,Basic Materials,0.00482,40.95, ,3.3145
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,1e-05,31.3, ,3.3049
X,United States Steel Corporation,Basic Materials,0.00012,18.59, ,3.1685
DHI,D.R. Horton  Inc.,Consumer Cyclical,0.00559,84.02, ,3.0524
ZIM,ZIM Integrated Shipping Service,Industrials,0.00057,61.57,r+,3.0323
UBS,UBS Group AG Registered,Financial Services,0.00853,18.42, ,2.8622
CDW,CDW Corporation,Technology,0.03529,181.73, ,2.7681
PHI,PLDT Inc. Sponsored,Communication Services,0.00165,35.97, ,2.6519
VIPS,Vipshop Holdings Limited,Consumer Cyclical,0.00351,8.12, ,2.3636
SAN,Banco Santander  S.A. Sponsored,Financial Services,0.00552,3.55, ,2.3634
BRK.B,Berkshire Hathaway Inc. New,Financial Services,0.32513,307.67, ,2.347
STX,Seagate Technology Holdings PLC,Technology,0.00907,103.68, ,2.3182
SONY,Sony Group Corporation,Technology,0.00941,102.97, ,2.1556
THO,Thor Industries  Inc.,Consumer Cyclical,0.02738,90.86, ,2.1127
BABA,Alibaba Group Holding Limited,Consumer Cyclical,0.0126,111.79, ,2.1023
SNP,China Petroleum & Chemical Corp,Energy,0.01018,52.09,r+,2.0976
QFIN,360 DigiTech  Inc.,Financial Services,0.00052,18.18, ,2.0968
MUFG,Mitsubishi UFJ Financial Group ,Financial Services,0.01675,6.04,r+,2.0848
IP,International Paper Company,Consumer Cyclical,0.01078,46.39, ,2.0557
MDC,M.D.C. Holdings  Inc.,Consumer Cyclical,0.01011,46.96, ,2.0277
MTH,Meritage Homes Corporation,Consumer Cyclical,0.01024,98.64, ,1.9866
BBY,Best Buy Co.  Inc.,Consumer Cyclical,0.01221,96.1, ,1.9843
SID,Companhia Siderurgica Nacional ,Basic Materials,0.02806,4.78, ,1.9547
TSN,Tyson Foods  Inc.,Consumer Defensive,0.09471,90.02,r+,1.9296
ASAI,Sendas Distribuidora S A,Consumer Defensive,0.00458,11.64, ,1.9211
PTR,PetroChina Company Limited,Energy,0.03224,50.51,r+,1.8649
NXPI,NXP Semiconductors N.V.,Technology,0.10433,187.96, ,1.8516
MS,Morgan Stanley,Financial Services,0.10603,100.45,r+,1.7958
RS,Reliance Steel & Aluminum Co.,Basic Materials,0.00794,150.6, ,1.7892
TOL,Toll Brothers  Inc.,Consumer Cyclical,0.00846,54.89, ,1.7672
CTSH,Cognizant Technology Solutions ,Technology,0.23515,81.79, ,1.7364
LOGI,Logitech International S.A. - R,Technology,0.01477,80.81, ,1.6666
WLK,Westlake Chemical Corporation,Basic Materials,0.01067,99.27, ,1.6634
ACN,Accenture plc,Technology,0.17449,333.36, ,1.6494
CI,Cigna Corporation,Healthcare,0.12178,227.43, ,1.6492
MHO,M/I Homes  Inc.,Consumer Cyclical,0.00354,50.38, ,1.5919
LYB,LyondellBasell Industries NV,Basic Materials,0.4032,95.85, ,1.5683
CIG,Comp En De Mn Cemig,Utilities,0.03325,2.45,r+,1.5211
WDC,Western Digital Corporation,Technology,0.17769,53.84, ,1.4875
HIMX,Himax Technologies  Inc.,Technology,0.00697,10.46, ,1.4769
LRCX,Lam Research Corporation,Technology,0.36986,555.3, ,1.4377
WGO,Winnebago Industries  Inc.,Consumer Cyclical,0.06537,62.65, ,1.4319
VSH,Vishay Intertechnology  Inc.,Technology,0.03292,19.88, ,1.4061
LU,Lufax Holding Ltd,Financial Services,0.06519,4.26, ,1.3933
DOX,Amdocs Limited,Technology,0.01389,74.46, ,1.3893
INTC,Intel Corporation,Technology,0.75405,48.05, ,1.3806
KLAC,KLA Corporation,Technology,0.05283,361.8, ,1.3788
VALE,VALE S.A.,Basic Materials,0.32531,15.57, ,1.3681
KB,KB Financial Group Inc,Financial Services,0.00238,48.36, ,1.36
BZH,Beazer Homes USA  Inc.,Consumer Cyclical,0.00135,18.17, ,1.3527
TRV,The Travelers Companies  Inc.,Financial Services,0.43116,165.66,r+,1.3525
TD,Toronto Dominion Bank (The),Financial Services,1.54082,78.95, ,1.3399
SLM,SLM Corporation,Financial Services,0.01873,17.52, ,1.3271
SHG,Shinhan Financial Group Co Ltd,Financial Services,0.00349,31.72, ,1.3206
WSM,Williams-Sonoma  Inc.,Consumer Cyclical,0.05741,146.37, ,1.3162
LDOS,Leidos Holdings  Inc.,Technology,0.37557,88.62, ,1.2743
VZ,Verizon Communications Inc.,Communication Services,0.79282,51.19, ,1.2615
MATX,Matson  Inc.,Industrials,0.00689,93.49,r+,1.2497
BNTX,BioNTech SE,Healthcare,0.11683,154.54, ,1.2477
MFG,Mizuho Financial Group  Inc. Sp,Financial Services,0.08319,2.73, ,1.2425
LX,LexinFintech Holdings Ltd.,Financial Services,0.00744,2.97, ,1.2303
PGR,Progressive Corporation (The),Financial Services,0.05383,107.64,r+,1.2299
KEYS,Keysight Technologies Inc.,Technology,0.12016,161.12, ,1.2174
ELP,Companhia Paranaense de Energia,Utilities,0.00969,6.22, ,1.2164
LGIH,LGI Homes  Inc.,Consumer Cyclical,0.14288,116.49, ,1.1932
TXN,Texas Instruments Incorporated,Technology,0.85113,173.66, ,1.1858
CCS,Century Communities  Inc.,Consumer Cyclical,0.06989,62.08, ,1.1645
CNQ,Canadian Natural Resources Limi,Energy,0.99922,51.2,r+,1.143
BEN,Franklin Resources  Inc.,Financial Services,0.01694,31.33, ,1.1384
KLIC,Kulicke and Soffa Industries  I,Technology,0.00284,50.99, ,1.1336
IX,Orix Corp,Financial Services,0.04405,101.8, ,1.1201
FINV,FinVolution Group,Financial Services,0.00034,3.66, ,1.1117
DIOD,Diodes Incorporated,Technology,0.0187,84.37, ,1.1091
FORTY,Formula Systems (1985) Ltd.,Technology,0.03686,107.0, ,1.1001
UWMC,UWM Holdings Corporation,Financial Services,0.21622,5.01, ,1.0976
RILY,B. Riley Financial  Inc.,Financial Services,0.00479,55.73, ,1.0828
TKC,Turkcell Iletisim Hizmetleri AS,Communication Services,0.10879,3.45, ,1.0526
AIZ,Assurant  Inc.,Financial Services,0.06982,148.7, ,1.0445
SAFM,Sanderson Farms  Inc.,Consumer Defensive,0.00657,183.04, ,1.0418
KT,KT Corporation,Communication Services,0.00163,12.7, ,1.0381
ECPG,Encore Capital Group Inc,Financial Services,0.03394,64.52,r+,1.0305
LMT,Lockheed Martin Corporation,Industrials,0.09858,389.08, ,1.0304
ACI,Albertsons Companies  Inc.,Consumer Defensive,0.03247,27.46, ,1.0295
SPXC,SPX Corporation,Industrials,0.05801,49.72, ,1.0272
SBLK,Star Bulk Carriers Corp.,Industrials,0.01019,21.48, ,0.995
CAJ,Canon  Inc.,Technology,0.00352,23.91, ,0.9894
TM,Toyota Motor Corporation,Consumer Cyclical,0.08643,189.96, ,0.989
HDB,HDFC Bank Limited,Financial Services,0.01237,64.78, ,0.9831
TTEC,TTEC Holdings  Inc.,Technology,0.04653,75.22, ,0.9729
UHS,Universal Health Services  Inc.,Healthcare,0.27828,126.49, ,0.9602
BCH,Banco De Chile Banco De Chile,Financial Services,0.0,19.85, ,0.9363
BSAC,Banco Santander - Chile,Financial Services,0.0,19.85, ,0.932
TEL,TE Connectivity Ltd. New Switze,Technology,0.57944,137.27, ,0.9304
PAGS,PagSeguro Digital Ltd.,Technology,0.2605,20.0, ,0.9273
GMS,GMS Inc.,Industrials,0.01199,48.22, ,0.9261
AKAM,Akamai Technologies  Inc.,Technology,0.1658,110.19, ,0.9074
DQ,DAQO New Energy Corp.,Technology,0.00394,36.07, ,0.9065
UNM,Unum Group,Financial Services,0.28351,25.32, ,0.9028
TAK,Takeda Pharmaceutical Company L,Healthcare,0.19789,14.42, ,0.8999
TMHC,Taylor Morrison Home Corporatio,Consumer Cyclical,0.15827,29.11, ,0.8884
ABG,Asbury Automotive Group Inc,Consumer Cyclical,0.09793,154.94, ,0.8847
FBC,Flagstar Bancorp  Inc.,Financial Services,0.089,45.52, ,0.8829
QIWI,QIWI plc,Technology,3e-05,6.99, ,0.8699
ON,ON Semiconductor Corporation,Technology,0.76803,53.67, ,0.8653
