Date,Low,High,Close,MA20,MA50,MA150
2021-01-24,172000.0,177990.0,172000.0,,,
2021-01-25,169300.0,174240.0,171100.0,,,
2021-01-26,170450.0,174910.0,172000.0,,,
2021-01-27,169400.0,174280.0,169400.0,,,
2021-01-28,169300.0,173370.0,173300.0,,,
2021-01-31,171000.0,177160.0,176150.0,,,
2021-02-01,176150.0,178900.0,176150.0,,,
2021-02-02,176860.0,178690.0,178120.0,,,
2021-02-03,177740.0,181560.0,178130.0,,,
2021-02-04,172000.0,179500.0,172000.0,,,
2021-02-07,172010.0,177100.0,173000.0,,,
2021-02-08,172100.0,175600.0,175600.0,,,
2021-02-09,172010.0,177000.0,172020.0,,,
2021-02-10,170100.0,173370.0,172000.0,,,
2021-02-11,167200.0,170990.0,167200.0,,,
2021-02-14,169000.0,174860.0,172090.0,,,
2021-02-15,170980.0,174850.0,174000.0,,,
2021-02-16,170500.0,174990.0,171900.0,,,
2021-02-17,168750.0,172040.0,168800.0,,,
2021-02-18,167200.0,171150.0,167720.0,172634.0,,
2021-02-21,167730.0,171980.0,170290.0,172548.5,,
2021-02-22,167940.0,171900.0,170490.0,172518.0,,
2021-02-23,169400.0,174890.0,173400.0,172588.0,,
2021-02-24,172630.0,176800.0,173200.0,172778.0,,
2021-02-25,170350.0,174000.0,173200.0,172773.0,,
2021-02-28,170300.0,175000.0,173040.0,172617.5,,
2021-03-01,173560.0,176500.0,174370.0,172528.5,,
2021-03-02,171210.0,179780.0,175820.0,172413.5,,
2021-03-03,175000.0,179000.0,175820.0,172298.0,,
2021-03-04,173000.0,177990.0,177990.0,172597.5,,
2021-03-07,177110.0,179400.0,178100.0,172852.5,,
2021-03-08,175700.0,178800.0,178000.0,172972.5,,
2021-03-09,176500.0,179790.0,177500.0,173246.5,,
2021-03-10,176100.0,178920.0,176740.0,173483.5,,
2021-03-11,176740.0,179660.0,179600.0,174103.5,,
2021-03-14,175090.0,179800.0,175480.0,174273.0,,
2021-03-15,170000.0,175690.0,170000.0,174073.0,,
2021-03-16,168000.0,173500.0,172300.0,174093.0,,
2021-03-17,168200.0,172400.0,168820.0,174094.0,,
2021-03-18,165070.0,169000.0,165100.0,173963.0,,
2021-03-21,163780.0,168440.0,165300.0,173713.5,,
2021-03-22,165550.0,170370.0,170150.0,173696.5,,
2021-03-23,165550.0,170370.0,170150.0,173534.0,,
2021-03-24,167280.0,169660.0,167800.0,173264.0,,
2021-03-25,167420.0,171150.0,169970.0,173102.5,,
2021-03-29,166830.0,171010.0,169830.0,172942.0,,
2021-03-30,169830.0,172000.0,172000.0,172823.5,,
2021-03-31,170960.0,174200.0,174000.0,172732.5,,
2021-04-01,171150.0,174920.0,171150.0,172499.0,,
2021-04-04,171150.0,171150.0,171150.0,172157.0,172668.8,
2021-04-05,172210.0,176450.0,176450.0,172074.5,172757.8,
2021-04-06,173590.0,177060.0,173800.0,171864.5,172811.8,
2021-04-07,173800.0,175970.0,175200.0,171749.5,172875.8,
2021-04-08,174500.0,177980.0,176790.0,171752.0,173023.6,
2021-04-11,178150.0,181500.0,181500.0,171847.0,173187.6,
2021-04-12,178860.0,181990.0,180300.0,172088.0,173270.6,
2021-04-13,178900.0,181500.0,179700.0,172573.0,173341.6,
2021-04-14,178900.0,181500.0,179700.0,172943.0,173373.2,
2021-04-15,178900.0,181500.0,179700.0,173487.0,173404.6,
2021-04-18,179480.0,182800.0,182600.0,174362.0,173616.6,
2021-04-19,179010.0,183900.0,180400.0,175117.0,173764.6,
2021-04-20,174000.0,183500.0,180740.0,175646.5,173867.4,
2021-04-21,181200.0,185310.0,184350.0,176356.5,174114.0,
2021-04-22,182000.0,186000.0,182090.0,177071.0,174315.8,
2021-04-25,181500.0,184300.0,181500.0,177647.5,174601.8,
2021-04-26,179000.0,183770.0,183000.0,178306.0,174820.0,
2021-04-27,179000.0,184390.0,179000.0,178656.0,174920.0,
2021-04-28,178250.0,181460.0,178980.0,178905.0,175061.6,
2021-04-29,179500.0,180860.0,180230.0,179359.0,175290.2,
2021-05-02,178500.0,181990.0,179200.0,179761.5,175519.8,
2021-05-03,179320.0,182750.0,181510.0,180014.5,175744.2,
2021-05-04,178000.0,181440.0,178260.0,180237.5,175899.6,
2021-05-05,177150.0,180790.0,177150.0,180335.0,175974.6,
2021-05-06,173450.0,178900.0,173700.0,180180.5,175984.6,
2021-05-09,173840.0,178770.0,178060.0,180008.5,176081.8,
2021-05-10,176250.0,183500.0,181190.0,180053.0,176244.8,
2021-05-11,178000.0,185800.0,181160.0,180126.0,176380.6,
2021-05-12,179420.0,184500.0,182000.0,180241.0,176504.2,
2021-05-13,181500.0,187310.0,185060.0,180509.0,176689.0,
2021-05-17,181500.0,187310.0,185060.0,180632.0,176830.4,
2021-05-18,182300.0,188500.0,182300.0,180727.0,176914.4,
2021-05-19,178250.0,185900.0,185150.0,180947.5,177057.4,
2021-05-20,186710.0,189000.0,186710.0,181065.5,177241.6,
2021-05-23,186710.0,190120.0,187170.0,181319.5,177450.2,
2021-05-24,184280.0,190650.0,184760.0,181482.5,177553.4,
2021-05-25,182460.0,186050.0,183520.0,181508.5,177714.2,
2021-05-26,181800.0,186130.0,184000.0,181758.5,177994.2,
2021-05-27,180610.0,185500.0,182000.0,181909.5,178188.2,
2021-05-30,182000.0,185980.0,183580.0,182077.0,178483.4,
2021-05-31,182800.0,186700.0,185640.0,182399.0,178894.2,
2021-06-01,184000.0,187730.0,185000.0,182573.5,179288.2,
2021-06-02,182000.0,185780.0,182370.0,182779.0,179532.6,
2021-06-03,180670.0,184020.0,183000.0,183071.5,179789.6,
2021-06-06,180970.0,185730.0,184790.0,183626.0,180129.4,
2021-06-07,180000.0,186630.0,180350.0,183740.5,180337.0,
2021-06-08,177110.0,180570.0,178160.0,183589.0,180503.6,
2021-06-09,174500.0,179070.0,174500.0,183256.0,180553.6,
2021-06-10,171920.0,176200.0,174300.0,182871.0,180559.6,
2021-06-13,174550.0,177000.0,176970.0,182466.5,180676.0,
2021-06-14,174210.0,179630.0,175310.0,181979.0,180759.2,
2021-06-15,174380.0,179470.0,177470.0,181737.5,180779.6,
2021-06-16,177610.0,179990.0,177950.0,181377.5,180862.6,
2021-06-17,177810.0,182180.0,180520.0,181068.0,180969.0,
2021-06-20,176250.0,181910.0,180630.0,180741.0,181045.8,
2021-06-21,179130.0,185110.0,182210.0,180613.5,181060.0,
2021-06-22,181540.0,184990.0,184990.0,180687.0,181153.8,
2021-06-23,182490.0,186680.0,184510.0,180712.5,181250.0,
2021-06-24,183260.0,185990.0,185610.0,180893.0,181368.2,
2021-06-27,183110.0,186890.0,183620.0,180895.0,181446.6,
2021-06-28,178860.0,183800.0,179200.0,180573.0,181378.6,
2021-06-29,178300.0,181190.0,181150.0,180380.5,181393.6,
