Date,Low,High,Close,MA20,MA50,MA150
2021-01-24,13790.0,14190.0,13820.0,,,
2021-01-25,13540.0,13900.0,13700.0,,,
2021-01-26,13570.0,14040.0,14040.0,,,
2021-01-27,13700.0,14490.0,14000.0,,,
2021-01-28,13650.0,14220.0,14080.0,,,
2021-01-31,13720.0,14060.0,13880.0,,,
2021-02-01,13710.0,14180.0,14120.0,,,
2021-02-02,14120.0,14800.0,14490.0,,,
2021-02-03,14310.0,15000.0,14700.0,,,
2021-02-04,14200.0,14950.0,14540.0,,,
2021-02-07,14250.0,14580.0,14280.0,,,
2021-02-08,14020.0,14450.0,14050.0,,,
2021-02-09,13910.0,14200.0,14100.0,,,
2021-02-10,13900.0,14630.0,13940.0,,,
2021-02-11,13860.0,14200.0,13870.0,,,
2021-02-14,13990.0,14380.0,14080.0,,,
2021-02-15,14070.0,14340.0,14330.0,,,
2021-02-16,14230.0,14520.0,14390.0,,,
2021-02-17,14110.0,14670.0,14550.0,,,
2021-02-18,13960.0,14560.0,14490.0,14172.5,,
2021-02-21,14120.0,14700.0,14210.0,14192.0,,
2021-02-22,13970.0,14210.0,14060.0,14210.0,,
2021-02-23,14000.0,14450.0,14110.0,14213.5,,
2021-02-24,14110.0,15170.0,15000.0,14263.5,,
2021-02-25,14400.0,15250.0,14570.0,14288.0,,
2021-02-28,14300.0,14990.0,14770.0,14332.5,,
2021-03-01,14770.0,15490.0,14870.0,14370.0,,
2021-03-02,14820.0,15120.0,14990.0,14395.0,,
2021-03-03,14930.0,15220.0,15060.0,14413.0,,
2021-03-04,14680.0,15830.0,15570.0,14464.5,,
2021-03-07,15460.0,16000.0,15770.0,14539.0,,
2021-03-08,14800.0,15880.0,15770.0,14625.0,,
2021-03-09,15780.0,16400.0,16030.0,14721.5,,
2021-03-10,15800.0,16160.0,15890.0,14819.0,,
2021-03-11,15660.0,16290.0,15870.0,14919.0,,
2021-03-14,15870.0,16150.0,16010.0,15015.5,,
2021-03-15,15920.0,16150.0,16000.0,15099.0,,
2021-03-16,16000.0,16220.0,16020.0,15180.5,,
2021-03-17,15890.0,16360.0,16160.0,15261.0,,
2021-03-18,16230.0,16470.0,16460.0,15359.5,,
2021-03-21,16320.0,17000.0,16910.0,15494.5,,
2021-03-22,17030.0,17440.0,17300.0,15656.5,,
2021-03-23,17030.0,17440.0,17300.0,15816.0,,
2021-03-24,17370.0,17840.0,17750.0,15953.5,,
2021-03-25,16920.0,18350.0,17720.0,16111.0,,
2021-03-29,17710.0,18310.0,18310.0,16288.0,,
2021-03-30,18310.0,19070.0,18500.0,16469.5,,
2021-03-31,18010.0,18770.0,18280.0,16634.0,,
2021-04-01,18280.0,18900.0,18500.0,16806.0,,
2021-04-04,18500.0,18500.0,18500.0,16952.5,15394.2,
2021-04-05,18350.0,18910.0,18350.0,17081.5,15484.8,
2021-04-06,17660.0,18980.0,17690.0,17177.5,15564.6,
2021-04-07,17690.0,18080.0,18080.0,17280.0,15645.4,
2021-04-08,18080.0,18640.0,18640.0,17417.5,15738.2,
2021-04-11,18690.0,19190.0,19010.0,17574.5,15836.8,
2021-04-12,18700.0,19390.0,19390.0,17743.5,15947.0,
2021-04-13,19390.0,19970.0,19970.0,17942.0,16064.0,
2021-04-14,19390.0,19970.0,19970.0,18139.5,16173.6,
2021-04-15,19390.0,19970.0,19970.0,18330.0,16279.0,
2021-04-18,20170.0,20610.0,20500.0,18532.0,16398.2,
2021-04-19,20500.0,21040.0,20800.0,18726.5,16528.6,
2021-04-20,20370.0,21760.0,21030.0,18913.0,16668.2,
2021-04-21,20360.0,21030.0,20600.0,19078.0,16798.2,
2021-04-22,20060.0,20950.0,20140.0,19197.5,16922.2,
2021-04-25,19550.0,20170.0,20000.0,19311.5,17044.8,
2021-04-26,19620.0,20050.0,19850.0,19388.5,17160.2,
2021-04-27,19650.0,20140.0,19650.0,19446.0,17266.6,
