pb,pi,ev,pe,evr / pm,0.03214,17.08687,34.30693,65.33049,113.39381,222.18814,404.9256,1462.27522
3424.460700,0.000010,1.000000,206665.809879,11468.616000,2845.000000,2229.000000,1915.000000,1601.000000,1283.000000,957.000000,634.000000,314.000000
3424.460700,0.000010,1.000000,206665.809879,10.251000,2197.000000,1636.000000,1354.000000,1079.000000,818.000000,606.000000,404.000000,193.000000
3424.460700,0.000010,1.000000,206665.809879,5.459000,1864.000000,1338.000000,1085.000000,856.000000,647.000000,472.000000,311.000000,147.000000
3424.460700,0.000010,1.000000,206665.809879,3.627000,1528.000000,1061.000000,846.000000,664.000000,503.000000,371.000000,249.000000,119.000000
3424.460700,0.000010,1.000000,206665.809879,2.479000,1172.000000,774.000000,616.000000,479.000000,357.000000,280.000000,188.000000,82.000000
3424.460700,0.000010,1.000000,206665.809879,1.601000,807.000000,494.000000,390.000000,292.000000,211.000000,169.000000,114.000000,54.000000
3424.460700,0.000010,1.000000,206665.809879,0.860000,390.000000,224.000000,170.000000,124.000000,93.000000,74.000000,46.000000,20.000000
3424.460700,0.000010,1.000000,34.970653,11468.616000,2045.000000,1690.000000,1463.000000,1227.000000,966.000000,721.000000,482.000000,240.000000
3424.460700,0.000010,1.000000,34.970653,10.251000,1696.000000,1344.000000,1126.000000,905.000000,682.000000,511.000000,341.000000,163.000000
3424.460700,0.000010,1.000000,34.970653,5.459000,1518.000000,1175.000000,964.000000,767.000000,580.000000,430.000000,283.000000,134.000000
3424.460700,0.000010,1.000000,34.970653,3.627000,1272.000000,954.000000,764.000000,605.000000,459.000000,347.000000,234.000000,113.000000
3424.460700,0.000010,1.000000,34.970653,2.479000,1005.000000,711.000000,565.000000,444.000000,331.000000,264.000000,177.000000,77.000000
3424.460700,0.000010,1.000000,34.970653,1.601000,709.000000,464.000000,364.000000,276.000000,200.000000,164.000000,110.000000,51.000000
3424.460700,0.000010,1.000000,34.970653,0.860000,353.000000,213.000000,162.000000,119.000000,89.000000,73.000000,45.000000,19.000000
3424.460700,0.000010,1.000000,23.196254,11468.616000,1637.000000,1359.000000,1178.000000,993.000000,786.000000,611.000000,414.000000,218.000000
3424.460700,0.000010,1.000000,23.196254,10.251000,1370.000000,1095.000000,916.000000,742.000000,558.000000,435.000000,291.000000,149.000000
3424.460700,0.000010,1.000000,23.196254,5.459000,1249.000000,978.000000,801.000000,643.000000,485.000000,378.000000,252.000000,127.000000
3424.460700,0.000010,1.000000,23.196254,3.627000,1071.000000,814.000000,652.000000,523.000000,398.000000,311.000000,213.000000,109.000000
3424.460700,0.000010,1.000000,23.196254,2.479000,870.000000,634.000000,500.000000,398.000000,303.000000,245.000000,166.000000,77.000000
3424.460700,0.000010,1.000000,23.196254,1.601000,628.000000,427.000000,334.000000,258.000000,190.000000,157.000000,108.000000,51.000000
3424.460700,0.000010,1.000000,23.196254,0.860000,327.000000,199.000000,153.000000,113.000000,86.000000,71.000000,45.000000,19.000000
3424.460700,0.000010,1.000000,17.564735,11468.616000,1228.000000,1022.000000,883.000000,745.000000,600.000000,467.000000,320.000000,173.000000
3424.460700,0.000010,1.000000,17.564735,10.251000,1012.000000,807.000000,670.000000,540.000000,414.000000,320.000000,214.000000,114.000000
3424.460700,0.000010,1.000000,17.564735,5.459000,930.000000,727.000000,592.000000,468.000000,363.000000,280.000000,188.000000,99.000000
3424.460700,0.000010,1.000000,17.564735,3.627000,827.000000,632.000000,503.000000,399.000000,310.000000,243.000000,166.000000,88.000000
3424.460700,0.000010,1.000000,17.564735,2.479000,687.000000,504.000000,393.000000,310.000000,243.000000,193.000000,131.000000,62.000000
3424.460700,0.000010,1.000000,17.564735,1.601000,508.000000,348.000000,267.000000,204.000000,155.000000,127.000000,89.000000,45.000000
3424.460700,0.000010,1.000000,17.564735,0.860000,279.000000,172.000000,130.000000,95.000000,74.000000,60.000000,36.000000,16.000000
3424.460700,0.000010,1.000000,13.001176,11468.616000,814.000000,671.000000,572.000000,476.000000,391.000000,297.000000,207.000000,99.000000
3424.460700,0.000010,1.000000,13.001176,10.251000,648.000000,506.000000,409.000000,317.000000,246.000000,183.000000,127.000000,53.000000
