pb,pi,ev,pe,evr / pm,0.1,113.75494
10000.000000,0.000012,10.000000,100000.000000,107066.343250,267.000000,136.000000
10000.000000,0.000012,10.000000,100000.000000,1.010496,134.000000,49.000000
10000.000000,0.000012,10.000000,14.589666,107066.343250,136.000000,79.000000
10000.000000,0.000012,10.000000,14.589666,1.010496,65.000000,24.000000
10000.000000,0.000012,431.000000,100000.000000,107066.343250,135.000000,81.000000
10000.000000,0.000012,431.000000,100000.000000,1.010496,53.000000,25.000000
10000.000000,0.000012,431.000000,14.589666,107066.343250,67.000000,49.000000
10000.000000,0.000012,431.000000,14.589666,1.010496,18.000000,10.000000
