pb,pi,ev,pe,evr / pm,0.03282,17.05063,35.40634,63.8809,111.52281,212.33342,396.1651,1423.88762
4111.249500,0.000010,1.000000,183046.860178,11557.173000,2863.000000,2242.000000,1925.000000,1605.000000,1287.000000,964.000000,639.000000,316.000000
4111.249500,0.000010,1.000000,183046.860178,10.397500,2211.000000,1648.000000,1363.000000,1089.000000,818.000000,610.000000,411.000000,198.000000
4111.249500,0.000010,1.000000,183046.860178,5.524375,1881.000000,1355.000000,1097.000000,864.000000,652.000000,482.000000,327.000000,156.000000
4111.249500,0.000010,1.000000,183046.860178,3.680000,1537.000000,1070.000000,857.000000,675.000000,504.000000,375.000000,261.000000,120.000000
4111.249500,0.000010,1.000000,183046.860178,2.520768,1186.000000,787.000000,622.000000,483.000000,352.000000,275.000000,194.000000,87.000000
4111.249500,0.000010,1.000000,183046.860178,1.626250,816.000000,495.000000,388.000000,289.000000,203.000000,160.000000,113.000000,52.000000
4111.249500,0.000010,1.000000,183046.860178,0.869750,387.000000,216.000000,164.000000,121.000000,87.000000,64.000000,42.000000,17.000000
4111.249500,0.000010,1.000000,36.621745,11557.173000,2059.000000,1706.000000,1472.000000,1236.000000,969.000000,722.000000,486.000000,242.000000
4111.249500,0.000010,1.000000,36.621745,10.397500,1704.000000,1355.000000,1132.000000,916.000000,683.000000,514.000000,348.000000,170.000000
4111.249500,0.000010,1.000000,36.621745,5.524375,1527.000000,1185.000000,967.000000,773.000000,583.000000,434.000000,296.000000,143.000000
4111.249500,0.000010,1.000000,36.621745,3.680000,1272.000000,952.000000,764.000000,612.000000,457.000000,344.000000,242.000000,113.000000
4111.249500,0.000010,1.000000,36.621745,2.520768,1006.000000,718.000000,566.000000,447.000000,326.000000,256.000000,181.000000,82.000000
4111.249500,0.000010,1.000000,36.621745,1.626250,706.000000,461.000000,359.000000,271.000000,190.000000,153.000000,108.000000,49.000000
4111.249500,0.000010,1.000000,36.621745,0.869750,348.000000,205.000000,156.000000,116.000000,83.000000,63.000000,41.000000,16.000000
4111.249500,0.000010,1.000000,24.278634,11557.173000,1647.000000,1369.000000,1188.000000,1005.000000,793.000000,606.000000,416.000000,215.000000
4111.249500,0.000010,1.000000,24.278634,10.397500,1376.000000,1101.000000,923.000000,751.000000,561.000000,432.000000,293.000000,149.000000
4111.249500,0.000010,1.000000,24.278634,5.524375,1252.000000,979.000000,803.000000,645.000000,488.000000,375.000000,258.000000,129.000000
4111.249500,0.000010,1.000000,24.278634,3.680000,1061.000000,804.000000,648.000000,520.000000,391.000000,302.000000,213.000000,105.000000
