Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,effective_ev_to_ebitda_normalized,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,held_percent_insiders_normalized,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,price_to_book_normalized,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,eqg_factor_effective_normalized,rqg_effective,rqg_factor_effective,rqg_factor_effective_normalized,price_to_earnings_to_growth_ratio,effective_peg_ratio,effective_peg_ratio_normalized,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,ev_to_cfo_ratio_effective_normalized,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,debt_to_equity_effective_used_normalized,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,eff_dist_from_low_factor_normalized,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,effective_current_ratio_normalized,annualized_total_assets,quarterized_total_assets,effective_total_assets,calculated_roa,calculated_roa_normalized,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,altman_z_score_factor_normalized,skip_reason
TLV:RADA,RADA ELECTRONIC,Technology,Israel,28292884.7535842,-1.105687961280065,57953733.3333333,2637666.6666667,-75587866.6666667,86363000.0,9242000.0,-297034000.0,9242000.0,-297034000.0,86363000.0,57953733.3333333,2637666.6666667,86363000.0,9242000.0,9242000.0,86363000.0,6.8983181,6.8983181,0.0018100583897668794,56.9211148,56.9211148,56.9211148,6.6899391,0.0010686037465774915,18.9737049,0.0006988324102732117,51.5246515,77.2869772,0.000772869772,5781250.3001946,0.0,4222733.3333333,0.0,0.107,0.0,0.0,0.0,0.0,0.0711429,0.0006385857467362245,0.53764,0.07213,0.07864494744646518,0.0,0.207,3750.0,5.52e-05,4.3704268,0.00043704267999999995,49035000,9241000,0.1884572,244,595753813,57776325402,37872.9508197,21.182,0.5872326,0.1532572,0.5872326,0.1532572,0.5872326,15.9248143,40.1559072,0.17309949988772325,0.5872326,7.9131104,0.02094319014309383,3.574366,3.574366,9.221703098776664e-06,720133.3333333,180033.3333333,827.2826518,3309.1306072,3309.1306072,0.00021144368119241477,0.4622298,0.3700836,0.3700836,0.609345,1.1100648879032532e-05,USD,ILS,1.0,0.3047768,0.0,0.0,0.0,0.0,3750.0,3450.0,4760.0,4065.4365,-7.7589823,8.6956522,-21.2184874,0.4580153,0.4590153,0.005972855968684478,3.33547,3.8782004,1.054438,0.2371884,0.2386306,0.2804795,3.458437,4.2439019,3.8882004,0.2471884,0.2904795,4.2539019,4.0710511,0.006670065620191225,83862800.0,138737133.3333333,138737133.3333333,0.1666152,0.2155923208000566,45516066.6666667,86338333.3333333,86338333.3333333,26872733.3333333,35401533.3333333,35401533.3333333,31.2686224,0.621091380636271,None
TLV:DIPL,DIPLOMAT HOLDINGS,Consumer Defensive,Israel,0.7500191,-1.0966380567364729,2750821000.0,60691571.4285714,330410333.3333333,2104713000.0,51626000.0,715749000.0,51626000.0,715749000.0,2104713000.0,2750821000.0,60691571.4285714,2104713000.0,51626000.0,51626000.0,2104713000.0,0.1978001,0.1978001,5.1901017800516876e-05,4.7022708,4.7022708,4.7022708,0.0015883,2.5370385370010757e-07,4.7022708,0.0001731922813304292,3.6484831,3.6590128,3.6590128000000004e-05,145223241.6255952,144385000.0,145424285.7142857,144385000.0,0.02429,0.0,0.0,0.0,0.0,0.02388,0.00021434925526034277,0.01,0.7720301,0.8417616337389333,0.0,3.5,5337.0,0.0006558,0.6083369,6.083368999999999e-05,26000000,65456000,2.5175385,2350,532902849,427906627,27853.6170213,0.435,0.0001222,-0.1577492,0.0001222,-0.1577492,0.0001222,0.2868127,5.6054896,0.02416350455122662,0.0001222,0.3605442,0.0009542323250778418,16.394919,16.394919,4.229815171319681e-05,97301571.4285714,298952000.0,5.4768165,1.7825699,1.7825699,1.1390095658923459e-07,2.4779954,2.0831932,2.0831932,1.4443271,2.6311806946100004e-05,USD,ILS,1.0,0.3047768,384.615,0.0,0.0,0.0,5337.0,5240.0,7500.0,6185.722,-13.7206619,1.851145,-28.84,0.0858407,0.0868407,0.001129999355837895,1.457704,1.5537576,0.683343,0.1240881,0.231547,0.2435563,1.3168573,1.42222,1.5637576,0.1340881,0.2535563,1.43222,1.4979888,0.0024543252710120755,1157096333.3333333,1110035000.0,1110035000.0,0.1465084,0.18957505661370042,220388000.0,253176000.0,253176000.0,793736666.6666666,716987000.0,716987000.0,1.965276,0.03903644901770051,None
TLV:ARD,ARAD LTD,Technology,Israel,62359.8355433,-1.0957865911052753,242485000.0,16759333.3333333,93550333.3333333,258782000.0,16835000.0,396466000.0,16835000.0,396466000.0,258782000.0,242485000.0,16759333.3333333,258782000.0,16835000.0,16835000.0,258782000.0,1.3455896,1.3455896,0.0003530709528548791,20.1304854,20.1304854,20.1304854,1.3100977,0.00020926577801022947,6.7101618,0.000247146172491448,11.5751181,11.2059744,0.000112059744,32131575.1204613,34181000.0,32943733.3333333,34181000.0,0.06505,0.1660184,2.5,0.1750288,2.5,0.1667432,0.0014967035485647568,0.18764,0.57989,0.6322669981246457,0.0,0.681,4398.0,0.0001548,2.5457492,0.00025457492,24730700,16835000,0.6807329,998,348204441,33902970350,16868.7374749,0.26,0.0812138,0.0916898,0.0812138,0.0916898,0.0812138,0.2179224,4.9182164,0.02120088571127086,0.0812138,3.0998044,0.008204080276145128,92.3745384,92.3745384,0.0002383221435665357,22098266.6666667,21491000.0,15.7570929,16.2023378,16.2023378,1.035281575438873e-06,1.2022541,1.16875,1.16875,1.0820874,1.9712760888864644e-05,USD,ILS,1.0,0.3047768,40.8,10.1,14.15,12.13,440.0,3923.0,5395.0,4659.238,-5.6068825,12.1080806,-18.4800741,0.6453804,0.6463804,0.008410911423171864,1.8435021,1.863147,0.0811348,0.0396017,1.0376292,0.6491128,2.0587803,2.2301081,1.873147,0.0496017,0.6591128,2.2401081,2.0566276,0.0033696066964859247,269592333.3333333,283372466.6666667,283372466.6666667,0.1594094,0.20626835068675933,97242600.0,109808933.3333333,109808933.3333333,146922933.3333333,152163800.0,152163800.0,11.7215446,0.23282606523796284,None
TLV:PLSN,PLASSON INDUSTRIES,Consumer Cyclical,Israel,483.8384892,-1.095148815122543,385063441.2781333,29882389.95424,226468282.0645867,406984918.9872,32014059.8488,962987711.3432,32014059.8488,962987711.3432,406984918.9872,385063441.2781333,29882389.95424,406984918.9872,32014059.8488,32014059.8488,406984918.9872,0.494348,0.494348,0.00012971259543170056,4.8930532,4.8930532,4.8930532,0.3848458,6.14725571619347e-05,4.8930532,0.00018021910741064867,3.2385583,3.1195521,3.1195521e-05,219962251.0822511,236128000.0,203653200.0,236128000.0,0.07866,0.4367467,5.625,0.1981715,2.5,0.3274271,0.0029390182176320685,0.20323,0.69148,0.7539360635003707,0.0,11.0,17390.0,0.0006325,0.5950184,5.9501839999999996e-05,9547960,105041000,11.0014076,2390,660006848,51390539991,43950.209205,0.324,0.0277632,0.0318754,0.0277632,0.0318754,0.0277632,0.2509689,5.2596792,0.022672824562406105,0.0277632,1.9162285,0.005071575626332153,19.4966544,19.4966544,5.030048917661417e-05,45264088.9996267,54225278.7024,14.5812467,12.1715714,12.1715714,7.777274964949028e-07,1.1774933,1.230753,1.230753,1.1103931,2.02284156279291e-05,ILS,ILS,0.3047768,0.3047768,300.0,200.0,300.0,200.0,17390.0,13000.0,19350.0,17119.441,1.5804196,33.7692308,-10.129199,1.3826772,6.987547,0.09092422802772221,1.9027391,1.8648661,0.1014163,0.0850013,0.7410563,0.6785963,1.8167138,1.8380242,1.8748661,0.0950013,0.6885963,1.8480242,1.8614452,0.003049817191533159,568853665.4910934,596814701.8612267,596814701.8612267,0.1536415,0.1988049563077192,520974600.0,555478866.6666666,555478866.6666666,299556603.2880533,320378730.7610667,320378730.7610667,10.0755835,0.20013219599757717,None
TLV:GSFI,GAN SHMUEL FOODS,Consumer Defensive,Israel,32462.2273936,-1.0941722417736175,202168000.0,5632666.6666667,81958866.6666667,191693000.0,3788000.0,329275000.0,3788000.0,329275000.0,191693000.0,202168000.0,5632666.6666667,191693000.0,3788000.0,3788000.0,191693000.0,0.7003771,0.7003771,0.00018377283092462735,24.0304794,24.0304794,24.0304794,0.4893636,7.816749428984321e-05,24.0304794,0.0008850816394389459,23.0188774,19.8388097,0.000198388097,8060011.8699273,10287000.0,15169600.0,10287000.0,0.01976,0.0500424,2.5,0.0430195,2.5,0.0537098,0.00048210450712654775,0.20362,0.6664,0.7265907802346374,0.0,0.26,2050.0,0.0001268,0.8278686,8.278686e-05,15014200,3788000,0.2522945,389,134269658,9380758462,9737.7892031,1.265,-0.0643683,-0.2141854,-0.0643683,-0.2141854,-0.0643683,0.8952036,9.7115202,0.0418633124485735,-0.0643683,0.2435632,0.0006446252044531555,26.84359,26.84359,6.925525172444295e-05,13327466.6666667,8506000.0,10.0746572,15.7852878,15.7852878,1.0086333110731726e-06,0.5831937,0.6106267,0.6106267,0.7824261,1.4253727215109332e-05,USD,ILS,1.0,0.3047768,189.366,157.805,189.366,189.366,2050.0,1935.0,3148.0,2066.2168,-0.7848547,5.9431525,-34.8792884,0.1896125,0.1906125,0.002480311676606139,2.7537008,2.6384854,3.9832447,4.3011236,4.1736946,2.0770527,3.6281083,3.4700564,2.6484854,4.3111236,2.0870527,3.4800564,3.0642709,0.005020543215741611,205803733.3333333,211098666.6666667,211098666.6666667,0.1179442,0.15261431011640017,92906066.6666667,91412733.3333333,91412733.3333333,75783400.0,80026266.6666667,80026266.6666667,8.6063958,0.1709495922571953,None
TLV:TREN,TRENDLINE INFO & C,Communication Services,Israel,11.6583623,-1.0889178932017174,75397733.3333333,8480200.0,85160666.6666667,74546000.0,11056000.0,354428000.0,11056000.0,354428000.0,74546000.0,75397733.3333333,8480200.0,74546000.0,11056000.0,11056000.0,74546000.0,0.4132773,0.4132773,0.00010844035217297439,3.6673689,3.6673689,3.6673689,0.5384532,8.600872119697461e-05,3.6673689,0.00013507516119047562,2.1690965,2.1352225,2.1352224999999997e-05,14662055.9224392,15120000.0,15954466.6666667,15120000.0,0.14831,0.0,0.0,0.0,0.0,0.0947486,0.0008504728579129027,0.22137,0.61967,0.6756400191896725,0.0,1.274,1529.0,0.0008332,0.3666793,3.666793e-05,8591090,12464000,1.4508054,132,30810089,4013953485,94424.2424242,0.077,0.0044882,0.3724838,0.0044882,0.3724838,0.0044882,0.150871,4.1342111,0.01782128517918963,0.0044882,0.9199391,0.0024347517622610964,24.3079838,24.3079838,6.271350206819138e-05,11540000.0,11280000.0,2.6698517,2.7313909,2.7313909,1.7452781870103966e-07,0.3581902,0.3277837,0.3277837,0.573524,1.0448085317346091e-05,USD,ILS,1.0,0.3047768,34.9198,22.6115,33.9173,33.9173,1529.0,1385.0,1913.0,1620.2378,-5.6311364,10.3971119,-20.0731835,0.5454545,0.5464545,0.007110643200650374,3.8417362,4.0940894,0.3333147,0.4109089,1.1869497,0.8933301,2.9307721,2.8008363,4.1040894,0.4209089,0.9033301,2.8108363,3.4574628,0.0056647541848271294,144713066.6666667,147578133.3333333,147578133.3333333,0.1749162,0.22633342878396964,46381666.6666667,40259733.3333333,40259733.3333333,37811400.0,36055533.3333333,36055533.3333333,8.4450469,0.16774470494929958,None
TLV:EMCO,E & M COMPUTING,Technology,Israel,328486.2016616,-1.084833780024701,415540511.7245333,11737950.1722133,72671752.2932267,418754789.4496,10211241.9072,298750753.1104,10211241.9072,298750753.1104,418754789.4496,415540511.7245333,11737950.1722133,418754789.4496,10211241.9072,10211241.9072,418754789.4496,0.2377259,0.2377259,6.237719883631956e-05,7.8740744,7.8740744,7.8740744,0.1915075,3.0590059033226316e-05,2.6246915,9.667165673946005e-05,4.5027724,4.2888011,4.2888011e-05,80123113.4425342,87738000.0,90323666.6666667,87738000.0,0.02438,0.1572004,5.625,0.0550499,2.5,0.1190402,0.0010685166757136624,0.17182,0.65654,0.7158402023638187,0.0,0.754,1945.0,0.0003877,0.9224756,9.224756e-05,44319300,33504000,0.7559686,1091,326488045,26312599353,30709.4408799,-0.484,0.0594049,0.0515384,0.0594049,0.0515384,0.0594049,-0.3501154,0.2149885,0.0009267478791168186,0.0594049,2.6873125,0.007112360856410248,-22.489941,4446.4322923,0.011471594808255096,21738936.72432,26716429.5112,15.0185839,12.220497,12.220497,7.808536979648716e-07,1.8595203,1.8881995,1.8881995,1.3751177,2.505099533932796e-05,ILS,ILS,0.3047768,0.3047768,9.5,20.5,7.2,31.5,1945.0,1215.0,2880.0,2221.4407,-12.4442079,60.0823045,-32.4652778,0.8768769,0.8778769,0.011423218968812644,1.5850632,1.5687289,0.1193268,0.122074,1.4324003,1.240007,1.3595937,1.3849903,1.5787289,0.132074,1.250007,1.3949903,1.4868596,0.0024360910380150417,249024000.2944533,257151970.8629333,257151970.8629333,0.139709,0.18077694920184417,156119066.6666667,169955533.3333333,169955533.3333333,158016388.0703467,164070372.83328,164070372.83328,10.0648166,0.19991833212149632,None
TLV:FRSM,FRESHMARKET LTD,Consumer Defensive,Israel,0.9233082,-1.081283488090596,1362931466.6666667,87950800.0,112590800.0,1610167000.0,116081000.0,290141000.0,116081000.0,290141000.0,1610167000.0,1362931466.6666667,87950800.0,1610167000.0,116081000.0,116081000.0,1610167000.0,0.499834,0.499834,0.00013115207389330718,4.8353626,4.8353626,4.8353626,0.0034863,5.568770038120538e-07,4.8353626,0.00017809426878474027,4.2680943,4.0430968,4.0430968e-05,210770931.3053413,232993000.0,177237466.6666667,232993000.0,0.07209,0.0,0.0,0.0,0.0,0.0511943,0.00045952512891853293,0.20421,0.68082,0.7423132277901348,0.0,0.757,1174.0,0.0006448,1.5963233,0.00015963233,153360000,116081000,0.7569184,2350,804744327,561354236,49396.1702128,0.827,0.2843639,0.6052032,0.2843639,0.6052032,0.2843639,0.7715508,9.0337964,0.0389418580718185,0.2843639,5.5825779,0.014775099112522613,6.2670696,6.2670696,1.6168756962932455e-05,177158000.0,224505000.0,4.5425232,3.5845274,3.5845274,2.290407236093922e-07,2.1351362,2.440673,2.440673,1.5632653,2.8478545323380772e-05,USD,ILS,1.0,0.3047768,26.0824,19.5618,19.5618,143.453,1174.0,1114.0,1555.0,1311.6014,-10.4910989,5.3859964,-24.5016077,0.2721088,0.2731088,0.0035537802905050335,1.5637237,1.4107659,371.1478971,1.033557,0.2698243,0.7307852,1.0203304,0.9091588,1.4207659,1.043557,0.7407852,0.9191588,1.1699623,0.0019168821816434216,1004214666.6666666,1151723200.0,1151723200.0,0.200789,0.25981162883772047,-10845600.0,-29859333.3333333,-29859333.3333333,691044266.6666666,816382133.3333334,816382133.3333334,1.3680547,0.02717379011903446,None
TLV:AZRM,AZORIM INV DEV,Real Estate,Israel,13.8187693,-1.0776612168048847,352294042.9266667,32991499.3648533,-44102543.97792,403387943.1936,40864168.5672,-112317565.4432,40864168.5672,-112317565.4432,403387943.1936,352294042.9266667,32991499.3648533,403387943.1936,40864168.5672,40864168.5672,403387943.1936,0.9484654,0.9484654,0.0002488690329710367,5.6855445,5.6855445,5.6855445,0.5585541,8.921949736825239e-05,5.6855445,0.000209407850896353,7.6334397,7.6334088,7.633408799999999e-05,164472666.2141659,164474000.0,155244533.3333333,164474000.0,0.1013,0.5144523,5.625,0.2259211,2.5,0.3829931,0.003437784160588358,0.15271,0.645,0.7032578830302237,0.0,0.617,1169.0,0.0005278,0.5144422,5.144422e-05,210740992,134079000,0.6362265,88,1255482003,73927536960,1523625.0,12.738,0.1594126,0.0776206,0.1594126,0.0776206,0.1594126,9.5729052,31.1901118,0.13445077276257314,0.1594126,4.2426506,0.011228787889337564,0.5939205,0.5939205,1.5322881079545253e-06,79930194.6513067,131124122.664,15.7072307,9.57476,9.57476,6.117989107256549e-07,2.1648838,1.9467344,1.9467344,1.3962542,2.5436046279323644e-05,ILS,ILS,0.3047768,0.3047768,114.565,17.1847,71.603,687.389,1169.0,546.0,1440.0,1187.9413,-1.5944643,114.1025641,-18.8194444,1.393736,7.3296484,0.09537576240769889,1.4685391,1.5140975,0.3231694,0.3360106,121.0408459,87.1281715,1.3243197,1.5663303,1.5240975,0.3460106,87.1381715,1.5763303,1.5502139,0.0025398915868023756,1263320662.414667,1254233904.670293,1254233904.670293,0.132581,0.17155364867066333,444837933.3333333,836740733.3333334,836740733.3333334,861989921.98416,828436942.4798933,828436942.4798933,7.4143089,0.1472710659349288,None
TLV:ENRG,ENERGIXS-RENEWABLE,Technology,Israel,9789484.9278535,-1.0765345539284745,71370761.7262933,19278087.5673067,27256880.0514133,76479166.308,20219807.2424,159012723.748,20219807.2424,159012723.748,76479166.308,71370761.7262933,19278087.5673067,76479166.308,20219807.2424,20219807.2424,76479166.308,8.7266741,8.7266741,0.0022898030274171224,28.1587278,28.1587278,28.1587278,7.5426976,0.001204817382367659,9.3862426,0.0003457105807293913,12.4166068,12.262054,0.00012262054,180863488.1688758,185366000.0,174350066.6666667,185366000.0,0.26438,9.8073345,34.8046875,0.6727053,2.5,5.8441612,0.052457772229539,0.16047,0.55518,0.6053251341096428,0.0,0.138,1265.0,0.0001091,1.1750542,0.00011750542,487075008,66343000,0.1362069,66,2189804903,189272684407,1005196.969697,-0.383,0.2182625,0.5371832,0.2182625,0.5371832,0.2182625,-0.1529542,0.2347046,0.0010117377918770598,0.2182625,4.921857,0.013026405774411711,-184.0990739,543.1857852,0.0014013948315841959,44714718.6584,51436266.2056,48.9727984,42.57317,42.57317,2.7202999377674357e-06,1.4322183,1.3607677,1.3607677,1.1675195,2.1269107039400705e-05,ILS,ILS,0.3047768,0.3047768,4.0,4.0,16.0,2.0,1265.0,1094.0,1635.0,1244.028,1.6858141,15.630713,-22.6299694,0.6321627,0.6331627,0.008238918423510893,1.7054298,1.7427874,1.5244193,0.3489329,0.874897,0.4328403,2.6459614,3.5856474,1.7527874,0.3589329,0.4428403,3.5956474,2.6742174,0.004381474243999827,928025240.7312,1145491411.7280002,1145491411.7280002,0.1176516,0.15223569932299058,464285666.6666667,684032000.0,684032000.0,544955181.9542401,659202716.0057601,659202716.0057601,13.1822956,0.2618410900685999,None
TLV:PRSK,PRASHKOVSKY INVS,Real Estate,Israel,328232.9064895,-1.074488608086663,1077319733.3333333,204220533.3333333,656927200.0,1257276000.0,258382000.0,2952377000.0,258382000.0,2952377000.0,1257276000.0,1077319733.3333333,204220533.3333333,1257276000.0,258382000.0,258382000.0,1257276000.0,0.7524939,0.7524939,0.00019744782383163793,2.1053114,2.1053114,2.1053114,0.4408545,7.041899236355479e-05,2.1053114,7.754204293741649e-05,2.8466153,2.842733,2.842733e-05,333329788.6509636,334239000.0,262823066.6666667,334239000.0,0.20551,0.0,0.0,0.0,0.0,0.1274343,0.0011438629522455236,0.05092,0.70403,0.7676196083562302,0.0,13.22,9379.0,0.0014095,0.5387055,5.3870549999999995e-05,19914900,258382000,12.9743057,120,946273505,55427580129,2153183.3333333,0.421,0.2227128,0.3603834,0.2227128,0.3603834,0.2227128,0.4058458,6.6206031,0.02853933992469009,0.2227128,4.969246,0.013151827610772174,5.1874658,5.1874658,1.3383427842212568e-05,7747866.6666667,-326580000.0,122.1334267,28975.2435964,28975.2435964,0.0018514325654416435,2.5171886,2.3056021,2.3056021,1.5194209,2.76798167054191e-05,USD,ILS,1.0,0.3047768,110.0,75.334,100.668,106.569,9379.0,5306.0,11860.0,9776.622,-4.0670694,76.762156,-20.9190556,1.2429051,3.6866152,0.04797143276392512,1.4167166,1.4358934,0.4218489,0.4351902,10.5016363,10.5085798,1.1106097,1.0981868,1.4458934,0.4451902,10.5185798,1.1081868,1.2770401,0.0020923199088843576,2780158133.333333,3278099400.0,3278099400.0,0.1788207,0.23138567021550666,155898200.0,151765466.6666667,151765466.6666667,1956649600.0,2288607733.333333,2288607733.333333,4.0702441,0.08084761443138078,None
TLV:AVGL,AVGOL INDUSTRIES,Consumer Cyclical,Israel,14786056.6331839,-1.0693232864151847,396212066.6666667,25796066.6666667,145192066.6666667,388346000.0,28646000.0,646611000.0,28646000.0,646611000.0,388346000.0,396212066.6666667,25796066.6666667,388346000.0,28646000.0,28646000.0,388346000.0,0.8146684,0.8146684,0.00021376186933130264,9.0639349,9.0639349,9.0639349,0.6816475,0.0001088815699899541,9.0639349,0.0003338394639376141,4.0221394,3.9995661,3.9995661e-05,79556020.8001819,80449000.0,75444400.0,80449000.0,0.07376,0.199407,2.5,0.0769107,2.5,0.1564585,0.0014043870583815051,0.19929,0.65966,0.7192420079375463,0.0,0.096,287.6,0.0003338,1.4976554,0.00014976553999999998,304222016,28645000,0.0941582,818,316393721,26471506329,35018.3374083,-0.982,-0.0286481,1.0965602,-0.0286481,1.0965602,-0.0286481,-0.46236,0.203764,0.0008783625860934861,-0.0286481,0.2471352,0.0006540790186184591,-19.603633,5101.0952834,0.01316059580414675,69807866.6666667,57311000.0,4.5323505,5.5206456,5.5206456,3.527529634771399e-07,2.0697667,1.7113945,1.7113945,1.3092028,2.3850200779929683e-05,USD,ILS,1.0,0.3047768,3.73,5.113,4.098,3.693,287.6,273.1,485.0,303.35596,-5.1938851,5.3094105,-40.7010309,0.136857,0.137857,0.0017938399989606796,1.5087254,1.5875175,0.3380785,0.0872728,0.1527372,0.0941229,1.5464593,1.635355,1.5975175,0.0972728,0.1041229,1.645355,1.6214362,0.002656583174048958,474126333.3333333,464031000.0,464031000.0,0.1617329,0.20927485163852685,54825266.6666667,62909800.0,62909800.0,316404600.0,292482200.0,292482200.0,7.6039487,0.1510378978630788,None
TLV:SPGE,SUPERGAS ENERGY LT,Utilities,Israel,66594.5999637,-1.0684773791664144,579001266.6666666,59931200.0,48810285.7142857,536766000.0,64203000.0,194374000.0,64203000.0,194374000.0,536766000.0,579001266.6666666,59931200.0,536766000.0,64203000.0,64203000.0,536766000.0,0.7689519,0.7689519,0.0002017662592164578,4.8286755,4.8286755,4.8286755,0.6007799,9.596434921335092e-05,4.8286755,0.0001778479720158505,2.8426532,2.8170859,2.8170859e-05,147829790.8759515,150489000.0,148049800.0,150489000.0,0.11961,0.0,0.0,0.0,0.0,0.0783486,0.000703264826662081,0.214,0.69522,0.7580138688996467,0.0,4.174,6623.0,0.0006302,0.4244207,4.2442069999999996e-05,16000000,64203000,4.0126875,369,412669620,32247824590,173991.8699187,-0.13,-0.0293835,0.2603083,-0.0293835,0.2603083,-0.0293835,-0.0324229,0.2467577,0.0010636949191735567,-0.0293835,0.2470616,0.0006538842255830262,-148.9277954,671.4663288,0.0017323528494337598,108684200.0,162488000.0,3.7969606,2.5396929,2.5396929,1.622788821649503e-07,1.618591,0.7818322,0.7818322,0.8852128,1.6126228123682394e-05,USD,ILS,1.0,0.3047768,93.75,160.937,0.0,0.0,6623.0,6503.0,9599.0,7362.6226,-10.0456405,1.8453022,-31.0032295,0.0775194,0.0785194,0.001021719901161299,1.9436291,2.3171998,0.1962253,0.0490563,0.5472705,0.1938413,0.9444687,0.9446481,2.3271998,0.0590563,0.2038413,0.9546481,1.6409239,0.0026885120873919033,1311596285.7142856,1324307333.3333333,1324307333.3333333,0.1484804,0.1921267329110473,-14140142.8571429,-11756733.3333333,-11756733.3333333,731923285.7142857,578307600.0,578307600.0,5.8673645,0.11654397406395632,None
TLV:ALBA,ALBAAD MASSUOT YIT,Consumer Defensive,Israel,0.0808656,-1.06618231382146,450636840.3070934,10196978.35296,73900429.4847467,471002371.4968,34045701.9976,324072828.7616,34045701.9976,324072828.7616,471002371.4968,450636840.3070934,10196978.35296,471002371.4968,34045701.9976,34045701.9976,471002371.4968,0.255403,0.255403,6.701551540826021e-05,1.6501203,1.6501203,1.6501203,0.1193131,1.9058234128883906e-05,1.6501203,6.07766144022697e-05,1.4982827,1.472027,1.472027e-05,272980636.2896664,282548000.0,211488466.6666667,282548000.0,0.07228,0.0376449,1.0,0.1828489,2.5,0.1405144,0.001261271230877467,0.13038,0.60929,0.6643224737232326,0.0,10.611,5918.0,0.001793,0.3619221,3.619221e-05,10530700,119788000,11.3751223,1822,394667562,18438652085,65745.3347969,0.478,0.0893829,0.2789938,0.0893829,0.2789938,0.0893829,0.4282485,6.7940695,0.02928709907598436,0.0893829,3.239698,0.008574328903613022,3.8531844,3.8531844,9.94104199783623e-06,42806998.75648,33145391.3304,9.2196971,11.9071625,11.9071625,7.60832548004688e-07,1.9712125,1.8637598,1.8637598,1.3661959,2.4888463819139962e-05,ILS,ILS,0.3047768,0.3047768,237.4,189.92,189.92,170.928,592.0,5599.0,9691.0,7249.5874,-18.3677681,5.697446,-38.9330306,0.155914,0.156914,0.002041815864242774,1.5166854,1.5470301,0.7842052,0.2009154,0.4387329,0.3825314,1.317802,1.3547175,1.5570301,0.2109154,0.3925314,1.3647175,1.4608738,0.0023935155490477904,416614077.8433067,434309865.85728,434309865.85728,0.1783903,0.2308287526301222,143587733.3333333,170180666.6666667,170180666.6666667,274652071.8528534,281157939.01792,281157939.01792,6.6349223,0.13179004175512968,None
