pb,pi,ev,pe,evr / pm,0.1,81.5887
10000.000000,0.000012,8.000000,189017.046705,109.958827,270.000000,138.000000
10000.000000,0.000012,8.000000,189017.046705,0.939663,136.000000,51.000000
10000.000000,0.000012,8.000000,16.114054,109.958827,136.000000,77.000000
10000.000000,0.000012,8.000000,16.114054,0.939663,74.000000,32.000000
10000.000000,0.000012,397.000000,189017.046705,109.958827,134.000000,79.000000
10000.000000,0.000012,397.000000,189017.046705,0.939663,54.000000,26.000000
10000.000000,0.000012,397.000000,16.114054,109.958827,65.000000,43.000000
10000.000000,0.000012,397.000000,16.114054,0.939663,23.000000,13.000000
