pb,pi,ev,pe,evr / pm,0.07054,99.4186
10000.000000,0.000012,2.000000,190636.487419,876.669914,294.000000,149.000000
10000.000000,0.000012,2.000000,190636.487419,0.965229,148.000000,51.000000
10000.000000,0.000012,2.000000,18.287527,876.669914,148.000000,80.000000
10000.000000,0.000012,2.000000,18.287527,0.965229,85.000000,32.000000
