Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_revenue_bonus,annualized_earnings,annualized_retained_earnings,annualized_retained_earnings_bonus,quarterized_revenue,quarterized_revenue_bonus,quarterized_earnings,quarterized_earnings_bonus,quarterized_retained_earnings,quarterized_retained_earnings_bonus,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_total_revenue_bonus,annualized_net_income,quarterized_total_revenue,quarterized_total_revenue_bonus,quarterized_net_income,quarterized_net_income_bonus,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,annualized_cash_flow_from_operating_activities_bonus,quarterized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities_bonus,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,annualized_debt_to_equity_bonus,quarterized_debt_to_equity,quarterized_debt_to_equity_bonus,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,annualized_total_ratio_bonus,quarterized_total_ratio,quarterized_total_ratio_bonus,annualized_other_current_ratio,annualized_other_current_ratio_bonus,quarterized_other_current_ratio,quarterized_other_current_ratio_bonus,annualized_other_ratio,annualized_other_ratio_bonus,quarterized_other_ratio,quarterized_other_ratio_bonus,annualized_total_current_ratio,annualized_total_current_ratio_bonus,quarterized_total_current_ratio,quarterized_total_current_ratio_bonus,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,annualized_total_assets_bonus,quarterized_total_assets,quarterized_total_assets_bonus,effective_total_assets,annualized_total_stockholder_equity,annualized_total_stockholder_equity_bonus,quarterized_total_stockholder_equity,quarterized_total_stockholder_equity_bonus,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,annualized_total_liabilities_bonus,quarterized_total_liabilities,quarterized_total_liabilities_bonus,effective_total_liabilities,altman_z_score_factor,skip_reason
TLV:ROTS,ROTSHTEIN,Real Estate,Israel,24.9311555,6.28971472357577e-05,323508866.6666667,0.0,36612200.0,170321066.6666667,2.0,415765000.0,0.0,82056000.0,0.0,470206000.0,1.0,82056000.0,470206000.0,415765000.0,323508866.6666667,1.0,36612200.0,415765000.0,1.0,82056000.0,1.0,82056000.0,415765000.0,0.932205,0.932205,10.989965,10.989965,10.989965,0.4014164,4.014164e-14,10.989965,6.289718983942813e-05,8.675126800000001,8.6751968,44682721.28723329,44682000.0,42796800.0,44682000.0,0.19735999999999998,0.1382112,0.0,0.1922769,1.0,0.17694939999999998,4.264381206440142e-11,0.01,0.78888,0.0,3.687,3994.0,0.0009230999999999999,3.2107767000000003,13484900,82056000,6.085028400000001,25,387634528,16689529126,3282240.0,11.99,1.005,0.7189024,-0.042879099999999996,0.7189024,-0.042879099999999996,9.172225599999999,30.535682399999995,0.7430302,8.8699202,1.1981787,1.1981787,-104762533.3333333,0.5,-429708000.0,0.5,27026.109812,90208.82284460001,90208.82284460001,9.8687234,2.0,5.4428682,1.0,5.4428682,2.3339955000000003,USD,ILS,1.0,0.3054407,0,0,0,0,3994.0,2400.0,4250.0,3525.1914,13.298812699999997,66.41666670000001,-6.0235294,1.7232432,26.1866236,1.2545226,1.0,0.6161661,0.5,3.5392334,3.0,0.5032899000000001,1.0,25.2739019,0.5,56.2207476,4.0,1.0977658000000001,1.0,1.0642770000000001,1.0,0.6261661000000001,0.5132899000000001,56.2307476,1.0742770000000001,0.8502215,883738266.6666666,1.0,1903436100.0,1.5,1903436100.0,291519333.3333333,2.0,188909000.0,1.0,188909000.0,0.1431094,0.5343679,45920800.0,41751866.66666671,41751866.66666671,704059733.3333334,1.0,1547030800.0,1.5,1547030800.0,2.6722502999999995,None
TLV:NFTA,NAPHTHA ISRAEL PET,Energy,Israel,17.286386899999997,6.360350547352044e-05,560968194.9010533,1.0,77475501.8974067,270371526.0295,1.0,141189454.5071667,0.3333333,70441650.5561,1.0,1843674885.4398,1.5,70441650.5561,1843674885.4398,141189454.5071667,560968194.9010533,1.0,77475501.8974067,141189454.5071667,0.3333333,70441650.5561,1.0,70441650.5561,141189454.5071667,1.0323896000000001,1.0323896000000001,11.113391,11.113391,11.113391,0.44924890000000006,4.492489000000001e-14,11.113391,6.36035750329316e-05,1.4282407,1.4280873,1002475683.0624462,1002691000.0,1512649000.0,1002691000.0,0.16630999999999999,0.6589281,4.75,0.0382261,0.275,0.28882140000000006,6.960433605187308e-11,0.17643,0.6725800000000001,0.0,1.949,2118.0,0.0009202,1.8434042000000002,94166896,230623008,2.4490879,265,1431469060,62299364284,870275.5018868,0.029057099999999995,0.10300000000000001,0.029057099999999995,-0.10806199999999999,0.029057099999999995,-0.10806199999999999,0.029057099999999995,1.9546153000000002,0.0502345,2.4913056,382.4668665,382.4668665,433627706.8098733,1.0,168987510.8006,0.6666667,3.3011476,8.4708571,8.4708571,6.6245175000000005,2.0,5.1003028,2.0,5.1003028,2.259385,ILS,ILS,0.3054407,0.3054407,0,0,0,0,2118.0,1350.0,2200.0,1605.5603,31.9165652,56.8888889,-3.7272727,1.8070588,34.820398700000005,3.542127,2.0,1.976029,1.0,0.2634999,1.0,0.43635969999999996,1.0,0.29047059999999997,0.1666667,1.3615626,1.0,1.3147813,1.0,1.4682752000000001,1.0,1.986029,0.44635969999999997,1.3715626,1.4782752000000001,1.7321521,1918284763.05252,1.0,1700756453.3062134,1.0,1700756453.3062134,330114464.4612733,1.0,509195609.3595001,1.5,509195609.3595001,0.14141779999999998,0.2383391,311989800.0,286039466.6666667,286039466.6666667,542595580.44857,0.5,863389919.0222534,1.0,863389919.0222534,6.8586891,None
TLV:TREN,TRENDLINE,Communication Services,Israel,56.5929821,6.396985022756595e-05,75397733.3333333,0.0,8480200.0,85160666.6666667,1.0,75816000.0,0.0,6528000.0,0.0,358124000.0,1.0,6528000.0,358124000.0,75816000.0,75397733.3333333,1.0,8480200.0,75816000.0,1.0,6528000.0,1.0,6528000.0,75816000.0,0.34575890000000004,0.34575890000000004,11.177394,11.177394,11.177394,0.49286090000000005,4.928609000000001e-14,11.177394,6.396987363727591e-05,2.0473689999999998,1.998882,13444212.3675966,14081000.0,15954466.6666667,14081000.0,0.0861,0.11854970000000001,0.0,0.0843777,1.0,0.0973425,2.3458996051294863e-11,0.22136999999999998,0.6196699999999999,0.0,1.274,1424.0,0.0008947000000000001,1.117564,8591090,7767000,0.9040761999999999,132,26221524,3736673752,58840.9090909,-0.7609999999999999,0.07200000000000001,0.3724838,0.0044881999999999995,0.3724838,0.0044881999999999995,-0.47762899999999997,0.2022371,0.055122000000000004,2.5978084999999997,-23.401830899999997,4273.1699278999995,11540000.0,1.0,13232000.0,1.0,2.2722292,1.9816751,1.9816751,0.3581902,1.0,0.6614177,2.0,0.6614177,0.8142759,USD,ILS,1.0,0.3054407,0,0,0,0,1424.0,1408.0,1913.0,1538.9574,-7.4698234,1.1363636000000001,-25.561944600000004,0.0633663,0.0643663,11.5252086,3.0,4.0740639,1.0,0.3333147,1.0,0.3780619,1.0,1.1869497,1.0,0.8227414000000001,1.0,2.9307721,1.0,0.3254844,0.125,4.084063899999999,0.3880619,0.8327414000000001,0.3354844,2.2097741,144713066.6666667,1.0,148161266.6666667,1.0,148161266.6666667,105924466.6666667,1.0,109978266.6666667,1.0,109978266.6666667,0.14406010000000002,0.1593572,46381666.66666671,36645466.66666671,36645466.66666671,37811400.0,1.0,36373266.66666671,1.0,36373266.66666671,8.132079899999999,None
TLV:SMT,SUMMIT,Real Estate,Israel,13.962477300000002,6.444561648879504e-05,137941398.1033667,1.0,120550948.5844467,1784207902.49912,2.0,137964204.3423,1.0,130503815.2448,1.0,6337054104.91395,1.5,130503815.2448,6337054104.91395,137964204.3423,137941398.1033667,1.0,120550948.5844467,137964204.3423,1.0,130503815.2448,1.0,130503815.2448,137964204.3423,2.6952087000000002,2.6952087000000002,11.260615,11.260615,11.260615,2.7962542999999997,2.7962542999999997e-13,11.260615,6.444615968874442e-05,3.6567361000000003,3.7015366000000003,324950269.96324754,316988000.0,303230533.3333333,316988000.0,0.9459299999999999,3.9998486000000004,4.75,1.8166848000000002,2.75,2.2551544999999997,5.434795748060697e-10,0.28045,0.45883999999999997,0.0,5.2989999999999995,5967.0,0.0008881000000000001,1.1371996000000002,69300000,427264000,6.1654257,144,1217373289,126303727370,2967111.1111111,2.052,0.131,0.1530779,0.039679,0.1530779,0.039679,1.5772694999999999,12.808938900000001,0.10816980000000001,3.5389169999999996,7.139309599999999,7.139309599999999,88513192.1105933,1.0,98366871.9943,1.0,13.7535802,12.375846300000001,12.375846300000001,2.9253645,2.0,2.1004536,2.0,2.1004536,1.4502941999999999,ILS,ILS,0.3054407,0.3054407,0,0,0,0,5967.0,3521.0,5997.0,5240.7236,13.8583229,69.46890090000001,-0.5002501,1.9757673999999998,59.486011100000006,1.8950304,1.0,2.0574523,1.0,1.239083,1.0,0.050591699999999996,0.125,0.022009,0.08333330000000001,0.077159,1.0,1.4522878000000001,1.0,11.1409969,2.0,2.0674523000000002,0.06059169999999999,0.087159,11.150996899999999,6.6092246,2580681119.54498,1.0,1592714285.5845778,0.6666667,1592714285.5845778,1919621249.3794398,2.0,1121258006.007407,1.0,1121258006.007407,0.18193800000000002,0.2163905,147493600.0,1312504933.3333333,1312504933.3333333,1362474789.6049268,1.0,783980495.5762979,0.6666667,783980495.5762979,10.1971804,None
TLV:PPIL,PLASTOFIL,Consumer Cyclical,Israel,24.3485815,6.466268023801296e-05,53820280.357066706,1.0,542340.50692,17463144.40552,1.0,54137531.4308,1.0,2204976.4133,1.0,110786549.01735,1.5,2204976.4133,110786549.01735,54137531.4308,53820280.357066706,1.0,542340.50692,54137531.4308,1.0,2204976.4133,1.0,2204976.4133,54137531.4308,0.2012854,0.2012854,11.29845,11.29845,11.29845,0.13186779999999998,1.3186779999999998e-14,11.29845,6.466269497139316e-05,1.9902516,1.8920327000000001,19885318.600368302,21848000.0,14790733.3333333,21848000.0,0.04073,0.03994469999999999,1.59375,0.0998969,2.75,0.061190499999999995,1.474656699670502e-11,0.01,0.8505299999999999,0.0,0.516,583.1,0.0008849,0.7601043000000001,13125400,7219000,0.5500023,174,35670557,2337265311,41488.5057471,-0.315,0.08,0.8732889000000001,-0.0045284,0.8732889000000001,-0.0045284,-0.0179278,0.24820720000000002,0.0588679,2.6762709,-630.2202775000001,158.6746786,2490400.5660933,0.5,863939.01995,0.5,14.3232209,41.2882814,41.2882814,0.88235,1.0,1.8006598999999999,2.0,1.8006598999999999,1.3428867,ILS,ILS,0.3054407,0.3054407,0,0,0,0,583.1,6.07,784.7,590.8004,-1.3033843999999999,9506.2602965,-25.691347,1.4821673999999998,10.6018959,2.1488022,1.0,2.1130998,1.0,0.5079095,2.0,0.14936300000000002,1.0,0.1297562,0.5,0.0488026,0.25,1.9582754,1.0,2.0557764,1.0,2.1230998,0.159363,0.0588026,2.0657764,2.0944381,61034565.70122,1.0,66650154.05886,1.0,66650154.05886,32520149.15272,1.0,52631342.25096,1.5,52631342.25096,0.1330828,0.1418947,51658000.0,63945800.0,63945800.0,28514416.5485,1.0,31562592.558220003,1.0,31562592.558220003,7.0502686,None
TLV:SHNP,SCHNAPP,Consumer Cyclical,Israel,40.8819681,6.60448836708608e-05,114039066.6666667,0.0,7911933.3333332995,150509000.0,1.0,434420000.0,0.0,30665000.0,0.0,611846000.0,1.0,30665000.0,611846000.0,434420000.0,114039066.6666667,0.25,7911933.3333332995,434420000.0,1.0,30665000.0,1.0,30665000.0,434420000.0,0.3362902,0.3362902,11.539961,11.539961,11.539961,0.2113626,2.113626e-14,11.539961,6.604489802802802e-05,2.3305125,2.2825251,65405477.9816514,68099000.0,57679400.0,68099000.0,0.07059,0.0336437,0.0,0.0717534,1.0,0.059662400000000004,1.4378303474954668e-11,0.47661000000000003,0.35841,0.0,2.052,2318.0,0.0008852,1.603467,12694900,30665000,2.4155368999999998,348,146150999,9182012611,88117.816092,1.5230000000000001,0.193,0.2553649,-0.1076876,0.2553649,-0.1076876,1.2060912,11.2322185,0.11782809999999999,3.6826097,9.568066400000001,9.568066400000001,73250200.0,1.0,70901000.0,1.0,1.9952299999999998,2.061339,2.061339,1.3185283,1.0,0.5406301,0.5,0.5406301,0.7362755,USD,ILS,1.0,0.3054407,0,0,0,0,2318.0,1001.0,2402.0,1937.4255,19.6433102,131.5684316,-3.4970858,1.8800857,44.1637367,2.315485,1.0,1.2480496,0.5,0.2246895,1.0,0.2566255,1.0,0.9366290999999999,1.0,0.4346021,0.5,2.1365534,1.0,0.5195301999999999,0.25,1.2580496,0.2666255,0.4446021,0.5295302,0.8937898999999999,551769133.3333334,1.0,770591300.0,1.5,770591300.0,185642000.0,1.0,190387066.6666667,1.0,190387066.6666667,0.1397941,0.26106660000000004,170453400.0,149725933.3333333,149725933.3333333,244318333.3333333,1.0,308802200.0,1.5,308802200.0,4.4753958,None
TLV:HLAN,HILAN LTD,Technology,Israel,0.022187400000000003,6.617067625015978e-05,1920878932.0057602,4.0,37092535.34358,195774578.7397467,2.0,512093630.7211,1.0,42680145.3331,1.0,727464449.9016,1.5,42680145.3331,727464449.9016,512093630.7211,1920878932.0057602,4.0,37092535.34358,512093630.7211,1.0,42680145.3331,1.0,42680145.3331,512093630.7211,0.7614637,0.7614637,34.686347999999995,34.686347999999995,34.686347999999995,0.008107,8.106999999999999e-16,11.562116,6.617169435912575e-05,5.818339900000001,5.4462129,251613777.0749121,283799000.0,233810066.6666667,283799000.0,0.08334,12.3570237,156.856875,0.2304973,2.75,4.2246203,1.0181097766743213e-09,0.35980999999999996,0.33361999999999997,0.0,5.691,19400.0,0.0002934,8.847257,22542700,139732992,6.1985917,4100,1276709910,1359189494,34081.217561000005,0.16899999999999998,0.096,0.1125083,0.05577130000000001,0.1125083,0.05577130000000001,0.1548771,4.185442299999999,0.0859428,3.1816006000000003,223.9605201,223.9605201,64806717.6207933,1.0,87357872.8442,1.0,19.7002712,14.6147092,14.6147092,0.9343009,0.5,1.6039492,1.0,1.6039492,1.2674712,ILS,ILS,0.3054407,0.3054407,0,0,0,0,19400.0,14270.0,19860.0,17253.334,12.442035800000001,35.9495445,-2.3162135,1.8354203999999998,38.230794,1.5504882,1.0,1.6341388000000001,1.0,0.27501,1.0,0.4497162,1.0,0.505821,1.0,0.7077753999999999,2.0,1.2035803,1.0,1.2163369,1.0,1.6441388,0.4597162,0.7177754,1.2263369,1.4352378000000001,778971607.4748534,2.0,413263934.6154467,1.0,413263934.6154467,270863102.29208,2.0,158057885.5070733,1.0,158057885.5070733,0.20327579999999998,0.3700286,128063066.6666667,138747266.6666667,138747266.6666667,501473600.12109333,2.0,253028745.6224933,1.0,253028745.6224933,3.0559172,None
TLV:SNFL,SUNFLOWER,Technology,Israel,295.3067327,6.647293236582891e-05,56252200.0,0.0,10211133.3333333,2100733.3333333,0.25,42815000.0,0.0,2092000.0,0.0,30632000.0,1.0,2092000.0,30632000.0,42815000.0,56252200.0,1.0,10211133.3333333,42815000.0,1.0,2092000.0,1.0,2092000.0,42815000.0,2.0498125,2.0498125,34.844263,34.844263,34.844263,1.9986124,1.9986124e-13,11.614754300000001,6.647295110998208e-05,3.4282663999999996,3.3944489,26113810.049893104,26629000.0,42236600.0,26629000.0,0.04886,0.1391182,0.0,0.044844999999999996,1.0,0.0786077,1.8944014422285963e-11,0.21051,0.51568,0.0,0.244,850.3,0.00028700000000000004,1.1854434,32951600,2092000,0.0634871,10000000,87758889,8557058693,0.2092,-0.868,-0.389,0.315326,0.0667859,0.315326,0.0667859,-0.5721685000000001,0.19278320000000002,-0.2750535,0.2224946,-60.89860529999999,1642.0737314,34708600.0,1.0,27236000.0,1.0,2.528448,3.2221651000000002,3.2221651000000002,1.3962828999999999,2.0,0.607666,1.0,0.607666,0.7805294,USD,ILS,1.0,0.3054407,0,0,0,0,850.3,651.8,1234.0,934.68085,-9.0277714,30.454127000000003,-31.0940032,0.6818963,0.6828963,2.4511032999999998,1.0,2.635943,1.0,1.6283678,0.5,4.367491200000001,1.0,6.5001394999999995,0.3333333,14.9767589,1.0,20.349801,6.0,5.008666900000001,1.0,2.645943,4.377491200000001,14.9867589,5.0186669,3.8323050000000003,208123233.3333333,0.5,379688800.0,1.0,379688800.0,248114866.6666667,1.0,237113800.0,1.0,237113800.0,0.1055098,0.10882280000000001,59194266.6666667,79779400.0,79779400.0,87254633.3333333,0.5,144080800.0,1.0,144080800.0,6.0282031,None
TLV:BRAN,BARAN,Industrials,Israel,16.123818099999998,6.707719906004092e-05,29317628.8666117,0.25,2275573.9404267003,122247.5494967,0.25,116676209.3151,1.0,5836971.777000001,1.0,8809062.50835,1.5,5836971.777000001,8809062.50835,116676209.3151,29317628.8666117,0.25,2275573.9404267003,116676209.3151,1.0,5836971.777000001,1.0,5836971.777000001,116676209.3151,0.157302,0.157302,11.720338,11.720338,11.720338,0.132114,1.3211400000000002e-14,11.720338,6.707722219026752e-05,2.3018011,2.0598514,33030182.5902335,39974000.0,30669333.333333302,39974000.0,0.05003,0.021636700000000002,0.95,0.2134328,2.75,0.0960331,2.3143438001834807e-11,0.16766,0.5184,0.0,0.708,835.1,0.0008478,1.2271517,19911500,19110000,0.9597469000000001,769,60045624,5046663074,24850.4551365,2.039,0.21,2.3692467,-0.07683730000000001,2.3692467,-0.07683730000000001,2.1215617,14.8155816,0.13829070000000002,3.9687454,5.5243919,5.5243919,783597.9344933,0.5,8968044.3927,1.0,76.6281046,6.695509299999999,6.695509299999999,2.3264537999999995,1.0,3.2706630000000003,2.0,3.2706630000000003,1.8094974,ILS,ILS,0.3054407,0.3054407,0,0,0,0,0.10770650000000001,690.2,1100.0,911.1361699999999,-8.3452038,20.993914800000002,-24.0818182,0.7071742,0.7081742,1.4570246,1.0,1.6245241000000001,1.0,1.7351891,0.5,0.9518626,1.0,1.1462275,1.0,1.28347,1.0,1.8055473000000002,1.0,8.599414900000001,4.0,1.6345241000000001,0.9618626,1.2934700000000001,8.6094149,5.1219695,102165658.3429133,1.0,103969611.4798267,1.0,103969611.4798267,31382789.7994867,1.0,58943915.74193001,1.5,58943915.74193001,0.1561411,0.1990259,117394333.3333333,141426666.6666667,141426666.6666667,70157061.2745533,1.0,64046577.53206,1.0,64046577.53206,7.155389100000001,None
TLV:ONE,ONE SOFTWARE TECHN,Technology,Israel,60.5488406,6.716721650144861e-05,6879664000.0,0.0,85115666.6666667,643852666.6666666,2.0,7217232000.0,0.0,119556000.0,0.0,2143852500.0,1.5,119556000.0,2143852500.0,7217232000.0,6879664000.0,4.0,85115666.6666667,7217232000.0,3.0,119556000.0,1.0,119556000.0,7217232000.0,0.5528476999999999,0.5528476999999999,35.2082,35.2082,35.2082,0.5011137,5.011137e-14,11.736066699999999,6.716723985909789e-05,6.0153491,5.7696495,240785052.9602925,260455000.0,172068066.6666667,260455000.0,0.0497,0.049712900000000004,0.0,0.1889769,4.0,0.09712989999999999,2.340776064476118e-11,0.31493000000000004,0.48705,0.0,1.561,5373.0,0.00029049999999999996,7.797957000000001,71814496,119556000,1.6647892,6300,1330084563,120555141433,18977.1428571,0.604,0.7120000000000001,0.14917829999999999,0.13829960000000002,0.14917829999999999,0.13829960000000002,0.49029459999999997,7.252103699999999,0.5685749,7.7903906,71.8103,71.8103,170369933.3333333,1.0,268684000.0,1.0,7.8070381,4.9503676,4.9503676,1.9204008000000001,1.0,5.0352190000000006,2.0,5.0352190000000006,2.2449293999999997,USD,ILS,1.0,0.3054407,0,0,0,0,5373.0,3930.0,48220.0,11405.659,-52.891805700000006,36.717557299999996,-88.8573206,0.06516140000000001,0.0661614,1.5397969999999999,1.0,1.4206383999999999,1.0,0.0017167000000000003,0.3333333,0.0043971,1.0,0.052479399999999995,0.1666667,0.44144179999999994,1.0,0.6632814,0.5,1.1835826,1.0,1.4306383999999999,0.014397100000000001,0.45144179999999995,1.1935826,1.3121105,2365269333.333333,2.0,1769320666.6666667,1.0,1769320666.6666667,808891466.6666666,2.0,744400800.0,1.5,744400800.0,0.16757170000000002,0.26060700000000003,184251866.6666667,145066400.0,145066400.0,1532119466.6666667,2.0,1253536066.6666667,1.0,1253536066.6666667,8.0016353,None
TLV:CAMT,CAMTEK,Technology,Israel,10.5427274,6.722323502791326e-05,566074933.3333334,4.0,20906133.333333302,88665466.6666667,2.0,732321000.0,3.0,110366000.0,2.0,485797500.0,1.5,110366000.0,485797500.0,732321000.0,566074933.3333334,4.0,20906133.333333302,732321000.0,3.0,110366000.0,2.0,110366000.0,732321000.0,7.2316139999999995,7.2316139999999995,36.2148026,28.405985100000002,35.2387004,8.1627592,8.1627592e-13,11.7462335,6.722542595429107e-05,29.148206,31.8925539,50966064.7909462,41369000.0,23424733.333333302,41369000.0,0.22605999999999998,5.3516295,36.9075,21.7030496,89.285625,9.094579699999999,2.191742653727677e-09,0.35263,0.38878,1.6,1.255,13650.0,9.19e-05,7.1360621,43841700,55183000,1.2586875,356,1765306577,199258663582,155008.4269663,2.072,0.764,0.09304,0.16364579999999998,0.09304,0.16364579999999998,1.57726,12.8089012,0.6139114,8.0852502,22.3417195,22.3417195,45298266.66666671,2.0,48113000.0,1.0,38.9707313,36.690844,36.690844,0.5689366,2.0,0.30699509999999997,1.0,0.30699509999999997,0.5550714,USD,ILS,1.0,0.3054407,0,0,0,0,1.0510895,5900.0,14910.0,12149.603000000001,12.34935,131.35593219999998,-8.450704199999999,1.7203108,25.9203847,9.196063699999998,2.0,4.2706268,1.0,0.06973810000000001,1.0,0.06873860000000001,1.0,0.41499490000000006,0.1666667,3.9362760999999997,1.0,8.619684800000002,2.0,4.0036962,1.0,4.280626799999999,0.0787386,3.9462761,4.0136962,4.1471615,450782666.6666667,2.0,520690800.0,1.5,520690800.0,353391333.3333333,2.0,398177200.0,1.5,398177200.0,0.3119607,0.3771781,155024600.0,232793866.6666667,232793866.6666667,48695666.66666671,1.0,122513600.0,1.5,122513600.0,31.295760100000003,None
TLV:ISRA.L,ISRAMCO NEGEV 2,Energy,Israel,14.6743709,6.728524109677871e-05,402455933.3333333,1.0,280327733.3333333,53231466.66666671,1.0,322118000.0,1.0,186486000.0,1.0,322209000.0,1.0,186486000.0,322209000.0,322118000.0,402455933.3333333,1.0,280327733.3333333,322118000.0,1.0,186486000.0,1.0,186486000.0,322118000.0,2.6356478,2.6356478,11.756757,11.756757,11.756757,2.1370172000000003,2.1370172000000003e-13,11.756757,6.728565349616906e-05,3.0922816,3.0922728999999998,274540442.9079415,274542000.0,359741266.6666667,274542000.0,0.57894,3.3024754,4.75,1.2519666999999999,2.75,1.7121273999999997,4.1261309208119516e-10,0.23768000000000003,0.22696,0.0,0.07400000000000001,86.6,0.0008545,4.046511499999999,2590459904,186367008,0.07194360000000001,10000000,848951557,68837174742,18.6367008,-0.163,0.124,-0.1454842,-0.1432339,-0.1454842,-0.1432339,-0.15862110000000001,0.23413789999999998,0.0571915,2.6414751,-74.1185145,1349.1905584,363282066.6666667,1.0,259809000.0,1.0,2.3368937,3.2675987,3.2675987,1.6089541,1.0,1.3165158000000001,1.0,1.3165158000000001,1.1483952,USD,ILS,1.0,0.3054407,0,0,0,0,86.6,57.4,90.8,77.5227,11.709215499999999,50.8710801,-4.625550700000001,1.748503,28.5757924,1.6311106000000002,1.0,1.7711538,1.0,0.148553,1.0,0.1768327,4.0,0.0723829,0.08333330000000001,0.8183938000000001,1.0,0.9536184999999999,1.0,0.8525184000000001,1.0,1.7811538,0.18683270000000002,0.8283938,0.8625184000000001,1.3218361,1437088400.0,1.0,1283354733.3333333,1.0,1283354733.3333333,552223466.6666666,1.0,555590400.0,1.0,555590400.0,0.24531129999999998,0.43565370000000003,-14189800.0,-27219066.666666698,-27219066.666666698,884864933.3333334,1.0,727764333.3333334,1.0,727764333.3333334,7.6180901,None
TLV:ATRY,ATREYU CAP,Financial Services,Israel,41.9196878,6.774640773893609e-05,92283000.0,0.0,76056333.3333333,221787733.3333333,2.0,89457000.0,0.0,79692000.0,0.0,498336000.0,1.0,79692000.0,498336000.0,89457000.0,92283000.0,1.0,76056333.3333333,89457000.0,1.0,79692000.0,1.0,79692000.0,89457000.0,2.866561,2.866561,11.8373,11.8373,11.8373,3.0200672,3.0200672000000003e-13,11.8373,6.774661295884588e-05,0.0,100000.0,0.0,262000.0,315866.66666670004,262000.0,0.83399,0.8244601999999999,0.0,0.8969735000000001,1.0,0.8528079,2.055219165175855e-10,0.18942,0.45948999999999995,0.0,5.421,6220.0,0.0008715,4.1394660000000005,14723500,81600000,5.5421605000000005,16,273924888,28858252209,5100000.0,0.14800000000000002,0.172,-0.011206200000000001,-0.012825799999999998,-0.011206200000000001,-0.012825799999999998,0.10819849999999999,3.5393532999999997,0.1257935,3.7967386,109.4035973,109.4035973,52928066.66666671,1.0,75088000.0,1.0,5.1754184,3.6480515,3.6480515,0.0394096,2.0,0.06658739999999999,2.0,0.06658739999999999,0.2590453,USD,ILS,1.0,0.3054407,0,0,0,0,0.16917290000000001,4680.0,6598.0,5396.078,15.2689046,32.9059829,-5.7290088,1.6058393999999998,17.1479687,125.46009070000001,2.0,163.4405138,1.0,0.0441111,1.0,0.011027799999999999,1.0,0.0,1.0,0.0,1.0,6.570724799999999,1.0,12.2768203,1.0,163.4505138,0.0210278,0.01,12.2868203,87.868667,434980133.3333333,2.0,235183333.3333333,1.0,235183333.3333333,423460533.3333333,2.0,339976900.0,1.5,339976900.0,0.43885050000000003,0.3344042,14054400.0,12574600.0,12574600.0,3881466.6666667,1.0,7537000.0,1.0,7537000.0,47.9660059,None
