Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_revenue_bonus,annualized_earnings,annualized_retained_earnings,annualized_retained_earnings_bonus,quarterized_revenue,quarterized_revenue_bonus,quarterized_earnings,quarterized_earnings_bonus,quarterized_retained_earnings,quarterized_retained_earnings_bonus,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_total_revenue_bonus,annualized_net_income,quarterized_total_revenue,quarterized_total_revenue_bonus,quarterized_net_income,quarterized_net_income_bonus,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,annualized_cash_flow_from_operating_activities_bonus,quarterized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities_bonus,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,annualized_debt_to_equity_bonus,quarterized_debt_to_equity,quarterized_debt_to_equity_bonus,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,annualized_total_ratio_bonus,quarterized_total_ratio,quarterized_total_ratio_bonus,annualized_other_current_ratio,annualized_other_current_ratio_bonus,quarterized_other_current_ratio,quarterized_other_current_ratio_bonus,annualized_other_ratio,annualized_other_ratio_bonus,quarterized_other_ratio,quarterized_other_ratio_bonus,annualized_total_current_ratio,annualized_total_current_ratio_bonus,quarterized_total_current_ratio,quarterized_total_current_ratio_bonus,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,annualized_total_assets_bonus,quarterized_total_assets,quarterized_total_assets_bonus,effective_total_assets,annualized_total_stockholder_equity,annualized_total_stockholder_equity_bonus,quarterized_total_stockholder_equity,quarterized_total_stockholder_equity_bonus,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,annualized_total_liabilities_bonus,quarterized_total_liabilities,quarterized_total_liabilities_bonus,effective_total_liabilities,altman_z_score_factor,skip_reason
TLV:ISCD,ISRACARD LTD,Financial Services,Israel,90.41627790000001,9.681959317017735e-05,1968400000.0,0.0,177000000.0,2531466666.6666665,1.0,1901000000.0,0.0,39250000.0,0.0,9673000000.0,1.0,39250000.0,9673000000.0,1901000000.0,1968400000.0,1.0,177000000.0,1901000000.0,1.0,39250000.0,0.25,39250000.0,1901000000.0,1.6243336000000002,1.6243336000000002,16.917197,16.917197,16.917197,0.42674929999999994,4.267492999999999e-14,16.917197,9.681961237001248e-05,0.0,100000.0,0.0,36000000.0,56666666.6666667,36000000.0,0.08259,0.06864010000000001,0.0,0.0853087,1.0,0.07984630000000001,1.9242510069193882e-11,0.22509,1.23e-05,0.0,0.785,1323.0,0.0005933,1.0493876,200000000,157000000,0.785,1442,3087699938,81125052422,108876.5603329,6.4,0.179,-0.41103909999999994,-0.08077960000000001,-0.41103909999999994,-0.08077960000000001,4.6972402,21.9231175,0.11405510000000002,3.6272043,3.6015184000000002,3.6015184000000002,112200000.0,0.5,325000000.0,0.5,27.519607300000004,9.500615199999999,9.500615199999999,8.2208303,1.0,4.408221299999999,0.5,4.408221299999999,2.1005764,USD,ILS,1.0,0.3054407,0,0,0,0,1323.0,994.0,1403.0,1297.3049,1.9806523999999999,33.0985915,-5.7020669999999996,1.608802,17.3386593,1.1265128999999998,1.0,1.1134752,1.0,0.0059953,0.5,0.0017807000000000003,0.5,1.3804406,2.0,0.7443930000000001,1.0,0.4022978,0.3333333,1.1982466,1.0,1.1234752000000001,0.0117807,0.754393,1.2082466,1.1658608999999998,23472600000.0,1.0,36744000000.0,1.5,36744000000.0,2592733333.333333,1.0,2494866666.6666665,1.0,2494866666.6666665,0.1010682,0.11573230000000001,3889466666.6666665,3891333333.3333335,3891333333.3333335,20879866666.666668,1.0,33001700000.0,1.5,33001700000.0,1.0111507,None
TLV:CTPL1,CITRUS PLANT1,Real Estate,Israel,96.6335571,9.736469296603157e-05,1541733.3333333,0.0,2816066.6666667005,35242533.33333329,2.0,884000.0,0.0,1010000.0,0.0,77826000.0,1.0,1010000.0,77826000.0,884000.0,1541733.3333333,1.0,2816066.6666667005,884000.0,1.0,1010000.0,0.25,1010000.0,884000.0,20.7317875,20.7317875,17.012589000000002,17.012589000000002,17.012589000000002,20.362149300000002,2.03621493e-12,17.012589000000002,9.7365554848734e-05,9.113434199999999,9.1134073,2010988.1522941003,2011000.0,1141733.3333333,2011000.0,4.57014,3.0139906,0.0,3.1672974,1.0,3.5848093,8.639189173623556e-10,0.01,0.77635,0.0,17.634,30000.0,0.0005878,1.1934598,196439,4040000,20.5661809,10000000,18326900,1800014023,0.40399999999999997,1.5791098999999997,-0.11199999999999999,1.5791098999999997,-0.23701309999999998,1.5791098999999997,-0.23701309999999998,1.5791098999999997,12.8162641,-0.1432533,0.23567470000000004,10.7735304,10.7735304,-2358133.3333332995,0.5,-1802000.0,0.5,12867.06051,1017031.0855189001,1017031.0855189001,0.0922811,0.5,0.1839604,1.0,0.1839604,0.42990609999999996,USD,ILS,1.0,0.3054407,0,0,0,0,0.5789474,190.0,35450.0,21048.232000000004,42.5297859,15689.4736842,-15.373765900000002,1.6908678,23.3699607,19.3451726,3.0,6.465317400000001,1.0,0.3604195,1.0,0.1528239,1.0,4.931642299999999,1.0,4.9548127,1.0,9.4764042,1.0,4.3050043,1.0,6.475317400000001,0.1628239,4.9648127,4.3150043,5.3951609000000005,119125600.0,2.0,61700600.0,1.0,61700600.0,100116133.3333333,2.0,51877800.0,1.0,51877800.0,0.1163694,0.11946880000000001,6350800.0,2854200.0,2854200.0,18467733.333333302,2.0,9543400.0,1.0,9543400.0,10.728997099999999,None
TLV:FRDN,FRIDENSON LOGISTIC,Industrials,Israel,63.3109027,9.785029989200413e-05,330588533.3333333,0.0,5542800.0,56457133.3333333,1.0,450950000.0,0.0,11399000.0,0.0,237230000.0,1.0,11399000.0,237230000.0,450950000.0,330588533.3333333,1.0,5542800.0,450950000.0,1.0,11399000.0,1.0,11399000.0,450950000.0,0.14691700000000002,0.14691700000000002,17.097289,17.097289,17.097289,0.0853053,8.53053e-15,17.097289,9.785030543523718e-05,1.5110151,1.4528888999999998,49953728.6234081,53797000.0,41789800.0,53797000.0,0.02405,0.016561000000000003,0.0,0.0254998,1.0,0.023036900000000003,5.55176357843773e-12,0.01,0.7888,0.0,5.643,9582.0,0.0005889,1.4971138000000002,1371760,11825000,8.620312599999998,416,69673599,4042428318,28425.480769200003,4.7010000000000005,1.002,0.28437890000000005,0.15278640000000002,0.28437890000000005,0.15278640000000002,3.5968447,19.215349300000003,0.7896966,9.1364875,4.7534130999999995,4.7534130999999995,25763800.0,1.0,36820000.0,1.0,2.7043215,1.8922758999999998,1.8922758999999998,1.8357103,0.5,4.6267332,1.0,4.6267332,2.1519842000000002,USD,ILS,1.0,0.3054407,0,0,0,0,9582.0,5555.0,11400.0,9730.794,-1.5291044,72.4932493,-15.9473684,1.3779298999999998,6.8448299,1.2888046999999998,1.0,1.221702,1.0,0.48617489999999997,1.0,0.3949973,0.5,2.6154262000000004,12.0,0.3957834,2.0,1.0058856,1.0,2.0934399,2.0,1.231702,0.4049973,0.4057834,2.1034398999999997,1.6675708999999999,812440266.6666666,2.0,513359066.6666667,1.0,513359066.6666667,86687933.3333333,1.0,90830666.6666667,1.0,90830666.6666667,0.1222047,0.22549729999999998,-8466.666666699999,18555933.333333302,18555933.333333302,636425066.6666666,2.0,420688066.6666667,1.0,420688066.6666667,2.7668269,None
TLV:IES,IES HOLDINGS LTD,Real Estate,Israel,110.9397905,9.918354249355472e-05,41637666.66666671,0.0,60573266.6666667,1099541200.0,2.0,41661000.0,0.0,88148000.0,0.0,3621984000.0,1.5,88148000.0,3621984000.0,41661000.0,41637666.66666671,1.0,60573266.6666667,41661000.0,1.0,88148000.0,1.0,88148000.0,41661000.0,9.277761300000002,9.277761300000002,17.330314,17.330314,17.330314,10.6366242,1.06366242e-12,17.330314,9.9183941862863e-05,14.7445389,14.744524100000001,26214947.3929526,26215000.0,25662333.333333302,26215000.0,2.11584,1.3506628999999999,0.0,1.515256,1.0,1.6615863000000002,4.004329707022693e-10,0.14989,0.60429,0.0,15.897,27050.0,0.0005877,1.8482365,5266050,88148000,16.738922,5,386526536,44313239327,17629600.0,1.5859999999999999,0.125,-0.2126268,-0.0022021000000000002,-0.2126268,-0.0022021000000000002,1.1363433,10.909940400000002,0.0931995,3.3028587999999997,15.250949400000001,15.250949400000001,27304866.666666698,1.0,27106000.0,1.0,14.155957699999998,14.2598147,14.2598147,0.2134982,1.0,0.41843109999999994,2.0,0.41843109999999994,0.6478625,USD,ILS,1.0,0.3054407,0,0,0,0,27050.0,16410.0,29030.0,24105.957000000002,12.2129273,64.8385131,-6.820530499999999,1.6862124,22.9865404,34.5000851,6.0,5.796670400000001,1.0,0.0544815,0.3333333,0.6652174,1.0,4.8190197999999995,1.0,9.8112117,2.0,178.24737549999998,6.0,23.4513589,1.0,5.806670400000001,0.6752174,9.8212117,23.461358899999997,14.6340147,1712856266.6666667,2.0,948606600.0,1.0,948606600.0,1411446000.0,2.0,1174186200.0,1.5,1174186200.0,0.1929237,0.17507160000000002,184927866.6666667,197143800.0,197143800.0,148872133.3333333,1.0,163805400.0,1.0,163805400.0,12.9631868,None
TLV:LUZN,AMOS LUZON DEVELOP,Industrials,Israel,118.73908870000001,9.938076723652792e-05,301611206.67968,1.0,7554973.900933299,-671892976.1978668,0.25,343007768.0151,1.0,6224576.0253,0.5,-1697057851.5072,0.375,6224576.0253,-1697057851.5072,343007768.0151,301611206.67968,1.0,7554973.900933299,343007768.0151,1.0,6224576.0253,0.5,6224576.0253,343007768.0151,0.2904741,0.2904741,17.364705999999998,17.364705999999998,17.364705999999998,0.14547220000000002,1.4547220000000004e-14,17.364705999999998,9.938077234894348e-05,3.0168378,2.9690317999999998,111655335.12200059,115194000.0,105932066.6666667,115194000.0,0.036289999999999996,0.0035520000000000005,0.1,0.0209806,0.6875,0.021274200000000004,5.1269627736544395e-12,0.05006,0.7236199999999999,0.0,0.085,150.1,0.0005662999999999999,1.8659923999999999,362363008,40758000,0.11247839999999999,10000000,326170456,16336429121,4.0758,0.5202077,0.39,0.5202077,0.1621028,0.5202077,0.1621028,0.5202077,7.4625428,0.3330257,6.0208378,33.3803305,33.3803305,8936339.648039998,0.5,36547812.3992,0.6666667,36.49933529999999,8.9244865,8.9244865,6.6957773000000005,1.0,4.456228,1.0,4.456228,2.1119779999999997,ILS,ILS,0.3054407,0.3054407,0,0,0,0,150.1,71.2,196.4,152.29858000000002,-1.4435985,110.8146067,-23.574338100000002,1.2603833999999998,4.008815,0.6433105,0.5,2.7726701,2.0,0.21255029999999997,1.0,0.20813649999999997,1.0,10.7872235,1.0,9.715969,1.0,1.690379,1.0,7.6517767999999995,4.0,2.7826701000000003,0.21813649999999998,9.725969000000001,7.661776799999999,5.222223400000001,253587946.45605332,0.5,494970095.6485533,1.0,494970095.6485533,59918424.29528,1.0,122261192.5146,1.5,122261192.5146,0.1125757,0.15091210000000002,540318466.6666666,614093533.3333334,614093533.3333334,394682388.5428067,1.0,357258450.03972673,1.0,357258450.03972673,5.0559345,None
TLV:ALMA,ALMOGIM,Real Estate,Israel,38.2442646,9.939532431690702e-05,169875933.3333333,0.0,12547400.0,192487428.5714286,2.0,614508000.0,0.0,4314500.0,0.0,614278500.0,1.5,4314500.0,614278500.0,614508000.0,169875933.3333333,1.0,12547400.0,614508000.0,3.0,4314500.0,0.25,4314500.0,614508000.0,0.9004392,0.9004392,17.367257000000002,17.367257000000002,17.367257000000002,0.43700000000000006,4.3700000000000006e-14,17.367257000000002,9.93953720980128e-05,7.404493400000001,7.305649099999999,25596609.1906608,26280000.0,29701800.0,26280000.0,0.08425,0.0667222,0.0,0.44137129999999997,4.0,0.19844779999999998,4.7824805779470965e-11,0.01,0.76234,0.0,0.452,770.3,0.0005868,2.0205919999999997,37333400,17258000,0.462267,87,184469762,8951464524,198367.816092,1.876,0.7909999999999999,-0.26767759999999996,0.08694310000000001,-0.26767759999999996,0.08694310000000001,1.3400806,11.8261851,0.6149858,8.0921028,12.9598599,12.9598599,1230400.0,1.0,57313000.0,1.0,149.9266599,3.2186373,3.2186373,2.2124977,0.5,7.256258,2.0,7.256258,2.6947442,USD,ILS,1.0,0.3054407,0,0,0,0,1.2379432,334.2,786.6,616.2766,24.9925764,130.4907241,-2.0722095,1.9279398999999997,51.352420200000005,3.6927449999999995,3.0,1.2760585,1.0,0.9663053,1.0,0.3053817,1.0,302.8793476,12.0,60.0609434,2.0,9.670180300000002,6.0,1.6199366000000002,1.0,1.2860585,0.3153817,60.0709434,1.6299366000000002,1.4579976000000001,1242763428.5714285,2.0,657801066.6666666,1.0,657801066.6666666,235321428.57142863,2.0,213301100.0,1.5,213301100.0,0.10655899999999999,0.12022730000000001,182723142.8571429,184423800.0,184423800.0,1007442000.0,2.0,515600333.3333333,1.0,515600333.3333333,3.6225891000000003,None
TLV:NTGR,NETANEL GROUP,Real Estate,Israel,19.1122949,9.966678734202329e-05,631414133.3333334,0.0,21456000.0,228353600.0,2.0,829023000.0,0.0,45531000.0,0.0,812784000.0,1.5,45531000.0,812784000.0,829023000.0,631414133.3333334,4.0,21456000.0,829023000.0,3.0,45531000.0,1.0,45531000.0,829023000.0,1.1918296,1.1918296,17.414697,17.414697,17.414697,0.41400590000000004,4.1400590000000006e-14,17.414697,9.966687821163394e-05,7.8644871,7.864457700000001,41876686.111542605,41877000.0,26418133.333333302,41877000.0,0.16476,0.1382597,0.0,0.825679,4.0,0.37723290000000004,9.091101123885777e-11,0.17327,0.62634,0.0,0.762,1328.0,0.0005738,1.4375475,28226300,45531000,1.6130701,39,329336190,11440679126,1167461.5384615,14.423,1.349,90.0570727,0.6816612,90.0570727,0.6816612,33.3315182,57.9834549,1.1821653,11.122742500000001,0.5224694000000001,0.5224694000000001,-133920133.3333333,0.5,-324346000.0,0.5,40663.6552573,101538.53938969999,101538.53938969999,5.672554900000001,2.0,6.0471711,2.0,6.0471711,2.4600997000000002,USD,ILS,1.0,0.3054407,0,0,0,0,1328.0,624.6,1367.0,1186.7297,11.904168199999999,112.61607430000001,-2.8529627,1.8949353,46.298442200000004,1.3538038000000001,1.0,2.6634246,2.0,0.6873753,1.0,0.14172920000000003,0.5,26.012635500000002,0.5,37.4697774,1.0,1.0360009,1.0,1.1144281999999999,1.0,2.6734245999999997,0.1517292,37.479777399999996,1.1244281999999999,1.8989264,963596666.6666666,1.0,1715137100.0,1.5,1715137100.0,502021733.3333333,2.0,426372500.0,1.5,426372500.0,0.1265466,0.20678690000000002,14400200.0,58767333.3333333,58767333.3333333,712585800.0,1.0,859176400.0,1.0,859176400.0,3.0426979,None
TLV:SPGE,SUPERGAS ENERGY,Utilities,Israel,95.6230076,0.0001001481942643995,579001266.6666666,0.0,59931200.0,48810285.71428571,1.0,536766000.0,0.0,64203000.0,0.0,194374000.0,1.0,64203000.0,194374000.0,536766000.0,579001266.6666666,1.0,59931200.0,536766000.0,1.0,64203000.0,1.0,64203000.0,536766000.0,0.8109451,0.8109451,17.498801999999998,17.498801999999998,17.498801999999998,0.6650015,6.650015e-14,17.498801999999998,0.00010014822352542201,2.9979005,2.9709562000000003,147831663.3214468,150489000.0,148049800.0,150489000.0,0.11961,0.11031410000000001,0.0,0.13215739999999998,1.0,0.1216938,2.93275226511243e-11,0.2414,0.69522,0.0,4.1739999999999995,7349.0,0.0005679999999999999,1.5380728000000001,16000000,64203000,4.0126875,369,435218182,35695021964,173991.86991870002,-0.13,-0.12300000000000001,0.2603083,-0.029383499999999996,0.2603083,-0.029383499999999996,-0.032422900000000004,0.24675770000000002,-0.0995959,0.2400404,-539.704527,185.2865689,108684200.0,1.0,108325333.3333333,0.6666667,4.0044292,4.0176953,4.0176953,3.2371821,2.0,1.5636643999999997,2.0,1.5636643999999997,1.2514657,USD,ILS,1.0,0.3054407,0,0,0,0,7349.0,6503.0,8679.0,7225.1630000000005,1.7139683000000001,13.009380300000002,-15.324346100000001,0.7775734999999999,0.7785734999999999,11.6617743,6.0,2.3171998,1.0,2.3547034,12.0,0.5886759,1.0,0.2736352,0.5,0.19384129999999997,1.0,0.9444686999999999,1.0,0.47232399999999997,0.5,2.3271998,0.5986759,0.20384129999999998,0.482324,1.4047618999999998,1311596285.7142856,1.0,1324307333.3333333,1.0,1324307333.3333333,1153695428.5714285,2.0,1114604800.0,1.5,1114604800.0,0.14848039999999998,0.1576016,-14140142.857142901,-11756733.3333333,-11756733.3333333,365961642.85714287,0.5,578307600.0,1.0,578307600.0,6.164614599999999,None
TLV:MLRN,M.L.R.N PROJECTS,Financial Services,Israel,203.4634494,0.00010214123687598493,127326666.6666667,0.0,13894800.0,87929466.6666667,2.0,37074000.0,0.0,16916000.0,0.0,310057500.0,1.5,16916000.0,310057500.0,37074000.0,127326666.6666667,4.0,13894800.0,37074000.0,1.0,16916000.0,1.0,16916000.0,37074000.0,5.0895584000000005,5.0895584000000005,17.847057999999997,17.847057999999997,17.847057999999997,5.0894427,5.089442700000001e-13,17.847057999999997,0.00010214134395344156,0.0,100000.0,0.0,1078000.0,1059466.6666667,1078000.0,0.45629,0.44709899999999997,0.0,0.432892,1.0,0.446427,1.0758640090599084e-10,0.06505,0.7569899999999999,0.0,0.85,1476.0,0.0005759,3.213302,100000000,16916000,0.16915999999999998,26,188685997,188685997,650615.3846154,-0.068,0.016,0.5775488,0.2930567,0.5775488,0.2930567,0.09338719999999999,3.3059321,0.0852642,3.1700028,191.1081583,191.1081583,-200681600.0,0.5,-300554000.0,0.5,106357.4419188,62779.399812400006,62779.399812400006,4.4690946,1.0,5.6385383000000004,2.0,5.6385383000000004,2.3755606,USD,ILS,1.0,0.3054407,0,0,0,0,1476.0,1063.0,1535.0,1315.5603,12.1955413,38.85230479999999,-3.8436482000000005,1.75,28.722900399999997,3.8833111000000002,3.0,2.7205079,2.0,0.13880770000000003,0.5,0.442143,1.0,470.9526749,6.0,93.9508458,1.0,6.0661332,3.0,2.1797287,1.0,2.7305078999999997,0.452143,93.9608458,2.1897287,2.4601182999999995,354586400.0,1.0,587641200.0,1.5,587641200.0,159783333.3333333,2.0,155803500.0,1.5,155803500.0,0.1287863,0.20857270000000003,164798800.0,206737333.3333333,206737333.3333333,274694733.3333333,1.0,287891800.0,1.0,287891800.0,0.4042966,None
TLV:GOHO,GOLDEN HOUSE,Healthcare,Israel,360.3405934,0.00010218952379555972,17770580.6514267,1.0,3317208.17828,65849980.875713296,1.0,5941330.6828333,0.3333333,763525.389825,0.25,275267740.4505,1.0,763525.389825,275267740.4505,5941330.6828333,17770580.6514267,1.0,3317208.17828,5941330.6828333,0.3333333,763525.389825,0.25,763525.389825,5941330.6828333,2.2220811,2.2220811,17.855479000000003,17.855479000000003,17.855479000000003,1.2483296999999998,1.2483296999999997e-13,17.855479000000003,0.00010218953857786832,6.0156545999999995,6.0156495,21554963.5186596,21555000.0,19952200.0,21555000.0,0.17135,0.010790799999999998,0.1,0.0004297,0.01,0.061856799999999997,1.490714155631647e-11,0.1579,0.60843,0.0,0.858,1497.0,0.0005731,0.8789443000000001,15567600,9999000,0.6422955,140,129666995,7284627571,71421.4285714,-0.2481417,-0.044000000000000004,-0.2481417,0.039288800000000006,-0.2481417,0.039288800000000006,-0.2481417,0.22518579999999996,-0.0231778,0.24768220000000002,-71.9567719,1389.7232652999999,-771421.03192,0.5,-5849189.405,0.5,594.9247361,2216837.0130547998,2216837.0130547998,1.8913668999999997,1.0,1.7922470000000001,1.0,1.7922470000000001,1.3397483000000001,ILS,ILS,0.3054407,0.3054407,0,0,0,0,1497.0,1100.0,1572.0,1443.4681,3.7085613,36.090909100000005,-4.770992400000001,1.6822034,22.6605801,3.0585652999999997,2.0,1.5584502,1.0,0.004705399999999999,1.0,0.000195,1.0,6.883254400000001,1.0,28.621114799999997,4.0,0.3639123,1.0,0.3373703,1.0,1.5684502,0.010195000000000001,28.6311148,0.3473703,0.9579101999999999,449112837.6049066,2.0,228148381.07174,1.0,228148381.07174,77710059.9922933,1.0,81719417.15948671,1.0,81719417.15948671,0.10334660000000001,0.1093433,-125301600.0,-127935200.0,-127935200.0,146846358.81016,1.0,146428963.9122534,1.0,146428963.9122534,5.5859807,None
TLV:DIPL,DIPLOMAT HOLDINGS,Consumer Defensive,Israel,1.4076753,0.00010239527432305642,2722552200.0,0.0,63208600.0,729788285.7142857,2.0,2746221000.0,0.0,57563000.0,0.0,1024655000.0,1.0,57563000.0,1024655000.0,2746221000.0,2722552200.0,1.0,63208600.0,2746221000.0,1.0,57563000.0,1.0,57563000.0,2746221000.0,0.1634108,0.1634108,17.891428,17.891428,17.891428,0.0018549,1.8549e-16,17.891428,0.00010239528000448227,3.4435385000000003,3.2583192000000003,142649490.7752351,157995000.0,157159333.3333333,157995000.0,0.02477,0.0233973,0.0,0.0195597,1.0,0.0235757,5.68161135379215e-12,0.01,0.7720300999999999,0.0,3.5,6162.0,0.0005679999999999999,2.3146299999999997,26000000,66414000,2.5543846,2425,438376155,497294132,27387.216494800003,0.098,-0.025,0.075548,-0.0115191,0.075548,-0.0115191,0.092387,3.2895231,-0.0216298,0.247837,193.6574106,193.6574106,345231866.6666667,2.0,125275000.0,0.5,1.2698021000000002,3.4993108,3.4993108,2.1206531,1.0,0.7638957,0.5,0.7638957,0.8750113000000002,USD,ILS,1.0,0.3054407,0,0,0,0,6162.0,5002.0,7500.0,5832.759,5.6446872,23.1907237,-17.84,0.928743,0.929743,4.6382213,3.0,3.4335309,2.0,0.2857672,0.5,0.3196469,2.0,0.2617698,1.0,4.110398200000001,2.0,4.271213700000001,3.0,13.215264600000001,8.0,3.4435309000000003,0.3296469,4.1203982,13.225264600000001,8.3343977,1128655000.0,1.0,1816755857.142857,1.5,1816755857.142857,698268857.1428572,2.0,704756500.0,1.5,704756500.0,0.1316845,0.1816779,254474857.14285707,350135000.0,350135000.0,732616285.7142857,1.0,1056669857.1428572,1.5,1056669857.1428572,1.7532734,None
TLV:INRM,INROM CONSTRUCTION,Basic Materials,Israel,73.700754,0.00010336274943576777,72634312.6185117,0.25,33348137.802279998,64338232.6751333,2.0,297237173.6794,1.0,31958260.441,1.0,259674229.11375,1.5,31958260.441,259674229.11375,297237173.6794,72634312.6185117,0.25,33348137.802279998,297237173.6794,1.0,31958260.441,1.0,31958260.441,297237173.6794,0.6389819,0.6389819,18.06048,18.06048,18.06048,0.6799376,6.799376e-14,18.06048,0.00010336278952218636,2.9294818,2.8895638,218226752.6848087,224174000.0,216066066.6666667,224174000.0,0.10752,0.1077615,0.95,0.2815777,2.75,0.1666197,4.0154412351931946e-11,0.57938,0.13,0.0,0.9590000000000001,1738.0,0.0005518,4.5953833,125075000,104630000,0.8365381,770,621868937,66167589323,135883.1168831,0.02,0.174,-0.0517899,-0.0204512,-0.0517899,-0.0204512,0.0020525,0.7030483000000001,0.1253872,3.7910056000000005,8799.1396712,8799.1396712,51287790.0625133,1.0,55707802.0695,1.0,12.125087400000002,11.1630492,11.1630492,3.2727201,2.0,1.3448556,1.0,1.3448556,1.1606791,ILS,ILS,0.3054407,0.3054407,0,0,0,0,1738.0,1380.0,1840.0,1634.3191,6.3439814000000005,25.942029,-5.543478299999999,1.5565216999999998,14.221032999999998,1.7306397,1.0,3.7821206,2.0,0.12348959999999999,1.0,0.1047768,1.0,0.044978899999999995,0.1666667,0.2378044,1.0,1.7658124,1.0,1.8673592,1.0,3.7921205999999996,0.1147768,0.24780439999999998,1.8773592000000001,2.8347398999999998,288335308.1050333,1.0,303521880.7971734,1.0,303521880.7971734,207165969.2835334,2.0,181075387.59124,1.5,181075387.59124,0.2052915,0.2764915,246387133.3333333,271719866.6666667,271719866.6666667,166323090.48636,1.0,161272099.0813133,1.0,161272099.0813133,15.868056,None
TLV:ASPF,ALTSHU FUND PEN,Financial Services,Israel,16.2297605,0.00010357818552128967,3055178133.333333,0.0,105057200.0,87898866.6666667,1.0,3395703000.0,0.0,386926000.0,0.0,739893000.0,1.5,386926000.0,739893000.0,3395703000.0,3055178133.333333,4.0,105057200.0,3395703000.0,3.0,386926000.0,2.0,386926000.0,3395703000.0,1.2144322,1.2144322,18.098159,18.098159,18.098159,0.9174892,9.174892e-14,18.098159,0.00010357843199383754,4.4346935,4.4147935,312787823.85150486,315595000.0,185233000.0,315595000.0,0.17092000000000002,0.1441119,0.0,2.7513046,16.0,1.0231122,2.465642967853877e-10,0.030330000000000003,0.71649,0.0,0.978,1760.0,0.0005557,9.325606,192092000,174110000,0.9063886,951,1374669170,103850703125,183080.96740270001,1.085,0.674,0.7439338000000001,0.3160708,0.7439338000000001,0.3160708,0.9997334999999999,10.2486672,0.5845176999999999,7.8953757,18.1029842,18.1029842,191098400.0,2.0,148471000.0,1.0,7.1935148,9.2588396,9.2588396,1.5745850000000001,1.0,6.9738952,2.0,6.9738952,2.6418133999999998,USD,ILS,1.0,0.3054407,0,0,0,0,-0.1654813,1564.0,2349.0,1881.3475,-6.450031200000001,12.531969300000002,-25.0744998,0.49936309999999995,0.5003631,1.6358858,1.0,1.420315,1.0,0.0038442,0.1666667,8.4166901,2.0,96.35182309999999,6.0,7.3638418,2.0,1.7859363999999998,2.0,9.6815769,1.0,1.430315,8.4266901,7.3738418,9.6915769,5.5609459,1260298533.3333333,2.0,1547280666.6666667,1.0,1547280666.6666667,490330933.3333333,2.0,494758300.0,1.5,494758300.0,0.3500684,0.8820505,-44909200.0,662328066.6666666,662328066.6666666,769967600.0,2.0,1217441800.0,1.0,1217441800.0,7.431440400000001,None
