Symbol,Name
FINM,Marlin Technology Cor
FLAC,Frazier Lifesciences 
FLME,Flame Acquisition Cor
FLNG,FLEX LNG Ltd. Ordinar
FMAO,Farmers & Merchants B
FOXW,FoxWayne Enterprises 
FRGE,Forge Global Holdings
FRON,Frontier Acquisition 
FRW,PWP Forward Acquisiti
FSNB,Fusion Acquisition Co
FSSI,Fortistar Sustainable
FTEV,FinTech Evolution Acq
FTVI,FinTech Acquisition C
FVAM,5:01 Acquisition Corp
FZT,FAST Acquisition Corp
GACQ,Global Consumer Acqui
GAPA,G&P Acquisition Corp.
GAZ,Barclays Bank PLC iPa
GBRG,Goldenbridge Acquisit
GGMC,Glenfarne Merger Corp
GHAC,Gaming & Hospitality 
GIW,GigInternational1_ In
GLHA,Glass Houses Acquisit
GLOP,GasLog Partners LP 8.
GLSPT,Global SPAC Partners 
GNAC,Group Nine Acquisitio
GO,Grocery Outlet Holdin
GOAC,GO Acquisition Corp. 
GOGL,Golden Ocean Group Li
GPAC,Global Partner Acquis
GPK,Graphic Packaging Hol
GPOR,Gulfport Energy Corpo
GRCY,Greencity Acquisition
GRIN,Grindrod Shipping Hol
GSAQ,Global Synergy Acquis
GSP,Barclays Bank PLC iPa
GWII,Good Works II Acquisi
GXII,GX Acquisition Corp. 
HAAC,Health Assurance Acqu
HCAR,Healthcare Services A
HCII,Hudson Executive Inve
HCKT,The Hackett Group_ In
HDSN,Hudson Technologies_ 
HERA,FTAC Hera Acquisition
HFRO,Highland Income Fund 
HGLB,Highland Global Alloc
HHLA,HH&L Acquisition Co. 
HLAH,Hamilton Lane Allianc
HNRG,Hallador Energy Compa
HPX,HPX Corp. Class A Ord
HSAQ,Health Sciences Acqui
HYAC,Haymaker Acquisition 
IBA,Industrias Bachoco_ S
IBER,Ibere Pharmaceuticals
IBM,International Busines
IGAC,IG Acquisition Corp. 
IGNY,Ignyte Acquisition Co
IIII,INSU Acquisition Corp
IIIV,i3 Verticals_ Inc. - 
IIN,IntriCon Corporation 
IMAQ,International Media A
IMKTA,Ingles Markets_ Incor
IMO,Imperial Oil Limited 
IMPX,AEA-Bridges Impact Co
INSW,International Seaways
IPVI,InterPrivate IV Infra
ISLE,Isleworth Healthcare 
ITQ,Itiquira Acquisition 
IVAC,Intevac_ Inc. - Commo
JATT,JATT Acquisition Corp
JCIC,Jack Creek Investment
JJA,iPathA Series B Bloom
JJE,iPathA Series B Bloom
JJS,iPathA Series B Bloom
JMSB,John Marshall Bancorp
JOB,GEE Group Inc. Common
JWSM,Jaws Mustang Acquisit
KAII,Kismet Acquisition Tw
KAIR,Kairos Acquisition Co
KDNY,Chinook Therapeutics_
KFS,Kingsway Financial Se
KHC,The Kraft Heinz Compa
KINZ,KINS Technology Group
KLAQ,KL Acquisition Corp -
KNTK,Kinetik Holdings Inc.
KRNL,Kernel Group Holdings
KRP,Kimbell Royalty Partn
KSI,Kadem Sustainable Imp
KWAC,Kingswood Acquisition
LCAA,L Catterton Asia Acqu
LFTR,Lefteris Acquisition 
LGAC,Lazard Growth Acquisi
LHC,Leo Holdings Corp. II
LHCG,LHC Group - common st
LIVE,Live Ventures Incorpo
LJAQ,LightJump Acquisition
LMAO,LMF Acquisition Oppor
LMST,Limestone Bancorp_ In
LNFA,L&amp;F Acquisition C
LNTH,Lantheus Holdings_ In
LOKM,Live Oak Mobility Acq
LRN,Stride_ Inc. Common S
LUXA,Lux Health Tech Acqui
LVRA,Levere Holdings Corp.
LVRAU,Levere Holdings Corp.
LYB,LyondellBasell Indust
MACA,Moringa Acquisition C
MACC,Mission Advancement C
MAQC,Maquia Capital Acquis
MBII,Marrone Bio Innovatio
MBTC,Nocturne Acquisition 
MEAC,Mercury Ecommerce Acq
MERC,Mercer International 
MLAC,Malacca Straits Acqui
MLP,Maui Land & Pineapple
MN,Manning & Napier_ Inc
MNSB,MainStreet Bancshares
MNTK,Montauk Renewables_ I
MO,Altria Group_ Inc.
MON,Monument Circle Acqui
MPAC,Model Performance Acq
MPC,Marathon Petroleum Co
MRK,Merck & Company_ Inc.
MSAC,Medicus Sciences Acqu
MSP,Datto Holding Corp. C
MTOR,Meritor_ Inc. Common 
MTR,Mesa Royalty Trust Co
MUDS,Mudrick Capital Acqui
MUSA,Murphy USA Inc. Commo
MYE,Myers Industries_ Inc
MYPS,PLAYSTUDIOS_ Inc.  - 
NAAC,North Atlantic Acquis
NBST,Newbury Street Acquis
NEX,NexTier Oilfield Solu
NEXT,NextDecade Corporatio
NGVC,Natural Grocers by Vi
NLSN,Nielsen N.V. Ordinary
NRAC,Noble Rock Acquisitio
NREF,NexPoint Real Estate 
NRGU,MicroSectors U.S. Big
NRP,Natural Resource Part
NRT,North European Oil Ro
NSEC,National Security Gro
NSR,Nomad Royalty Company
NSTC,Northern Star Investm
NSTD,Northern Star Investm
NSYS,Nortech Systems Incor
NTUS,Natus Medical Incorpo
NVGS,Navigator Holdings Lt
NVSA,New Vista Acquisition
OACB,Oaktree Acquisition C
OCA,Omnichannel Acquisiti
OCAX,OCA Acquisition Corp.
OEPW,One Equity Partners O
OMEG,Omega Alpha SPAC - Cl
OTEC,OceanTech Acquisition
OTRA,OTR Acquisition Corp.
OXY,Occidental Petroleum 
PAFO,Pacifico Acquisition 
PBF,PBF Energy Inc. Class
PBFX,PBF Logistics LP Comm
PCG,Pacific Gas & Electri
PCPC,Periphas Capital Part
PCVX,Vaxcyte_ Inc. - Commo
PDOT,Peridot Acquisition C
PFIE,Profire Energy_ Inc. 
PFIS,Peoples Financial Ser
PGRW,Progress Acquisition 
PHX,PHX Minerals Inc. Com
PIAI,Prime Impact Acquisit
PICC,Pivotal Investment Co
PKG,Packaging Corporation
PLAN,Anaplan_ Inc. Common 
PLAY,Dave & Buster's Enter
PLMI,Plum Acquisition Corp
PMGM,Priveterra Acquisitio
PMVC,PMV Consumer Acquisit
PNRG,PrimeEnergy Resources
PNT,POINT Biopharma Globa
PNTM,Pontem Corporation Cl
POLY,Plantronics_ Inc. Com
POW,Powered Brands - Clas
PPIH,Perma-Pipe Internatio
PRSR,Prospector Capital Co
PSAG,Property Solutions Ac
PSMT,PriceSmart_ Inc. - Co
PSTH,Pershing Square Tonti
PSX,Phillips 66 Common St
PTIC,PropTech Investment C
PUCK,Goal Acquisitions Cor
PVL,Permianville Royalty 
PXSAP,Pyxis Tankers Inc. - 
RADA,RADA Electronic Indus
RAIL,Freightcar America_ I
RAM,Aries I Acquisition C
RCHG,Recharge Acquisition 
RCMT,RCM Technologies_ Inc
REDU,RISE Education Cayman
REGI,Renewable Energy Grou
REI,Ring Energy_ Inc. Com
RENN,Renren Inc. American 
RFP,Resolute Forest Produ
RICO,Agrico Acquisition Co
RJA,AB Svensk Ekportkredi
RJI,AB Svensk Ekportkredi
RJN,AB Svensk Ekportkredi
RLI,RLI Corp. Common Stoc
RMGC,RMG Acquisition Corp.
RNDB,Randolph Bancorp_ Inc
ROSS,Ross Acquisition Corp
RPRX,Royalty Pharma plc - 
RS,Reliance Steel & Alum
RSVR,Reservoir Media_ Inc.
RVACU,Riverview Acquisition
RXRA,RXR Acquisition Corp.
SAIL,SailPoint Technologie
SAMG,Silvercrest Asset Man
SANM,Sanmina Corporation -
SBII,Sandbridge X2 Corp. C
SCAQ,Stratim Cloud Acquisi
SCOB,ScION Tech Growth II 
SD,SandRidge Energy_ Inc
SDAC,Sustainable Developme
SEED,Origin Agritech Limit
SELF,Global Self Storage_ 
SEVN,Seven Hills Realty Tr
SGML,Sigma Lithium Corpora
SHAC,SCP & CO Healthcare A
SHQA,Shelter Acquisition C
SJT,San Juan Basin Royalt
SLAM,Slam Corp. - Class A 
SLVM,Sylvamo Corporation C
SMHI,SEACOR Marine Holding
SMIH,Summit Healthcare Acq
SND,Smart Sand_ Inc. - Co
SNRH,Senior Connect Acquis
SOHOB,Sotherly Hotels Inc. 
SOHOO,Sotherly Hotels Inc. 
SOI,Solaris Oilfield Infr
SPGS,Simon Property Group 
SPH,Suburban Propane Part
SPTK,SportsTek Acquisition
SRRA,Sierra Oncology_ Inc.
SSAA,Science Strategic Acq
SSBK,Southern States Bancs
STER,Sterling Check Corp. 
STNG,Scorpio Tankers Inc. 
SU,Suncor Energy  Inc. C
SUMR,Summer Infant_ Inc. -
SUN,Sunoco LP Common Unit
SWAG,Software Acquisition 
SWCH,Switch_ Inc. Class A 
SWET,Athlon Acquisition Co
SWSS,Springwater Special S
SWX,Southwest Gas Holding
TACA,Trepont Acquisition C
TALO,Talos Energy_ Inc. Co
TBCP,Thunder Bridge Capita
TBSA,TB SA Acquisition Cor
TCAC,Tuatara Capital Acqui
TEKK,Tekkorp Digital Acqui
TETC,Tech and Energy Trans
TH,Target Hospitality Co
TLGA,TLG Acquisition One C
TMAC,The Music Acquisition
TMKR,Tastemaker Acquisitio
TMPM,Turmeric Acquisition 
TMX,Terminix Global Holdi
TNK,Teekay Tankers Ltd.
TNP,Tsakos Energy Navigat
TRCA,Twin Ridge Capital Ac
TRMD,TORM plc - Class A Co
TRON,Corner Growth Acquisi
TSEM,Tower Semiconductor L
TSPQ,TCW Special Purpose A
TUFN,Tufin Software Techno
TVTY,Tivity Health_ Inc. -
TWLV,Twelve Seas Investmen
TWND,Tailwind Acquisition 
TWNI,Tailwind Internationa
TWOA,two Class A Ordinary 
TZPS,TZP Strategies Acquis
UONE,Urban One_ Inc.  - Cl
UPTD,TradeUP Acquisition C
USDP,USD Partners LP Commo
USFD,US Foods Holding Corp
UTI,Universal Technical I
VAL,Valaris Limited Commo
VALU,Value Line_ Inc. - Co
VCKA,Vickers Vantage Corp.
VENA,Venus Acquisition Cor
VHAQ,Viveon Health Acquisi
VHI,Valhi_ Inc. Common St
VII,7GC & Co. Holdings In
VLO,Valero Energy Corpora
VRNT,Verint Systems Inc. -
VRTV,Veritiv Corporation C
VST,Vistra Corp. Common S
VTAQ,Ventoux CCM Acquisiti
VTIQ,VectoIQ Acquisition C
VTNR,Vertex Energy_ Inc - 
VWTR,Vidler Water Resource
WALD,Waldencast Acquisitio
WARR,Warrior Technologies 
WLK,Westlake Corporation 
WMB,Williams Companies_ I
WPCA,Warburg Pincus Capita
WPCB,Warburg Pincus Capita
WRAC,Williams Rowland Acqu
WSTG,Wayside Technology Gr
XOM,Exxon Mobil Corporati
XPAX,XPAC Acquisition Corp
Y,Alleghany Corporation
ZWRK,Z-Work Acquisition Co
