Symbol,Name
TLV:ALGS,ALON GAS
TLV:ARGO,ARGO PROP.
TLV:ARPT,AIRPORT CITY
TLV:ASHG,ASHTROM GROUP
TLV:AURA,AURA
TLV:AVER,AVERBUCH
TLV:AVGD,AVGAD
TLV:AZRM,AZORIM
TLV:AZRT,REIT AZORIM LIV
TLV:BCNV,BRACK CAPIT N V
TLV:BCOM,B COMMUNICATION
TLV:BEZQ,BEZEQ
TLV:BRAN,BARAN
TLV:BYAR,B.YAIR
TLV:CMCT,CIM COM0.001$
TLV:DANE,DANEL
TLV:DIMRI,DIMRI
TLV:DIPL,DIPLOMAT HOLDI.
TLV:DLEKG,DELEK GROUP
TLV:DNYA,DANYA CEBUS
TLV:DRSL,DORSEL
TLV:ELCO,ELCO
TLV:ELCRE,ELECTRA REAL E.
TLV:ELTR,ELECTRA
TLV:ENDY,ENDYMED
TLV:EQTL,EQUITAL
TLV:FOX,FOX
TLV:FTAL,FATTAL HOLD
TLV:GLPL,GOLAN PLASTIC
TLV:GZT,GAZIT GLOBE
TLV:HMAM,HAMAMA
TLV:HNMR,HANAN MOR
TLV:HUB,HUB
TLV:IES,IES
TLV:ILDR,ILD RENEWAL
TLV:ININ,INTER INDSTRIES
TLV:ISCD,ISRACARD
TLV:ISHI,ISRAEL SHIPYARD
TLV:ISTA,ISSTA
TLV:KARE,KARDAN REAL ES
TLV:KEN,KENON
TLV:KRDI,KARDEN ISRAEL
TLV:LAPD,LAPIDOTH   CAP.
TLV:LEVI,LEVINSTEIN ENG
TLV:LUZN,LUZON GROUP
TLV:LVPR,LEVINSTEIN PROP
TLV:MCMN,MICHMAN
TLV:MDPR,MEDIPOWER 0.1$
TLV:MGDL,MIGDAL INSUR.
TLV:MGOR,MEGA OR
TLV:MMHD,MENORA MIV HLD
TLV:MNRT,MENIVIM REIT
TLV:MRG,MULTI RETAIL
TLV:MRIN,MORE INVEST
TLV:MSHR,MISHORIM
TLV:MVNE,MIVNE
TLV:NFTA,NAPHTHA
TLV:NSTR,NORSTAR
TLV:NTML,NETO MALINDA
TLV:NTO,NETO
TLV:NVLG,NOVOLOG
TLV:NVPT-L,NAVITAS PTRO  L
TLV:OBAS,OPTIBASE
TLV:OPCE,OPC ENERGY
TLV:ORL,BAZAN
TLV:ORON,ORON GROUP
TLV:PRSK,PRASHKOVSKY
TLV:PZOL,PAZ OIL
TLV:RANI,RANI ZIM
TLV:RATI-L,RATIO       L
TLV:RAVD,RAVAD
TLV:RIT1,REIT 1
TLV:ROTS,ROTSHTEIN
TLV:SAE,SHUFERSAL
TLV:SANO1,SANO
TLV:SCOP,SCOPE
TLV:SHVA,AUTO BANK SERV
TLV:SLARL,SELLA REAL EST
TLV:SMT,SUMMIT
TLV:SPEN,SHAPIR      ENG
TLV:SRFT,SARFATI
TLV:STRS,STRAUSS GROUP
TLV:TLSY,TELSYS
TLV:TMRP,TAMAR PET
TLV:TOEN,TOMER ENERGY
TLV:UTRN,UTRON
TLV:VILR,VILLAR
TLV:VISN,VISION SIGMA
TLV:ZMH,ZMH
TLV:ZNKL,ZANLAKOL
TLV:ZUR,ZUR
