pb,pi,ev,pe,evr / pm,0.01389,53.81953,332.27878,2391.11045
3685.637000,0.000010,1.000000,15739449.297016,5169736.500000,2864.000000,2175.000000,1454.000000,723.000000
3685.637000,0.000010,1.000000,15739449.297016,10.230486,2220.000000,1583.000000,963.000000,502.000000
3685.637000,0.000010,1.000000,15739449.297016,3.648921,1557.000000,1027.000000,620.000000,321.000000
3685.637000,0.000010,1.000000,15739449.297016,1.594500,823.000000,489.000000,295.000000,159.000000
3685.637000,0.000010,1.000000,25.731221,5169736.500000,2167.000000,1723.000000,1146.000000,567.000000
3685.637000,0.000010,1.000000,25.731221,10.230486,1722.000000,1289.000000,772.000000,416.000000
3685.637000,0.000010,1.000000,25.731221,3.648921,1308.000000,916.000000,551.000000,292.000000
3685.637000,0.000010,1.000000,25.731221,1.594500,715.000000,446.000000,272.000000,147.000000
3685.637000,0.000010,1.000000,13.114577,5169736.500000,1438.000000,1177.000000,800.000000,411.000000
3685.637000,0.000010,1.000000,13.114577,10.230486,1092.000000,835.000000,492.000000,287.000000
3685.637000,0.000010,1.000000,13.114577,3.648921,861.000000,621.000000,363.000000,210.000000
3685.637000,0.000010,1.000000,13.114577,1.594500,530.000000,344.000000,206.000000,122.000000
3685.637000,0.000010,1.000000,7.085917,5169736.500000,714.000000,567.000000,401.000000,204.000000
3685.637000,0.000010,1.000000,7.085917,10.230486,504.000000,359.000000,210.000000,117.000000
3685.637000,0.000010,1.000000,7.085917,3.648921,393.000000,258.000000,141.000000,81.000000
3685.637000,0.000010,1.000000,7.085917,1.594500,263.000000,164.000000,93.000000,53.000000
3685.637000,0.000010,97.000000,15739449.297016,5169736.500000,2666.000000,2039.000000,1364.000000,676.000000
3685.637000,0.000010,97.000000,15739449.297016,10.230486,2053.000000,1475.000000,899.000000,466.000000
3685.637000,0.000010,97.000000,15739449.297016,3.648921,1401.000000,927.000000,561.000000,287.000000
3685.637000,0.000010,97.000000,15739449.297016,1.594500,702.000000,411.000000,245.000000,129.000000
3685.637000,0.000010,97.000000,25.731221,5169736.500000,2004.000000,1603.000000,1067.000000,525.000000
3685.637000,0.000010,97.000000,25.731221,10.230486,1583.000000,1192.000000,715.000000,383.000000
3685.637000,0.000010,97.000000,25.731221,3.648921,1174.000000,823.000000,496.000000,260.000000
3685.637000,0.000010,97.000000,25.731221,1.594500,609.000000,373.000000,224.000000,118.000000
3685.637000,0.000010,97.000000,13.114577,5169736.500000,1310.000000,1079.000000,735.000000,376.000000
3685.637000,0.000010,97.000000,13.114577,10.230486,982.000000,755.000000,444.000000,259.000000
3685.637000,0.000010,97.000000,13.114577,3.648921,754.000000,543.000000,316.000000,183.000000
3685.637000,0.000010,97.000000,13.114577,1.594500,442.000000,282.000000,164.000000,97.000000
3685.637000,0.000010,97.000000,7.085917,5169736.500000,648.000000,517.000000,372.000000,190.000000
3685.637000,0.000010,97.000000,7.085917,10.230486,452.000000,323.000000,194.000000,110.000000
3685.637000,0.000010,97.000000,7.085917,3.648921,342.000000,223.000000,125.000000,74.000000
3685.637000,0.000010,97.000000,7.085917,1.594500,223.000000,138.000000,78.000000,46.000000
3685.637000,0.000010,225.000000,15739449.297016,5169736.500000,2462.000000,1877.000000,1255.000000,621.000000
3685.637000,0.000010,225.000000,15739449.297016,10.230486,1898.000000,1358.000000,829.000000,426.000000
3685.637000,0.000010,225.000000,15739449.297016,3.648921,1267.000000,826.000000,498.000000,251.000000
3685.637000,0.000010,225.000000,15739449.297016,1.594500,634.000000,371.000000,224.000000,118.000000
3685.637000,0.000010,225.000000,25.731221,5169736.500000,1831.000000,1457.000000,967.000000,474.000000
3685.637000,0.000010,225.000000,25.731221,10.230486,1453.000000,1089.000000,652.000000,347.000000
3685.637000,0.000010,225.000000,25.731221,3.648921,1059.000000,735.000000,439.000000,227.000000
3685.637000,0.000010,225.000000,25.731221,1.594500,553.000000,339.000000,204.000000,108.000000
3685.637000,0.000010,225.000000,13.114577,5169736.500000,1181.000000,968.000000,656.000000,332.000000
3685.637000,0.000010,225.000000,13.114577,10.230486,890.000000,681.000000,398.000000,230.000000
3685.637000,0.000010,225.000000,13.114577,3.648921,670.000000,477.000000,273.000000,156.000000
3685.637000,0.000010,225.000000,13.114577,1.594500,397.000000,254.000000,147.000000,88.000000
3685.637000,0.000010,225.000000,7.085917,5169736.500000,588.000000,469.000000,335.000000,171.000000
3685.637000,0.000010,225.000000,7.085917,10.230486,420.000000,303.000000,184.000000,106.000000
3685.637000,0.000010,225.000000,7.085917,3.648921,314.000000,207.000000,117.000000,71.000000
3685.637000,0.000010,225.000000,7.085917,1.594500,201.000000,128.000000,74.000000,45.000000
3685.637000,0.000010,436.000000,15739449.297016,5169736.500000,2255.000000,1709.000000,1134.000000,567.000000
3685.637000,0.000010,436.000000,15739449.297016,10.230486,1772.000000,1269.000000,777.000000,397.000000
3685.637000,0.000010,436.000000,15739449.297016,3.648921,1166.000000,759.000000,458.000000,228.000000
3685.637000,0.000010,436.000000,15739449.297016,1.594500,573.000000,335.000000,205.000000,107.000000
3685.637000,0.000010,436.000000,25.731221,5169736.500000,1653.000000,1306.000000,853.000000,423.000000
3685.637000,0.000010,436.000000,25.731221,10.230486,1347.000000,1010.000000,603.000000,319.000000
3685.637000,0.000010,436.000000,25.731221,3.648921,972.000000,673.000000,399.000000,204.000000
3685.637000,0.000010,436.000000,25.731221,1.594500,501.000000,307.000000,185.000000,97.000000
3685.637000,0.000010,436.000000,13.114577,5169736.500000,1039.000000,847.000000,562.000000,289.000000
3685.637000,0.000010,436.000000,13.114577,10.230486,808.000000,620.000000,361.000000,207.000000
3685.637000,0.000010,436.000000,13.114577,3.648921,598.000000,425.000000,241.000000,136.000000
3685.637000,0.000010,436.000000,13.114577,1.594500,356.000000,228.000000,133.000000,78.000000
3685.637000,0.000010,436.000000,7.085917,5169736.500000,518.000000,410.000000,285.000000,154.000000
3685.637000,0.000010,436.000000,7.085917,10.230486,394.000000,288.000000,176.000000,104.000000
3685.637000,0.000010,436.000000,7.085917,3.648921,290.000000,194.000000,111.000000,69.000000
3685.637000,0.000010,436.000000,7.085917,1.594500,187.000000,120.000000,71.000000,44.000000
3685.637000,0.000010,695.000000,15739449.297016,5169736.500000,2050.000000,1561.000000,1022.000000,506.000000
3685.637000,0.000010,695.000000,15739449.297016,10.230486,1634.000000,1181.000000,715.000000,356.000000
3685.637000,0.000010,695.000000,15739449.297016,3.648921,1051.000000,689.000000,408.000000,195.000000
3685.637000,0.000010,695.000000,15739449.297016,1.594500,513.000000,305.000000,188.000000,94.000000
3685.637000,0.000010,695.000000,25.731221,5169736.500000,1471.000000,1168.000000,748.000000,367.000000
3685.637000,0.000010,695.000000,25.731221,10.230486,1223.000000,927.000000,544.000000,280.000000
3685.637000,0.000010,695.000000,25.731221,3.648921,867.000000,605.000000,351.000000,172.000000
3685.637000,0.000010,695.000000,25.731221,1.594500,444.000000,277.000000,168.000000,84.000000
3685.637000,0.000010,695.000000,13.114577,5169736.500000,906.000000,741.000000,481.000000,246.000000
3685.637000,0.000010,695.000000,13.114577,10.230486,721.000000,559.000000,320.000000,180.000000
3685.637000,0.000010,695.000000,13.114577,3.648921,526.000000,376.000000,208.000000,114.000000
3685.637000,0.000010,695.000000,13.114577,1.594500,316.000000,205.000000,121.000000,69.000000
3685.637000,0.000010,695.000000,7.085917,5169736.500000,452.000000,362.000000,250.000000,131.000000
3685.637000,0.000010,695.000000,7.085917,10.230486,356.000000,267.000000,165.000000,96.000000
3685.637000,0.000010,695.000000,7.085917,3.648921,257.000000,175.000000,101.000000,61.000000
3685.637000,0.000010,695.000000,7.085917,1.594500,163.000000,105.000000,63.000000,38.000000
3685.637000,0.000010,1127.000000,15739449.297016,5169736.500000,1840.000000,1395.000000,907.000000,454.000000
3685.637000,0.000010,1127.000000,15739449.297016,10.230486,1486.000000,1071.000000,647.000000,317.000000
3685.637000,0.000010,1127.000000,15739449.297016,3.648921,949.000000,618.000000,366.000000,174.000000
3685.637000,0.000010,1127.000000,15739449.297016,1.594500,462.000000,270.000000,168.000000,86.000000
3685.637000,0.000010,1127.000000,25.731221,5169736.500000,1297.000000,1021.000000,644.000000,319.000000
3685.637000,0.000010,1127.000000,25.731221,10.230486,1101.000000,829.000000,483.000000,244.000000
3685.637000,0.000010,1127.000000,25.731221,3.648921,778.000000,538.000000,311.000000,152.000000
3685.637000,0.000010,1127.000000,25.731221,1.594500,396.000000,243.000000,148.000000,76.000000
3685.637000,0.000010,1127.000000,13.114577,5169736.500000,785.000000,634.000000,404.000000,211.000000
3685.637000,0.000010,1127.000000,13.114577,10.230486,640.000000,491.000000,279.000000,156.000000
3685.637000,0.000010,1127.000000,13.114577,3.648921,465.000000,327.000000,180.000000,98.000000
3685.637000,0.000010,1127.000000,13.114577,1.594500,280.000000,179.000000,108.000000,61.000000
3685.637000,0.000010,1127.000000,7.085917,5169736.500000,393.000000,310.000000,212.000000,110.000000
3685.637000,0.000010,1127.000000,7.085917,10.230486,318.000000,236.000000,146.000000,83.000000
3685.637000,0.000010,1127.000000,7.085917,3.648921,229.000000,154.000000,89.000000,53.000000
3685.637000,0.000010,1127.000000,7.085917,1.594500,144.000000,91.000000,56.000000,34.000000
3685.637000,0.000010,1781.000000,15739449.297016,5169736.500000,1634.000000,1249.000000,821.000000,412.000000
3685.637000,0.000010,1781.000000,15739449.297016,10.230486,1335.000000,976.000000,605.000000,293.000000
3685.637000,0.000010,1781.000000,15739449.297016,3.648921,844.000000,563.000000,343.000000,163.000000
3685.637000,0.000010,1781.000000,15739449.297016,1.594500,401.000000,241.000000,155.000000,82.000000
3685.637000,0.000010,1781.000000,25.731221,5169736.500000,1137.000000,894.000000,570.000000,285.000000
3685.637000,0.000010,1781.000000,25.731221,10.230486,986.000000,747.000000,448.000000,224.000000
3685.637000,0.000010,1781.000000,25.731221,3.648921,701.000000,489.000000,292.000000,143.000000
3685.637000,0.000010,1781.000000,25.731221,1.594500,346.000000,216.000000,136.000000,72.000000
3685.637000,0.000010,1781.000000,13.114577,5169736.500000,676.000000,545.000000,346.000000,184.000000
3685.637000,0.000010,1781.000000,13.114577,10.230486,568.000000,439.000000,256.000000,141.000000
3685.637000,0.000010,1781.000000,13.114577,3.648921,419.000000,299.000000,169.000000,91.000000
3685.637000,0.000010,1781.000000,13.114577,1.594500,249.000000,163.000000,101.000000,58.000000
3685.637000,0.000010,1781.000000,7.085917,5169736.500000,336.000000,266.000000,179.000000,95.000000
3685.637000,0.000010,1781.000000,7.085917,10.230486,284.000000,215.000000,136.000000,77.000000
3685.637000,0.000010,1781.000000,7.085917,3.648921,206.000000,143.000000,86.000000,51.000000
3685.637000,0.000010,1781.000000,7.085917,1.594500,127.000000,84.000000,54.000000,33.000000
3685.637000,0.000010,2778.000000,15739449.297016,5169736.500000,1435.000000,1115.000000,735.000000,368.000000
3685.637000,0.000010,2778.000000,15739449.297016,10.230486,1177.000000,878.000000,548.000000,264.000000
3685.637000,0.000010,2778.000000,15739449.297016,3.648921,731.000000,499.000000,306.000000,143.000000
3685.637000,0.000010,2778.000000,15739449.297016,1.594500,338.000000,212.000000,136.000000,72.000000
3685.637000,0.000010,2778.000000,25.731221,5169736.500000,982.000000,778.000000,495.000000,248.000000
3685.637000,0.000010,2778.000000,25.731221,10.230486,862.000000,662.000000,398.000000,199.000000
3685.637000,0.000010,2778.000000,25.731221,3.648921,606.000000,431.000000,258.000000,125.000000
3685.637000,0.000010,2778.000000,25.731221,1.594500,292.000000,191.000000,120.000000,64.000000
3685.637000,0.000010,2778.000000,13.114577,5169736.500000,571.000000,465.000000,296.000000,157.000000
3685.637000,0.000010,2778.000000,13.114577,10.230486,487.000000,383.000000,227.000000,124.000000
3685.637000,0.000010,2778.000000,13.114577,3.648921,354.000000,258.000000,148.000000,79.000000
3685.637000,0.000010,2778.000000,13.114577,1.594500,211.000000,144.000000,90.000000,52.000000
3685.637000,0.000010,2778.000000,7.085917,5169736.500000,281.000000,225.000000,148.000000,78.000000
3685.637000,0.000010,2778.000000,7.085917,10.230486,246.000000,191.000000,120.000000,68.000000
3685.637000,0.000010,2778.000000,7.085917,3.648921,172.000000,123.000000,73.000000,44.000000
3685.637000,0.000010,2778.000000,7.085917,1.594500,105.000000,73.000000,46.000000,29.000000
3685.637000,0.000010,4145.000000,15739449.297016,5169736.500000,1227.000000,964.000000,625.000000,320.000000
3685.637000,0.000010,4145.000000,15739449.297016,10.230486,1006.000000,759.000000,465.000000,227.000000
3685.637000,0.000010,4145.000000,15739449.297016,3.648921,611.000000,424.000000,252.000000,117.000000
3685.637000,0.000010,4145.000000,15739449.297016,1.594500,281.000000,185.000000,119.000000,64.000000
3685.637000,0.000010,4145.000000,25.731221,5169736.500000,841.000000,669.000000,415.000000,208.000000
3685.637000,0.000010,4145.000000,25.731221,10.230486,742.000000,574.000000,336.000000,167.000000
3685.637000,0.000010,4145.000000,25.731221,3.648921,506.000000,361.000000,209.000000,101.000000
3685.637000,0.000010,4145.000000,25.731221,1.594500,244.000000,164.000000,103.000000,56.000000
3685.637000,0.000010,4145.000000,13.114577,5169736.500000,484.000000,397.000000,243.000000,128.000000
3685.637000,0.000010,4145.000000,13.114577,10.230486,415.000000,330.000000,188.000000,101.000000
3685.637000,0.000010,4145.000000,13.114577,3.648921,294.000000,216.000000,118.000000,62.000000
3685.637000,0.000010,4145.000000,13.114577,1.594500,179.000000,126.000000,78.000000,45.000000
3685.637000,0.000010,4145.000000,7.085917,5169736.500000,233.000000,187.000000,117.000000,62.000000
3685.637000,0.000010,4145.000000,7.085917,10.230486,207.000000,162.000000,97.000000,55.000000
3685.637000,0.000010,4145.000000,7.085917,3.648921,140.000000,100.000000,55.000000,35.000000
3685.637000,0.000010,4145.000000,7.085917,1.594500,89.000000,63.000000,39.000000,25.000000
3685.637000,0.000010,6266.000000,15739449.297016,5169736.500000,1023.000000,827.000000,540.000000,268.000000
3685.637000,0.000010,6266.000000,15739449.297016,10.230486,833.000000,649.000000,401.000000,189.000000
3685.637000,0.000010,6266.000000,15739449.297016,3.648921,499.000000,359.000000,215.000000,95.000000
3685.637000,0.000010,6266.000000,15739449.297016,1.594500,228.000000,156.000000,100.000000,55.000000
3685.637000,0.000010,6266.000000,25.731221,5169736.500000,692.000000,567.000000,353.000000,166.000000
3685.637000,0.000010,6266.000000,25.731221,10.230486,611.000000,488.000000,288.000000,135.000000
3685.637000,0.000010,6266.000000,25.731221,3.648921,416.000000,306.000000,178.000000,81.000000
3685.637000,0.000010,6266.000000,25.731221,1.594500,197.000000,137.000000,86.000000,48.000000
3685.637000,0.000010,6266.000000,13.114577,5169736.500000,393.000000,328.000000,200.000000,100.000000
3685.637000,0.000010,6266.000000,13.114577,10.230486,337.000000,273.000000,155.000000,79.000000
3685.637000,0.000010,6266.000000,13.114577,3.648921,239.000000,179.000000,98.000000,49.000000
3685.637000,0.000010,6266.000000,13.114577,1.594500,142.000000,103.000000,64.000000,37.000000
3685.637000,0.000010,6266.000000,7.085917,5169736.500000,190.000000,156.000000,97.000000,47.000000
3685.637000,0.000010,6266.000000,7.085917,10.230486,167.000000,134.000000,79.000000,40.000000
3685.637000,0.000010,6266.000000,7.085917,3.648921,111.000000,81.000000,44.000000,26.000000
3685.637000,0.000010,6266.000000,7.085917,1.594500,71.000000,51.000000,32.000000,20.000000
3685.637000,0.000010,9567.000000,15739449.297016,5169736.500000,816.000000,658.000000,434.000000,212.000000
3685.637000,0.000010,9567.000000,15739449.297016,10.230486,662.000000,513.000000,322.000000,151.000000
3685.637000,0.000010,9567.000000,15739449.297016,3.648921,387.000000,278.000000,170.000000,76.000000
3685.637000,0.000010,9567.000000,15739449.297016,1.594500,171.000000,115.000000,78.000000,45.000000
3685.637000,0.000010,9567.000000,25.731221,5169736.500000,537.000000,439.000000,278.000000,129.000000
3685.637000,0.000010,9567.000000,25.731221,10.230486,474.000000,378.000000,227.000000,106.000000
3685.637000,0.000010,9567.000000,25.731221,3.648921,319.000000,234.000000,138.000000,64.000000
3685.637000,0.000010,9567.000000,25.731221,1.594500,146.000000,99.000000,66.000000,38.000000
3685.637000,0.000010,9567.000000,13.114577,5169736.500000,310.000000,257.000000,162.000000,78.000000
3685.637000,0.000010,9567.000000,13.114577,10.230486,268.000000,216.000000,128.000000,63.000000
3685.637000,0.000010,9567.000000,13.114577,3.648921,187.000000,138.000000,79.000000,39.000000
3685.637000,0.000010,9567.000000,13.114577,1.594500,108.000000,75.000000,50.000000,30.000000
3685.637000,0.000010,9567.000000,7.085917,5169736.500000,153.000000,127.000000,84.000000,39.000000
3685.637000,0.000010,9567.000000,7.085917,10.230486,134.000000,109.000000,68.000000,33.000000
3685.637000,0.000010,9567.000000,7.085917,3.648921,84.000000,61.000000,35.000000,20.000000
3685.637000,0.000010,9567.000000,7.085917,1.594500,51.000000,35.000000,25.000000,16.000000
3685.637000,0.000010,17236.000000,15739449.297016,5169736.500000,609.000000,494.000000,322.000000,158.000000
3685.637000,0.000010,17236.000000,15739449.297016,10.230486,502.000000,392.000000,242.000000,113.000000
3685.637000,0.000010,17236.000000,15739449.297016,3.648921,273.000000,196.000000,118.000000,53.000000
3685.637000,0.000010,17236.000000,15739449.297016,1.594500,118.000000,82.000000,58.000000,33.000000
3685.637000,0.000010,17236.000000,25.731221,5169736.500000,397.000000,327.000000,201.000000,92.000000
3685.637000,0.000010,17236.000000,25.731221,10.230486,352.000000,283.000000,164.000000,75.000000
3685.637000,0.000010,17236.000000,25.731221,3.648921,225.000000,165.000000,94.000000,43.000000
3685.637000,0.000010,17236.000000,25.731221,1.594500,100.000000,70.000000,48.000000,27.000000
3685.637000,0.000010,17236.000000,13.114577,5169736.500000,227.000000,194.000000,120.000000,57.000000
3685.637000,0.000010,17236.000000,13.114577,10.230486,195.000000,162.000000,94.000000,46.000000
3685.637000,0.000010,17236.000000,13.114577,3.648921,131.000000,99.000000,55.000000,27.000000
3685.637000,0.000010,17236.000000,13.114577,1.594500,72.000000,51.000000,34.000000,21.000000
3685.637000,0.000010,17236.000000,7.085917,5169736.500000,118.000000,100.000000,66.000000,32.000000
3685.637000,0.000010,17236.000000,7.085917,10.230486,105.000000,87.000000,54.000000,27.000000
3685.637000,0.000010,17236.000000,7.085917,3.648921,63.000000,46.000000,26.000000,15.000000
3685.637000,0.000010,17236.000000,7.085917,1.594500,38.000000,27.000000,20.000000,13.000000
3685.637000,0.000010,32019.000000,15739449.297016,5169736.500000,406.000000,330.000000,210.000000,111.000000
3685.637000,0.000010,32019.000000,15739449.297016,10.230486,335.000000,263.000000,157.000000,80.000000
3685.637000,0.000010,32019.000000,15739449.297016,3.648921,178.000000,128.000000,73.000000,35.000000
3685.637000,0.000010,32019.000000,15739449.297016,1.594500,78.000000,54.000000,36.000000,23.000000
3685.637000,0.000010,32019.000000,25.731221,5169736.500000,263.000000,214.000000,130.000000,63.000000
3685.637000,0.000010,32019.000000,25.731221,10.230486,234.000000,186.000000,105.000000,52.000000
3685.637000,0.000010,32019.000000,25.731221,3.648921,148.000000,109.000000,59.000000,28.000000
3685.637000,0.000010,32019.000000,25.731221,1.594500,66.000000,46.000000,29.000000,17.000000
3685.637000,0.000010,32019.000000,13.114577,5169736.500000,148.000000,129.000000,83.000000,41.000000
3685.637000,0.000010,32019.000000,13.114577,10.230486,124.000000,105.000000,61.000000,32.000000
3685.637000,0.000010,32019.000000,13.114577,3.648921,83.000000,65.000000,36.000000,18.000000
3685.637000,0.000010,32019.000000,13.114577,1.594500,47.000000,35.000000,22.000000,14.000000
