pb,pi,ev,pe,evr / pm,0.01389,53.81953,332.27878,2391.11045
3685.637000,0.000010,32019.000000,7.085917,5169736.500000,77.000000,65.000000,44.000000,24.000000
3685.637000,0.000010,32019.000000,7.085917,10.230486,65.000000,53.000000,33.000000,19.000000
3685.637000,0.000010,32019.000000,7.085917,3.648921,42.000000,31.000000,16.000000,10.000000
3685.637000,0.000010,32019.000000,7.085917,1.594500,28.000000,20.000000,13.000000,9.000000
3685.637000,0.000010,68556.000000,15739449.297016,5169736.500000,206.000000,175.000000,109.000000,57.000000
3685.637000,0.000010,68556.000000,15739449.297016,10.230486,175.000000,145.000000,84.000000,41.000000
3685.637000,0.000010,68556.000000,15739449.297016,3.648921,90.000000,69.000000,39.000000,18.000000
3685.637000,0.000010,68556.000000,15739449.297016,1.594500,40.000000,27.000000,19.000000,11.000000
3685.637000,0.000010,68556.000000,25.731221,5169736.500000,137.000000,115.000000,68.000000,31.000000
3685.637000,0.000010,68556.000000,25.731221,10.230486,124.000000,102.000000,57.000000,25.000000
3685.637000,0.000010,68556.000000,25.731221,3.648921,76.000000,59.000000,32.000000,14.000000
3685.637000,0.000010,68556.000000,25.731221,1.594500,34.000000,23.000000,16.000000,8.000000
3685.637000,0.000010,68556.000000,13.114577,5169736.500000,80.000000,69.000000,41.000000,19.000000
3685.637000,0.000010,68556.000000,13.114577,10.230486,70.000000,59.000000,32.000000,14.000000
3685.637000,0.000010,68556.000000,13.114577,3.648921,49.000000,39.000000,21.000000,9.000000
3685.637000,0.000010,68556.000000,13.114577,1.594500,25.000000,17.000000,11.000000,0.000000
3685.637000,0.000010,68556.000000,7.085917,5169736.500000,46.000000,38.000000,25.000000,12.000000
3685.637000,0.000010,68556.000000,7.085917,10.230486,38.000000,30.000000,18.000000,9.000000
3685.637000,0.000010,68556.000000,7.085917,3.648921,25.000000,18.000000,9.000000,0.000000
3685.637000,0.000010,68556.000000,7.085917,1.594500,18.000000,12.000000,8.000000,0.000000
3685.637000,0.000010,188810436.000000,15739449.297016,5169736.500000,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,15739449.297016,10.230486,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,15739449.297016,3.648921,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,15739449.297016,1.594500,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,25.731221,5169736.500000,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,25.731221,10.230486,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,25.731221,3.648921,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,25.731221,1.594500,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,13.114577,5169736.500000,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,13.114577,10.230486,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,13.114577,3.648921,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,13.114577,1.594500,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,7.085917,5169736.500000,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,7.085917,10.230486,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,7.085917,3.648921,0.000000,0.000000,0.000000,0.000000
3685.637000,0.000010,188810436.000000,7.085917,1.594500,0.000000,0.000000,0.000000,0.000000
