pb,pi,ev,pe,evr / pm,0.409,115.00164
10000.000000,0.000012,10.000000,9924.030813,607.726165,264.000000,134.000000
10000.000000,0.000012,10.000000,9924.030813,0.968321,132.000000,46.000000
10000.000000,0.000012,10.000000,13.693772,607.726165,134.000000,78.000000
10000.000000,0.000012,10.000000,13.693772,0.968321,63.000000,24.000000
10000.000000,0.000012,417.000000,9924.030813,607.726165,133.000000,78.000000
10000.000000,0.000012,417.000000,9924.030813,0.968321,51.000000,23.000000
10000.000000,0.000012,417.000000,13.693772,607.726165,68.000000,48.000000
10000.000000,0.000012,417.000000,13.693772,0.968321,19.000000,11.000000
