ev,pe,evr / pm,0.025,3.16,6.104,10.142,22.527,40.99,96.334
10.000000,9660.285240,568.40318,295.000000,251.000000,210.000000,168.000000,127.000000,85.000000,44.000000
10.000000,9660.285240,6.27591,253.000000,213.000000,174.000000,135.000000,96.000000,61.000000,26.000000
10.000000,9660.285240,2.84869,211.000000,174.000000,137.000000,102.000000,66.000000,40.000000,12.000000
10.000000,9660.285240,1.3273,170.000000,136.000000,102.000000,73.000000,41.000000,24.000000,0.000000
10.000000,9660.285240,0.71516,128.000000,97.000000,69.000000,49.000000,29.000000,18.000000,0.000000
10.000000,9660.285240,0.42781,86.000000,59.000000,39.000000,27.000000,11.000000,0.000000,0.000000
10.000000,9660.285240,0.25985,43.000000,27.000000,17.000000,15.000000,0.000000,0.000000,0.000000
10.000000,16.077880,568.40318,253.000000,224.000000,189.000000,158.000000,119.000000,79.000000,42.000000
10.000000,16.077880,6.27591,219.000000,194.000000,160.000000,131.000000,94.000000,59.000000,26.000000
10.000000,16.077880,2.84869,185.000000,160.000000,127.000000,99.000000,64.000000,38.000000,12.000000
10.000000,16.077880,1.3273,152.000000,128.000000,96.000000,72.000000,41.000000,24.000000,0.000000
10.000000,16.077880,0.71516,117.000000,93.000000,66.000000,49.000000,29.000000,18.000000,0.000000
10.000000,16.077880,0.42781,81.000000,59.000000,39.000000,27.000000,11.000000,0.000000,0.000000
10.000000,16.077880,0.25985,41.000000,27.000000,17.000000,15.000000,0.000000,0.000000,0.000000
10.000000,8.234990,568.40318,211.000000,189.000000,161.000000,134.000000,100.000000,67.000000,34.000000
10.000000,8.234990,6.27591,185.000000,167.000000,140.000000,115.000000,83.000000,53.000000,22.000000
10.000000,8.234990,2.84869,160.000000,142.000000,115.000000,90.000000,58.000000,35.000000,11.000000
10.000000,8.234990,1.3273,130.000000,113.000000,87.000000,66.000000,38.000000,23.000000,0.000000
10.000000,8.234990,0.71516,103.000000,86.000000,62.000000,47.000000,29.000000,18.000000,0.000000
10.000000,8.234990,0.42781,68.000000,53.000000,35.000000,25.000000,11.000000,0.000000,0.000000
10.000000,8.234990,0.25985,36.000000,27.000000,17.000000,15.000000,0.000000,0.000000,0.000000
10.000000,5.529830,568.40318,169.000000,151.000000,130.000000,109.000000,80.000000,54.000000,28.000000
10.000000,5.529830,6.27591,146.000000,132.000000,112.000000,93.000000,66.000000,43.000000,18.000000
10.000000,5.529830,2.84869,128.000000,114.000000,94.000000,75.000000,48.000000,30.000000,11.000000
10.000000,5.529830,1.3273,106.000000,93.000000,74.000000,59.000000,34.000000,22.000000,0.000000
10.000000,5.529830,0.71516,86.000000,73.000000,55.000000,44.000000,27.000000,17.000000,0.000000
10.000000,5.529830,0.42781,59.000000,48.000000,33.000000,24.000000,11.000000,0.000000,0.000000
10.000000,5.529830,0.25985,33.000000,26.000000,17.000000,15.000000,0.000000,0.000000,0.000000
10.000000,4.426960,568.40318,127.000000,116.000000,100.000000,85.000000,61.000000,44.000000,21.000000
10.000000,4.426960,6.27591,110.000000,102.000000,87.000000,74.000000,52.000000,36.000000,14.000000
10.000000,4.426960,2.84869,97.000000,89.000000,74.000000,61.000000,39.000000,27.000000,9.000000
10.000000,4.426960,1.3273,85.000000,78.000000,63.000000,51.000000,30.000000,20.000000,0.000000
10.000000,4.426960,0.71516,66.000000,59.000000,45.000000,36.000000,23.000000,15.000000,0.000000
10.000000,4.426960,0.42781,47.000000,41.000000,28.000000,20.000000,11.000000,0.000000,0.000000
10.000000,4.426960,0.25985,25.000000,22.000000,14.000000,13.000000,0.000000,0.000000,0.000000
10.000000,3.299200,568.40318,85.000000,77.000000,67.000000,57.000000,39.000000,26.000000,11.000000
10.000000,3.299200,6.27591,73.000000,68.000000,59.000000,51.000000,35.000000,23.000000,8.000000
10.000000,3.299200,2.84869,69.000000,64.000000,55.000000,47.000000,31.000000,20.000000,0.000000
10.000000,3.299200,1.3273,59.000000,55.000000,46.000000,38.000000,23.000000,14.000000,0.000000
10.000000,3.299200,0.71516,45.000000,41.000000,32.000000,27.000000,18.000000,11.000000,0.000000
10.000000,3.299200,0.42781,34.000000,30.000000,22.000000,18.000000,10.000000,0.000000,0.000000
10.000000,3.299200,0.25985,17.000000,15.000000,11.000000,11.000000,0.000000,0.000000,0.000000
10.000000,2.132870,568.40318,43.000000,36.000000,33.000000,29.000000,18.000000,10.000000,0.000000
10.000000,2.132870,6.27591,33.000000,29.000000,27.000000,25.000000,16.000000,9.000000,0.000000
10.000000,2.132870,2.84869,32.000000,28.000000,26.000000,24.000000,15.000000,8.000000,0.000000
10.000000,2.132870,1.3273,27.000000,24.000000,22.000000,20.000000,12.000000,0.000000,0.000000
10.000000,2.132870,0.71516,22.000000,19.000000,17.000000,16.000000,9.000000,0.000000,0.000000
10.000000,2.132870,0.42781,18.000000,15.000000,13.000000,12.000000,0.000000,0.000000,0.000000
10.000000,2.132870,0.25985,10.000000,8.000000,7.000000,7.000000,0.000000,0.000000,0.000000
124.000000,9660.285240,568.40318,221.000000,198.000000,168.000000,134.000000,104.000000,69.000000,39.000000
124.000000,9660.285240,6.27591,185.000000,164.000000,135.000000,104.000000,76.000000,48.000000,24.000000
124.000000,9660.285240,2.84869,149.000000,130.000000,103.000000,74.000000,49.000000,29.000000,11.000000
124.000000,9660.285240,1.3273,118.000000,102.000000,78.000000,54.000000,32.000000,17.000000,0.000000
